"Flowering_Week","Nb_Inflorescences","Position_A","Position_Ancestor_A","1","3","4","5","6","7","8","9","10"
"1","1","0","0",0.0584943752311138,0.122772787850108,0.11552310410642,0.271619744771313,0.268730148189625,0.108809668767599,0.037900282390836,0.0106553524062301,0.005494536286756
"3","1","0","0",0.00295622665587681,0.00749926779527185,0.0092885707883746,0.0393916246203325,0.13785185600081,0.258120058611529,0.288962010934116,0.152173400080659,0.103756984513031
"4","1","0","0",0.0201513945761536,0.048132088153494,0.0542984079945687,0.181019225570574,0.326238004240315,0.222957002873344,0.0999577325926728,0.0308296590243059,0.0164164849745716
"5","1","0","0",0.0061095736133903,0.0153266013312312,0.0186485485286309,0.0752007817217191,0.221842613567412,0.296788560680818,0.223786159657737,0.0894106763537058,0.0528864845453556
"6","1","0","0",0.00329893136293821,0.00835846633616225,0.0103326030900916,0.043572820691929,0.149410962829775,0.267526925507538,0.281953683984929,0.141583436668285,0.0939621695283529
"7","1","0","0",0.00152250917614008,0.00388197040051737,0.0048477837247242,0.0210593121545035,0.0807135189010704,0.188448152949951,0.29875206045955,0.217028398994362,0.183746293239182
"8","1","0","0",0.00103843267474921,0.00265227363616589,0.00332137788646306,0.0145486044416386,0.0576330446854761,0.147306879371688,0.278275829686109,0.246986588444065,0.248236969173645
"9","1","0","0",0.00287434192275266,0.00729366342990504,0.00903812509046219,0.0383814345267204,0.134981638197453,0.255561450159846,0.290537374350793,0.154925830184855,0.106406142137213
"1","2","0","0",0.0655548225784087,0.134443907045918,0.122754882147603,0.275177116237718,0.255101637415016,0.0988026932643961,0.0338360369459001,0.00945985168495833,0.0048690526800822
"3","2","0","0",0.00333681057321927,0.00845330518574084,0.0104475917267667,0.0440303899062418,0.150645119172374,0.268448240465925,0.28114928989568,0.140497747336831,0.0929915057372198
"4","2","0","0",0.0226952907566203,0.0537342961610238,0.0598287874482184,0.19362240097327,0.327807717768363,0.209714077924094,0.090528608824728,0.0275029345810202,0.0145658855626619
"5","2","0","0",0.00689331195482677,0.0172449533402921,0.0208910813823955,0.083237587787478,0.236522752797841,0.296834400418594,0.210271462094328,0.0809827997626108,0.0471216504616344
"6","2","0","0",0.00372347023729037,0.00941993135472211,0.0116167344559682,0.048649792215982,0.162773760640794,0.276677918067162,0.272761472501128,0.130259335928536,0.0841175845984173
"7","2","0","0",0.00171883484285354,0.00437948833622689,0.00546292250334577,0.023652447212316,0.0894774436293327,0.201918001998545,0.301408497324932,0.205761730980526,0.166220633171922
"8","2","0","0",0.00117241057272661,0.00299304135245905,0.00374522351850562,0.0163674094492966,0.0642396709705729,0.159970045379896,0.286601893579806,0.238645012287434,0.226265292889303
"9","2","0","0",0.00324441832249311,0.00822193620581901,0.0101669772786107,0.0429127295812438,0.147619971524654,0.26616181454495,0.283103086812898,0.143174013529154,0.0953950522001781
"1","3","0","0",0.2185357958116,0.28060029556319,0.156001721534808,0.200521656674535,0.10291030916256,0.0288951062120905,0.00890151300312647,0.00240766315237206,0.0012259388857182
"3","3","0","0",0.0131700711758933,0.0322296422185169,0.0377249139562652,0.137396153192616,0.304234085307663,0.265137334910192,0.139116404401199,0.0459164220807904,0.0250749727568653
"4","3","0","0",0.0847265101152971,0.163325168313894,0.138015499430306,0.276358422668893,0.2220851178997,0.0785568025480521,0.0260355307505918,0.00720258826418152,0.00369436000908541
"5","3","0","0",0.026924113447892,0.0628271417635021,0.0684704370621545,0.211473869143106,0.326281068018723,0.190312756513331,0.0781624145284567,0.0232945405760724,0.0122536589467627
"6","3","0","0",0.0146793973478022,0.0357345530088057,0.0414903581337772,0.148109208286794,0.312079060268101,0.255478534862328,0.1283603014233,0.0415473756517429,0.0225212110173498
"7","3","0","0",0.00681668711964077,0.0170578698168461,0.0206732669957986,0.0824658702293518,0.235171944698927,0.29691409132189,0.211533411709087,0.0817372509794704,0.0476296071289882
"8","3","0","0",0.00465719639143827,0.0117432599029387,0.0144056036045954,0.0594299312466772,0.188845499126889,0.289521333292315,0.252441149877568,0.110609331674701,0.0683466948828779
"9","3","0","0",0.0128089069982724,0.0313853873548299,0.0368082648288413,0.134713834442763,0.302008285988568,0.267453832824413,0.141949495921052,0.0470990261050964,0.0257729655361636
"1","5","0","0",0.327735166688036,0.306937907828485,0.133401999642722,0.143697297075038,0.0640347066587208,0.0169637838840202,0.00514156574660896,0.00138397101730525,0.000703601459064784
"3","5","0","0",0.0227366552036212,0.0538245600786346,0.0599165994729352,0.193814983942244,0.327815056558213,0.209508873466954,0.0903894749770966,0.0274546313814457,0.0145391649188557
"4","5","0","0",0.138952041716595,0.226156939378904,0.157849588375728,0.250841686953876,0.156520693105581,0.0481545771199284,0.015244493785087,0.004157445424256,0.00212253414004471
"5","5","0","0",0.0460156042136904,0.100661693161598,0.100123818879856,0.25876114014496,0.294067914205889,0.131818596199877,0.0478459424882107,0.0136393238035757,0.00706596690234318
"6","5","0","0",0.0253142142654559,0.0593974989216333,0.0652592481822494,0.205097766891044,0.327348378791682,0.197334225613068,0.0824649515725721,0.0247396492866813,0.0130440664756141
"7","5","0","0",0.0118235422160057,0.0290709869763343,0.0342761200987145,0.127150153363249,0.295149880403975,0.273721981154362,0.150266624316184,0.0506526558279066,0.0278880556432682
"8","5","0","0",0.00809082736200679,0.020155561422317,0.0242552763394125,0.0949180256996271,0.255515660579579,0.293826666541412,0.192103958776123,0.0707516134276013,0.0403824098519207
"9","5","0","0",0.022119025904468,0.0524740453215785,0.0585984942316483,0.190899650921082,0.327649936473654,0.212606148664436,0.0925107936205872,0.0281935275894524,0.0149483772730934
"1","1","1","0",0.051377480238582,0.110401988786753,0.107183432643324,0.265508748604094,0.283079002656846,0.120936062587396,0.0430312128804394,0.0121842272714742,0.00629784433109071
"3","1","1","0",0.00257804568462915,0.00654869133430445,0.00812869869900208,0.034689636625517,0.124228376460337,0.245156614372458,0.295738698819803,0.165698336785288,0.117232901218662
"4","1","1","0",0.0176123459180428,0.0424391867191148,0.0485151943187576,0.166818511791664,0.321923850572055,0.237408889595868,0.111458791564486,0.0350367979657775,0.0187864315542351
"5","1","1","0",0.00533015122521119,0.0134081902178412,0.0163857917614408,0.0668834411731617,0.20516313617301,0.294347565580044,0.238596036488463,0.099686542962802,0.0601991444180268
"6","1","1","0",0.00287703574056695,0.00730042924266362,0.00904637025275036,0.0384147364412894,0.135076746428061,0.255647683314441,0.290486336153134,0.15483381450827,0.106316847918823
"7","1","1","0",0.00132749506720236,0.00338708705560844,0.00423451820376895,0.0184565882078135,0.0716749360284302,0.173353719503492,0.293425003895825,0.228908451965338,0.205232200072522
"8","1","1","0",0.000905366402027822,0.00231350255825436,0.00289936478056221,0.0127292526411112,0.0508974639688844,0.13361287325314,0.267137760579601,0.254778572429073,0.274725843387347
"9","1","1","0",0.00250660987797055,0.006368846468697,0.00790868731296676,0.0337909295176686,0.121546816571544,0.242355158311966,0.296841351403968,0.168501607750381,0.120179992784838
"1","2","1","0",0.0576314799351832,0.121305883085018,0.114570589927722,0.271027360769577,0.270442305935313,0.110159813878175,0.0384600609014595,0.0108210781031673,0.00558142746438473
"3","2","1","0",0.00291008477675909,0.00738342489121918,0.00914749214342575,0.0388229176824647,0.136239775327061,0.256694122210864,0.289855690801503,0.153713112788413,0.10523337937829
"4","2","1","0",0.0198422053662303,0.0474442957461602,0.0536084858877751,0.179380655108103,0.325877553123322,0.224651226010671,0.101234121441554,0.0312882560331045,0.0166732012830795
"5","2","1","0",0.00601451003208628,0.0150931875606363,0.0183743169619665,0.0742039858653173,0.219925333459906,0.296636186846888,0.225518776802819,0.0905513206170153,0.053682381853365
"6","2","1","0",0.00324745784434754,0.00822955020612473,0.0101762166199376,0.042949584237042,0.147720298269671,0.26623916812096,0.28303927311205,0.143084438895771,0.0953140126940952
"7","2","1","0",0.00149871165216215,0.00382161671798393,0.00477306664962391,0.0207431459099261,0.0796286364051694,0.186702236870385,0.29826293822451,0.218445134668694,0.186124512901546
"8","2","1","0",0.00102219374475783,0.0026109484308531,0.00326993311505716,0.0143272694046748,0.0568204549417961,0.145697516920095,0.277083835198397,0.24797482921039,0.251193019033978
"9","2","1","0",0.00282947450380022,0.00718095501637159,0.00890073528052698,0.0378260757942087,0.133390632446465,0.254104065528895,0.291378943655968,0.156473423882058,0.107915693891707
"1","3","1","0",0.196000600352426,0.26887810441196,0.158623345933362,0.214364067163042,0.114896062173893,0.0328849111701646,0.0101869299124595,0.00275992387519353,0.00140605500749924
"3","3","1","0",0.0115003357204038,0.0283083206913835,0.0334354903345217,0.124588567184158,0.292628245345192,0.275745720292165,0.1531989088387,0.0519359400243761,0.0286584715690998
"4","3","1","0",0.0746711309629642,0.148671579064608,0.130741264305214,0.276997939618175,0.238650581511748,0.0881301954352897,0.029657125228588,0.00824458291419727,0.00423560095921705
"5","3","1","0",0.023552223017223,0.0555988843586461,0.0616344338395485,0.197535690447208,0.327857043875886,0.205527476469674,0.087728085196222,0.0265349458023746,0.014031216993219
