"Flowering_Week","Nb_Inflorescences","Position_A","Position_Ancestor_A","1","3","4","5","6","7","8","9","10"
"6","3","1","0",0.0128207917234941,0.0314132033928618,0.0368385258780059,0.13480285512827,0.302083868754555,0.267377686394532,0.141854522924041,0.0470591583326296,0.0257493874716104
"7","3","1","0",0.00594759530047812,0.0149287943243893,0.0181809966017458,0.07349944311493,0.2185570061533,0.296506995777274,0.22675066032287,0.0913714742072556,0.0542570341977574
"8","3","1","0",0.00406230217785525,0.0102648082090792,0.0126343667806218,0.0526221214104625,0.172735153674817,0.282348459125515,0.265313733864611,0.122397200930255,0.0776218538267831
"9","3","1","0",0.0111844419022039,0.027561219684214,0.032609023369793,0.122045295138401,0.290022887202557,0.277699445916045,0.156170937202605,0.053253547682873,0.0294532019013082
"1","5","1","0",0.298236893167493,0.304062722262442,0.14043153215413,0.15735740828807,0.0722575027020006,0.0193700066169743,0.00588995760420574,0.00158693993168968,0.000807037272994471
"3","5","1","0",0.019878475547759,0.0475250567419304,0.0536896215588047,0.179574125349978,0.325921977059297,0.224451526617215,0.101082767130543,0.0312337698691288,0.0166426801253442
"4","5","1","0",0.123328304031879,0.21058937957294,0.154743665304092,0.26021605912976,0.172002927056632,0.0545062892836052,0.0174160862786332,0.00476323147105351,0.00243405787140483
"5","5","1","0",0.0403519053340142,0.0899644915899416,0.0918635148056967,0.249098906106372,0.305453306233962,0.145416045902236,0.054172350151276,0.0155823303761889,0.00809714950031293
"6","5","1","0",0.0221393552799805,0.0525185916168571,0.0586421177669934,0.190996979572009,0.32765731117943,0.212503060754395,0.0924394437651513,0.0281685899272796,0.0149345501379045
"7","5","1","0",0.010322737381657,0.0255147273957252,0.0303299126573054,0.114902873590193,0.282151635739952,0.282854902525982,0.164856190710707,0.0572065820200215,0.0318604379784553
"8","5","1","0",0.00706044416563515,0.0176526622896948,0.0213651009619803,0.084910485347024,0.23940912600877,0.29660599276585,0.207562216509487,0.0793837871336949,0.0460501848178644
"9","5","1","0",0.0193369509292275,0.046317114685459,0.052472610357283,0.176650432455625,0.32519743567396,0.227459426543363,0.103388895232404,0.0320670650531352,0.0171100690695429
"1","1","0","1",0.0551067984269037,0.116962105275835,0.11169270897109,0.269069914484663,0.275500587397759,0.114291147342736,0.0401905104644228,0.0113350403094187,0.00585118732717205
"3","1","0","1",0.00277554129397701,0.00704542540510971,0.00873543275769653,0.0371567709963666,0.131460767338608,0.252298467823599,0.29236797538314,0.158371875649166,0.109787743352338
"4","1","0","1",0.0189397001001587,0.0454280487679108,0.0515721178388597,0.174457077971376,0.324579064105476,0.229701698078307,0.105146129813067,0.0327065356809446,0.0174696276438997
"5","1","0","1",0.00573726388515873,0.0144115518800964,0.0175717719835591,0.0712691345980506,0.214152683720799,0.2959758781038,0.230689088686226,0.0940469448025267,0.0561456823397835
"6","1","0","1",0.00309736486830904,0.0078533706379643,0.00971934839445929,0.0411226734677945,0.142699556810964,0.2622382026699,0.286145189205314,0.147637482113823,0.099486811831472
"7","1","0","1",0.00142932738692797,0.00364559060768371,0.00455503130950735,0.0198190432835055,0.0764370611511732,0.181462927066092,0.296595978631439,0.222632086996236,0.193422953567435
"8","1","0","1",0.000974848785868162,0.00249043659409879,0.00311985562479062,0.0136808655919991,0.0544365047581384,0.14090897781677,0.273354617084613,0.250806739206706,0.260227154537016
"9","1","0","1",0.00269864783130374,0.00685210864180551,0.00849947076588633,0.0361992509395727,0.128676089788031,0.249619307072992,0.293730762606258,0.161152822440249,0.112571539913903
"1","2","0","1",0.0617851880145945,0.128285428611037,0.119015550674146,0.273549232424833,0.26228920886969,0.103926509585326,0.0358986798639923,0.0100648867672813,0.00518531518909882
"3","2","0","1",0.00313293691330268,0.00794256154570682,0.00982774169658139,0.0415569484238153,0.143901854488079,0.263220563433368,0.28541814030094,0.146533974389298,0.098465278808908
"4","2","0","1",0.0213339633516766,0.0507488898899412,0.0569013830949679,0.187068131259865,0.327257973131384,0.216647086234177,0.0953497493130067,0.0291906431640425,0.015502180560939
"5","2","0","1",0.00647355327589746,0.0162188406621385,0.0196940678821741,0.078973014463881,0.228903322415668,0.297059799869569,0.217340719967174,0.085292326741423,0.0500443547220746
"6","2","0","1",0.00349605517356959,0.00885172926192554,0.0109301190185948,0.0459441547148087,0.15574238007678,0.272087767703956,0.277726197414143,0.136101261451956,0.0891203351842663
"7","2","0","1",0.00161365679643301,0.00411303829144207,0.00513365301273591,0.0222665806949271,0.0848232591438069,0.194903659966092,0.300272462519371,0.211701281278714,0.175172408296478
"8","2","0","1",0.00110063217096751,0.00281051614414515,0.00351828096469408,0.0153946050069216,0.060721694166088,0.153319598916148,0.282460240323885,0.243144896224274,0.237529536082876
"9","2","0","1",0.00304617242448559,0.00772497458562215,0.009563231313138,0.0404962796726221,0.140955613566997,0.260785858989848,0.287180144835217,0.14925317272299,0.10099455188908
"1","3","0","1",0.207926652815822,0.275403345293041,0.157381053553124,0.206959709844255,0.108313015420517,0.0306735834803402,0.00947270994525151,0.00256405108928903,0.00130587855835917
"3","3","0","1",0.0123728598548221,0.0303632037242192,0.0356934014471979,0.131411684464709,0.299120739683004,0.270240901847379,0.145519558058015,0.0486091406373284,0.0266685102833263
"4","3","0","1",0.0799487575561659,0.15649442778814,0.134744916902275,0.276951869492679,0.229750970610536,0.082859822873478,0.0276490545465503,0.00766555654934231,0.00393462368083286
"5","3","0","1",0.0253156999765041,0.0594006820085914,0.0652622555252948,0.205103879424047,0.327347639654258,0.197327545837329,0.0824607708740542,0.0247382353834743,0.0130432913164474
"6","3","0","1",0.0137921003282262,0.0336786391882163,0.039289425915117,0.14190663907472,0.307738677814422,0.26114512544366,0.134481948825892,0.0440110007845934,0.0239564426251522
"7","3","0","1",0.00640156432707355,0.0160425539687916,0.0194878416013338,0.0782324626907322,0.227541263744926,0.297043149640926,0.218591975255752,0.086077043983474,0.0505821447869907
"8","3","0","1",0.00437300328719092,0.0110377535379584,0.0135618916287271,0.0562038212699923,0.181359103604997,0.286490252302718,0.258535519392686,0.115952924426374,0.0724857305493569
"9","3","0","1",0.0120332911001119,0.0295649947824496,0.0348189827125,0.128790912235285,0.296711646491094,0.272397980105417,0.148419842963504,0.0498527355745624,0.0274096140350756
"1","5","0","1",0.313954562966652,0.305932358182222,0.136730782008801,0.149932420227137,0.06771799260732,0.0180343729909309,0.0054739394972263,0.00147406483209833,0.000749506687613088
"3","5","0","1",0.0213729009037137,0.0508346799622788,0.0569861332946895,0.187261561394254,0.327282500259964,0.216443895193323,0.0952049907142954,0.0291395689924627,0.0154737692850195
"4","5","0","1",0.131556004827723,0.219020390134393,0.156585567155576,0.255376312871493,0.163569351719237,0.0509947004535755,0.016210401833769,0.00442646533411561,0.00226080567011777
"5","5","0","1",0.0433174591422251,0.0956189563367703,0.0962964240221419,0.254518808816489,0.299552389532436,0.137994273168758,0.0506742837741825,0.0145035571914133,0.00752384801558359
"6","5","0","1",0.023799621972023,0.0561351001870559,0.0621504773988618,0.198636109661553,0.327832876338473,0.204343767338408,0.0869504041612078,0.0262677257513606,0.0138839171910565
"7","5","0","1",0.0111069216578039,0.0273776255259568,0.0324054715574613,0.121415109826002,0.289361482599017,0.278174538633549,0.156916918210221,0.0535870027067664,0.0296549292832219
"8","5","0","1",0.00759870559349954,0.0189624347608898,0.0228817774697916,0.090203123107991,0.248170797704526,0.295417773811536,0.199228055708294,0.0746313952810812,0.0429059365623906
"9","5","0","1",0.0207915291178348,0.0495513003722288,0.0557144251776289,0.184335834813032,0.326857885459147,0.219507962971645,0.0974114231951065,0.0299207769839859,0.0159088619093914
"1","1","1","1",0.0483808836691439,0.105003951303705,0.103325049058652,0.261995532245595,0.289220805538612,0.126806294451934,0.0456024082352612,0.0129587889162517,0.00670628658084427
"3","1","1","1",0.00242041873188346,0.00615173219990835,0.00764284141042504,0.0327020856664165,0.118263808405736,0.238809788842657,0.298071805147287,0.171998903225747,0.12393861636994
"4","1","1","1",0.0165507445193686,0.0400284511460624,0.0460161143012697,0.160349568873506,0.319061765694325,0.243799547319544,0.117057135288312,0.0371481526196552,0.0199885202379574
"5","1","1","1",0.00500509932791496,0.0126049868662751,0.0154324084525884,0.0633154344331087,0.197518875593166,0.292388185263962,0.24516974086037,0.104686669379583,0.0638785998230316
"6","1","1","1",0.00270117743561584,0.00685846996707604,0.00850723871066348,0.0362308124957876,0.12876832605191,0.249709454593245,0.293686882176771,0.161059915525478,0.112477723043453
"7","1","1","1",0.00124623378597758,0.00318066899467567,0.00397831398833871,0.0173640514506616,0.0678069262828396,0.166503248607692,0.290182198325601,0.233997049597183,0.215741308967031
"8","1","1","1",0.000849923312966805,0.00217225617588986,0.0027232198371861,0.0119673787019577,0.0480385445801671,0.127551930806926,0.26146969824772,0.257720886384907,0.287506161952279
"9","1","1","1",0.0023533403503054,0.00598267052135958,0.007435650643718,0.0318512660768674,0.115672214404683,0.235919891544505,0.298944013265775,0.174810929480946,0.12703002371184
"1","2","1","1",0.0542909942402887,0.115541809652293,0.110733094908902,0.268362058666044,0.277148957654242,0.115687029933062,0.0407812875939673,0.01151108243744,0.00594368491376185
"3","2","1","1",0.00273221189057993,0.00693650457712351,0.00860250995420272,0.0366176845395278,0.129896442517571,0.250804208762146,0.293143133371322,0.159928012922381,0.111339291465146
"4","2","1","1",0.0186487484643291,0.0447752991149558,0.0509084088118308,0.172824007256518,0.32407697192211,0.231362999388849,0.10647009899031,0.0331909504279494,0.017742515623148
"5","2","1","1",0.00564796043880623,0.0141917048828851,0.0173123845729955,0.0703149067922269,0.212234193904709,0.295689643208533,0.232391656369455,0.095229873207494,0.0569876766228958
"6","2","1","1",0.00304902678849686,0.00773213486305366,0.00957193993480209,0.0405312500269817,0.141053279392892,0.260868056038083,0.287122811537054,0.14916221526269,0.100909286155946
"7","2","1","1",0.00140698428513581,0.003588888212208,0.00448475948300031,0.0195207377194804,0.0754002007570655,0.179727322498199,0.295977809209609,0.223996938043984,0.195896359791319
"8","2","1","1",0.000959603220677379,0.0024516218878264,0.0030715008593223,0.0134723687038746,0.0536641186215657,0.139335868714157,0.272069277965119,0.251699657998634,0.263275982028824
"9","2","1","1",0.00265651562587143,0.00674613979106743,0.00837003673083124,0.0356729557793896,0.127133506018673,0.248097275106855,0.294451431595162,0.162714754988002,0.114157384364149
"1","3","1","1",0.186224757896254,0.262959786364211,0.159358089184487,0.22054668540728,0.120743330898372,0.0348916243827017,0.0108389480439876,0.00293905594092836,0.00149772188177832
"3","3","1","1",0.0108030904309206,0.0266570768731266,0.0316048618786951,0.118921828593752,0.286682375526103,0.280017254078355,0.159906345801984,0.0549345412439245,0.0304726255731396
"4","3","1","1",0.0704167799010369,0.142146903578763,0.12719170075161,0.276482914631912,0.246159121014268,0.0928371951371012,0.0314811676746835,0.00877331230406198,0.00451090500656315
"5","3","1","1",0.0221406588887969,0.0525214479025773,0.058644914545123,0.191003217500256,0.327657779459209,0.212496452965832,0.0924348721203109,0.0281669922835133,0.014933664334382
"6","3","1","1",0.0120444649515955,0.0295912912257935,0.0348478435171121,0.128877846977756,0.296793241076692,0.272327247292115,0.148322665372837,0.0498108187955895,0.0273845807905091
"7","3","1","1",0.00558510085876974,0.0140368736423151,0.0171295469901214,0.0696406191613306,0.210866069423893,0.295465206492298,0.233600884868883,0.0960801409496965,0.057595557612693
"8","3","1","1",0.00381427180813444,0.00964654465988548,0.0118900733158476,0.0497211794462608,0.165502385372588,0.278327184179094,0.270766496016593,0.128058880305612,0.0822729848959858
"9","3","1","1",0.0105061451481554,0.0259513570420786,0.0308180468684767,0.116448658239047,0.283925563707339,0.281783747022804,0.162932860414185,0.0563175791489097,0.0313160424090047
"1","5","1","1",0.285170486793473,0.301885218659204,0.143405419373662,0.16379381775058,0.0763386261961992,0.0205863909505462,0.00627015369109774,0.00169020140323628,0.000859685182001524
"3","5","1","1",0.0186828786718929,0.0448519397478826,0.0509864490751045,0.173016753790288,0.324138085291377,0.231167291505477,0.10631312948763,0.0331334001460497,0.0177100722842979
"4","5","1","1",0.116651213022724,0.203349647653648,0.152872931729039,0.263922849575147,0.179350971655384,0.0576740204463698,0.0185147513278758,0.00507104384096979,0.00259257074884256
"5","5","1","1",0.0379726349909089,0.0853415481854969,0.0881275430495872,0.244110803640349,0.310019360961035,0.151912600589643,0.0573288849111764,0.0165653516699997,0.0086212720018044
"6","5","1","1",0.0208106643695139,0.0495936254688942,0.0557564982222027,0.184433427338312,0.326873898520262,0.219406078432932,0.0973372330257115,0.0298944139536339,0.0158941606685382
"7","5","1","1",0.00969618750450409,0.0240188401947044,0.0286498419517822,0.10951501645082,0.275656994937515,0.286372284731239,0.171757022711756,0.0604635947273859,0.0338702167902927
"8","5","1","1",0.00663057615199305,0.0166030460016134,0.0201429363314846,0.0805789452011152,0.23181718036286,0.297037697303125,0.214651261407547,0.0836285142973345,0.0489098429429272
"9","5","1","1",0.0181733203011858,0.043705781830377,0.0498162222728711,0.170106089289085,0.323162355729689,0.234111861804417,0.108704026555705,0.0340134596220707,0.0182068825945993
