"Burst_Month","Position_Ancestor_A","1","2","3","4","5"
"9-10","0",0.112663932868883,0.750639482840968,0.0824152268654326,0.0456589440779742,0.00862241334674152
"11","0",0.0628209705295758,0.706455720856122,0.13266550761833,0.0818505978944085,0.0162072031015634
"12","0",0.0715977029806205,0.72161730472887,0.120445862883797,0.0722219180341873,0.0141172113725254
"9-10","1",0.131778053659795,0.751256794203608,0.0711503446684698,0.0385916707771078,0.00722313669101982
"11","1",0.0741859089619919,0.725241208210609,0.117207782849994,0.0697711827395806,0.0135939172378245
"12","1",0.0844074338828927,0.736557823671366,0.105775043025295,0.0614228336259116,0.0118368657945345
