"Position_Ancestor_A","Cycle","1","2","3","4","5","6","7"
"0","4",0.453520528684863,0.310327111915018,0.116725519761503,0.0688839137385214,0.0422245126318863,0.00448465283695287,0.00383376043125605
"1","4",0.390566775731753,0.323540579554751,0.136502825847623,0.0849005092252112,0.0537437220686401,0.00578665633973952,0.00495893123228253
"0","5",0.0425330096447841,0.105052721101941,0.135402790169951,0.218389665796436,0.363144808485307,0.0684020055298434,0.0670749992717368
"1","5",0.0331665311812458,0.0847678960660134,0.115653799488323,0.2035064905184,0.39420991221474,0.0835214908824179,0.0851738796488598
