"Burst_Month","Position_A","probability","number"
"8","0",4.02054096753825,32
"1","0",5.42208571710489,19
"2","0",4.32001975045467,308
"3","0",5.34727976378525,604
"8","1",4.03426890401362,10
"1","1",5.44059915817896,34
"2","1",4.33477024228783,70
"3","1",5.36553778366515,80
