"Burst_Month","Position_Ancestor_A","probability","number"
"9","0",0.433452505242187,14
"10","0",0.32249080839212,46
"11","0",0.530309321066329,28
"12","0",0.590605334384569,80
"9","1",0.630151356964609,11
"10","1",0.468835727234665,107
"11","1",0.770961372328928,43
"12","1",0.858619452862608,122
