"Burst_Month","Nature_F","108","109","110","111","101","102","103"
"10-11-12","0",0.258235974507249,0.177162741763828,0.0164763005350859,0.124558434316953,0.0535024969416743,0.265455017285768,0.104609034649442
"1","0",0.518680674896619,0.186076941370445,0.013698675193428,0.0896983992199195,0.0323324226992401,0.123142264782672,0.0363706218376763
"2","0",0.712332817075404,0.133468273605602,0.00850737397529777,0.0520573688511992,0.0173430498724712,0.060131191679534,0.0161599249404917
"3-4-5","0",0.335301319249494,0.192419112785498,0.0166017828655706,0.119193789395705,0.048007568377996,0.213862487839072,0.0746139394866644
"10-11-12","1",0.00953925945267514,0.0113490803832417,0.00140994854410678,0.0139847334578565,0.00869093775189345,0.146483683625794,0.808542356784433
"1","1",0.0289491074936261,0.0329971688451262,0.00399468461137499,0.0384339209141051,0.022847955611163,0.295732861259089,0.577044301265515
"2","1",0.0641124980522202,0.0676394842894186,0.00782638918759659,0.071647938397912,0.0396852467271091,0.376547611015169,0.372540832330575
"3-4-5","1",0.0137631577118835,0.016222215188215,0.0020039301250786,0.019741029261435,0.012145812051424,0.191581459501836,0.744542396160128
"10-11-12","2",0.00415632370680712,0.00500410593619623,0.000626235347527938,0.00626670742298443,0.00394585095014503,0.0730658762143302,0.906934900422009
"1","2",0.0127543756481355,0.0150667359818623,0.00186371827404045,0.0183895347814393,0.0113412079438783,0.181648140522548,0.758936286848096
"2","2",0.0288306747727973,0.0328707528491369,0.00398000078379102,0.0382994910116217,0.0227739213096968,0.295170898657529,0.578074260615428
"3-4-5","2",0.00601117216331693,0.00720765202094781,0.000899726443134611,0.00897585580520091,0.00562599119997498,0.10071970747918,0.870559894888244
