"is_loaded","burst_date_mother","position_mother_L","position_ancestor_L","probas"
"0","1","0","0",0.0255736229502851
"1","1","0","0",0.157845364732478
"0","2","0","0",0.00953986661579774
"1","2","0","0",0.0643592805275623
"0","3","0","0",5.19630241882998e-10
"1","3","0","0",3.71100193254297e-09
"0","8","0","0",0.322489638936738
"1","8","0","0",0.772693978880783
"0","9","0","0",0.884299976731023
"1","9","0","0",0.982009112526338
"0","10","0","0",0.575776137926106
"1","10","0","0",0.906480313069148
"0","11","0","0",0.817774290323942
"1","11","0","0",0.969742309365344
"0","12","0","0",0.298245119650373
"1","12","0","0",0.752179673166291
"0","1","1","0",0.00815465121780414
"1","1","1","0",0.0554598410292832
"0","2","1","0",0.00300825790994779
"1","2","1","0",0.021094110224384
"0","3","1","0",1.62784339599818e-10
"1","3","1","0",1.16254396198636e-09
"0","8","1","0",0.129764220770287
"1","8","1","0",0.515718476702159
"0","9","1","0",0.705391223099487
"1","9","1","0",0.944749581214966
"0","10","1","0",0.29833614678727
"1","10","1","0",0.752260729112724
"0","11","1","0",0.584348178069369
"1","11","1","0",0.909421248910828
"0","12","1","0",0.117495930305659
"1","12","1","0",0.48739766881905
"0","1","0","1",0.0157286792599708
"1","1","0","1",0.102433248391749
"0","2","0","1",0.00583042175618266
"1","2","0","1",0.0401991966763018
"0","3","0","1",3.16394275866969e-10
"1","3","0","1",2.25956781575809e-09
"0","8","0","1",0.224700295015443
"1","8","0","1",0.674247095310254
"0","9","0","1",0.823125344261671
"1","9","0","1",0.970790221515219
"0","10","0","1",0.452476216837135
"1","10","0","1",0.855111699837277
"0","11","0","1",0.73208207468973
"1","11","0","1",0.951253706715132
"0","12","0","1",0.205576770036539
"1","12","0","1",0.64888527021659
"0","1","1","1",0.00498111937825319
"1","1","1","1",0.0345173054529029
"0","2","1","1",0.00183383623239995
"1","2","1","1",0.0129507020680706
"0","3","1","1",9.91166970119796e-11
"1","3","1","1",7.07853826551347e-10
"0","8","1","1",0.0832357498769279
"1","8","1","1",0.393354416481997
"0","9","1","1",0.593143529356759
"1","9","1","1",0.912369474962038
"0","10","1","1",0.205647802286749
"1","10","1","1",0.648984344932331
"0","11","1","1",0.461208292792257
"1","11","1","1",0.859417510450311
"0","12","1","1",0.0749873455697938
"1","12","1","1",0.366665589555666
"0","4","0","0",0
"1","4","0","0",0
"0","5","0","0",0
"1","5","0","0",0
"0","6","0","0",0
"1","6","0","0",0
"0","7","0","0",0
"1","7","0","0",0
"0","4","1","0",0
"1","4","1","0",0
"0","5","1","0",0
"1","5","1","0",0
"0","6","1","0",0
"1","6","1","0",0
"0","7","1","0",0
"1","7","1","0",0
"0","4","0","1",0
"1","4","0","1",0
"0","5","0","1",0
"1","5","0","1",0
"0","6","0","1",0
"1","6","0","1",0
"0","7","0","1",0
"1","7","0","1",0
"0","4","1","1",0
"1","4","1","1",0
"0","5","1","1",0
"1","5","1","1",0
"0","6","1","1",0
"1","6","1","1",0
"0","7","1","1",0
"1","7","1","1",0
