"is_loaded","position_mother_L","nature_ancestor_V","probas"
"0","0","0",1.23730257349886
"1","0","0",1.62075952977603
"0","1","0",0.925251171781984
"1","1","0",1.21199913927397
"0","0","1",1.0759963236136
"1","0","1",1.4094622712771
"0","1","1",0.804626839529888
"1","1","1",1.05399167997676
