Burst,Burst_date_child,Delta_Burst_date,Lateral_GU_daughter,No_Lateral_GU,burst_date_mother,is_loaded,nature_mother_V,position_mother_L,tree,uc
1,3.0,14,1.0,2.0,2.0,1,0,1,B10,42547
0,,,,,12.0,1,1,1,B10,42554
1,3.0,14,1.0,4.0,2.0,1,0,0,B10,42558
0,,,,,2.0,1,0,1,B10,42569
0,,,,,2.0,1,0,0,B10,42572
0,,,,,2.0,1,0,0,B10,42577
0,,,,,2.0,1,0,0,B10,42584
1,9.0,6,1.0,2.0,3.0,1,0,0,B10,42599
0,,,,,12.0,1,1,1,B10,42608
0,,,,,2.0,1,1,0,B10,42611
1,8.0,6,1.0,2.0,2.0,1,1,0,B10,42614
1,8.0,6,0.0,,2.0,1,1,1,B10,42647
1,11.0,9,1.0,3.0,2.0,1,0,0,B10,42653
1,8.0,6,1.0,4.0,2.0,1,1,1,B10,42683
0,,,,,2.0,1,0,0,B10,42741
0,,,,,2.0,1,0,0,B10,42745
0,,,,,2.0,1,0,0,B10,42749
0,,,,,12.0,1,1,1,B10,42752
1,8.0,6,1.0,2.0,2.0,1,1,0,B10,42756
1,8.0,6,1.0,1.0,2.0,1,1,1,B10,42770
1,11.0,9,1.0,1.0,2.0,1,0,0,B10,42781
1,8.0,6,0.0,,2.0,1,1,1,B10,42801
0,,,,,2.0,1,0,0,B10,42806
0,,,,,2.0,1,0,0,B10,42812
0,,,,,2.0,1,0,0,B10,42816
0,,,,,12.0,1,1,1,B10,42819
1,3.0,14,1.0,4.0,2.0,1,0,0,B10,42822
1,11.0,9,0.0,,2.0,1,0,1,B10,42832
1,3.0,14,1.0,4.0,2.0,1,0,0,B10,42849
1,2.0,13,1.0,5.0,2.0,1,0,0,B10,42865
1,2.0,13,1.0,6.0,2.0,1,0,0,B10,42891
0,,,,,2.0,1,0,0,B10,42911
0,,,,,2.0,1,0,0,B10,42916
0,,,,,12.0,1,0,1,B10,42919
0,,,,,12.0,1,0,1,B10,42922
1,2.0,13,1.0,2.0,2.0,1,0,0,B10,42927
0,,,,,2.0,1,0,0,B10,42941
0,,,,,9.0,1,1,1,B10,42950
1,3.0,14,1.0,4.0,2.0,1,0,0,B10,42954
0,,,,,12.0,1,0,1,B10,42968
1,3.0,14,1.0,1.0,2.0,1,0,0,B10,42972
0,,,,,2.0,1,0,0,B10,42978
1,3.0,14,1.0,2.0,2.0,1,0,0,B10,42998
0,,,,,12.0,1,0,1,B10,43007
0,,,,,12.0,1,1,1,B10,43010
0,,,,,9.0,1,1,0,B10,43019
1,2.0,13,1.0,3.0,2.0,1,0,0,B10,43023
1,3.0,14,1.0,5.0,2.0,1,0,0,B10,43037
1,2.0,13,1.0,3.0,2.0,1,0,0,B10,43059
1,3.0,14,1.0,5.0,2.0,1,0,0,B10,43071
1,3.0,16,1.0,1.0,12.0,1,0,1,B10,43090
1,3.0,14,1.0,5.0,2.0,1,0,0,B10,43097
1,3.0,14,1.0,2.0,2.0,1,0,0,B10,43116
1,3.0,16,1.0,4.0,12.0,1,0,1,B10,43125
1,3.0,16,1.0,1.0,12.0,1,0,1,B10,43140
1,3.0,14,1.0,7.0,2.0,1,0,0,B10,43147
0,,,,,12.0,1,0,1,B10,43171
0,,,,,2.0,1,0,0,B10,43175
0,,,,,10.0,1,1,0,B10,43178
0,,,,,10.0,1,1,0,B10,43213
1,3.0,14,1.0,8.0,2.0,1,0,0,B10,43217
0,,,,,2.0,1,0,1,B10,43242
0,,,,,2.0,1,0,1,B10,43249
0,,,,,2.0,1,0,1,B10,43252
0,,,,,2.0,1,0,0,B10,43258
0,,,,,12.0,1,0,1,B10,43261
0,,,,,12.0,1,0,1,B10,43264
0,,,,,2.0,1,0,1,B10,43303
1,3.0,14,0.0,,2.0,1,1,1,B10,43306
1,3.0,14,1.0,3.0,2.0,1,0,0,B10,43312
1,9.0,7,1.0,1.0,2.0,1,0,1,B10,43321
1,3.0,14,1.0,1.0,2.0,1,0,1,B10,43333
1,8.0,6,0.0,,2.0,1,1,1,B10,43338
1,9.0,7,0.0,,2.0,1,0,1,B10,43345
0,,,,,2.0,1,1,1,B10,43350
1,3.0,14,1.0,8.0,2.0,1,0,0,B10,43359
1,8.0,6,1.0,2.0,2.0,1,1,1,B10,43381
1,3.0,14,1.0,1.0,2.0,1,0,1,B10,43398
1,8.0,6,1.0,1.0,2.0,1,1,1,B10,43404
1,8.0,6,0.0,,2.0,1,1,1,B10,43415
1,3.0,14,0.0,,2.0,1,1,1,B10,43430
1,8.0,8,0.0,,12.0,1,1,1,B10,43437
1,8.0,6,0.0,,2.0,1,1,0,B10,43442
1,8.0,6,1.0,3.0,2.0,1,1,1,B10,43461
1,8.0,6,1.0,3.0,2.0,1,1,1,B10,43477
1,8.0,8,1.0,2.0,12.0,1,1,1,B10,43510
0,,,,,,1,1,1,B12,87
0,,,,,,1,1,1,B12,114
0,,,,,,1,1,1,B12,115
0,,,,,,1,1,1,B12,129
0,,,,,,1,1,1,B12,130
0,,,,,,1,1,1,B12,160
0,,,,,,1,1,1,B12,161
1,9.0,,1.0,4.0,,1,1,0,B12,43578
0,,,,,,1,1,1,B12,43592
1,3.0,,1.0,1.0,,1,1,0,B12,43632
0,,,,,,1,1,0,B12,43636
0,,,,,,1,1,1,B12,43815
1,3.0,,1.0,2.0,,1,1,1,B12,43816
0,,,,,,1,1,0,B12,43881
0,,,,,,1,0,0,B12,43883
0,,,,,,1,0,0,B12,43886
0,,,,,,1,1,0,B12,44198
1,3.0,,1.0,2.0,,1,1,0,B12,44200
0,,,,,,1,0,0,B12,44261
0,,,,,,1,1,1,B12,44266
0,,,,,,1,0,0,B12,44330
0,,,,,,1,0,0,B12,44518
0,,,,,,1,0,0,B12,44521
0,,,,,,1,1,1,B12,44527
0,,,,,,1,1,0,B12,44913
0,,,,,,1,1,1,B12,44940
0,,,,,,1,1,0,B12,45182
0,,,,,,1,1,1,B12,45186
0,,,,,,1,1,0,B12,45429
0,,,,,,1,1,1,B12,45432
0,,,,,,1,1,1,B12,45435
0,,,,,,1,1,0,B12,45484
0,,,,,,1,1,1,B12,45491
0,,,,,,1,1,0,B12,46236
0,,,,,,1,1,0,B12,46371
1,3.0,11,1.0,3.0,4.0,1,1,0,B12,43598
1,9.0,5,0.0,,4.0,1,1,1,B12,43605
1,9.0,5,0.0,,4.0,1,1,1,B12,43609
1,9.0,5,0.0,,4.0,1,1,1,B12,43614
1,9.0,5,0.0,,4.0,1,1,1,B12,43622
0,,,,,4.0,1,1,1,B12,43627
1,3.0,15,1.0,1.0,1.0,1,1,0,B12,43629
1,2.0,10,1.0,5.0,4.0,1,0,0,B12,43644
1,2.0,10,1.0,2.0,4.0,1,0,1,B12,43656
1,2.0,10,1.0,4.0,4.0,1,0,1,B12,43668
1,2.0,10,1.0,3.0,4.0,1,0,1,B12,43680
1,2.0,15,1.0,3.0,12.0,1,0,1,B12,43690
0,,,,,10.0,1,0,1,B12,43700
1,3.0,16,1.0,6.0,12.0,1,0,0,B12,43704
0,,,,,12.0,1,0,1,B12,43722
1,3.0,16,1.0,2.0,12.0,1,0,0,B12,43726
1,2.0,15,1.0,3.0,12.0,1,0,0,B12,43738
1,2.0,15,1.0,5.0,12.0,1,0,0,B12,43758
1,3.0,16,1.0,3.0,12.0,1,0,0,B12,43776
1,3.0,16,1.0,6.0,12.0,1,0,0,B12,43789
0,,,,,12.0,1,0,0,B12,43809
0,,,,,10.0,1,0,1,B12,43812
1,3.0,11,1.0,6.0,4.0,1,0,0,B12,43823
0,,,,,4.0,1,0,1,B12,43839
1,3.0,11,1.0,5.0,4.0,1,0,0,B12,43846
0,,,,,4.0,1,0,1,B12,43858
0,,,,,4.0,1,0,1,B12,43860
0,,,,,4.0,1,0,1,B12,43862
1,3.0,16,1.0,4.0,12.0,1,0,0,B12,43871
1,2.0,14,1.0,8.0,1.0,1,0,0,B12,43895
1,2.0,13,1.0,4.0,2.0,1,0,1,B12,43921
1,2.0,14,1.0,4.0,1.0,1,0,1,B12,43934
1,2.0,14,1.0,2.0,1.0,1,0,1,B12,43946
1,11.0,7,1.0,2.0,4.0,1,0,1,B12,43962
1,2.0,10,1.0,1.0,4.0,1,0,1,B12,43973
0,,,,,12.0,1,0,0,B12,43980
1,3.0,18,1.0,2.0,10.0,1,0,1,B12,43983
0,,,,,10.0,1,0,1,B12,43990
1,11.0,7,1.0,5.0,4.0,1,0,0,B12,43995
1,2.0,13,1.0,9.0,2.0,1,0,0,B12,44054
1,3.0,11,1.0,6.0,4.0,1,0,0,B12,44084
1,3.0,11,1.0,1.0,4.0,1,0,1,B12,44103
1,3.0,11,1.0,4.0,4.0,1,0,1,B12,44108
1,3.0,11,1.0,5.0,4.0,1,0,1,B12,44122
1,3.0,11,1.0,6.0,4.0,1,0,0,B12,44142
1,3.0,16,1.0,2.0,12.0,1,0,0,B12,44161
0,,,,,10.0,1,0,1,B12,44168
1,3.0,11,1.0,3.0,4.0,1,0,0,B12,44175
0,,,,,4.0,1,0,1,B12,44183
1,3.0,16,1.0,2.0,12.0,1,0,0,B12,44187
0,,,,,10.0,1,0,1,B12,44196
1,3.0,11,1.0,7.0,4.0,1,0,0,B12,44216
1,3.0,13,1.0,2.0,3.0,1,0,1,B12,44238
1,3.0,16,1.0,4.0,12.0,1,0,1,B12,44246
0,,,,,12.0,1,0,1,B12,44256
0,,,,,10.0,1,0,1,B12,44259
1,3.0,16,1.0,2.0,12.0,1,0,0,B12,44269
0,,,,,12.0,1,0,1,B12,44275
0,,,,,12.0,1,0,0,B12,44279
0,,,,,10.0,1,1,1,B12,44282
1,3.0,18,1.0,1.0,10.0,1,0,1,B12,44284
1,1.0,14,1.0,1.0,12.0,1,0,0,B12,44290
1,3.0,16,1.0,4.0,12.0,1,0,0,B12,44297
0,,,,,10.0,1,0,1,B12,44312
0,,,,,10.0,1,0,0,B12,44315
0,,,,,10.0,1,0,1,B12,44318
0,,,,,10.0,1,0,1,B12,44321
1,3.0,18,1.0,1.0,10.0,1,1,0,B12,44326
1,2.0,15,1.0,4.0,12.0,1,0,0,B12,44336
1,2.0,15,1.0,5.0,12.0,1,0,0,B12,44351
1,2.0,13,1.0,7.0,2.0,1,0,0,B12,44372
1,9.0,7,1.0,3.0,2.0,1,1,1,B12,44393
1,2.0,13,1.0,5.0,2.0,1,0,0,B12,44412
1,2.0,13,1.0,1.0,2.0,1,1,1,B12,44428
1,2.0,13,1.0,7.0,2.0,1,0,0,B12,44443
1,2.0,13,1.0,6.0,2.0,1,0,0,B12,44466
1,2.0,13,1.0,7.0,2.0,1,0,0,B12,44481
0,,,,,10.0,1,0,1,B12,44501
1,2.0,13,1.0,1.0,2.0,1,0,0,B12,44506
0,,,,,10.0,1,1,1,B12,44511
0,,,,,2.0,1,0,0,B12,44516
1,10.0,9,1.0,2.0,1.0,1,0,0,B12,44531
0,,,,,5.0,1,1,0,B12,44546
1,8.0,3,0.0,,5.0,1,1,1,B12,44549
0,,,,,1.0,1,0,0,B12,44557
0,,,,,10.0,1,1,1,B12,44560
1,8.0,7,1.0,5.0,1.0,1,1,0,B12,44564
1,8.0,7,0.0,,1.0,1,1,1,B12,44613
0,,,,,1.0,1,1,1,B12,44616
1,8.0,7,0.0,,1.0,1,1,1,B12,44617
1,8.0,7,1.0,2.0,1.0,1,1,1,B12,44620
1,8.0,7,1.0,3.0,1.0,1,1,0,B12,44629
1,2.0,14,1.0,1.0,1.0,1,0,0,B12,44665
1,2.0,14,1.0,5.0,1.0,1,0,0,B12,44672
0,,,,,10.0,1,0,0,B12,44687
1,8.0,6,1.0,5.0,2.0,1,1,0,B12,44692
1,8.0,7,1.0,4.0,1.0,1,1,1,B12,44740
1,11.0,9,1.0,2.0,2.0,1,1,1,B12,44780
0,,,,,2.0,1,0,1,B12,44797
1,8.0,6,1.0,3.0,2.0,1,1,1,B12,44799
0,,,,,2.0,1,0,0,B12,44823
0,,,,,10.0,1,1,1,B12,44828
1,11.0,10,1.0,2.0,1.0,1,0,0,B12,44832
1,8.0,3,0.0,,5.0,1,1,1,B12,44855
0,,,,,1.0,1,1,1,B12,44870
1,8.0,7,0.0,,1.0,1,1,1,B12,44871
1,1.0,8,0.0,,5.0,1,1,0,B12,44882
1,1.0,8,0.0,,5.0,1,1,0,B12,44887
1,2.0,9,1.0,4.0,5.0,1,0,0,B12,44892
0,,,,,12.0,1,0,0,B12,44907
0,,,,,12.0,1,0,0,B12,44911
1,2.0,13,1.0,1.0,2.0,1,0,0,B12,44920
1,1.0,11,1.0,2.0,2.0,1,0,1,B12,44924
0,,,,,2.0,1,0,1,B12,44931
0,,,,,2.0,1,0,0,B12,44936
1,2.0,13,1.0,6.0,2.0,1,0,0,B12,44944
1,11.0,9,1.0,6.0,2.0,1,0,1,B12,44961
1,2.0,13,1.0,4.0,2.0,1,0,1,B12,44983
1,2.0,13,1.0,2.0,2.0,1,0,1,B12,44997
0,,,,,2.0,1,0,1,B12,45013
1,2.0,13,1.0,3.0,2.0,1,0,0,B12,45016
1,1.0,11,1.0,2.0,2.0,1,0,1,B12,45026
1,1.0,11,1.0,1.0,2.0,1,0,1,B12,45033
1,2.0,13,1.0,3.0,2.0,1,0,0,B12,45038
0,,,,,2.0,1,0,1,B12,45064
1,10.0,8,0.0,,2.0,1,1,1,B12,45066
0,,,,,12.0,1,0,0,B12,45089
0,,,,,2.0,1,0,0,B12,45094
1,1.0,11,1.0,2.0,2.0,1,0,0,B12,45099
1,11.0,9,1.0,6.0,2.0,1,0,0,B12,45108
1,2.0,13,1.0,4.0,2.0,1,0,1,B12,45127
1,2.0,13,1.0,3.0,2.0,1,0,1,B12,45139
1,2.0,13,1.0,1.0,2.0,1,0,1,B12,45148
1,2.0,13,1.0,1.0,2.0,1,0,1,B12,45152
0,,,,,10.0,1,1,1,B12,45158
0,,,,,1.0,1,0,0,B12,45162
0,,,,,2.0,1,0,0,B12,45169
0,,,,,2.0,1,0,1,B12,45171
0,,,,,2.0,1,0,1,B12,45173
0,,,,,2.0,1,0,1,B12,45175
0,,,,,10.0,1,0,1,B12,45178
0,,,,,10.0,1,1,1,B12,45181
1,2.0,13,1.0,5.0,2.0,1,0,0,B12,45191
0,,,,,10.0,1,1,1,B12,45207
0,,,,,10.0,1,1,1,B12,45209
1,2.0,14,1.0,6.0,1.0,1,0,0,B12,45213
1,2.0,14,1.0,2.0,1.0,1,0,1,B12,45233
1,2.0,14,1.0,2.0,1.0,1,0,1,B12,45239
1,11.0,10,1.0,1.0,1.0,1,0,1,B12,45246
1,10.0,9,1.0,2.0,1.0,1,0,1,B12,45254
0,,,,,10.0,1,0,0,B12,45267
0,,,,,10.0,1,1,0,B12,45271
1,2.0,13,1.0,7.0,2.0,1,0,0,B12,45278
0,,,,,2.0,1,0,1,B12,45297
1,2.0,13,1.0,3.0,2.0,1,0,1,B12,45299
1,2.0,13,1.0,4.0,2.0,1,0,1,B12,45310
1,2.0,13,1.0,4.0,2.0,1,0,1,B12,45324
1,2.0,13,1.0,3.0,2.0,1,0,1,B12,45336
1,2.0,13,1.0,5.0,2.0,1,0,0,B12,45345
1,2.0,13,1.0,2.0,2.0,1,0,1,B12,45365
1,11.0,9,1.0,8.0,2.0,1,0,0,B12,45373
1,2.0,13,1.0,4.0,2.0,1,0,1,B12,45392
1,2.0,13,1.0,5.0,2.0,1,0,0,B12,45403
0,,,,,12.0,1,0,0,B12,45420
0,,,,,1.0,1,0,0,B12,45425
0,,,,,1.0,1,0,1,B12,45427
1,8.0,10,1.0,1.0,10.0,1,1,0,B12,45437
0,,,,,10.0,1,0,1,B12,45445
1,8.0,10,0.0,,10.0,1,1,1,B12,45448
0,,,,,10.0,1,1,1,B12,45453
0,,,,,10.0,1,1,1,B12,45457
1,8.0,10,0.0,,10.0,1,1,0,B12,45460
1,8.0,10,1.0,1.0,10.0,1,1,0,B12,45465
0,,,,,10.0,1,1,0,B12,45475
0,,,,,12.0,1,1,1,B12,45477
0,,,,,12.0,1,0,1,B12,45479
0,,,,,12.0,1,0,1,B12,45482
0,,,,,10.0,1,1,1,B12,45487
1,6.0,4,1.0,10.0,2.0,1,0,0,B12,45502
1,8.0,6,1.0,8.0,2.0,1,0,0,B12,45531
1,8.0,6,1.0,4.0,2.0,1,1,1,B12,45554
1,3.0,18,1.0,3.0,10.0,1,1,1,B12,45583
1,2.0,13,1.0,8.0,2.0,1,0,0,B12,45597
0,,,,,2.0,1,0,1,B12,45618
1,10.0,8,1.0,1.0,2.0,1,0,1,B12,45620
1,3.0,14,1.0,1.0,2.0,1,0,1,B12,45631
1,3.0,14,1.0,3.0,2.0,1,0,0,B12,45638
1,10.0,8,1.0,6.0,2.0,1,0,0,B12,45650
0,,,,,2.0,1,0,1,B12,45667
1,8.0,6,1.0,2.0,2.0,1,1,1,B12,45669
1,3.0,14,1.0,8.0,2.0,1,0,0,B12,45690
1,10.0,8,1.0,7.0,2.0,1,0,1,B12,45714
1,3.0,14,1.0,2.0,2.0,1,0,1,B12,45739
0,,,,,2.0,1,0,1,B12,45746
1,10.0,8,1.0,4.0,2.0,1,0,0,B12,45749
1,3.0,14,1.0,2.0,2.0,1,0,0,B12,45765
0,,,,,12.0,1,1,1,B12,45772
1,3.0,14,1.0,5.0,2.0,1,0,0,B12,45776
0,,,,,12.0,1,0,0,B12,45794
1,3.0,14,1.0,5.0,2.0,1,0,0,B12,45799
1,3.0,14,1.0,5.0,2.0,1,0,0,B12,45825
1,3.0,14,1.0,4.0,2.0,1,0,1,B12,45839
0,,,,,10.0,1,0,1,B12,45853
0,,,,,10.0,1,0,1,B12,45856
1,3.0,14,1.0,7.0,2.0,1,0,0,B12,45863
1,8.0,6,1.0,2.0,2.0,1,0,0,B12,45883
1,8.0,6,1.0,2.0,2.0,1,0,1,B12,45906
1,8.0,6,0.0,,2.0,1,1,1,B12,45920
1,8.0,6,1.0,2.0,2.0,1,1,0,B12,45936
1,10.0,8,0.0,,2.0,1,0,0,B12,45965
0,,,,,2.0,1,0,0,B12,45972
1,8.0,6,1.0,2.0,2.0,1,0,0,B12,45979
1,8.0,6,1.0,2.0,2.0,1,1,1,B12,45995
1,10.0,8,1.0,3.0,2.0,1,0,0,B12,46011
1,10.0,8,1.0,1.0,2.0,1,0,1,B12,46024
1,3.0,14,1.0,1.0,2.0,1,0,1,B12,46040
0,,,,,10.0,1,1,1,B12,46045
0,,,,,12.0,1,0,1,B12,46049
0,,,,,12.0,1,0,1,B12,46052
0,,,,,12.0,1,0,1,B12,46055
1,2.0,15,1.0,8.0,12.0,1,0,0,B12,46064
1,3.0,16,1.0,3.0,12.0,1,0,1,B12,46088
1,3.0,16,1.0,3.0,12.0,1,0,1,B12,46096
1,10.0,10,1.0,4.0,12.0,1,0,1,B12,46107
1,3.0,16,1.0,4.0,12.0,1,0,0,B12,46121
0,,,,,12.0,1,0,1,B12,46135
0,,,,,12.0,1,0,1,B12,46137
1,3.0,16,1.0,1.0,12.0,1,0,0,B12,46143
1,2.0,15,1.0,5.0,12.0,1,0,0,B12,46153
0,,,,,10.0,1,0,1,B12,46169
0,,,,,12.0,1,0,0,B12,46173
1,3.0,16,1.0,8.0,12.0,1,0,0,B12,46179
1,3.0,16,1.0,1.0,12.0,1,0,1,B12,46202
1,3.0,16,1.0,3.0,12.0,1,0,1,B12,46207
0,,,,,10.0,1,1,1,B12,46217
0,,,,,12.0,1,0,0,B12,46220
0,,,,,10.0,1,0,1,B12,46223
0,,,,,10.0,1,0,0,B12,46226
0,,,,,10.0,1,0,0,B12,46230
0,,,,,10.0,1,0,0,B12,46234
1,3.0,16,1.0,5.0,12.0,1,0,0,B12,46244
1,3.0,16,1.0,2.0,12.0,1,0,1,B12,46259
1,3.0,16,1.0,7.0,12.0,1,0,0,B12,46267
1,3.0,16,1.0,5.0,12.0,1,0,0,B12,46292
1,3.0,16,1.0,3.0,12.0,1,0,0,B12,46309
1,2.0,15,1.0,5.0,12.0,1,0,0,B12,46322
1,3.0,16,1.0,5.0,12.0,1,0,0,B12,46340
0,,,,,10.0,1,0,1,B12,46357
1,3.0,16,1.0,2.0,12.0,1,0,1,B12,46361
0,,,,,4.0,1,1,0,B12,46370
0,,,,,,0,0,0,B14,46885
0,,,,,,0,1,0,B14,46888
0,,,,,,0,1,1,B14,46889
0,,,,,,0,1,1,B14,46897
0,,,,,,0,1,1,B14,46899
0,,,,,,0,1,0,B14,47281
0,,,,,,0,1,0,B14,47283
0,,,,,,0,1,0,B14,47597
0,,,,,,0,1,1,B14,49078
0,,,,,,0,1,0,B14,49327
0,,,,,,0,1,1,B14,49570
0,,,,,,0,1,1,B14,49999
0,,,,,,0,1,1,B14,50000
0,,,,,,0,1,1,B14,50001
0,,,,,,0,1,1,B14,50020
0,,,,,,0,1,1,B14,50082
0,,,,,,0,1,1,B14,50287
0,,,,,,0,1,0,B14,50558
0,,,,,,0,1,0,B14,50698
0,,,,,,0,1,1,B14,50700
1,1.0,13,1.0,6.0,1.0,0,0,0,B14,46376
0,,,,,1.0,0,0,0,B14,46397
0,,,,,12.0,0,1,1,B14,46401
0,,,,,12.0,0,0,0,B14,46404
0,,,,,12.0,0,0,1,B14,46409
0,,,,,12.0,0,0,1,B14,46412
0,,,,,12.0,0,0,1,B14,46415
0,,,,,12.0,0,0,1,B14,46418
0,,,,,12.0,0,1,1,B14,46421
0,,,,,10.0,0,1,1,B14,46427
1,9.0,6,1.0,4.0,3.0,0,1,0,B14,46431
1,9.0,6,0.0,,3.0,0,1,1,B14,46456
1,1.0,10,1.0,4.0,3.0,0,0,1,B14,46469
1,1.0,10,1.0,4.0,3.0,0,0,1,B14,46480
1,9.0,6,0.0,,3.0,0,1,1,B14,46491
0,,,,,3.0,0,0,1,B14,46506
1,9.0,6,1.0,5.0,3.0,0,1,0,B14,46509
0,,,,,3.0,0,1,1,B14,46546
0,,,,,3.0,0,1,1,B14,46549
0,,,,,3.0,0,1,1,B14,46550
1,9.0,6,0.0,,3.0,0,1,0,B14,46554
0,,,,,3.0,0,0,0,B14,46572
0,,,,,10.0,0,1,1,B14,46577
1,12.0,9,1.0,3.0,3.0,0,1,0,B14,46581
1,12.0,9,0.0,,3.0,0,1,1,B14,46594
0,,,,,3.0,0,0,0,B14,46601
1,1.0,10,1.0,2.0,3.0,0,1,0,B14,46606
1,1.0,10,1.0,5.0,3.0,0,0,0,B14,46619
1,1.0,10,1.0,1.0,3.0,0,0,1,B14,46635
0,,,,,3.0,0,0,1,B14,46640
0,,,,,12.0,0,0,0,B14,46646
1,1.0,10,1.0,5.0,3.0,0,0,0,B14,46651
0,,,,,3.0,0,0,1,B14,46667
1,1.0,10,1.0,7.0,3.0,0,0,0,B14,46672
1,1.0,10,1.0,1.0,3.0,0,0,1,B14,46694
1,1.0,10,1.0,3.0,3.0,0,0,1,B14,46699
0,,,,,10.0,0,1,1,B14,46708
1,1.0,10,1.0,4.0,3.0,0,0,0,B14,46712
1,12.0,9,1.0,4.0,3.0,0,0,0,B14,46729
0,,,,,3.0,0,0,1,B14,46743
1,12.0,9,1.0,3.0,3.0,0,0,1,B14,46745
1,1.0,10,1.0,2.0,3.0,0,0,1,B14,46756
1,1.0,10,0.0,,3.0,0,1,1,B14,46764
1,1.0,10,1.0,1.0,3.0,0,0,1,B14,46767
1,12.0,9,1.0,6.0,3.0,0,0,0,B14,46773
1,12.0,9,1.0,2.0,3.0,0,1,1,B14,46797
0,,,,,3.0,0,1,1,B14,46805
1,12.0,9,1.0,5.0,3.0,0,0,1,B14,46806
0,,,,,1.0,0,1,0,B14,46824
0,,,,,12.0,0,0,0,B14,46829
1,12.0,9,1.0,8.0,3.0,0,0,0,B14,46834
1,12.0,9,1.0,3.0,3.0,0,0,0,B14,46859
1,12.0,9,1.0,5.0,3.0,0,0,0,B14,46868
0,,,,,5.0,0,1,1,B14,46891
0,,,,,5.0,0,1,1,B14,46893
1,1.0,10,1.0,6.0,3.0,0,0,0,B14,46903
1,9.0,6,0.0,,3.0,0,1,1,B14,46923
1,12.0,9,1.0,5.0,3.0,0,0,1,B14,46934
1,12.0,9,0.0,,3.0,0,1,1,B14,46951
1,12.0,9,0.0,,3.0,0,1,1,B14,46955
1,12.0,9,0.0,,3.0,0,1,1,B14,46959
1,12.0,9,0.0,,3.0,0,1,1,B14,46963
1,9.0,6,1.0,2.0,3.0,0,1,0,B14,46968
1,12.0,9,0.0,,3.0,0,1,1,B14,47001
0,,,,,12.0,0,1,0,B14,47007
0,,,,,12.0,0,0,1,B14,47010
0,,,,,12.0,0,0,1,B14,47012
1,12.0,9,1.0,4.0,3.0,0,0,0,B14,47017
0,,,,,4.0,0,0,1,B14,47031
0,,,,,3.0,0,1,1,B14,47033
1,9.0,6,1.0,3.0,3.0,0,1,0,B14,47038
1,9.0,6,0.0,,3.0,0,1,1,B14,47081
1,9.0,6,0.0,,3.0,0,1,1,B14,47086
1,9.0,6,0.0,,3.0,0,1,1,B14,47099
1,9.0,6,1.0,1.0,3.0,0,1,1,B14,47108
0,,,,,3.0,0,1,1,B14,47121
1,1.0,10,1.0,1.0,3.0,0,1,0,B14,47123
0,,,,,4.0,0,1,1,B14,47129
1,9.0,6,1.0,1.0,3.0,0,1,0,B14,47133
1,1.0,10,1.0,1.0,3.0,0,1,0,B14,47149
0,,,,,3.0,0,1,1,B14,47156
0,,,,,3.0,0,1,1,B14,47159
1,1.0,10,0.0,,3.0,0,1,1,B14,47162
1,1.0,13,1.0,8.0,1.0,0,0,0,B14,47171
1,1.0,13,1.0,3.0,1.0,0,0,1,B14,47197
1,1.0,14,1.0,1.0,12.0,0,0,1,B14,47207
0,,,,,12.0,0,0,1,B14,47211
1,1.0,10,1.0,3.0,3.0,0,0,0,B14,47214
1,1.0,13,1.0,5.0,1.0,0,0,0,B14,47226
0,,,,,1.0,0,1,1,B14,47243
0,,,,,1.0,0,0,0,B14,47247
0,,,,,9.0,0,1,1,B14,47252
0,,,,,1.0,0,1,0,B14,47256
0,,,,,11.0,0,0,1,B14,47260
0,,,,,1.0,0,1,0,B14,47264
0,,,,,10.0,0,1,0,B14,47269
0,,,,,1.0,0,0,0,B14,47277
1,1.0,10,1.0,6.0,3.0,0,0,0,B14,47290
0,,,,,10.0,0,1,1,B14,47311
0,,,,,12.0,0,0,0,B14,47316
0,,,,,12.0,0,0,0,B14,47320
0,,,,,10.0,0,0,1,B14,47325
0,,,,,3.0,0,0,1,B14,47332
0,,,,,3.0,0,0,1,B14,47334
0,,,,,12.0,0,1,1,B14,47336
0,,,,,12.0,0,0,1,B14,47339
0,,,,,10.0,0,1,1,B14,47342
1,12.0,9,1.0,5.0,3.0,0,0,1,B14,47347
1,12.0,11,1.0,5.0,1.0,0,0,1,B14,47364
1,12.0,11,1.0,5.0,1.0,0,0,1,B14,47381
0,,,,,3.0,0,0,0,B14,47398
1,12.0,9,1.0,3.0,3.0,0,0,0,B14,47401
1,12.0,9,1.0,6.0,3.0,0,0,0,B14,47414
0,,,,,12.0,0,1,1,B14,47434
1,12.0,9,1.0,6.0,3.0,0,0,0,B14,47438
1,12.0,11,1.0,3.0,1.0,0,0,0,B14,47466
1,12.0,11,1.0,5.0,1.0,0,0,0,B14,47480
1,12.0,11,1.0,2.0,1.0,0,0,1,B14,47497
1,12.0,11,1.0,1.0,1.0,0,0,1,B14,47504
1,1.0,10,1.0,7.0,3.0,0,0,0,B14,47513
1,1.0,10,1.0,4.0,3.0,0,0,1,B14,47535
1,1.0,10,1.0,1.0,3.0,0,0,1,B14,47547
0,,,,,11.0,0,1,1,B14,47552
0,,,,,11.0,0,1,1,B14,47554
0,,,,,12.0,0,0,0,B14,47557
1,1.0,10,1.0,4.0,3.0,0,0,0,B14,47562
1,1.0,10,1.0,6.0,3.0,0,0,0,B14,47577
