Burst,Date_burst_daughter,Delta_Burst_date_child,Flowering,Flowering_Date,Lateral_GU_daughter,No_Lateral_GU,No_inflo,burst_date_mother,cycle,is_in_extremity,is_loaded,tree,uc
0,,,1.0,2,,,1.0,1,5,1,0,B14,47788
0,,,1.0,3,,,1.0,12,5,1,0,B14,47791
0,,,1.0,2,,,1.0,12,5,1,0,B14,47794
1,3.0,3.0,,NA,1.0,1.0,,12,5,0,0,B14,47802
0,,,0.0,NA,,,0.0,3,5,1,0,B14,47803
0,,,0.0,NA,,,0.0,3,5,1,0,B14,47804
1,3.0,3.0,,NA,1.0,3.0,,12,5,0,0,B14,47806
0,,,0.0,NA,,,0.0,3,5,1,0,B14,47807
0,,,0.0,NA,,,0.0,3,5,1,0,B14,47808
0,,,0.0,NA,,,0.0,3,5,1,0,B14,47809
0,,,0.0,NA,,,0.0,3,5,1,0,B14,47810
1,3.0,3.0,,NA,0.0,,,12,5,0,0,B14,47812
0,,,0.0,NA,,,0.0,3,5,1,0,B14,47813
0,,,0.0,NA,,,0.0,12,5,1,0,B14,47815
0,,,0.0,NA,,,0.0,12,5,1,0,B14,47817
1,12.0,3.0,,NA,1.0,4.0,,9,5,0,0,B14,47821
1,3.0,3.0,,NA,1.0,1.0,,12,5,0,0,B14,47822
0,,,0.0,NA,,,0.0,3,5,1,0,B14,47823
0,,,0.0,NA,,,0.0,3,5,1,0,B14,47824
0,,,0.0,NA,,,0.0,12,5,1,0,B14,47825
0,,,1.0,6,,,1.0,12,5,1,0,B14,47826
0,,,0.0,NA,,,0.0,12,5,1,0,B14,47828
0,,,0.0,NA,,,0.0,12,5,1,0,B14,47829
1,12.0,3.0,,NA,1.0,1.0,,9,5,0,0,B14,47831
1,3.0,3.0,,NA,0.0,,,12,5,0,0,B14,47832
0,,,0.0,NA,,,0.0,3,5,1,0,B14,47833
0,,,0.0,NA,,,0.0,12,5,1,0,B14,47834
1,1.0,1.0,,NA,0.0,,,12,5,0,0,B14,47849
0,,,1.0,0,,,6.0,1,5,1,0,B14,47851
0,,,1.0,2,,,1.0,12,5,1,0,B14,47854
0,,,1.0,4,,,1.0,12,5,1,0,B14,47857
0,,,1.0,4,,,1.0,12,5,1,0,B14,47860
0,,,1.0,2,,,1.0,12,5,1,0,B14,47863
1,1.0,1.0,,NA,0.0,,,12,5,0,0,B14,47866
0,,,1.0,4,,,1.0,1,5,1,0,B14,47867
0,,,1.0,2,,,1.0,12,5,1,0,B14,47871
0,,,1.0,6,,,1.0,12,5,1,0,B14,47874
0,,,1.0,2,,,1.0,12,5,1,0,B14,47879
0,,,1.0,6,,,1.0,12,5,1,0,B14,47882
0,,,1.0,6,,,1.0,12,5,1,0,B14,47885
0,,,1.0,6,,,1.0,12,5,1,0,B14,47888
0,,,1.0,6,,,1.0,12,5,1,0,B14,47891
0,,,1.0,2,,,1.0,12,5,1,0,B14,47896
0,,,1.0,3,,,1.0,12,5,1,0,B14,47899
0,,,1.0,2,,,1.0,12,5,1,0,B14,47902
0,,,1.0,2,,,1.0,12,5,1,0,B14,47907
0,,,1.0,6,,,1.0,12,5,1,0,B14,47910
0,,,1.0,6,,,1.0,12,5,1,0,B14,47913
0,,,1.0,6,,,1.0,12,5,1,0,B14,47933
0,,,1.0,3,,,1.0,12,5,1,0,B14,47936
0,,,1.0,6,,,1.0,12,5,1,0,B14,47939
0,,,1.0,3,,,1.0,12,5,1,0,B14,47942
0,,,1.0,6,,,1.0,12,5,1,0,B14,47945
0,,,1.0,3,,,1.0,12,5,1,0,B14,47948
0,,,1.0,6,,,1.0,12,5,1,0,B14,47951
0,,,1.0,5,,,3.0,8,5,1,0,B14,47976
0,,,1.0,2,,,1.0,1,5,1,0,B14,47979
0,,,0.0,NA,,,0.0,1,5,1,0,B14,47982
0,,,1.0,2,,,1.0,1,5,1,0,B14,47984
0,,,1.0,3,,,1.0,1,5,1,0,B14,47987
0,,,1.0,2,,,1.0,1,5,1,0,B14,47990
0,,,1.0,2,,,1.0,1,5,1,0,B14,47993
0,,,1.0,6,,,1.0,1,5,1,0,B14,47996
0,,,0.0,NA,,,0.0,12,5,1,0,B14,48001
0,,,1.0,6,,,1.0,12,5,1,0,B14,48003
0,,,1.0,2,,,1.0,12,5,1,0,B14,48006
0,,,1.0,6,,,1.0,12,5,1,0,B14,48009
0,,,1.0,6,,,3.0,1,5,1,0,B14,48013
0,,,1.0,6,,,1.0,1,5,1,0,B14,48016
0,,,1.0,6,,,3.0,1,5,1,0,B14,48019
0,,,1.0,6,,,1.0,1,5,1,0,B14,48022
0,,,1.0,5,,,1.0,1,5,1,0,B14,48025
0,,,1.0,6,,,1.0,1,5,1,0,B14,48028
0,,,1.0,6,,,1.0,12,5,1,0,B14,48037
0,,,1.0,2,,,1.0,12,5,1,0,B14,48040
0,,,1.0,6,,,1.0,12,5,1,0,B14,48043
0,,,1.0,2,,,1.0,12,5,1,0,B14,48046
0,,,1.0,6,,,1.0,12,5,1,0,B14,48049
0,,,1.0,2,,,1.0,12,5,1,0,B14,48055
1,3.0,3.0,,NA,1.0,1.0,,12,5,0,0,B14,48058
0,,,1.0,5,,,2.0,3,5,1,0,B14,48059
0,,,1.0,5,,,1.0,3,5,1,0,B14,48061
1,3.0,3.0,,NA,0.0,,,12,5,0,0,B14,48064
0,,,1.0,5,,,1.0,3,5,1,0,B14,48065
1,3.0,3.0,,NA,0.0,,,12,5,0,0,B14,48068
0,,,1.0,6,,,1.0,3,5,1,0,B14,48069
1,3.0,3.0,,NA,0.0,,,12,5,0,0,B14,48072
0,,,1.0,7,,,1.0,3,5,1,0,B14,48073
1,3.0,3.0,,NA,0.0,,,12,5,0,0,B14,48076
0,,,1.0,4,,,3.0,3,5,1,0,B14,48077
0,,,1.0,5,,,1.0,1,5,1,0,B14,48082
0,,,1.0,4,,,1.0,1,5,1,0,B14,48085
0,,,1.0,6,,,1.0,1,5,1,0,B14,48092
0,,,1.0,2,,,1.0,1,5,1,0,B14,48095
0,,,1.0,2,,,3.0,1,5,1,0,B14,48098
0,,,1.0,6,,,1.0,1,5,1,0,B14,48101
0,,,0.0,NA,,,0.0,1,5,1,0,B14,48104
0,,,1.0,6,,,1.0,1,5,1,0,B14,48116
0,,,1.0,2,,,1.0,1,5,1,0,B14,48119
0,,,1.0,2,,,1.0,1,5,1,0,B14,48122
0,,,1.0,6,,,1.0,1,5,1,0,B14,48125
0,,,1.0,6,,,1.0,1,5,1,0,B14,48128
0,,,1.0,6,,,1.0,12,5,1,0,B14,48158
0,,,1.0,4,,,1.0,12,5,1,0,B14,48161
0,,,1.0,6,,,1.0,12,5,1,0,B14,48164
0,,,1.0,6,,,3.0,12,5,1,0,B14,48167
0,,,1.0,6,,,1.0,12,5,1,0,B14,48170
1,3.0,3.0,,NA,0.0,,,12,5,0,0,B14,48173
0,,,1.0,4,,,3.0,3,5,1,0,B14,48174
0,,,1.0,6,,,1.0,12,5,1,0,B14,48177
0,,,1.0,6,,,1.0,12,5,1,0,B14,48180
0,,,0.0,NA,,,0.0,12,5,1,0,B14,48185
0,,,1.0,6,,,1.0,12,5,1,0,B14,48187
0,,,1.0,6,,,1.0,12,5,1,0,B14,48190
0,,,0.0,NA,,,0.0,12,5,1,0,B14,48193
0,,,1.0,4,,,1.0,12,5,1,0,B14,48197
0,,,1.0,4,,,1.0,12,5,1,0,B14,48200
0,,,1.0,4,,,1.0,12,5,1,0,B14,48203
0,,,0.0,NA,,,0.0,12,5,1,0,B14,48208
0,,,1.0,4,,,1.0,12,5,1,0,B14,48210
0,,,1.0,4,,,1.0,12,5,1,0,B14,48213
0,,,1.0,4,,,1.0,12,5,1,0,B14,48216
0,,,1.0,4,,,1.0,12,5,1,0,B14,48219
0,,,0.0,NA,,,0.0,12,5,1,0,B14,48225
0,,,1.0,4,,,1.0,12,5,1,0,B14,48227
0,,,1.0,6,,,1.0,12,5,1,0,B14,48230
0,,,0.0,NA,,,0.0,12,5,1,0,B14,48233
0,,,0.0,NA,,,0.0,12,5,1,0,B14,48235
0,,,1.0,6,,,1.0,12,5,1,0,B14,48237
0,,,1.0,6,,,1.0,12,5,1,0,B14,48245
0,,,1.0,6,,,1.0,12,5,1,0,B14,48248
0,,,1.0,6,,,1.0,12,5,1,0,B14,48251
0,,,0.0,NA,,,0.0,9,5,1,0,B14,48259
0,,,0.0,NA,,,0.0,12,5,1,0,B14,48261
0,,,0.0,NA,,,0.0,12,5,1,0,B14,48263
0,,,0.0,NA,,,0.0,12,5,1,0,B14,48265
0,,,0.0,NA,,,0.0,9,5,1,0,B14,48267
0,,,0.0,NA,,,0.0,12,5,1,0,B14,48269
0,,,0.0,NA,,,0.0,12,5,1,0,B14,48271
0,,,0.0,NA,,,0.0,12,5,1,0,B14,48273
0,,,0.0,NA,,,0.0,12,5,1,0,B14,48275
0,,,1.0,3,,,1.0,10,5,1,0,B14,48277
0,,,1.0,6,,,1.0,12,5,1,0,B14,48282
0,,,0.0,NA,,,0.0,12,5,1,0,B14,48285
0,,,0.0,NA,,,0.0,12,5,1,0,B14,48287
0,,,0.0,NA,,,0.0,12,5,1,0,B14,48289
1,3.0,5.0,,NA,0.0,,,10,5,0,0,B14,48293
0,,,1.0,6,,,1.0,3,5,1,0,B14,48294
0,,,1.0,6,,,1.0,12,5,1,0,B14,48297
0,,,1.0,5,,,1.0,12,5,1,0,B14,48300
0,,,1.0,6,,,1.0,12,5,1,0,B14,48305
0,,,1.0,6,,,1.0,12,5,1,0,B14,48308
0,,,1.0,6,,,1.0,12,5,1,0,B14,48311
1,3.0,5.0,,NA,0.0,,,10,5,0,0,B14,48316
0,,,0.0,NA,,,0.0,3,5,1,0,B14,48317
0,,,1.0,6,,,1.0,12,5,1,0,B14,48319
0,,,0.0,NA,,,0.0,12,5,1,0,B14,48322
0,,,1.0,2,,,1.0,12,5,1,0,B14,48333
0,,,1.0,6,,,1.0,12,5,1,0,B14,48336
1,3.0,3.0,,NA,0.0,,,12,5,0,0,B14,48339
0,,,1.0,3,,,1.0,3,5,1,0,B14,48340
0,,,1.0,4,,,1.0,12,5,1,0,B14,48343
1,3.0,3.0,,NA,0.0,,,12,5,0,0,B14,48346
0,,,1.0,6,,,4.0,3,5,1,0,B14,48347
0,,,1.0,4,,,1.0,12,5,1,0,B14,48350
0,,,1.0,6,,,1.0,12,5,1,0,B14,48353
0,,,1.0,5,,,1.0,12,5,1,0,B14,48360
0,,,1.0,6,,,1.0,12,5,1,0,B14,48363
0,,,1.0,6,,,1.0,12,5,1,0,B14,48366
0,,,0.0,NA,,,0.0,12,5,1,0,B14,48372
0,,,0.0,NA,,,0.0,12,5,1,0,B14,48374
1,1.0,4.0,,NA,1.0,6.0,,9,5,0,0,B14,48381
0,,,0.0,NA,,,0.0,1,5,1,0,B14,48382
0,,,0.0,NA,,,0.0,1,5,1,0,B14,48383
0,,,0.0,NA,,,0.0,1,5,1,0,B14,48384
0,,,0.0,NA,,,0.0,1,5,1,0,B14,48385
0,,,0.0,NA,,,0.0,1,5,1,0,B14,48386
0,,,1.0,5,,,1.0,1,5,1,0,B14,48387
0,,,1.0,6,,,1.0,1,5,1,0,B14,48389
1,1.0,4.0,,NA,0.0,,,9,5,0,0,B14,48392
0,,,1.0,6,,,1.0,1,5,1,0,B14,48393
1,1.0,4.0,,NA,0.0,,,9,5,0,0,B14,48396
0,,,0.0,NA,,,0.0,1,5,1,0,B14,48397
1,1.0,4.0,,NA,0.0,,,9,5,0,0,B14,48399
0,,,1.0,6,,,1.0,1,5,1,0,B14,48400
1,12.0,3.0,,NA,1.0,1.0,,9,5,0,0,B14,48404
0,,,1.0,6,,,1.0,12,5,1,0,B14,48405
0,,,1.0,6,,,1.0,12,5,1,0,B14,48407
0,,,1.0,6,,,1.0,12,5,1,0,B14,48414
0,,,1.0,6,,,1.0,12,5,1,0,B14,48417
0,,,0.0,NA,,,0.0,12,5,1,0,B14,48420
0,,,1.0,6,,,1.0,12,5,1,0,B14,48422
0,,,1.0,6,,,1.0,1,5,1,0,B14,48427
0,,,1.0,5,,,1.0,1,5,1,0,B14,48430
1,1.0,4.0,,NA,1.0,5.0,,9,5,0,0,B14,48435
1,3.0,2.0,,NA,1.0,2.0,,1,5,0,0,B14,48436
0,,,1.0,6,,,3.0,3,5,1,0,B14,48437
0,,,0.0,NA,,,0.0,3,5,1,0,B14,48439
0,,,1.0,6,,,1.0,3,5,1,0,B14,48440
0,,,1.0,6,,,1.0,1,5,1,0,B14,48442
0,,,1.0,6,,,1.0,1,5,1,0,B14,48444
0,,,1.0,6,,,1.0,1,5,1,0,B14,48446
0,,,1.0,6,,,1.0,1,5,1,0,B14,48448
0,,,1.0,6,,,1.0,1,5,1,0,B14,48450
1,1.0,4.0,,NA,0.0,,,9,5,0,0,B14,48453
0,,,1.0,6,,,1.0,1,5,1,0,B14,48454
0,,,1.0,6,,,1.0,1,5,1,0,B14,48477
0,,,1.0,6,,,1.0,1,5,1,0,B14,48480
0,,,1.0,6,,,1.0,1,5,1,0,B14,48483
0,,,1.0,6,,,1.0,1,5,1,0,B14,48489
0,,,0.0,NA,,,0.0,1,5,1,0,B14,48492
0,,,0.0,NA,,,0.0,1,5,1,0,B14,48494
0,,,1.0,6,,,1.0,1,5,1,0,B14,48496
0,,,1.0,6,,,1.0,1,5,1,0,B14,48525
0,,,1.0,2,,,1.0,1,5,1,0,B14,48528
0,,,1.0,6,,,1.0,1,5,1,0,B14,48531
0,,,1.0,2,,,1.0,1,5,1,0,B14,48534
0,,,1.0,2,,,1.0,1,5,1,0,B14,48537
0,,,1.0,6,,,1.0,1,5,1,0,B14,48540
0,,,0.0,NA,,,0.0,1,5,1,0,B14,48545
0,,,1.0,4,,,1.0,1,5,1,0,B14,48556
0,,,1.0,2,,,1.0,1,5,1,0,B14,48559
0,,,1.0,1,,,1.0,1,5,1,0,B14,48562
0,,,1.0,1,,,1.0,1,5,1,0,B14,48565
0,,,1.0,2,,,1.0,1,5,1,0,B14,48568
0,,,1.0,2,,,2.0,1,5,1,0,B14,48571
0,,,1.0,2,,,3.0,1,5,1,0,B14,48574
0,,,1.0,2,,,1.0,1,5,1,0,B14,48577
0,,,1.0,2,,,3.0,1,5,1,0,B14,48580
0,,,1.0,2,,,1.0,1,5,1,0,B14,48583
0,,,1.0,3,,,1.0,1,5,1,0,B14,48589
0,,,1.0,2,,,1.0,1,5,1,0,B14,48592
0,,,1.0,2,,,1.0,1,5,1,0,B14,48595
0,,,1.0,2,,,1.0,1,5,1,0,B14,48598
0,,,1.0,2,,,1.0,1,5,1,0,B14,48601
0,,,1.0,6,,,1.0,1,5,1,0,B14,48615
0,,,1.0,2,,,1.0,1,5,1,0,B14,48618
0,,,1.0,2,,,1.0,1,5,1,0,B14,48621
0,,,1.0,6,,,1.0,1,5,1,0,B14,48624
0,,,1.0,6,,,1.0,1,5,1,0,B14,48627
0,,,1.0,6,,,1.0,1,5,1,0,B14,48630
0,,,1.0,2,,,1.0,1,5,1,0,B14,48633
0,,,1.0,6,,,1.0,1,5,1,0,B14,48650
0,,,1.0,6,,,1.0,1,5,1,0,B14,48653
0,,,1.0,3,,,4.0,1,5,1,0,B14,48656
0,,,1.0,6,,,4.0,1,5,1,0,B14,48659
0,,,1.0,3,,,2.0,1,5,1,0,B14,48662
0,,,1.0,4,,,1.0,1,5,1,0,B14,48665
0,,,1.0,6,,,1.0,1,5,1,0,B14,48668
0,,,1.0,5,,,1.0,1,5,1,0,B14,48673
0,,,1.0,6,,,1.0,1,5,1,0,B14,48676
1,12.0,2.0,,NA,0.0,,,10,5,0,0,B14,48681
0,,,1.0,3,,,1.0,12,5,1,0,B14,48682
0,,,1.0,4,,,1.0,1,5,1,0,B14,48685
0,,,1.0,4,,,1.0,1,5,1,0,B14,48688
1,12.0,2.0,,NA,1.0,2.0,,10,5,0,0,B14,48693
0,,,1.0,6,,,1.0,12,5,1,0,B14,48694
0,,,1.0,4,,,3.0,12,5,1,0,B14,48696
0,,,1.0,6,,,1.0,12,5,1,0,B14,48699
0,,,1.0,6,,,1.0,1,5,1,0,B14,48704
0,,,0.0,NA,,,0.0,1,5,1,0,B14,48707
0,,,1.0,4,,,1.0,1,5,1,0,B14,48711
0,,,1.0,4,,,1.0,1,5,1,0,B14,48714
0,,,0.0,NA,,,0.0,1,5,1,0,B14,48720
0,,,0.0,NA,,,0.0,1,5,1,0,B14,48722
0,,,1.0,6,,,1.0,1,5,1,0,B14,48724
0,,,1.0,6,,,1.0,1,5,1,0,B14,48727
0,,,0.0,NA,,,0.0,1,5,1,0,B14,48730
0,,,1.0,6,,,1.0,1,5,1,0,B14,48738
0,,,1.0,6,,,1.0,1,5,1,0,B14,48741
0,,,1.0,6,,,1.0,1,5,1,0,B14,48744
0,,,1.0,6,,,1.0,1,5,1,0,B14,48747
0,,,1.0,6,,,1.0,1,5,1,0,B14,48750
0,,,0.0,NA,,,0.0,1,5,1,0,B14,48753
0,,,1.0,6,,,1.0,1,5,1,0,B14,48766
0,,,1.0,6,,,1.0,1,5,1,0,B14,48769
0,,,1.0,6,,,1.0,1,5,1,0,B14,48772
0,,,1.0,6,,,1.0,1,5,1,0,B14,48775
0,,,1.0,6,,,1.0,1,5,1,0,B14,48778
0,,,1.0,6,,,1.0,1,5,1,0,B14,48781
0,,,1.0,6,,,1.0,1,5,1,0,B14,48784
0,,,1.0,6,,,1.0,1,5,1,0,B14,48787
0,,,1.0,3,,,1.0,1,5,1,0,B14,48790
0,,,0.0,NA,,,0.0,1,5,1,0,B14,48795
0,,,1.0,6,,,1.0,1,5,1,0,B14,48797
0,,,1.0,2,,,1.0,1,5,1,0,B14,48800
0,,,1.0,6,,,1.0,1,5,1,0,B14,48803
0,,,1.0,6,,,1.0,1,5,1,0,B14,48806
0,,,1.0,6,,,1.0,1,5,1,0,B14,48811
0,,,1.0,6,,,1.0,1,5,1,0,B14,48814
0,,,1.0,6,,,1.0,1,5,1,0,B14,48817
0,,,0.0,NA,,,0.0,1,5,1,0,B14,48820
0,,,1.0,6,,,1.0,1,5,1,0,B14,48826
0,,,1.0,3,,,1.0,1,5,1,0,B14,48829
0,,,1.0,6,,,1.0,1,5,1,0,B14,48840
0,,,1.0,6,,,1.0,1,5,1,0,B14,48843
0,,,1.0,6,,,1.0,1,5,1,0,B14,48846
0,,,1.0,4,,,1.0,1,5,1,0,B14,48849
0,,,1.0,6,,,1.0,1,5,1,0,B14,48852
0,,,1.0,6,,,1.0,1,5,1,0,B14,48855
0,,,1.0,6,,,1.0,1,5,1,0,B14,48858
0,,,1.0,4,,,1.0,1,5,1,0,B14,48861
0,,,0.0,NA,,,0.0,1,5,1,0,B14,48866
0,,,0.0,NA,,,0.0,1,5,1,0,B14,48868
0,,,0.0,NA,,,0.0,1,5,1,0,B14,48870
0,,,0.0,NA,,,0.0,1,5,1,0,B14,48874
0,,,1.0,6,,,2.0,1,5,1,0,B14,48876
0,,,1.0,6,,,1.0,1,5,1,0,B14,48879
0,,,1.0,6,,,1.0,1,5,1,0,B14,48884
0,,,1.0,2,,,1.0,1,5,1,0,B14,48898
0,,,1.0,3,,,1.0,1,5,1,0,B14,48901
0,,,1.0,2,,,1.0,1,5,1,0,B14,48904
0,,,1.0,2,,,1.0,1,5,1,0,B14,48907
0,,,1.0,2,,,1.0,1,5,1,0,B14,48917
0,,,1.0,1,,,1.0,1,5,1,0,B14,48920
0,,,1.0,1,,,1.0,1,5,1,0,B14,48923
0,,,1.0,1,,,1.0,1,5,1,0,B14,48926
0,,,1.0,1,,,1.0,1,5,1,0,B14,48929
0,,,1.0,1,,,1.0,1,5,1,0,B14,48932
0,,,1.0,2,,,3.0,1,5,1,0,B14,48935
0,,,0.0,NA,,,0.0,1,5,1,0,B14,48940
0,,,1.0,5,,,1.0,1,5,1,0,B14,48945
0,,,1.0,1,,,1.0,1,5,1,0,B14,48956
0,,,1.0,1,,,1.0,1,5,1,0,B14,48959
0,,,1.0,1,,,1.0,1,5,1,0,B14,48962
0,,,1.0,1,,,1.0,1,5,1,0,B14,48965
0,,,1.0,1,,,1.0,1,5,1,0,B14,48968
0,,,1.0,1,,,1.0,1,5,1,0,B14,48971
0,,,1.0,1,,,1.0,1,5,1,0,B14,48974
0,,,1.0,1,,,1.0,1,5,1,0,B14,48977
0,,,1.0,2,,,1.0,1,5,1,0,B14,48982
0,,,1.0,2,,,1.0,1,5,1,0,B14,48985
0,,,1.0,2,,,1.0,1,5,1,0,B14,48988
0,,,1.0,2,,,1.0,1,5,1,0,B14,48994
0,,,1.0,2,,,1.0,1,5,1,0,B14,48997
0,,,1.0,2,,,1.0,1,5,1,0,B14,49000
0,,,1.0,5,,,1.0,1,5,1,0,B14,49013
0,,,1.0,1,,,1.0,1,5,1,0,B14,49021
0,,,1.0,1,,,1.0,1,5,1,0,B14,49024
0,,,1.0,1,,,1.0,1,5,1,0,B14,49027
0,,,1.0,1,,,1.0,1,5,1,0,B14,49030
0,,,1.0,1,,,1.0,1,5,1,0,B14,49033
0,,,1.0,2,,,1.0,1,5,1,0,B14,49041
0,,,1.0,1,,,1.0,1,5,1,0,B14,49044
0,,,1.0,1,,,1.0,1,5,1,0,B14,49047
0,,,1.0,1,,,1.0,1,5,1,0,B14,49050
0,,,1.0,1,,,1.0,1,5,1,0,B14,49053
0,,,1.0,1,,,1.0,1,5,1,0,B14,49056
0,,,1.0,2,,,1.0,1,5,1,0,B14,49059
0,,,1.0,2,,,1.0,1,5,1,0,B14,49062
0,,,0.0,NA,,,0.0,1,5,1,0,B14,49067
0,,,1.0,6,,,1.0,1,5,1,0,B14,49073
0,,,1.0,2,,,1.0,1,5,1,0,B14,49085
0,,,1.0,1,,,1.0,1,5,1,0,B14,49088
0,,,1.0,1,,,1.0,1,5,1,0,B14,49091
0,,,1.0,1,,,1.0,1,5,1,0,B14,49094
0,,,1.0,1,,,1.0,1,5,1,0,B14,49097
0,,,1.0,1,,,1.0,1,5,1,0,B14,49100
0,,,1.0,1,,,1.0,1,5,1,0,B14,49103
0,,,1.0,1,,,1.0,1,5,1,0,B14,49106
0,,,1.0,1,,,1.0,1,5,1,0,B14,49109
0,,,1.0,2,,,1.0,1,5,1,0,B14,49114
0,,,1.0,4,,,1.0,1,5,1,0,B14,49117
0,,,1.0,2,,,1.0,1,5,1,0,B14,49120
0,,,1.0,1,,,1.0,1,5,1,0,B14,49123
0,,,0.0,NA,,,0.0,1,5,1,0,B14,49126
0,,,1.0,2,,,1.0,1,5,1,0,B14,49130
0,,,1.0,2,,,1.0,1,5,1,0,B14,49133
0,,,1.0,2,,,1.0,1,5,1,0,B14,49139
0,,,1.0,2,,,1.0,1,5,1,0,B14,49142
0,,,1.0,2,,,1.0,1,5,1,0,B14,49145
0,,,1.0,2,,,1.0,1,5,1,0,B14,49148
0,,,1.0,2,,,1.0,1,5,1,0,B14,49151
0,,,1.0,2,,,1.0,1,5,1,0,B14,49162
0,,,1.0,2,,,1.0,1,5,1,0,B14,49165
0,,,1.0,1,,,1.0,1,5,1,0,B14,49168
0,,,1.0,2,,,1.0,1,5,1,0,B14,49171
0,,,1.0,3,,,1.0,1,5,1,0,B14,49174
0,,,1.0,2,,,1.0,1,5,1,0,B14,49177
0,,,1.0,1,,,1.0,1,5,1,0,B14,49180
0,,,1.0,1,,,1.0,1,5,1,0,B14,49183
0,,,1.0,1,,,1.0,1,5,1,0,B14,49188
0,,,1.0,1,,,1.0,1,5,1,0,B14,49191
0,,,1.0,1,,,1.0,1,5,1,0,B14,49194
0,,,1.0,1,,,1.0,1,5,1,0,B14,49197
0,,,0.0,NA,,,0.0,1,5,1,0,B14,49202
0,,,1.0,1,,,1.0,1,5,1,0,B14,49206
0,,,1.0,1,,,1.0,1,5,1,0,B14,49209
0,,,1.0,1,,,1.0,1,5,1,0,B14,49212
0,,,1.0,1,,,1.0,1,5,1,0,B14,49215
0,,,1.0,2,,,1.0,1,5,1,0,B14,49220
0,,,1.0,2,,,1.0,1,5,1,0,B14,49223
0,,,1.0,2,,,1.0,1,5,1,0,B14,49226
0,,,1.0,3,,,1.0,1,5,1,0,B14,49229
0,,,1.0,2,,,1.0,1,5,1,0,B14,49232
0,,,1.0,3,,,1.0,1,5,1,0,B14,49240
0,,,1.0,3,,,1.0,1,5,1,0,B14,49243
0,,,1.0,3,,,1.0,1,5,1,0,B14,49246
0,,,1.0,3,,,1.0,1,5,1,0,B14,49249
0,,,1.0,2,,,1.0,1,5,1,0,B14,49261
0,,,0.0,NA,,,0.0,1,5,1,0,B14,49264
0,,,1.0,2,,,1.0,1,5,1,0,B14,49268
0,,,1.0,2,,,1.0,1,5,1,0,B14,49271
0,,,1.0,2,,,1.0,1,5,1,0,B14,49282
0,,,1.0,2,,,1.0,1,5,1,0,B14,49285
0,,,1.0,2,,,1.0,1,5,1,0,B14,49288
0,,,1.0,2,,,1.0,1,5,1,0,B14,49291
0,,,1.0,2,,,1.0,1,5,1,0,B14,49294
0,,,1.0,2,,,1.0,1,5,1,0,B14,49297
0,,,1.0,3,,,1.0,1,5,1,0,B14,49302
0,,,1.0,2,,,1.0,1,5,1,0,B14,49305
0,,,1.0,2,,,1.0,1,5,1,0,B14,49308
0,,,1.0,3,,,1.0,1,5,1,0,B14,49313
0,,,1.0,3,,,1.0,1,5,1,0,B14,49319
0,,,1.0,3,,,1.0,1,5,1,0,B14,49322
0,,,1.0,3,,,1.0,1,5,1,0,B14,49325
0,,,1.0,6,,,1.0,1,5,1,0,B14,49333
0,,,0.0,NA,,,0.0,1,5,1,0,B14,49337
0,,,1.0,6,,,1.0,1,5,1,0,B14,49339
0,,,0.0,NA,,,0.0,1,5,1,0,B14,49343
0,,,1.0,1,,,1.0,1,5,1,0,B14,49361
0,,,1.0,1,,,1.0,1,5,1,0,B14,49364
0,,,1.0,2,,,2.0,1,5,1,0,B14,49367
0,,,1.0,2,,,2.0,1,5,1,0,B14,49370
0,,,1.0,2,,,1.0,1,5,1,0,B14,49373
0,,,1.0,2,,,1.0,1,5,1,0,B14,49376
0,,,1.0,2,,,1.0,1,5,1,0,B14,49379
0,,,1.0,2,,,1.0,1,5,1,0,B14,49382
0,,,1.0,2,,,2.0,1,5,1,0,B14,49387
0,,,1.0,2,,,1.0,1,5,1,0,B14,49390
0,,,1.0,4,,,1.0,1,5,1,0,B14,49393
0,,,1.0,1,,,1.0,1,5,1,0,B14,49399
0,,,1.0,1,,,1.0,1,5,1,0,B14,49402
0,,,1.0,1,,,1.0,1,5,1,0,B14,49405
0,,,1.0,1,,,1.0,1,5,1,0,B14,49408
0,,,1.0,1,,,1.0,1,5,1,0,B14,49411
0,,,1.0,2,,,1.0,1,5,1,0,B14,49414
0,,,1.0,2,,,1.0,1,5,1,0,B14,49417
0,,,1.0,3,,,1.0,1,5,1,0,B14,49422
0,,,1.0,2,,,1.0,1,5,1,0,B14,49425
0,,,1.0,2,,,1.0,1,5,1,0,B14,49428
0,,,1.0,4,,,1.0,1,5,1,0,B14,49436
0,,,1.0,3,,,1.0,1,5,1,0,B14,49441
0,,,1.0,3,,,4.0,1,5,1,0,B14,49444
0,,,1.0,1,,,2.0,1,5,1,0,B14,49447
0,,,1.0,1,,,1.0,1,5,1,0,B14,49450
0,,,0.0,NA,,,0.0,1,5,1,0,B14,49453
0,,,1.0,1,,,1.0,1,5,1,0,B14,49457
0,,,1.0,3,,,1.0,1,5,1,0,B14,49460
0,,,1.0,1,,,2.0,1,5,1,0,B14,49463
0,,,1.0,1,,,1.0,1,5,1,0,B14,49472
0,,,1.0,2,,,1.0,1,5,1,0,B14,49475
0,,,1.0,1,,,1.0,1,5,1,0,B14,49478
0,,,1.0,1,,,1.0,1,5,1,0,B14,49481
0,,,1.0,6,,,1.0,1,5,1,0,B14,49487
0,,,1.0,2,,,1.0,1,5,1,0,B14,49490
