Burst,Date_burst_daughter,Delta_Burst_date_child,Flowering,Flowering_Date,Lateral_GU_daughter,No_Lateral_GU,No_inflo,burst_date_mother,is_in_extremity,is_loaded,nature_ancestor,position_ancestor,position_mother,uc
no,,,yes,2,,,1.0,1,yes,no,F,L,L,55310
no,,,yes,2,,,1.0,1,yes,no,F,L,L,55313
no,,,yes,2,,,1.0,1,yes,no,F,L,L,55316
no,,,yes,2,,,1.0,1,yes,no,F,L,L,55319
no,,,yes,3,,,1.0,11,yes,no,F,A,L,55325
no,,,yes,3,,,1.0,1,yes,no,F,A,L,55338
no,,,yes,2,,,1.0,1,yes,no,F,A,L,55341
no,,,yes,2,,,1.0,1,yes,no,F,A,L,55344
no,,,yes,2,,,1.0,1,yes,no,F,A,L,55347
no,,,yes,2,,,1.0,1,yes,no,F,A,L,55350
no,,,yes,3,,,1.0,1,yes,no,F,L,L,55355
no,,,yes,6,,,1.0,1,yes,no,F,L,L,55358
no,,,yes,3,,,1.0,1,yes,no,F,L,L,55361
no,,,yes,4,,,1.0,1,yes,no,F,L,L,55366
no,,,yes,2,,,1.0,1,yes,no,F,L,L,55369
no,,,yes,3,,,1.0,1,yes,no,F,L,L,55372
no,,,yes,3,,,1.0,1,yes,no,F,L,L,55375
no,,,yes,4,,,1.0,1,yes,no,F,L,L,55378
no,,,yes,4,,,1.0,1,yes,no,F,A,L,55386
no,,,yes,3,,,1.0,1,yes,no,F,A,L,55389
no,,,yes,4,,,1.0,1,yes,no,F,A,L,55392
no,,,yes,1,,,1.0,1,yes,no,F,A,L,55400
no,,,yes,2,,,1.0,1,yes,no,F,A,L,55403
no,,,yes,2,,,4.0,1,yes,no,F,A,L,55406
no,,,yes,2,,,4.0,1,yes,no,F,A,L,55409
no,,,yes,2,,,4.0,1,yes,no,F,A,L,55412
no,,,yes,2,,,4.0,1,yes,no,F,A,L,55415
no,,,yes,3,,,1.0,1,yes,no,F,A,L,55418
no,,,no,NA,,,0.0,1,yes,no,F,L,L,55423
no,,,yes,2,,,1.0,1,yes,no,F,L,L,55425
no,,,yes,5,,,1.0,1,yes,no,F,L,L,55430
no,,,yes,5,,,1.0,1,yes,no,F,L,L,55433
no,,,yes,2,,,1.0,1,yes,no,F,L,L,55438
no,,,yes,2,,,1.0,1,yes,no,F,A,L,55447
no,,,yes,0,,,1.0,1,yes,no,F,A,L,55450
no,,,yes,0,,,1.0,1,yes,no,F,A,L,55453
no,,,yes,2,,,1.0,1,yes,no,F,A,L,55456
no,,,yes,2,,,1.0,1,yes,no,F,A,L,55459
no,,,yes,2,,,1.0,1,yes,no,F,A,L,55462
no,,,yes,1,,,1.0,1,yes,no,F,A,L,55465
no,,,yes,2,,,1.0,1,yes,no,F,A,L,55468
no,,,yes,2,,,1.0,1,yes,no,F,L,L,55473
no,,,yes,2,,,1.0,1,yes,no,F,L,L,55476
no,,,yes,2,,,1.0,1,yes,no,F,A,L,55482
no,,,yes,2,,,1.0,1,yes,no,F,A,L,55485
no,,,yes,3,,,1.0,1,yes,no,F,A,L,55488
no,,,yes,4,,,1.0,1,yes,no,F,A,L,55491
no,,,yes,2,,,1.0,1,yes,no,F,A,L,55497
no,,,yes,2,,,1.0,1,yes,no,F,A,L,55500
no,,,yes,2,,,1.0,1,yes,no,F,A,L,55503
no,,,yes,3,,,1.0,1,yes,no,F,A,L,55506
no,,,yes,6,,,1.0,1,yes,no,F,A,L,55509
no,,,yes,3,,,1.0,1,yes,no,F,A,L,55512
no,,,yes,4,,,1.0,1,yes,no,F,A,L,55515
no,,,no,NA,,,0.0,1,yes,no,F,L,L,55520
no,,,yes,4,,,1.0,1,yes,no,F,L,L,55522
no,,,yes,2,,,1.0,1,yes,no,F,A,L,55530
no,,,yes,2,,,1.0,1,yes,no,F,A,L,55533
no,,,yes,1,,,1.0,1,yes,no,F,A,L,55536
no,,,yes,1,,,1.0,1,yes,no,F,A,L,55539
no,,,yes,1,,,1.0,1,yes,no,F,A,L,55542
no,,,yes,2,,,1.0,1,yes,no,F,A,L,55551
no,,,yes,2,,,2.0,1,yes,no,F,A,L,55554
no,,,yes,2,,,1.0,1,yes,no,F,A,L,55557
no,,,yes,2,,,3.0,1,yes,no,F,A,L,55560
no,,,yes,2,,,2.0,1,yes,no,F,A,L,55563
no,,,yes,2,,,1.0,1,yes,no,F,A,L,55566
no,,,yes,3,,,1.0,1,yes,no,F,L,L,55571
no,,,yes,2,,,1.0,1,yes,no,F,L,L,55574
no,,,yes,2,,,1.0,1,yes,no,F,L,L,55577
no,,,yes,2,,,1.0,1,yes,no,F,L,L,55580
no,,,yes,2,,,1.0,1,yes,no,F,L,L,55583
no,,,yes,2,,,1.0,1,yes,no,F,A,L,55589
no,,,yes,2,,,1.0,1,yes,no,F,A,L,55592
no,,,yes,2,,,1.0,1,yes,no,F,A,L,55595
no,,,yes,6,,,1.0,1,yes,no,F,A,L,55598
no,,,yes,4,,,1.0,1,yes,no,F,A,L,55604
no,,,yes,3,,,1.0,1,yes,no,F,A,L,55607
no,,,yes,4,,,1.0,1,yes,no,F,A,L,55610
no,,,yes,2,,,1.0,1,yes,no,F,A,L,55616
no,,,yes,2,,,1.0,1,yes,no,F,A,L,55619
no,,,yes,2,,,1.0,1,yes,no,F,A,L,55622
no,,,yes,2,,,1.0,1,yes,no,F,A,L,55625
no,,,yes,6,,,1.0,1,yes,no,F,L,L,55630
no,,,yes,2,,,1.0,1,yes,no,F,A,L,55642
no,,,yes,2,,,1.0,1,yes,no,F,A,L,55645
no,,,yes,2,,,1.0,1,yes,no,F,A,L,55648
no,,,yes,2,,,1.0,1,yes,no,F,A,L,55651
no,,,yes,6,,,1.0,1,yes,no,F,A,L,55658
no,,,yes,6,,,1.0,1,yes,no,F,A,L,55661
no,,,yes,6,,,1.0,1,yes,no,F,A,L,55664
no,,,yes,6,,,1.0,1,yes,no,F,A,L,55674
no,,,yes,4,,,1.0,1,yes,no,F,A,L,55677
no,,,yes,6,,,1.0,1,yes,no,F,A,L,55680
no,,,no,NA,,,0.0,1,yes,no,F,L,L,55689
no,,,no,NA,,,0.0,1,yes,no,V,L,L,55695
no,,,yes,2,,,1.0,1,yes,no,F,A,L,55708
no,,,yes,2,,,1.0,1,yes,no,F,A,L,55711
no,,,yes,2,,,1.0,1,yes,no,F,A,L,55740
no,,,yes,2,,,1.0,1,yes,no,F,A,L,55743
no,,,yes,2,,,1.0,1,yes,no,F,A,L,55746
no,,,yes,3,,,1.0,1,yes,no,F,A,L,55749
no,,,yes,0,,,1.0,1,yes,no,F,A,L,55768
no,,,yes,2,,,1.0,1,yes,no,F,A,L,55771
no,,,yes,0,,,1.0,1,yes,no,F,A,L,55774
no,,,yes,0,,,1.0,1,yes,no,F,A,L,55777
no,,,yes,0,,,1.0,1,yes,no,F,A,L,55780
no,,,yes,1,,,1.0,1,yes,no,F,A,L,55783
no,,,yes,0,,,1.0,1,yes,no,F,A,L,55786
no,,,yes,3,,,1.0,1,yes,no,F,L,L,55791
no,,,yes,3,,,1.0,1,yes,no,F,L,L,55794
no,,,yes,3,,,1.0,1,yes,no,F,L,L,55797
no,,,yes,2,,,1.0,1,yes,no,V,L,L,55808
no,,,yes,2,,,1.0,1,yes,no,F,L,L,55814
no,,,no,NA,,,0.0,1,yes,no,F,L,L,55817
no,,,yes,3,,,1.0,1,yes,no,F,L,L,55819
no,,,yes,2,,,1.0,1,yes,no,F,A,L,55832
no,,,yes,4,,,1.0,1,yes,no,F,A,L,55835
no,,,yes,2,,,1.0,1,yes,no,F,A,L,55838
no,,,no,NA,,,0.0,1,yes,no,F,A,L,55841
no,,,yes,2,,,1.0,1,yes,no,F,A,L,55849
no,,,yes,2,,,1.0,1,yes,no,F,A,L,55852
no,,,yes,4,,,1.0,1,yes,no,F,A,L,55855
no,,,yes,2,,,1.0,1,yes,no,F,A,L,55867
no,,,yes,4,,,1.0,1,yes,no,F,A,L,55870
no,,,yes,2,,,1.0,1,yes,no,F,A,L,55873
no,,,yes,2,,,1.0,1,yes,no,F,A,L,55876
no,,,yes,2,,,1.0,1,yes,no,F,A,L,55879
no,,,yes,2,,,1.0,1,yes,no,F,L,L,55884
no,,,yes,2,,,1.0,1,yes,no,F,L,L,55887
no,,,yes,2,,,1.0,1,yes,no,F,L,L,55890
no,,,yes,2,,,1.0,1,yes,no,F,L,L,55893
no,,,yes,2,,,1.0,1,yes,no,F,L,L,55898
no,,,yes,2,,,1.0,1,yes,no,F,L,L,55901
no,,,yes,2,,,1.0,1,yes,no,F,L,L,55904
no,,,yes,6,,,1.0,1,yes,no,F,L,L,55918
no,,,yes,3,,,1.0,1,yes,no,V,A,A,55924
no,,,yes,3,,,1.0,1,yes,no,V,A,L,55927
no,,,no,NA,,,0.0,1,yes,no,F,A,L,55934
no,,,yes,4,,,1.0,1,yes,no,F,A,L,55936
no,,,yes,4,,,1.0,1,yes,no,F,A,L,55939
no,,,yes,2,,,1.0,1,yes,no,F,A,L,55961
no,,,yes,1,,,1.0,1,yes,no,F,A,L,55968
no,,,yes,1,,,1.0,1,yes,no,F,A,L,55971
no,,,yes,1,,,1.0,1,yes,no,F,A,L,55974
no,,,yes,2,,,1.0,1,yes,no,F,A,L,55977
no,,,yes,1,,,1.0,1,yes,no,F,A,L,55980
no,,,yes,2,,,1.0,1,yes,no,F,A,L,55983
no,,,yes,2,,,1.0,1,yes,no,F,A,L,55992
no,,,yes,1,,,1.0,1,yes,no,F,A,L,55995
no,,,yes,1,,,1.0,1,yes,no,F,A,L,55998
no,,,yes,1,,,1.0,1,yes,no,F,A,L,56001
no,,,yes,2,,,1.0,1,yes,no,F,A,L,56004
no,,,yes,3,,,1.0,1,yes,no,F,A,L,56020
no,,,yes,3,,,1.0,1,yes,no,F,A,L,56023
no,,,yes,4,,,1.0,1,yes,no,F,A,L,56026
no,,,yes,3,,,1.0,1,yes,no,F,A,L,56029
no,,,yes,4,,,1.0,1,yes,no,F,A,L,56032
no,,,yes,4,,,1.0,1,yes,no,F,A,L,56035
no,,,yes,4,,,4.0,1,yes,no,F,A,L,56038
no,,,yes,2,,,1.0,1,yes,no,F,L,L,56043
no,,,yes,1,,,1.0,1,yes,no,F,L,L,56046
no,,,yes,2,,,2.0,1,yes,no,F,L,L,56049
no,,,yes,2,,,1.0,1,yes,no,F,L,L,56052
no,,,yes,1,,,1.0,1,yes,no,F,L,L,56055
no,,,yes,2,,,1.0,1,yes,no,F,L,L,56058
no,,,no,NA,,,0.0,1,yes,no,F,L,L,56063
no,,,yes,0,,,1.0,1,yes,no,F,L,L,56065
no,,,yes,3,,,1.0,1,yes,no,F,L,L,56068
no,,,yes,4,,,1.0,1,yes,no,F,L,L,56071
no,,,no,NA,,,0.0,1,yes,no,F,L,L,56074
no,,,yes,2,,,1.0,1,yes,no,F,L,L,56078
no,,,yes,2,,,1.0,1,yes,no,F,L,L,56081
no,,,yes,1,,,1.0,1,yes,no,F,L,L,56084
no,,,yes,2,,,1.0,1,yes,no,F,L,L,56087
no,,,yes,2,,,1.0,1,yes,no,F,L,L,56090
no,,,yes,1,,,1.0,1,yes,no,F,L,L,56095
no,,,yes,3,,,1.0,1,yes,no,F,L,L,56098
no,,,yes,3,,,1.0,1,yes,no,F,L,L,56101
no,,,yes,0,,,1.0,1,yes,no,F,L,L,56104
no,,,yes,3,,,1.0,1,yes,no,F,L,L,56107
no,,,yes,3,,,1.0,1,yes,no,F,L,L,56110
no,,,yes,4,,,1.0,1,yes,no,F,L,L,56115
no,,,yes,6,,,1.0,1,yes,no,F,A,L,56121
no,,,no,NA,,,0.0,1,yes,no,F,A,L,56124
no,,,yes,3,,,1.0,1,yes,no,F,A,L,56132
no,,,yes,3,,,1.0,1,yes,no,F,A,L,56135
no,,,yes,3,,,1.0,1,yes,no,F,A,L,56138
no,,,yes,3,,,1.0,1,yes,no,F,A,L,56141
no,,,yes,3,,,1.0,1,yes,no,F,A,L,56147
no,,,yes,3,,,1.0,1,yes,no,F,A,L,56150
no,,,yes,3,,,1.0,1,yes,no,F,A,L,56153
no,,,yes,3,,,3.0,1,yes,no,F,A,L,56172
no,,,yes,4,,,1.0,1,yes,no,F,A,L,56175
no,,,yes,3,,,1.0,1,yes,no,F,A,L,56178
no,,,yes,3,,,1.0,1,yes,no,F,A,L,56181
no,,,yes,3,,,1.0,1,yes,no,F,A,L,56184
no,,,yes,4,,,1.0,1,yes,no,F,A,L,56187
no,,,yes,4,,,1.0,1,yes,no,F,A,L,56190
no,,,yes,2,,,1.0,12,yes,no,F,L,L,56195
no,,,yes,2,,,1.0,12,yes,no,F,L,L,56198
no,,,yes,3,,,1.0,12,yes,no,F,L,L,56201
no,,,yes,3,,,1.0,1,yes,no,F,L,L,56204
no,,,no,NA,,,0.0,1,yes,no,F,L,L,56209
no,,,yes,2,,,1.0,1,yes,no,F,L,L,56213
no,,,yes,2,,,1.0,12,yes,no,F,L,L,56216
no,,,yes,3,,,3.0,1,yes,no,F,L,L,56219
no,,,yes,2,,,1.0,1,yes,no,F,L,L,56222
no,,,yes,3,,,1.0,1,yes,no,F,L,L,56227
no,,,yes,3,,,1.0,1,yes,no,F,L,L,56230
no,,,no,NA,,,0.0,1,yes,no,F,L,L,56233
no,,,yes,3,,,1.0,1,yes,no,F,L,L,56235
no,,,yes,3,,,1.0,1,yes,no,F,L,L,56238
no,,,yes,4,,,1.0,1,yes,no,F,L,L,56241
no,,,yes,1,,,1.0,1,yes,no,F,A,L,56249
no,,,yes,1,,,1.0,1,yes,no,F,A,L,56252
no,,,yes,1,,,1.0,1,yes,no,F,A,L,56255
no,,,no,NA,,,0.0,1,yes,no,F,A,L,56258
no,,,yes,3,,,1.0,12,yes,no,F,A,L,56263
no,,,yes,3,,,1.0,12,yes,no,F,A,L,56266
no,,,yes,3,,,1.0,12,yes,no,F,A,L,56269
no,,,yes,3,,,1.0,12,yes,no,F,A,L,56272
no,,,yes,6,,,1.0,12,yes,no,F,L,L,56277
no,,,yes,6,,,1.0,12,yes,no,F,L,L,56280
no,,,no,NA,,,0.0,12,yes,no,F,L,L,56285
no,,,no,NA,,,0.0,12,yes,no,F,L,L,56287
no,,,yes,2,,,1.0,12,yes,no,F,A,L,56292
no,,,yes,2,,,1.0,12,yes,no,F,A,L,56295
no,,,yes,2,,,1.0,12,yes,no,F,A,L,56298
no,,,yes,2,,,1.0,12,yes,no,F,A,L,56301
no,,,no,NA,,,0.0,12,yes,no,F,A,L,56304
no,,,yes,6,,,1.0,12,yes,no,F,A,L,56309
no,,,yes,3,,,1.0,12,yes,no,F,A,L,56312
no,,,yes,3,,,1.0,12,yes,no,F,A,L,56315
no,,,yes,6,,,1.0,12,yes,no,F,A,L,56318
no,,,yes,2,,,1.0,1,yes,no,F,A,L,56334
no,,,yes,2,,,1.0,1,yes,no,F,A,L,56337
no,,,yes,2,,,1.0,1,yes,no,F,A,L,56340
no,,,no,NA,,,0.0,1,yes,no,F,A,L,56343
no,,,yes,2,,,1.0,1,yes,no,F,A,L,56345
no,,,yes,2,,,1.0,1,yes,no,F,A,L,56348
no,,,yes,2,,,1.0,1,yes,no,F,A,L,56351
no,,,yes,2,,,1.0,1,yes,no,F,L,L,56356
no,,,yes,3,,,1.0,1,yes,no,F,L,L,56359
no,,,yes,3,,,1.0,1,yes,no,F,L,L,56364
no,,,yes,3,,,1.0,1,yes,no,F,L,L,56367
no,,,yes,3,,,1.0,1,yes,no,F,L,L,56370
no,,,yes,3,,,1.0,1,yes,no,F,L,L,56373
no,,,yes,2,,,1.0,1,yes,no,F,L,L,56378
no,,,yes,2,,,1.0,1,yes,no,F,L,L,56381
no,,,yes,2,,,1.0,1,yes,no,F,L,L,56384
no,,,yes,2,,,1.0,1,yes,no,F,A,L,56390
no,,,yes,2,,,1.0,1,yes,no,F,A,L,56393
no,,,yes,2,,,1.0,1,yes,no,F,A,L,56396
no,,,yes,2,,,1.0,1,yes,no,F,A,L,56402
no,,,yes,2,,,1.0,1,yes,no,F,A,L,56405
no,,,yes,2,,,1.0,1,yes,no,F,A,L,56408
no,,,yes,2,,,1.0,1,yes,no,F,A,L,56411
no,,,yes,2,,,1.0,1,yes,no,F,A,L,56414
