Burst,Date_burst_daughter,Delta_Burst_date_child,Flowering,Flowering_Date,Lateral_GU_daughter,No_Lateral_GU,No_inflo,burst_date_mother,is_in_extremity,is_loaded,nature_ancestor,position_ancestor,position_mother,uc
yes,05-01,4.0,,NA,no,,,9,no,no,V,L,L,53597
no,,,yes,4,,,2.0,1,yes,no,V,L,A,53598
no,,,yes,2,,,1.0,1,yes,no,F,L,L,53603
no,,,yes,5,,,2.0,1,yes,no,F,L,L,53606
no,,,yes,2,,,1.0,1,yes,no,F,L,L,53609
no,,,yes,2,,,1.0,1,yes,no,F,L,L,53612
no,,,no,NA,,,0.0,1,yes,no,F,L,L,53615
no,,,yes,5,,,1.0,1,yes,no,V,L,A,53618
no,,,yes,2,,,1.0,1,yes,no,F,A,L,53631
no,,,yes,4,,,1.0,1,yes,no,F,A,L,53634
no,,,yes,2,,,1.0,1,yes,no,F,A,L,53637
no,,,yes,2,,,1.0,1,yes,no,F,A,L,53640
no,,,yes,4,,,1.0,1,yes,no,F,A,L,53643
no,,,yes,2,,,1.0,1,yes,no,F,A,L,53646
no,,,yes,4,,,1.0,1,yes,no,F,L,L,53651
no,,,yes,4,,,1.0,1,yes,no,F,L,L,53654
no,,,no,NA,,,0.0,1,yes,no,F,L,L,53657
no,,,yes,6,,,1.0,1,yes,no,F,L,L,53661
no,,,yes,3,,,1.0,1,yes,no,F,L,L,53664
no,,,yes,6,,,1.0,1,yes,no,F,L,L,53667
no,,,yes,6,,,1.0,1,yes,no,F,L,L,53670
no,,,yes,3,,,1.0,1,yes,no,F,L,L,53673
no,,,yes,5,,,1.0,1,yes,no,F,L,L,53676
yes,05-01,4.0,,NA,yes,4.0,,9,no,no,V,A,A,53688
no,,,no,NA,,,0.0,1,yes,no,V,A,A,53689
no,,,yes,3,,,1.0,1,yes,no,V,A,L,53690
no,,,yes,3,,,1.0,1,yes,no,V,A,L,53692
no,,,yes,3,,,2.0,1,yes,no,V,A,L,53694
no,,,yes,3,,,1.0,1,yes,no,V,A,L,53696
yes,05-01,4.0,,NA,yes,1.0,,9,no,no,V,A,L,53699
no,,,yes,2,,,1.0,1,yes,no,V,A,A,53700
no,,,yes,3,,,1.0,1,yes,no,V,A,L,53702
no,,,yes,3,,,1.0,1,yes,no,F,L,L,53707
no,,,yes,0,,,1.0,1,yes,no,F,L,L,53710
no,,,yes,0,,,1.0,1,yes,no,F,L,L,53713
no,,,yes,0,,,1.0,1,yes,no,F,L,L,53716
yes,05-01,4.0,,NA,yes,6.0,,9,no,no,V,L,A,53720
no,,,yes,4,,,2.0,1,yes,no,V,L,A,53721
no,,,yes,6,,,1.0,1,yes,no,V,L,L,53723
no,,,yes,4,,,1.0,1,yes,no,V,L,L,53725
no,,,yes,6,,,2.0,1,yes,no,V,L,L,53727
no,,,yes,6,,,1.0,1,yes,no,V,L,L,53729
no,,,yes,4,,,1.0,1,yes,no,V,L,L,53731
no,,,yes,6,,,1.0,1,yes,no,V,L,L,53733
no,,,no,NA,,,0.0,9,yes,no,V,L,L,53736
yes,05-01,4.0,,NA,yes,1.0,,9,no,no,V,L,L,53738
no,,,yes,4,,,2.0,1,yes,no,V,L,A,53739
no,,,yes,5,,,1.0,1,yes,no,V,L,L,53741
no,,,yes,2,,,1.0,1,yes,no,V,L,A,53745
yes,05-01,4.0,,NA,yes,2.0,,9,no,no,V,L,A,53749
no,,,yes,2,,,1.0,1,yes,no,V,L,A,53750
no,,,yes,4,,,1.0,1,yes,no,V,L,L,53752
no,,,yes,3,,,1.0,1,yes,no,V,L,L,53754
no,,,yes,2,,,1.0,1,yes,no,F,A,L,53763
no,,,yes,3,,,1.0,1,yes,no,F,A,L,53766
no,,,yes,3,,,1.0,1,yes,no,F,A,L,53769
no,,,yes,3,,,1.0,1,yes,no,F,A,L,53772
no,,,yes,2,,,1.0,1,yes,no,F,L,L,53777
no,,,yes,2,,,1.0,1,yes,no,F,L,L,53780
no,,,yes,2,,,1.0,1,yes,no,F,L,L,53783
no,,,yes,2,,,1.0,1,yes,no,F,L,L,53786
yes,05-01,4.0,,NA,no,,,9,no,no,V,L,A,53790
no,,,yes,2,,,1.0,1,yes,no,V,L,A,53791
no,,,yes,2,,,1.0,1,yes,no,V,L,L,53794
no,,,yes,2,,,1.0,1,yes,no,V,L,L,53797
no,,,yes,2,,,1.0,1,yes,no,F,A,L,53806
no,,,yes,4,,,1.0,1,yes,no,F,A,L,53809
no,,,yes,2,,,1.0,1,yes,no,F,A,L,53812
no,,,yes,2,,,1.0,1,yes,no,F,A,L,53815
no,,,yes,2,,,1.0,1,yes,no,F,A,L,53818
no,,,yes,2,,,1.0,1,yes,no,F,A,L,53821
no,,,no,NA,,,0.0,1,yes,no,F,A,L,53827
no,,,yes,6,,,1.0,1,yes,no,F,A,L,53829
no,,,yes,6,,,1.0,1,yes,no,F,A,L,53832
no,,,yes,6,,,1.0,1,yes,no,F,A,L,53835
no,,,yes,6,,,1.0,1,yes,no,F,L,L,53840
no,,,yes,4,,,1.0,1,yes,no,F,A,L,53849
no,,,yes,5,,,1.0,1,yes,no,F,A,L,53852
no,,,yes,5,,,1.0,1,yes,no,F,A,L,53855
no,,,no,NA,,,0.0,1,yes,no,F,A,L,53858
no,,,yes,2,,,4.0,1,yes,no,V,L,A,53866
no,,,yes,4,,,1.0,1,yes,no,V,L,L,53869
no,,,yes,2,,,1.0,1,yes,no,V,L,L,53872
no,,,yes,1,,,1.0,1,yes,no,V,L,A,53876
no,,,yes,2,,,1.0,1,yes,no,V,L,A,53880
no,,,yes,2,,,1.0,1,yes,no,F,A,L,53886
no,,,yes,2,,,1.0,1,yes,no,F,A,L,53889
no,,,yes,2,,,1.0,1,yes,no,F,A,L,53892
no,,,yes,2,,,1.0,1,yes,no,F,A,L,53895
no,,,yes,2,,,1.0,1,yes,no,F,A,L,53898
no,,,yes,2,,,1.0,1,yes,no,F,A,L,53901
no,,,yes,4,,,1.0,1,yes,no,F,A,L,53904
no,,,yes,5,,,1.0,1,yes,no,F,A,L,53912
no,,,yes,4,,,1.0,1,yes,no,F,A,L,53915
no,,,yes,4,,,1.0,1,yes,no,F,A,L,53918
no,,,yes,4,,,1.0,1,yes,no,F,A,L,53921
no,,,yes,4,,,1.0,1,yes,no,F,L,L,53926
no,,,yes,6,,,1.0,1,yes,no,F,A,L,53938
no,,,yes,4,,,1.0,1,yes,no,F,A,L,53941
no,,,yes,4,,,1.0,1,yes,no,F,A,L,53944
no,,,yes,4,,,1.0,1,yes,no,F,A,L,53947
no,,,yes,3,,,1.0,1,yes,no,F,A,L,53950
no,,,yes,5,,,1.0,1,yes,no,F,A,L,53953
no,,,yes,6,,,1.0,1,yes,no,F,L,L,53960
no,,,yes,6,,,1.0,1,yes,no,F,L,L,53963
no,,,no,NA,,,0.0,1,yes,no,F,L,L,53969
no,,,yes,6,,,1.0,1,yes,no,F,L,L,53971
no,,,yes,4,,,1.0,1,yes,no,F,L,L,53974
no,,,yes,4,,,1.0,1,yes,no,F,A,L,53991
no,,,yes,4,,,1.0,1,yes,no,F,A,L,53994
no,,,yes,4,,,1.0,1,yes,no,F,A,L,53997
no,,,yes,4,,,1.0,1,yes,no,F,A,L,54000
no,,,yes,4,,,1.0,1,yes,no,F,A,L,54012
no,,,yes,3,,,1.0,1,yes,no,F,A,L,54015
no,,,yes,4,,,1.0,1,yes,no,F,A,L,54018
no,,,no,NA,,,0.0,8,yes,no,F,A,A,54025
no,,,yes,2,,,1.0,1,yes,no,F,A,L,54027
no,,,yes,4,,,1.0,1,yes,no,F,A,L,54030
no,,,yes,2,,,1.0,1,yes,no,F,A,L,54033
no,,,yes,4,,,1.0,1,yes,no,F,A,L,54036
no,,,yes,2,,,1.0,1,yes,no,F,A,L,54039
no,,,yes,4,,,1.0,1,yes,no,F,A,L,54042
no,,,no,NA,,,0.0,8,yes,no,F,A,A,54049
no,,,yes,4,,,1.0,1,yes,no,F,A,L,54051
no,,,no,NA,,,0.0,1,yes,no,F,A,L,54054
no,,,no,NA,,,0.0,1,yes,no,F,A,L,54056
no,,,yes,4,,,1.0,1,yes,no,F,A,L,54058
no,,,yes,4,,,1.0,1,yes,no,F,A,L,54061
yes,05-01,3.0,,NA,yes,5.0,,10,no,no,F,A,A,54087
no,,,yes,3,,,1.0,1,yes,no,F,A,L,54088
no,,,yes,3,,,4.0,1,yes,no,F,A,L,54090
no,,,yes,3,,,2.0,1,yes,no,F,A,L,54092
no,,,yes,4,,,5.0,1,yes,no,F,A,L,54094
no,,,yes,3,,,3.0,1,yes,no,F,A,L,54096
no,,,yes,3,,,1.0,1,yes,no,F,A,L,54099
no,,,yes,3,,,1.0,1,yes,no,F,A,L,54102
no,,,yes,4,,,1.0,1,yes,no,F,A,L,54105
no,,,yes,3,,,1.0,1,yes,no,F,A,L,54108
no,,,yes,2,,,1.0,1,yes,no,F,L,L,54113
no,,,yes,2,,,1.0,1,yes,no,F,L,L,54116
no,,,yes,2,,,1.0,1,yes,no,F,L,L,54119
yes,05-01,3.0,,NA,no,,,10,no,no,F,L,A,54124
no,,,yes,2,,,1.0,1,yes,no,F,L,L,54125
no,,,yes,3,,,1.0,1,yes,no,F,L,L,54128
no,,,yes,3,,,1.0,1,yes,no,F,L,L,54131
no,,,no,NA,,,0.0,1,yes,no,F,L,L,54134
no,,,yes,4,,,1.0,1,yes,no,F,L,L,54140
no,,,yes,4,,,1.0,1,yes,no,F,L,L,54143
no,,,yes,3,,,1.0,1,yes,no,F,L,L,54146
no,,,yes,4,,,1.0,1,yes,no,F,A,L,54152
no,,,yes,4,,,1.0,1,yes,no,F,A,L,54155
no,,,yes,4,,,1.0,1,yes,no,F,A,L,54161
no,,,no,NA,,,0.0,1,yes,no,F,A,L,54164
no,,,yes,4,,,1.0,1,yes,no,F,A,L,54166
no,,,yes,4,,,1.0,1,yes,no,F,A,L,54169
no,,,yes,4,,,1.0,1,yes,no,F,A,L,54172
no,,,yes,3,,,3.0,1,yes,no,F,A,L,54175
no,,,yes,3,,,1.0,1,yes,no,F,A,L,54178
no,,,yes,3,,,1.0,1,yes,no,F,A,L,54181
yes,05-01,3.0,,NA,yes,6.0,,10,no,no,F,L,A,54188
no,,,yes,3,,,1.0,1,yes,no,F,L,L,54189
no,,,yes,0,,,1.0,1,yes,no,F,L,L,54191
no,,,yes,4,,,1.0,1,yes,no,F,L,L,54193
no,,,yes,3,,,1.0,1,yes,no,F,L,L,54195
no,,,yes,3,,,1.0,1,yes,no,F,L,L,54197
no,,,yes,3,,,1.0,1,yes,no,F,L,L,54199
no,,,yes,1,,,1.0,1,yes,no,F,L,L,54202
no,,,yes,4,,,1.0,1,yes,no,F,L,L,54207
no,,,yes,4,,,1.0,1,yes,no,F,L,L,54210
no,,,yes,4,,,1.0,1,yes,no,F,L,L,54213
no,,,yes,4,,,1.0,1,yes,no,F,A,L,54219
no,,,yes,4,,,1.0,1,yes,no,F,A,L,54222
no,,,yes,4,,,1.0,1,yes,no,F,A,L,54225
no,,,yes,3,,,1.0,1,yes,no,F,A,L,54228
no,,,yes,3,,,1.0,1,yes,no,F,A,L,54231
no,,,yes,3,,,1.0,1,yes,no,F,A,L,54234
no,,,no,NA,,,0.0,8,yes,no,F,A,A,54242
no,,,yes,0,,,1.0,1,yes,no,F,A,L,54244
no,,,yes,2,,,1.0,1,yes,no,F,A,L,54247
no,,,yes,0,,,1.0,1,yes,no,F,A,L,54250
no,,,yes,2,,,4.0,1,yes,no,F,A,L,54253
no,,,yes,0,,,1.0,1,yes,no,F,A,L,54256
no,,,no,NA,,,0.0,1,yes,no,V,L,A,54260
no,,,yes,2,,,1.0,1,yes,no,F,A,L,54283
no,,,yes,2,,,1.0,1,yes,no,F,A,L,54286
no,,,yes,2,,,1.0,1,yes,no,F,A,L,54289
no,,,yes,2,,,1.0,1,yes,no,F,A,L,54292
no,,,yes,2,,,1.0,1,yes,no,F,A,L,54295
no,,,yes,2,,,1.0,1,yes,no,F,A,L,54298
no,,,yes,3,,,1.0,1,yes,no,F,A,L,54301
no,,,yes,2,,,1.0,1,yes,no,F,L,L,54308
no,,,yes,2,,,1.0,1,yes,no,F,L,L,54311
no,,,no,NA,,,0.0,1,yes,no,F,L,L,54316
no,,,yes,2,,,1.0,1,yes,no,F,A,L,54321
no,,,yes,3,,,1.0,1,yes,no,F,A,L,54324
no,,,yes,2,,,1.0,1,yes,no,F,A,L,54327
no,,,yes,2,,,1.0,1,yes,no,F,A,L,54330
no,,,yes,2,,,1.0,1,yes,no,V,L,L,54338
no,,,yes,3,,,1.0,1,yes,no,F,A,L,54343
no,,,yes,2,,,1.0,1,yes,no,F,A,L,54346
no,,,yes,2,,,1.0,1,yes,no,F,A,L,54349
no,,,yes,3,,,1.0,1,yes,no,F,L,L,54354
no,,,yes,2,,,1.0,1,yes,no,F,L,L,54357
no,,,yes,3,,,1.0,1,yes,no,F,L,L,54362
no,,,yes,3,,,1.0,1,yes,no,F,A,L,54372
no,,,yes,2,,,1.0,1,yes,no,F,A,L,54375
no,,,yes,2,,,1.0,1,yes,no,F,A,L,54385
no,,,yes,2,,,1.0,1,yes,no,F,A,L,54388
no,,,yes,2,,,1.0,1,yes,no,F,A,L,54391
no,,,no,NA,,,0.0,10,yes,no,F,L,A,54398
no,,,yes,2,,,1.0,1,yes,no,F,L,L,54400
no,,,yes,2,,,1.0,1,yes,no,F,L,L,54403
no,,,yes,2,,,1.0,1,yes,no,F,L,L,54406
no,,,yes,2,,,1.0,1,yes,no,F,L,L,54411
no,,,yes,2,,,1.0,1,yes,no,F,L,L,54414
no,,,yes,0,,,1.0,1,yes,no,F,A,L,54423
no,,,yes,2,,,1.0,1,yes,no,F,A,L,54426
no,,,yes,0,,,1.0,1,yes,no,F,A,L,54429
no,,,yes,2,,,1.0,1,yes,no,F,A,L,54432
no,,,yes,2,,,1.0,1,yes,no,F,A,L,54435
no,,,yes,2,,,1.0,1,yes,no,F,A,L,54438
no,,,yes,2,,,1.0,1,yes,no,F,A,L,54441
no,,,yes,2,,,1.0,1,yes,no,F,A,L,54444
no,,,yes,6,,,1.0,1,yes,no,F,L,L,54449
no,,,yes,2,,,1.0,1,yes,no,F,L,L,54452
no,,,yes,3,,,1.0,1,yes,no,F,L,L,54457
no,,,yes,4,,,1.0,1,yes,no,F,L,L,54460
no,,,yes,2,,,1.0,1,yes,no,F,L,L,54463
no,,,yes,4,,,1.0,1,yes,no,F,L,L,54466
no,,,yes,4,,,1.0,1,yes,no,F,L,L,54471
no,,,yes,4,,,1.0,1,yes,no,F,L,L,54474
no,,,yes,4,,,1.0,1,yes,no,F,L,L,54477
no,,,yes,2,,,1.0,1,yes,no,F,A,L,54483
no,,,yes,2,,,1.0,1,yes,no,F,A,L,54486
no,,,no,NA,,,0.0,1,yes,no,F,A,L,54489
no,,,no,NA,,,0.0,1,yes,no,F,A,L,54491
no,,,no,NA,,,0.0,1,yes,no,F,A,L,54496
no,,,no,NA,,,0.0,1,yes,no,F,A,L,54498
no,,,yes,3,,,1.0,1,yes,no,F,A,L,54500
no,,,yes,2,,,1.0,1,yes,no,F,A,L,54503
no,,,yes,3,,,1.0,1,yes,no,F,A,L,54506
no,,,yes,2,,,1.0,1,yes,no,F,A,L,54512
no,,,yes,2,,,1.0,1,yes,no,F,A,L,54515
no,,,yes,2,,,1.0,1,yes,no,F,A,L,54518
no,,,yes,2,,,1.0,1,yes,no,F,A,L,54521
no,,,yes,2,,,1.0,1,yes,no,F,A,L,54524
no,,,yes,2,,,1.0,1,yes,no,F,A,L,54527
no,,,yes,2,,,1.0,1,yes,no,F,A,L,54535
no,,,yes,1,,,1.0,1,yes,no,F,A,L,54538
no,,,yes,2,,,1.0,1,yes,no,F,A,L,54541
no,,,yes,2,,,1.0,1,yes,no,F,A,L,54544
no,,,yes,1,,,1.0,1,yes,no,F,A,L,54547
no,,,yes,2,,,1.0,1,yes,no,F,A,L,54550
no,,,yes,6,,,1.0,1,yes,no,F,A,L,54557
no,,,yes,6,,,1.0,1,yes,no,F,A,L,54560
no,,,yes,1,,,1.0,1,yes,no,F,A,L,54568
no,,,yes,1,,,1.0,1,yes,no,F,A,L,54571
no,,,yes,0,,,1.0,1,yes,no,F,A,L,54574
no,,,yes,0,,,1.0,1,yes,no,F,A,L,54577
no,,,yes,2,,,1.0,1,yes,no,F,A,L,54580
no,,,yes,1,,,1.0,1,yes,no,F,A,L,54583
no,,,yes,4,,,2.0,1,yes,no,F,L,L,54588
no,,,no,NA,,,0.0,1,yes,no,F,L,L,54591
no,,,no,NA,,,0.0,1,yes,no,F,A,L,54606
no,,,no,NA,,,0.0,1,yes,no,F,A,L,54608
no,,,yes,4,,,1.0,1,yes,no,V,A,L,54616
no,,,yes,4,,,1.0,1,yes,no,V,A,L,54619
no,,,yes,4,,,1.0,1,yes,no,V,A,L,54622
no,,,yes,4,,,1.0,1,yes,no,V,A,L,54625
no,,,yes,4,,,1.0,1,yes,no,F,L,L,54634
no,,,yes,6,,,1.0,1,yes,no,F,L,L,54640
no,,,no,NA,,,0.0,1,yes,no,F,L,L,54674
no,,,yes,4,,,1.0,1,yes,no,F,A,L,54683
no,,,yes,4,,,1.0,1,yes,no,F,A,L,54686
no,,,yes,4,,,1.0,1,yes,no,F,A,L,54689
no,,,yes,4,,,1.0,1,yes,no,F,A,L,54692
no,,,yes,3,,,1.0,1,yes,no,F,A,L,54705
no,,,yes,3,,,1.0,1,yes,no,F,A,L,54708
no,,,yes,3,,,1.0,1,yes,no,F,A,L,54711
no,,,no,NA,,,0.0,1,yes,no,F,A,L,54714
no,,,no,NA,,,0.0,1,yes,no,F,A,L,54716
no,,,yes,3,,,1.0,1,yes,no,F,A,L,54718
no,,,yes,3,,,1.0,1,yes,no,F,L,L,54723
no,,,yes,3,,,1.0,1,yes,no,F,L,L,54726
no,,,yes,3,,,1.0,1,yes,no,F,L,L,54729
no,,,yes,6,,,1.0,1,yes,no,F,L,L,54734
no,,,no,NA,,,0.0,1,yes,no,F,L,L,54737
no,,,yes,3,,,1.0,1,yes,no,F,L,L,54741
no,,,yes,3,,,1.0,1,yes,no,F,L,L,54744
no,,,yes,3,,,1.0,1,yes,no,F,L,L,54747
no,,,no,NA,,,0.0,1,yes,no,F,L,L,54752
no,,,yes,3,,,1.0,1,yes,no,F,L,L,54754
no,,,yes,6,,,1.0,1,yes,no,F,L,L,54757
no,,,yes,6,,,4.0,1,yes,no,F,L,L,54760
no,,,yes,3,,,1.0,1,yes,no,F,L,L,54763
no,,,yes,3,,,1.0,1,yes,no,F,L,L,54766
yes,04-12,2.0,,NA,yes,4.0,,10,no,no,F,L,A,54771
no,,,yes,4,,,1.0,12,yes,no,F,L,L,54772
no,,,yes,4,,,1.0,12,yes,no,F,L,L,54774
no,,,yes,6,,,1.0,12,yes,no,F,L,L,54776
no,,,yes,3,,,2.0,12,yes,no,F,L,L,54778
no,,,yes,3,,,1.0,12,yes,no,F,L,L,54781
no,,,yes,7,,,1.0,12,yes,no,F,L,L,54784
no,,,yes,3,,,1.0,1,yes,no,F,L,L,54789
no,,,no,NA,,,0.0,1,yes,no,F,L,L,54792
no,,,no,NA,,,0.0,1,yes,no,F,L,L,54794
no,,,no,NA,,,0.0,10,yes,no,F,A,A,54799
no,,,yes,3,,,1.0,1,yes,no,F,A,L,54801
no,,,yes,3,,,1.0,1,yes,no,F,A,L,54804
no,,,no,NA,,,0.0,1,yes,no,F,A,L,54807
no,,,yes,3,,,1.0,1,yes,no,F,A,L,54809
no,,,no,NA,,,0.0,1,yes,no,F,A,L,54812
no,,,yes,3,,,2.0,1,yes,no,F,A,L,54814
no,,,yes,3,,,1.0,1,yes,no,F,A,L,54817
no,,,no,NA,,,0.0,1,yes,no,F,A,L,54834
no,,,no,NA,,,0.0,1,yes,no,F,A,L,54836
no,,,yes,4,,,1.0,1,yes,no,F,A,L,54838
no,,,yes,4,,,1.0,1,yes,no,F,A,L,54841
yes,04-12,3.0,,NA,yes,10.0,,9,no,no,V,A,A,54848
no,,,yes,6,,,4.0,12,yes,no,V,A,A,54849
no,,,yes,6,,,1.0,12,yes,no,V,A,L,54851
no,,,yes,4,,,3.0,12,yes,no,V,A,L,54853
no,,,yes,7,,,1.0,12,yes,no,V,A,L,54855
no,,,yes,4,,,1.0,12,yes,no,V,A,L,54857
no,,,no,NA,,,0.0,12,yes,no,V,A,L,54859
no,,,yes,4,,,2.0,12,yes,no,V,A,L,54860
no,,,yes,6,,,1.0,12,yes,no,V,A,L,54862
no,,,yes,6,,,3.0,12,yes,no,V,A,L,54864
no,,,yes,3,,,1.0,12,yes,no,V,A,L,54866
no,,,yes,3,,,1.0,12,yes,no,V,A,L,54868
no,,,no,NA,,,0.0,10,yes,no,F,L,A,54875
no,,,yes,6,,,1.0,12,yes,no,F,L,L,54877
no,,,yes,6,,,1.0,12,yes,no,F,L,L,54880
no,,,yes,4,,,1.0,12,yes,no,V,L,L,54887
no,,,yes,4,,,1.0,12,yes,no,V,L,L,54890
no,,,yes,3,,,1.0,12,yes,no,F,A,L,54902
no,,,yes,3,,,1.0,12,yes,no,F,A,L,54905
no,,,yes,3,,,1.0,12,yes,no,F,A,L,54908
no,,,yes,3,,,4.0,12,yes,no,F,A,L,54911
no,,,no,NA,,,0.0,12,yes,no,F,A,L,54914
no,,,yes,3,,,1.0,12,yes,no,F,A,L,54916
no,,,yes,3,,,1.0,12,yes,no,F,L,L,54921
no,,,no,NA,,,0.0,10,yes,no,F,L,A,54926
no,,,yes,3,,,1.0,12,yes,no,F,L,L,54928
no,,,yes,6,,,1.0,12,yes,no,F,L,L,54931
no,,,no,NA,,,0.0,12,yes,no,F,L,L,54934
no,,,yes,3,,,1.0,12,yes,no,F,L,L,54936
yes,05-02,2.0,,NA,no,,,12,no,no,F,L,L,54939
no,,,yes,3,,,3.0,2,yes,no,F,L,A,54940
no,,,yes,3,,,1.0,12,yes,no,F,L,L,54945
no,,,yes,3,,,1.0,12,yes,no,F,L,L,54948
no,,,yes,6,,,2.0,12,yes,no,F,L,L,54951
no,,,yes,6,,,1.0,12,yes,no,F,L,L,54954
no,,,yes,6,,,1.0,12,yes,no,F,L,L,54957
no,,,yes,6,,,1.0,12,yes,no,F,L,L,54960
no,,,yes,4,,,1.0,12,yes,no,F,L,L,54963
no,,,yes,4,,,2.0,12,yes,no,F,L,L,54966
no,,,yes,3,,,1.0,12,yes,no,F,L,L,54971
no,,,yes,3,,,1.0,12,yes,no,F,L,L,54974
no,,,yes,3,,,1.0,12,yes,no,F,L,L,54977
no,,,yes,3,,,1.0,12,yes,no,V,L,A,54981
no,,,yes,3,,,1.0,12,yes,no,F,L,L,54986
no,,,yes,3,,,1.0,12,yes,no,F,L,L,54989
no,,,yes,3,,,1.0,12,yes,no,F,L,L,54992
no,,,yes,2,,,1.0,12,yes,no,F,A,L,54998
yes,05-01,1.0,,NA,no,,,12,no,no,F,A,L,55001
no,,,yes,2,,,4.0,1,yes,no,F,A,A,55002
no,,,yes,3,,,1.0,12,yes,no,F,A,L,55005
no,,,yes,3,,,1.0,12,yes,no,F,A,L,55008
no,,,yes,2,,,1.0,12,yes,no,F,A,L,55011
no,,,yes,2,,,1.0,12,yes,no,F,A,L,55014
no,,,yes,2,,,1.0,12,yes,no,F,L,L,55019
no,,,yes,2,,,1.0,12,yes,no,F,L,L,55022
yes,05-02,2.0,,NA,no,,,12,no,no,F,L,L,55025
no,,,yes,4,,,4.0,2,yes,no,F,L,A,55026
no,,,no,NA,,,0.0,12,yes,no,F,L,L,55029
no,,,yes,2,,,1.0,12,yes,no,F,L,L,55031
no,,,yes,2,,,1.0,12,yes,no,F,L,L,55034
no,,,yes,6,,,1.0,12,yes,no,F,L,L,55039
no,,,no,NA,,,0.0,12,yes,no,F,L,L,55042
no,,,yes,2,,,1.0,12,yes,no,F,A,L,55051
no,,,yes,2,,,1.0,12,yes,no,F,A,L,55054
no,,,yes,2,,,1.0,12,yes,no,F,A,L,55057
no,,,yes,2,,,1.0,12,yes,no,F,A,L,55060
no,,,yes,2,,,1.0,12,yes,no,F,A,L,55063
no,,,yes,2,,,1.0,12,yes,no,F,A,L,55066
no,,,yes,2,,,1.0,12,yes,no,F,A,L,55069
no,,,no,NA,,,0.0,12,yes,no,F,L,L,55074
no,,,yes,3,,,1.0,12,yes,no,F,L,L,55076
no,,,yes,3,,,1.0,12,yes,no,F,L,L,55079
no,,,no,NA,,,0.0,12,yes,no,F,L,L,55082
no,,,yes,3,,,1.0,12,yes,no,F,L,L,55084
no,,,yes,2,,,1.0,12,yes,no,V,A,A,55093
no,,,yes,6,,,1.0,12,yes,no,V,A,L,55096
no,,,yes,6,,,1.0,12,yes,no,V,A,L,55099
no,,,yes,3,,,1.0,12,yes,no,V,A,L,55102
no,,,yes,2,,,1.0,12,yes,no,V,A,L,55105
yes,05-01,5.0,,NA,yes,4.0,,8,no,no,V,L,A,55112
no,,,yes,2,,,5.0,1,yes,no,V,L,A,55113
no,,,yes,2,,,3.0,1,yes,no,V,L,L,55115
no,,,yes,2,,,4.0,1,yes,no,V,L,L,55117
no,,,yes,2,,,1.0,1,yes,no,V,L,L,55119
no,,,yes,2,,,4.0,1,yes,no,V,L,L,55121
yes,05-01,5.0,,NA,no,,,8,no,no,V,L,L,55124
no,,,yes,0,,,1.0,1,yes,no,V,L,A,55125
yes,05-01,5.0,,NA,yes,3.0,,8,no,no,V,L,L,55128
no,,,yes,2,,,4.0,1,yes,no,V,L,A,55129
no,,,yes,6,,,1.0,1,yes,no,V,L,L,55131
no,,,yes,2,,,1.0,1,yes,no,V,L,L,55133
no,,,yes,3,,,1.0,1,yes,no,V,L,L,55135
no,,,yes,2,,,1.0,1,yes,no,V,L,A,55139
no,,,no,NA,,,0.0,1,yes,no,F,A,L,55147
no,,,yes,2,,,1.0,12,yes,no,F,A,L,55158
no,,,yes,2,,,1.0,12,yes,no,F,A,L,55161
no,,,yes,2,,,1.0,12,yes,no,F,A,L,55164
no,,,yes,2,,,1.0,12,yes,no,F,A,L,55167
yes,05-01,1.0,,NA,no,,,12,no,no,F,A,L,55170
no,,,yes,2,,,1.0,1,yes,no,F,A,A,55171
no,,,yes,2,,,1.0,12,yes,no,F,A,L,55174
no,,,yes,2,,,1.0,1,yes,no,F,L,L,55179
no,,,yes,2,,,1.0,1,yes,no,F,L,L,55182
no,,,yes,2,,,1.0,1,yes,no,F,L,L,55185
no,,,no,NA,,,0.0,1,yes,no,F,A,L,55198
no,,,no,NA,,,0.0,1,yes,no,F,A,L,55200
no,,,no,NA,,,0.0,1,yes,no,F,A,L,55202
no,,,no,NA,,,0.0,1,yes,no,F,A,L,55204
no,,,yes,3,,,1.0,1,yes,no,F,A,L,55236
no,,,yes,3,,,1.0,1,yes,no,F,A,L,55239
no,,,yes,3,,,1.0,1,yes,no,F,A,L,55242
no,,,yes,1,,,1.0,1,yes,no,F,A,L,55255
no,,,yes,1,,,1.0,1,yes,no,F,A,L,55258
no,,,yes,3,,,1.0,1,yes,no,F,A,L,55261
no,,,yes,1,,,1.0,1,yes,no,F,A,L,55264
no,,,yes,1,,,1.0,1,yes,no,F,A,L,55267
no,,,yes,2,,,1.0,1,yes,no,F,L,L,55272
no,,,yes,2,,,1.0,1,yes,no,F,L,L,55275
no,,,yes,3,,,1.0,1,yes,no,F,L,L,55280
no,,,yes,2,,,1.0,1,yes,no,F,L,L,55283
no,,,yes,2,,,1.0,1,yes,no,F,L,L,55286
no,,,yes,2,,,1.0,1,yes,no,F,L,L,55293
no,,,yes,2,,,1.0,1,yes,no,F,L,L,55296
no,,,yes,1,,,1.0,1,yes,no,F,L,L,55299
no,,,yes,1,,,1.0,1,yes,no,F,L,L,55302
no,,,yes,2,,,1.0,1,yes,no,F,L,L,55307
