Burst,Date_burst_daughter,Delta_Burst_date_child,Flowering,Flowering_Date,Lateral_GU_daughter,No_Lateral_GU,No_inflo,burst_date_mother,is_in_extremity,is_loaded,nature_ancestor_V,position_ancestor_L,position_mother_L,tree,uc
0,,,0.0,NA,,,0.0,3,1,0,0,1,0,B14,48433
0,,,0.0,NA,,,0.0,3,1,0,0,1,1,B14,48456
1,12.0,1.0,,NA,0.0,,,11,0,0,0,1,1,B14,48460
1,4.0,4.0,,NA,0.0,,,12,0,0,0,1,0,B14,48461
0,,,1.0,,,,1.0,4,1,0,0,1,0,B14,48462
1,12.0,1.0,,NA,0.0,,,11,0,0,0,1,1,B14,48467
0,,,0.0,NA,,,0.0,12,1,0,0,1,0,B14,48468
1,12.0,1.0,,NA,1.0,1.0,,11,0,0,0,0,0,B14,48472
1,3.0,3.0,,NA,0.0,,,12,0,0,0,0,0,B14,48473
0,,,1.0,,,,1.0,3,1,0,0,0,0,B14,48474
1,3.0,3.0,,NA,0.0,,,12,0,0,0,0,1,B14,48485
0,,,1.0,,,,1.0,3,1,0,0,0,0,B14,48486
0,,,0.0,NA,,,0.0,11,1,0,0,0,1,B14,48499
1,12.0,1.0,,NA,0.0,,,11,0,0,0,0,1,B14,48501
0,,,0.0,NA,,,0.0,12,1,0,0,0,1,B14,48502
0,,,0.0,NA,,,0.0,11,1,0,0,0,1,B14,48506
0,,,0.0,NA,,,0.0,11,1,0,0,0,1,B14,48508
1,12.0,1.0,,NA,0.0,,,11,0,0,0,1,0,B14,48510
0,,,1.0,,,,1.0,12,1,0,0,1,1,B14,48511
0,,,0.0,NA,,,0.0,10,1,0,0,0,0,B14,48517
1,12.0,1.0,,NA,0.0,,,11,0,0,0,0,0,B14,48520
1,1.0,1.0,,NA,1.0,1.0,,12,0,0,0,0,0,B14,48521
0,,,1.0,,,,1.0,1,1,0,0,0,0,B14,48522
0,,,1.0,,,,1.0,1,1,0,0,0,1,B14,48542
0,,,1.0,,,,1.0,11,1,0,0,0,1,B14,48547
1,12.0,1.0,,NA,1.0,1.0,,11,0,0,0,0,0,B14,48551
1,3.0,3.0,,NA,0.0,,,12,0,0,0,0,0,B14,48552
0,,,1.0,,,,1.0,3,1,0,0,0,0,B14,48553
1,3.0,3.0,,NA,0.0,,,12,0,0,0,0,1,B14,48585
0,,,1.0,,,,1.0,3,1,0,0,0,0,B14,48586
1,12.0,1.0,,NA,0.0,,,11,0,0,0,0,1,B14,48604
0,,,1.0,,,,1.0,12,1,0,0,0,0,B14,48605
1,12.0,1.0,,NA,0.0,,,11,0,0,0,0,1,B14,48610
1,3.0,3.0,,NA,0.0,,,12,0,0,0,0,0,B14,48611
0,,,1.0,,,,1.0,3,1,0,0,0,0,B14,48612
1,12.0,1.0,,NA,0.0,,,11,0,0,0,0,1,B14,48636
0,,,1.0,,,,1.0,12,1,0,0,0,0,B14,48637
1,12.0,1.0,,NA,0.0,,,11,0,0,0,0,1,B14,48640
0,,,1.0,,,,1.0,12,1,0,0,0,0,B14,48641
1,12.0,1.0,,NA,1.0,4.0,,11,0,0,0,0,0,B14,48645
1,4.0,4.0,,NA,1.0,5.0,,12,0,0,0,0,0,B14,48646
0,,,1.0,,,,1.0,4,1,0,0,0,0,B14,48647
0,,,1.0,,,,1.0,4,1,0,0,0,1,B14,48670
0,,,1.0,,,,1.0,4,1,0,0,0,1,B14,48678
0,,,1.0,,,,1.0,4,1,0,0,0,1,B14,48690
0,,,1.0,,,,1.0,4,1,0,0,0,1,B14,48701
0,,,1.0,,,,1.0,4,1,0,0,0,1,B14,48708
1,3.0,3.0,,NA,0.0,,,12,0,0,0,0,1,B14,48716
0,,,1.0,,,,1.0,3,1,0,0,0,0,B14,48717
0,,,0.0,NA,,,0.0,12,1,0,0,0,1,B14,48731
0,,,1.0,,,,1.0,12,1,0,0,0,1,B14,48732
1,4.0,4.0,,NA,0.0,,,12,0,0,0,0,1,B14,48734
0,,,1.0,,,,1.0,4,1,0,0,0,0,B14,48735
0,,,0.0,NA,,,0.0,11,1,0,0,0,1,B14,48755
1,12.0,1.0,,NA,0.0,,,11,0,0,0,0,1,B14,48757
0,,,1.0,,,,1.0,12,1,0,0,0,0,B14,48758
1,12.0,1.0,,NA,0.0,,,11,0,0,0,0,1,B14,48761
1,4.0,4.0,,NA,1.0,4.0,,12,0,0,0,0,0,B14,48762
0,,,1.0,,,,1.0,4,1,0,0,0,0,B14,48763
0,,,1.0,,,,1.0,4,1,0,0,0,1,B14,48792
0,,,1.0,,,,1.0,4,1,0,0,0,1,B14,48808
0,,,1.0,,,,1.0,4,1,0,0,0,1,B14,48821
0,,,1.0,,,,1.0,4,1,0,0,0,1,B14,48823
0,,,0.0,NA,,,0.0,11,1,0,0,0,1,B14,48832
1,12.0,1.0,,NA,0.0,,,11,0,0,0,0,0,B14,48835
1,1.0,1.0,,NA,1.0,3.0,,12,0,0,0,0,0,B14,48836
0,,,1.0,,,,1.0,1,1,0,0,0,0,B14,48837
0,,,1.0,,,,1.0,1,1,0,0,0,1,B14,48863
0,,,1.0,,,,1.0,1,1,0,0,0,1,B14,48871
0,,,1.0,,,,1.0,1,1,0,0,0,1,B14,48881
1,12.0,1.0,,NA,0.0,,,11,0,0,0,0,1,B14,48887
1,1.0,1.0,,NA,0.0,,,12,0,0,0,0,0,B14,48888
0,,,1.0,,,,1.0,1,1,0,0,0,0,B14,48889
1,12.0,1.0,,NA,1.0,1.0,,11,0,0,0,0,0,B14,48894
0,,,1.0,,,,1.0,12,1,0,0,0,0,B14,48895
0,,,1.0,,,,1.0,12,1,0,0,0,1,B14,48909
1,12.0,1.0,,NA,1.0,1.0,,11,0,0,0,1,0,B14,48912
1,1.0,1.0,,NA,1.0,1.0,,12,0,0,0,1,0,B14,48913
0,,,1.0,,,,1.0,1,1,0,0,1,0,B14,48914
0,,,1.0,,,,1.0,1,1,0,0,1,1,B14,48937
1,1.0,1.0,,NA,0.0,,,12,0,0,0,1,1,B14,48941
0,,,1.0,,,,1.0,1,1,0,0,1,0,B14,48942
1,12.0,1.0,,NA,1.0,2.0,,11,0,0,0,0,0,B14,48951
1,3.0,3.0,,NA,1.0,1.0,,12,0,0,0,0,0,B14,48952
0,,,1.0,,,,1.0,3,1,0,0,0,0,B14,48953
0,,,1.0,,,,1.0,3,1,0,0,0,1,B14,48979
1,3.0,3.0,,NA,0.0,,,12,0,0,0,0,1,B14,48990
0,,,1.0,,,,1.0,3,1,0,0,0,0,B14,48991
0,,,1.0,,,,1.0,12,1,0,0,0,1,B14,49002
0,,,0.0,NA,,,0.0,11,1,0,0,0,1,B14,49005
0,,,0.0,NA,,,0.0,11,1,0,0,0,1,B14,49007
1,12.0,1.0,,NA,0.0,,,11,0,0,0,0,1,B14,49009
0,,,1.0,,,,1.0,12,1,0,0,0,0,B14,49010
1,12.0,1.0,,NA,0.0,,,11,0,0,0,0,1,B14,49016
1,1.0,1.0,,NA,0.0,,,12,0,0,0,0,0,B14,49017
0,,,1.0,,,,3.0,1,1,0,0,0,0,B14,49018
1,12.0,1.0,,NA,0.0,,,11,0,0,0,1,0,B14,49036
1,4.0,4.0,,NA,1.0,1.0,,12,0,0,0,1,0,B14,49037
0,,,1.0,,,,1.0,4,1,0,0,1,0,B14,49038
0,,,1.0,,,,1.0,4,1,0,0,1,1,B14,49064
1,12.0,1.0,,NA,0.0,,,11,0,0,0,1,0,B14,49069
0,,,1.0,,,,1.0,12,1,0,0,1,0,B14,49070
1,12.0,2.0,,NA,1.0,1.0,,10,0,0,0,0,0,B14,49080
1,3.0,3.0,,NA,1.0,2.0,,12,0,0,0,0,0,B14,49081
0,,,1.0,,,,1.0,3,1,0,0,0,0,B14,49082
0,,,1.0,,,,1.0,3,1,0,0,0,1,B14,49111
0,,,1.0,,,,1.0,3,1,0,0,0,1,B14,49127
1,3.0,3.0,,NA,0.0,,,12,0,0,0,0,1,B14,49135
0,,,1.0,,,,1.0,3,1,0,0,0,0,B14,49136
0,,,1.0,,,,1.0,10,1,0,0,0,1,B14,49154
1,12.0,2.0,,NA,0.0,,,10,0,0,0,0,1,B14,49157
1,3.0,3.0,,NA,1.0,4.0,,12,0,0,0,0,0,B14,49158
0,,,1.0,,,,1.0,3,1,0,0,0,0,B14,49159
0,,,1.0,,,,1.0,3,1,0,0,0,1,B14,49185
0,,,1.0,,,,1.0,3,1,0,0,0,1,B14,49199
0,,,1.0,,,,1.0,3,1,0,0,0,1,B14,49203
0,,,1.0,,,,1.0,3,1,0,0,0,1,B14,49217
1,12.0,2.0,,NA,0.0,,,10,0,0,0,0,1,B14,49235
1,3.0,3.0,,NA,0.0,,,12,0,0,0,0,0,B14,49236
0,,,1.0,,,,1.0,3,1,0,0,0,0,B14,49237
1,12.0,2.0,,NA,0.0,,,10,0,0,0,0,1,B14,49252
0,,,0.0,NA,,,0.0,12,1,0,0,0,0,B14,49253
0,,,0.0,NA,,,0.0,10,1,0,0,0,1,B14,49255
1,12.0,3.0,,NA,0.0,,,9,0,0,0,1,0,B14,49257
1,1.0,1.0,,NA,1.0,1.0,,12,0,0,0,1,0,B14,49258
0,,,0.0,NA,,,0.0,1,1,0,0,1,0,B14,49259
0,,,1.0,,,,2.0,1,1,0,0,1,1,B14,49265
0,,,0.0,NA,,,0.0,10,1,0,0,1,0,B14,49274
1,12.0,2.0,,NA,0.0,,,10,0,0,0,1,1,B14,49276
1,1.0,1.0,,NA,1.0,1.0,,12,0,0,0,1,0,B14,49277
1,3.0,2.0,,NA,1.0,2.0,,1,0,0,0,1,0,B14,49278
0,,,1.0,,,,1.0,3,1,0,0,1,0,B14,49279
0,,,1.0,,,,1.0,3,1,0,0,1,1,B14,49299
0,,,1.0,,,,1.0,3,1,0,0,1,1,B14,49310
1,3.0,2.0,,NA,0.0,,,1,0,0,0,1,1,B14,49315
0,,,1.0,,,,1.0,3,1,0,0,1,0,B14,49316
1,12.0,2.0,,NA,1.0,3.0,,10,0,0,0,1,0,B14,49331
0,,,0.0,NA,,,0.0,12,1,0,0,1,0,B14,49335
1,1.0,1.0,,NA,0.0,,,12,0,0,0,1,1,B14,49341
0,,,0.0,NA,,,0.0,1,1,0,0,1,0,B14,49344
0,,,0.0,NA,,,0.0,12,1,0,0,1,1,B14,49345
0,,,0.0,NA,,,0.0,12,1,0,0,1,1,B14,49346
0,,,0.0,NA,,,0.0,9,1,0,0,0,1,B14,49348
0,,,1.0,,,,1.0,12,1,0,0,0,1,B14,49351
1,12.0,2.0,,NA,1.0,1.0,,10,0,0,0,0,0,B14,49356
1,4.0,4.0,,NA,1.0,1.0,,12,0,0,0,0,0,B14,49357
0,,,1.0,,,,1.0,4,1,0,0,0,0,B14,49358
0,,,1.0,,,,1.0,4,1,0,0,0,1,B14,49384
1,4.0,4.0,,NA,1.0,1.0,,12,0,0,0,0,1,B14,49395
0,,,1.0,,,,1.0,4,1,0,0,0,0,B14,49396
0,,,1.0,,,,1.0,4,1,0,0,0,1,B14,49419
1,12.0,2.0,,NA,0.0,,,10,0,0,0,0,1,B14,49431
1,4.0,4.0,,NA,1.0,4.0,,12,0,0,0,0,0,B14,49432
0,,,1.0,,,,1.0,4,1,0,0,0,1,B14,49433
0,,,1.0,,,,3.0,4,1,0,0,0,1,B14,49438
0,,,1.0,,,,2.0,4,1,0,0,0,1,B14,49454
0,,,0.0,NA,,,0.0,4,1,0,0,0,1,B14,49465
1,12.0,1.0,,NA,0.0,,,11,0,0,0,1,1,B14,49467
1,4.0,4.0,,NA,0.0,,,12,0,0,0,1,0,B14,49468
0,,,1.0,,,,1.0,4,1,0,0,1,0,B14,49469
1,12.0,2.0,,NA,1.0,2.0,,10,0,0,0,0,0,B14,49485
1,4.0,4.0,,NA,0.0,,,12,0,0,0,0,0,B14,49492
0,,,1.0,,,,1.0,4,1,0,0,0,0,B14,49496
0,,,0.0,NA,,,0.0,12,1,0,0,0,1,B14,49503
0,,,0.0,NA,,,0.0,12,1,0,0,0,1,B14,49504
1,12.0,2.0,,NA,0.0,,,10,0,0,0,0,1,B14,49511
1,4.0,4.0,,NA,0.0,,,12,0,0,0,0,0,B14,49512
0,,,1.0,,,,1.0,4,1,0,0,0,0,B14,49513
1,12.0,2.0,,NA,0.0,,,10,0,0,0,0,1,B14,49535
1,4.0,4.0,,NA,0.0,,,12,0,0,0,0,0,B14,49536
0,,,1.0,,,,1.0,4,1,0,0,0,0,B14,49537
1,12.0,2.0,,NA,0.0,,,10,0,0,0,0,1,B14,49550
1,4.0,4.0,,NA,1.0,1.0,,12,0,0,0,0,0,B14,49554
0,,,1.0,,,,1.0,4,1,0,0,0,0,B14,49562
0,,,1.0,,,,2.0,4,1,0,0,0,1,B14,49567
1,12.0,2.0,,NA,1.0,3.0,,10,0,0,0,0,0,B14,49575
1,4.0,4.0,,NA,1.0,4.0,,12,0,0,0,0,0,B14,49576
0,,,1.0,,,,1.0,4,1,0,0,0,0,B14,49577
0,,,1.0,,,,1.0,4,1,0,0,0,1,B14,49600
0,,,1.0,,,,1.0,4,1,0,0,0,1,B14,49613
0,,,1.0,,,,1.0,4,1,0,0,0,1,B14,49626
0,,,1.0,,,,1.0,4,1,0,0,0,1,B14,49646
1,4.0,4.0,,NA,0.0,,,12,0,0,0,0,1,B14,49657
0,,,1.0,,,,1.0,4,1,0,0,0,0,B14,49658
1,4.0,4.0,,NA,0.0,,,12,0,0,0,0,1,B14,49684
0,,,1.0,,,,1.0,4,1,0,0,0,0,B14,49685
1,4.0,4.0,,NA,1.0,2.0,,12,0,0,0,0,1,B14,49692
0,,,1.0,,,,1.0,4,1,0,0,0,0,B14,49693
0,,,1.0,,,,1.0,4,1,0,0,0,1,B14,49710
0,,,1.0,,,,1.0,4,1,0,0,0,1,B14,49712
1,12.0,2.0,,NA,0.0,,,10,0,0,0,0,1,B14,49721
1,4.0,4.0,,NA,1.0,1.0,,12,0,0,0,0,0,B14,49722
0,,,1.0,,,,1.0,4,1,0,0,0,0,B14,49723
0,,,1.0,,,,1.0,4,1,0,0,0,1,B14,49746
1,12.0,2.0,,NA,0.0,,,10,0,0,0,0,1,B14,49755
1,4.0,4.0,,NA,1.0,3.0,,12,0,0,0,0,0,B14,49756
0,,,1.0,,,,1.0,4,1,0,0,0,0,B14,49757
0,,,1.0,,,,1.0,4,1,0,0,0,1,B14,49779
0,,,1.0,,,,1.0,4,1,0,0,0,1,B14,49796
0,,,1.0,,,,1.0,4,1,0,0,0,1,B14,49807
1,12.0,2.0,,NA,0.0,,,10,0,0,0,0,1,B14,49819
1,1.0,1.0,,NA,0.0,,,12,0,0,0,0,0,B14,49820
0,,,1.0,,,,1.0,1,1,0,0,0,0,B14,49821
1,12.0,2.0,,NA,0.0,,,10,0,0,0,0,1,B14,49824
1,4.0,4.0,,NA,1.0,1.0,,12,0,0,0,0,0,B14,49825
0,,,1.0,,,,3.0,4,1,0,0,0,0,B14,49826
0,,,1.0,,,,1.0,4,1,0,0,0,1,B14,49850
1,12.0,2.0,,NA,1.0,1.0,,10,0,0,0,1,0,B14,49853
1,1.0,1.0,,NA,1.0,1.0,,12,0,0,0,1,0,B14,49854
0,,,1.0,,,,1.0,1,1,0,0,1,0,B14,49855
0,,,1.0,,,,1.0,1,1,0,0,1,1,B14,49881
1,1.0,1.0,,NA,0.0,,,12,0,0,0,1,1,B14,49889
0,,,1.0,,,,1.0,1,1,0,0,1,0,B14,49890
1,12.0,2.0,,NA,0.0,,,10,0,0,0,1,1,B14,49908
1,1.0,1.0,,NA,0.0,,,12,0,0,0,1,0,B14,49909
0,,,1.0,,,,1.0,1,1,0,0,1,0,B14,49910
1,12.0,2.0,,NA,0.0,,,10,0,0,0,1,1,B14,49934
0,,,1.0,,,,1.0,12,1,0,0,1,0,B14,49935
0,,,1.0,,,,1.0,10,1,0,0,1,1,B14,49938
1,12.0,2.0,,NA,1.0,1.0,,10,0,0,0,1,0,B14,49941
1,4.0,4.0,,NA,0.0,,,12,0,0,0,1,0,B14,49942
0,,,1.0,,,,2.0,4,1,0,0,1,0,B14,49946
0,,,1.0,,,,1.0,12,1,0,0,1,1,B14,49964
1,12.0,2.0,,NA,0.0,,,10,0,0,0,1,1,B14,49967
1,4.0,4.0,,NA,0.0,,,12,0,0,0,1,0,B14,49968
0,,,1.0,,,,1.0,4,1,0,0,1,0,B14,49969
1,12.0,2.0,,NA,0.0,,,10,0,0,0,1,1,B14,49987
0,,,1.0,,,,1.0,12,1,0,0,1,0,B14,49988
0,,,0.0,NA,,,0.0,10,1,0,0,1,0,B14,49997
0,,,1.0,,,,1.0,4,1,0,1,0,1,B14,50004
0,,,1.0,,,,1.0,1,1,0,1,0,1,B14,50007
0,,,0.0,NA,,,0.0,1,1,0,1,0,1,B14,50010
0,,,1.0,,,,1.0,1,1,0,1,0,1,B14,50012
1,12.0,2.0,,NA,0.0,,,10,0,0,0,0,0,B14,50022
0,,,1.0,,,,1.0,12,1,0,0,0,0,B14,50023
0,,,0.0,NA,,,0.0,10,1,0,0,0,1,B14,50026
0,,,1.0,,,,1.0,10,1,0,0,0,1,B14,50028
0,,,1.0,,,,1.0,10,1,0,0,0,1,B14,50031
0,,,1.0,,,,1.0,10,1,0,0,1,0,B14,50034
1,12.0,2.0,,NA,1.0,1.0,,10,0,0,0,1,0,B14,50037
1,4.0,4.0,,NA,1.0,1.0,,12,0,0,0,1,0,B14,50038
0,,,1.0,,,,1.0,4,1,0,0,1,0,B14,50039
0,,,1.0,,,,1.0,4,1,0,0,1,1,B14,50059
1,4.0,4.0,,NA,0.0,,,12,0,0,0,1,1,B14,50064
0,,,1.0,,,,1.0,4,1,0,0,1,0,B14,50065
0,,,0.0,NA,,,0.0,10,1,0,0,1,1,B14,50079
1,12.0,3.0,,NA,1.0,3.0,,9,0,0,0,0,0,B14,50085
1,4.0,4.0,,NA,1.0,3.0,,12,0,0,0,0,0,B14,50086
0,,,0.0,NA,,,0.0,4,1,0,0,0,0,B14,50087
0,,,0.0,NA,,,0.0,4,1,0,0,0,1,B14,50097
0,,,0.0,NA,,,0.0,4,1,0,0,0,1,B14,50101
0,,,0.0,NA,,,0.0,4,1,0,0,0,1,B14,50102
1,4.0,4.0,,NA,1.0,1.0,,12,0,0,0,0,1,B14,50109
0,,,0.0,NA,,,0.0,4,1,0,0,0,0,B14,50110
0,,,0.0,NA,,,0.0,4,1,0,0,0,1,B14,50126
1,3.0,3.0,,NA,1.0,1.0,,12,0,0,0,0,1,B14,50130
0,,,0.0,NA,,,0.0,3,1,0,0,0,0,B14,50131
0,,,0.0,NA,,,0.0,3,1,0,0,0,1,B14,50144
1,3.0,3.0,,NA,0.0,,,12,0,0,0,0,1,B14,50148
0,,,0.0,NA,,,0.0,3,1,0,0,0,0,B14,50149
1,12.0,3.0,,NA,0.0,,,9,0,0,0,0,1,B14,50157
1,3.0,3.0,,NA,0.0,,,12,0,0,0,0,0,B14,50158
0,,,1.0,,,,1.0,3,1,0,0,0,0,B14,50159
1,12.0,2.0,,NA,0.0,,,10,0,0,0,1,0,B14,50177
0,,,1.0,,,,1.0,12,1,0,0,1,0,B14,50178
1,12.0,2.0,,NA,0.0,,,10,0,0,0,1,1,B14,50181
0,,,0.0,NA,,,0.0,12,1,0,0,1,0,B14,50182
1,12.0,2.0,,NA,1.0,3.0,,10,0,0,0,1,0,B14,50186
1,4.0,4.0,,NA,1.0,2.0,,12,0,0,0,1,0,B14,50187
0,,,1.0,,,,1.0,4,1,0,0,1,0,B14,50188
0,,,1.0,,,,1.0,4,1,0,0,1,1,B14,50214
0,,,1.0,,,,1.0,4,1,0,0,1,1,B14,50228
1,4.0,4.0,,NA,0.0,,,12,0,0,0,1,1,B14,50236
0,,,1.0,,,,1.0,4,1,0,0,1,0,B14,50237
1,4.0,4.0,,NA,0.0,,,12,0,0,0,1,1,B14,50257
0,,,0.0,NA,,,0.0,4,1,0,0,1,0,B14,50258
1,4.0,4.0,,NA,0.0,,,12,0,0,0,1,1,B14,50262
0,,,1.0,,,,1.0,4,1,0,0,1,0,B14,50263
1,12.0,2.0,,NA,0.0,,,10,0,0,0,1,1,B14,50272
1,4.0,4.0,,NA,0.0,,,12,0,0,0,1,0,B14,50273
0,,,0.0,NA,,,0.0,4,1,0,0,1,0,B14,50274
0,,,1.0,,,,1.0,10,1,0,0,1,1,B14,50282
0,,,0.0,NA,,,0.0,9,1,0,0,0,1,B14,50290
1,12.0,3.0,,NA,1.0,3.0,,9,0,0,0,0,0,B14,50292
1,3.0,3.0,,NA,1.0,2.0,,12,0,0,0,0,0,B14,50293
0,,,1.0,,,,1.0,3,1,0,0,0,0,B14,50294
0,,,1.0,,,,1.0,3,1,0,0,0,1,B14,50323
0,,,1.0,,,,1.0,3,1,0,0,0,1,B14,50325
0,,,1.0,,,,1.0,12,1,0,0,0,1,B14,50330
1,3.0,3.0,,NA,0.0,,,12,0,0,0,0,1,B14,50332
0,,,0.0,NA,,,0.0,3,1,0,0,0,0,B14,50333
1,3.0,3.0,,NA,0.0,,,12,0,0,0,0,1,B14,50334
0,,,1.0,,,,1.0,3,1,0,0,0,0,B14,50335
1,12.0,3.0,,NA,0.0,,,9,0,0,0,0,1,B14,50338
1,3.0,3.0,,NA,0.0,,,12,0,0,0,0,0,B14,50339
0,,,0.0,NA,,,0.0,3,1,0,0,0,0,B14,50340
1,12.0,3.0,,NA,0.0,,,9,0,0,0,0,1,B14,50344
1,3.0,3.0,,NA,0.0,,,12,0,0,0,0,0,B14,50345
0,,,1.0,,,,1.0,3,1,0,0,0,0,B14,50346
0,,,0.0,NA,,,0.0,9,1,0,0,0,1,B14,50349
1,12.0,3.0,,NA,0.0,,,9,0,0,0,0,1,B14,50351
1,3.0,3.0,,NA,1.0,1.0,,12,0,0,0,0,0,B14,50352
0,,,1.0,,,,1.0,3,1,0,0,0,0,B14,50353
0,,,0.0,NA,,,0.0,3,1,0,0,0,1,B14,50372
1,12.0,3.0,,NA,0.0,,,9,0,0,0,0,1,B14,50377
1,3.0,3.0,,NA,1.0,1.0,,12,0,0,0,0,0,B14,50378
0,,,1.0,,,,1.0,3,1,0,0,0,0,B14,50379
0,,,0.0,NA,,,0.0,3,1,0,0,0,1,B14,50393
1,12.0,3.0,,NA,1.0,1.0,,9,0,0,0,1,0,B14,50400
1,3.0,3.0,,NA,1.0,2.0,,12,0,0,0,1,0,B14,50401
0,,,1.0,,,,1.0,3,1,0,0,1,0,B14,50402
0,,,1.0,,,,1.0,3,1,0,0,1,1,B14,50423
0,,,1.0,,,,1.0,3,1,0,0,1,1,B14,50431
1,3.0,3.0,,NA,0.0,,,12,0,0,0,1,1,B14,50433
0,,,0.0,NA,,,0.0,3,1,0,0,1,0,B14,50434
0,,,0.0,NA,,,0.0,9,1,0,0,1,1,B14,50438
1,12.0,3.0,,NA,0.0,,,9,0,0,0,1,1,B14,50440
1,3.0,3.0,,NA,0.0,,,12,0,0,0,1,0,B14,50441
0,,,0.0,NA,,,0.0,3,1,0,0,1,0,B14,50442
1,12.0,3.0,,NA,1.0,3.0,,9,0,0,0,1,0,B14,50447
1,3.0,3.0,,NA,1.0,1.0,,12,0,0,0,1,0,B14,50448
0,,,1.0,,,,1.0,3,1,0,0,1,0,B14,50449
0,,,1.0,,,,1.0,3,1,0,0,1,1,B14,50475
1,3.0,3.0,,NA,0.0,,,12,0,0,0,1,1,B14,50489
0,,,1.0,,,,1.0,3,1,0,0,1,0,B14,50490
0,,,0.0,NA,,,0.0,12,1,0,0,1,1,B14,50492
1,3.0,3.0,,NA,0.0,,,12,0,0,0,1,1,B14,50493
0,,,1.0,,,,1.0,3,1,0,0,1,0,B14,50494
0,,,0.0,NA,,,0.0,9,1,0,0,1,1,B14,50497
1,12.0,2.0,,NA,0.0,,,10,0,0,1,1,0,B14,50501
1,3.0,3.0,,NA,1.0,4.0,,12,0,0,1,1,0,B14,50502
0,,,1.0,,,,1.0,3,1,0,1,1,0,B14,50503
0,,,1.0,,,,1.0,3,1,0,1,1,1,B14,50525
0,,,1.0,,,,1.0,3,1,0,1,1,1,B14,50533
0,,,1.0,,,,1.0,3,1,0,1,1,1,B14,50546
0,,,1.0,,,,1.0,3,1,0,1,1,1,B14,50556
1,12.0,3.0,,NA,1.0,2.0,,9,0,0,0,0,0,B14,50563
1,3.0,3.0,,NA,1.0,5.0,,12,0,0,0,0,0,B14,50564
0,,,1.0,,,,1.0,3,1,0,0,0,0,B14,50565
0,,,0.0,NA,,,0.0,3,1,0,0,0,1,B14,50593
0,,,1.0,,,,1.0,3,1,0,0,0,1,B14,50597
0,,,0.0,NA,,,0.0,3,1,0,0,0,1,B14,50611
0,,,0.0,NA,,,0.0,3,1,0,0,0,1,B14,50612
0,,,0.0,NA,,,0.0,3,1,0,0,0,1,B14,50628
1,3.0,3.0,,NA,0.0,,,12,0,0,0,0,1,B14,50632
0,,,0.0,NA,,,0.0,3,1,0,0,0,0,B14,50633
1,3.0,3.0,,NA,1.0,1.0,,12,0,0,0,0,1,B14,50643
0,,,0.0,NA,,,0.0,3,1,0,0,0,0,B14,50644
0,,,0.0,NA,,,0.0,3,1,0,0,0,1,B14,50660
1,12.0,3.0,,NA,0.0,,,9,0,0,0,0,1,B14,50667
1,3.0,3.0,,NA,1.0,1.0,,12,0,0,0,0,0,B14,50668
0,,,1.0,,,,1.0,3,1,0,0,0,0,B14,50669
0,,,1.0,,,,1.0,3,1,0,0,0,1,B14,50685
0,,,0.0,NA,,,0.0,9,1,0,0,0,1,B14,50688
1,12.0,3.0,,NA,0.0,,,9,0,0,0,1,0,B14,50690
1,3.0,3.0,,NA,1.0,1.0,,12,0,0,0,1,0,B14,50691
0,,,0.0,NA,,,0.0,3,1,0,0,1,0,B14,50692
0,,,0.0,NA,,,0.0,3,1,0,0,1,1,B14,50695
1,12.0,2.0,,NA,1.0,2.0,,10,0,0,1,0,0,B14,50704
1,3.0,3.0,,NA,0.0,,,12,0,0,1,0,0,B14,50705
0,,,1.0,,,,1.0,3,1,0,1,0,0,B14,50706
1,3.0,3.0,,NA,0.0,,,12,0,0,1,0,1,B14,50723
0,,,1.0,,,,1.0,3,1,0,1,0,0,B14,50724
0,,,0.0,NA,,,0.0,12,1,0,1,0,1,B14,50734
1,12.0,2.0,,NA,0.0,,,10,0,0,1,0,1,B14,50736
1,3.0,3.0,,NA,0.0,,,12,0,0,1,0,0,B14,50737
0,,,1.0,,,,1.0,3,1,0,1,0,0,B14,50738
1,12.0,2.0,,NA,0.0,,,10,0,0,1,0,1,B14,50750
0,,,1.0,,,,1.0,12,1,0,1,0,0,B14,50751
0,,,0.0,NA,,,0.0,12,1,0,1,1,1,B14,50760
1,3.0,3.0,,NA,0.0,,,12,0,0,1,1,1,B14,50764
0,,,0.0,NA,,,0.0,3,1,0,1,1,0,B14,50765
1,3.0,3.0,,NA,0.0,,,12,0,0,1,1,1,B14,50769
0,,,1.0,,,,1.0,3,1,0,1,1,0,B14,50770
1,1.0,3.0,,NA,0.0,,,10,0,0,0,0,0,F6,53428
1,3.0,2.0,,NA,1.0,1.0,,1,0,0,0,0,0,F6,53429
0,,,1.0,,,,1.0,3,1,0,0,0,0,F6,53430
0,,,1.0,,,,1.0,3,1,0,0,0,1,F6,53453
1,11.0,1.0,,NA,1.0,2.0,,10,0,0,0,0,0,F6,53472
1,1.0,2.0,,NA,1.0,4.0,,11,0,0,0,0,0,F6,53473
0,,,1.0,,,,1.0,1,1,0,0,0,0,F6,53474
0,,,0.0,NA,,,0.0,1,1,0,0,0,1,F6,53500
0,,,1.0,,,,1.0,1,1,0,0,0,1,F6,53510
0,,,1.0,,,,1.0,1,1,0,0,0,1,F6,53519
0,,,0.0,NA,,,0.0,1,1,0,0,0,1,F6,53528
1,1.0,2.0,,NA,1.0,3.0,,11,0,0,0,0,1,F6,53557
