"burst_date_mother","position_mother_L","position_ancestor_L","nature_ancestor_V","2","3","11","12"
"1","0","0","0",0.1100437712545,0.585624861306638,0.251315741580549,0.0530156258583132
"2","0","0","0",0.220579770951972,0.618953494394619,0.136590342325386,0.0238763923280231
"8","0","0","0",0.0275074852030798,0.315853107132492,0.460024280863115,0.196615126801313
"9","0","0","0",0.219406938883862,0.619203417131518,0.137353437144489,0.0240362068401306
"10","0","0","0",0.999998189552115,1.71251514846649e-06,8.54000343775141e-08,1.25327018762889e-08
"11","0","0","0",0.868608585450939,0.123275362069653,0.00707001741283941,0.00104603506656864
"12","0","0","0",0.57315599386715,0.388119547471988,0.0335955958967389,0.00512886276412328
"1","1","0","0",0.164975160079662,0.620081904067744,0.181091081827577,0.0338518540250164
"2","1","0","0",0.311382602432515,0.581772970769744,0.0917664389614883,0.0150779878362527
"8","1","0","0",0.043240408729976,0.411948568878118,0.411986590810496,0.13282443158141
"9","1","0","0",0.309918943410536,0.582582634432396,0.0923185953210036,0.0151798268360643
"10","1","0","0",0.999998866911121,1.07179662955925e-06,5.34485254943817e-08,7.84372389261989e-09
"11","1","0","0",0.913515833430693,0.0813891774848661,0.00444006057092738,0.000654928513513342
"12","1","0","0",0.682084259456812,0.293323321819774,0.021376293828603,0.00321612489481093
"1","0","1","0",0.0799641051657132,0.536416928445232,0.309847920442136,0.0737710459469184
"2","0","1","0",0.16591887463314,0.620289271295208,0.180162829092768,0.033629024978884
"8","0","1","0",0.019494325965199,0.24927124270469,0.47297692829279,0.25825750303732
"9","0","1","0",0.164975160079669,0.620081904067746,0.181091081827571,0.0338518540250147
"10","0","1","0",0.999997424318231,2.43635506091966e-06,1.21496714244884e-07,1.78299933706327e-08
"11","0","1","0",0.82290742265547,0.165585525532942,0.0100195387857667,0.00148751302582084
"12","0","1","0",0.48555365572719,0.460241151103068,0.0469242587697803,0.00728093439996214
"1","1","1","0",0.121937696830122,0.59773588885668,0.232845514991221,0.0474808993219771
