"burst_date_mother","position_mother_L","position_ancestor_L","nature_ancestor_V","2","3","11","12"
"2","1","1","0",0.241183085972376,0.613379786121587,0.124121856594657,0.0213152713113797
"8","1","1","0",0.0307892204565573,0.339199062053261,0.451090356023342,0.17892136146684
"9","1","1","0",0.239934428349086,0.613776913375937,0.124830338237627,0.0214583200373499
"10","1","1","0",0.999998387980551,1.52482033699552e-06,7.60400203914102e-08,1.11590913176585e-08
"11","1","1","0",0.881299979547598,0.111467069798712,0.00630145635605128,0.000931494297638835
"12","1","1","0",0.601285934388885,0.364086918795892,0.0300578492443417,0.00456929757088198
"1","0","0","1",0.12706606694744,0.602001643577206,0.225534757870035,0.0453975316053193
"2","0","0","1",0.249899270833542,0.610414778416764,0.119330486246479,0.0203554645032159
"8","0","0","1",0.0322248195338434,0.348797213436917,0.446865205607806,0.172112761421434
"9","0","0","1",0.248620272653182,0.610870382616293,0.12001713797986,0.0204922067506653
"10","0","0","1",0.99999846207643,1.45473254098416e-06,7.25448610072732e-08,1.06461682802816e-08
"11","0","0","1",0.886134740410638,0.106962474448188,0.00601406864940335,0.000888716491770136
"12","0","0","1",0.612511289678643,0.35440052593202,0.0287279974614774,0.00436018692785956
"1","1","0","1",0.188692996656988,0.622614006404141,0.159789542530035,0.0289034544088362
"2","1","0","1",0.347392170558849,0.560362987090329,0.0794073906617059,0.0128374516891169
"8","1","0","1",0.050515674767067,0.44533818105841,0.389013679716681,0.115132464457843
"9","1","0","1",0.345844257197931,0.561336982308405,0.0798944041458044,0.0129243563478602
"10","1","0","1",0.999999037473584,9.10460421721382e-07,4.54029760454944e-08,6.66301858132101e-09
"11","1","0","1",0.925565180349558,0.0701034517694546,0.0037749701851314,0.000556397695855804
"12","1","0","1",0.716366333982979,0.262665495662473,0.0182348419528854,0.00273332840166274
"1","0","1","1",0.0928187603386234,0.561336982046885,0.282474182199434,0.0633700754150576
"2","0","1","1",0.189741556322043,0.62260955378104,0.158936659812541,0.0287122300843764
"8","0","1","1",0.022869778135696,0.27913841070132,0.469736033431439,0.228255777731545
"9","0","1","1",0.188692996656995,0.622614006404141,0.159789542530029,0.028903454408835
"10","0","1","1",0.999997812031935,2.06961405069261e-06,1.0320795085228e-07,1.51460638475598e-08
"11","0","1","1",0.845444913857609,0.144763217287767,0.00852798653178544,0.00126388232283881
"12","0","1","1",0.526310649086802,0.427264807331979,0.0402328141671119,0.00619172941410662
"1","1","1","1",0.140509344508162,0.610870382494692,0.207996271550209,0.0406240014469363
"2","1","1","1",0.272284474403029,0.60140565114409,0.10814488400139,0.0181649904514917
"8","1","1","1",0.036048486877744,0.372703808319641,0.43505239690489,0.156195307897725
"9","1","1","1",0.270932289111653,0.602001643736674,0.108778774748602,0.0182872924030721
"10","1","1","1",0.999998630635739,1.29529113612747e-06,6.45937995313872e-08,9.47932576877974e-09
"11","1","1","1",0.897333337649174,0.0965157829409945,0.00535949096073485,0.000791388449096653
"12","1","1","1",0.639678130538723,0.330752984606649,0.0256847270654647,0.00388415778916329
"3","0","0","0",0.25,0.25,0.25,0.25
"4","0","0","0",0.25,0.25,0.25,0.25
"5","0","0","0",0.25,0.25,0.25,0.25
"6","0","0","0",0.25,0.25,0.25,0.25
"7","0","0","0",0.25,0.25,0.25,0.25
"3","1","0","0",0.25,0.25,0.25,0.25
"4","1","0","0",0.25,0.25,0.25,0.25
"5","1","0","0",0.25,0.25,0.25,0.25
"6","1","0","0",0.25,0.25,0.25,0.25
"7","1","0","0",0.25,0.25,0.25,0.25
"3","0","1","0",0.25,0.25,0.25,0.25
"4","0","1","0",0.25,0.25,0.25,0.25
"5","0","1","0",0.25,0.25,0.25,0.25
"6","0","1","0",0.25,0.25,0.25,0.25
"7","0","1","0",0.25,0.25,0.25,0.25
"3","1","1","0",0.25,0.25,0.25,0.25
"4","1","1","0",0.25,0.25,0.25,0.25
"5","1","1","0",0.25,0.25,0.25,0.25
"6","1","1","0",0.25,0.25,0.25,0.25
"7","1","1","0",0.25,0.25,0.25,0.25
"3","0","0","1",0.25,0.25,0.25,0.25
"4","0","0","1",0.25,0.25,0.25,0.25
"5","0","0","1",0.25,0.25,0.25,0.25
"6","0","0","1",0.25,0.25,0.25,0.25
"7","0","0","1",0.25,0.25,0.25,0.25
"3","1","0","1",0.25,0.25,0.25,0.25
"4","1","0","1",0.25,0.25,0.25,0.25
"5","1","0","1",0.25,0.25,0.25,0.25
"6","1","0","1",0.25,0.25,0.25,0.25
"7","1","0","1",0.25,0.25,0.25,0.25
"3","0","1","1",0.25,0.25,0.25,0.25
"4","0","1","1",0.25,0.25,0.25,0.25
"5","0","1","1",0.25,0.25,0.25,0.25
"6","0","1","1",0.25,0.25,0.25,0.25
"7","0","1","1",0.25,0.25,0.25,0.25
"3","1","1","1",0.25,0.25,0.25,0.25
"4","1","1","1",0.25,0.25,0.25,0.25
"5","1","1","1",0.25,0.25,0.25,0.25
"6","1","1","1",0.25,0.25,0.25,0.25
"7","1","1","1",0.25,0.25,0.25,0.25
