"burst_date_mother","position_mother_L","position_ancestor_L","nature_ancestor_V","probas"
"04-08","0","0","0",0.606183722379658
"04-09","0","0","0",3.43447734713612e-07
"04-10","0","0","0",2.58198246819037
"04-11","0","0","0",1.48703732017419
"04-12","0","0","0",1.13171822486088
"05-01","0","0","0",2.58198246819036
"04-08","1","0","0",0.475820185149401
"04-09","1","0","0",2.6958718732837e-07
"04-10","1","0","0",2.02671126048052
"04-11","1","0","0",1.16724079992072
"04-12","1","0","0",0.888335261092666
"05-01","1","0","0",2.02671126048052
"04-08","0","1","0",0.404275324201246
"04-09","0","1","0",2.29051753076549e-07
"04-10","0","1","0",1.72197266418156
"04-11","0","1","0",0.991733153692725
"04-12","0","1","0",0.754764166982268
"05-01","0","1","0",1.72197266418156
"04-08","1","1","0",0.317333429636853
"04-09","1","1","0",1.79792765021524e-07
"04-10","1","1","0",1.35165185346219
"04-11","1","1","0",0.778454840318733
"04-12","1","1","0",0.592447491443376
"05-01","1","1","0",1.35165185346219
"04-08","0","0","1",0.59819445838174
"04-09","0","0","1",3.38921228110395e-07
"04-10","0","0","1",2.54795295071109
"04-11","0","0","1",1.46743875081804
"04-12","0","0","1",1.11680262199023
"05-01","0","0","1",2.54795295071109
"04-08","1","0","1",0.469549061504289
"04-09","1","0","1",2.6603413380597e-07
"04-10","1","0","1",2
"04-11","1","0","1",1.1518570234262
"04-12","1","0","1",0.876627350342988
"05-01","1","0","1",2
"04-08","0","1","1",0.398947133796845
"04-09","0","1","1",2.26032940698463e-07
"04-10","0","1","1",1.69927773902366
"04-11","0","1","1",0.978662499223094
"04-12","0","1","1",0.744816670928566
"05-01","0","1","1",1.69927773902366
"04-08","1","1","1",0.313151099344676
"04-09","1","1","1",1.7742316680956e-07
"04-10","1","1","1",1.33383761152216
"04-11","1","1","1",0.768195110470909
"04-12","1","1","1",0.584639265588244
"05-01","1","1","1",1.33383761152215
"04-05","0","0","0",0
"04-06","0","0","0",0
"04-07","0","0","0",0
"05-02","0","0","0",0
"05-03","0","0","0",0
"05-04","0","0","0",0
"05-05","0","0","0",0
"05-06","0","0","0",0
"05-07","0","0","0",0
"04-05","1","0","0",0
"04-06","1","0","0",0
"04-07","1","0","0",0
"05-02","1","0","0",0
"05-03","1","0","0",0
"05-04","1","0","0",0
"05-05","1","0","0",0
"05-06","1","0","0",0
"05-07","1","0","0",0
"04-05","0","1","0",0
"04-06","0","1","0",0
"04-07","0","1","0",0
"05-02","0","1","0",0
"05-03","0","1","0",0
"05-04","0","1","0",0
"05-05","0","1","0",0
"05-06","0","1","0",0
"05-07","0","1","0",0
"04-05","1","1","0",0
"04-06","1","1","0",0
"04-07","1","1","0",0
"05-02","1","1","0",0
"05-03","1","1","0",0
"05-04","1","1","0",0
"05-05","1","1","0",0
"05-06","1","1","0",0
"05-07","1","1","0",0
"04-05","0","0","1",0
"04-06","0","0","1",0
"04-07","0","0","1",0
"05-02","0","0","1",0
"05-03","0","0","1",0
"05-04","0","0","1",0
"05-05","0","0","1",0
"05-06","0","0","1",0
"05-07","0","0","1",0
"04-05","1","0","1",0
"04-06","1","0","1",0
"04-07","1","0","1",0
"05-02","1","0","1",0
"05-03","1","0","1",0
"05-04","1","0","1",0
"05-05","1","0","1",0
"05-06","1","0","1",0
"05-07","1","0","1",0
"04-05","0","1","1",0
"04-06","0","1","1",0
"04-07","0","1","1",0
"05-02","0","1","1",0
"05-03","0","1","1",0
"05-04","0","1","1",0
"05-05","0","1","1",0
"05-06","0","1","1",0
"05-07","0","1","1",0
"04-05","1","1","1",0
"04-06","1","1","1",0
"04-07","1","1","1",0
"05-02","1","1","1",0
"05-03","1","1","1",0
"05-04","1","1","1",0
"05-05","1","1","1",0
"05-06","1","1","1",0
"05-07","1","1","1",0
