"burst_date_mother","position_mother_L","position_ancestor_L","nature_ancestor_V","0","1","2","3","4","5","7","8","10","12"
"2","0","0","0",0.00429901764420207,0.093502256153245,0.00419943842266675,0.00833219587977915,0.353613202643676,0.398986067153563,0.108167579569646,0.0242530310332925,0.000934347548055325,0.00371286395187387
"3","0","0","0",0.00122922744665963,0.0287452482660901,0.00138830044908762,0.00278134949493788,0.163744157005276,0.444278552675516,0.26330002740971,0.0784180168315227,0.00321014023668209,0.0129049801845185
"8","0","0","0",0.00379218908543703,0.0834446928282426,0.00379158790551121,0.00753427530367996,0.33424166751357,0.414538104324133,0.120004694456312,0.0273850784732402,0.00105857466085224,0.00420913544902235
"11","0","0","0",0.0130746100771841,0.236523094664326,0.00885019763490763,0.0171892883258827,0.450810159967243,0.224333388003362,0.0396132848072399,0.00808665065198066,0.000306235308709546,0.00121309055916508
"2","1","0","0",0.00392244608622098,0.0860520461928284,0.0038983360339824,0.00774337962464693,0.33952902143833,0.410531267644226,0.116724785192378,0.0265057099276974,0.00102361092697068,0.00406939693271946
"3","1","0","0",0.00112125072025771,0.0262895310316131,0.00127307134868428,0.00255143518751778,0.152447239860199,0.437067299453024,0.276538459662595,0.0850702035700955,0.00350983043591291,0.014131678730101
"8","1","0","0",0.00345985880433486,0.076720546188835,0.00351301307149887,0.00698773198423111,0.319681240218801,0.42468896646472,0.129259873347743,0.0299160856509531,0.00115958132826821,0.0046131029406149
"11","1","0","0",0.0119385590699447,0.220818504586929,0.00844500136435689,0.0164407889872442,0.450136387033496,0.238510726480638,0.0431876053310474,0.0088568537362097,0.000335673700080252,0.00132989971005359
"2","0","1","0",0.00247758441838804,0.0562221311725142,0.00263461793575621,0.00525659368132854,0.265798805216528,0.451237397299867,0.167184049022203,0.0411380159430083,0.00161423370491054,0.00643657160549593
"3","0","1","0",0.000707496928206615,0.0167580317093351,0.000819856238626765,0.00164546846536127,0.104352842628797,0.38367842426017,0.3384287662575,0.125924967541467,0.00546264657888029,0.0222214993916569
"8","0","1","0",0.00218502075278041,0.0499300321559147,0.00235618096499983,0.00470548085550498,0.245876639687804,0.456457050858562,0.183064217164168,0.0463037883082936,0.00182735339668272,0.00729423585529076
"11","0","1","0",0.0075633245121258,0.153047652680063,0.0063971524633043,0.0125805034600494,0.424789648465994,0.313062207089357,0.0659786660267884,0.013942701177471,0.000531268464470824,0.00210687566037593
"2","1","1","0",0.00226019875835325,0.0515552771089886,0.00242849736714967,0.0048487238479188,0.251195024057575,0.455325156709757,0.178710150304914,0.0448567644472302,0.00176740647451301,0.00705280092360105
"3","1","1","0",0.000645319988422555,0.0153087989077497,0.00075011475381365,0.00150582282426644,0.0963967569572739,0.370348221245514,0.349083078362573,0.13568927544254,0.00596063254883605,0.0243119789690103
"8","1","1","0",0.00199325361899669,0.0457576571917448,0.00216926430341191,0.00433489777876243,0.231641522212624,0.458496582915284,0.195160425941342,0.0504541024967811,0.00200037714578682,0.00799191639526686
"11","1","1","0",0.00690279895432336,0.141682726839857,0.00600639120884092,0.0118320700382064,0.415747166132909,0.328023921737478,0.0716543923836926,0.0152587575336603,0.000582226313640577,0.0023095488573911
"2","0","0","1",0.00440604806465602,0.0955963351146576,0.00428302601866634,0.00849538808075934,0.357313148058706,0.395733548424721,0.105957437450115,0.0236807192982998,0.000911738603659451,0.00362261088575977
"3","0","0","1",0.00125992759531681,0.029441097441808,0.00142083703959529,0.00284623741322908,0.166869908336955,0.445984256116904,0.259737691496213,0.0767118944841476,0.00313404225972902,0.0125941078161024
"8","0","0","1",0.0038866505116729,0.08533709287661,0.00386913573867763,0.00768619866508108,0.338098361186477,0.411632650987926,0.117608340644884,0.0267417128799017,0.00103298786850248,0.00410686864026666
"11","0","0","1",0.0133971822143202,0.240855185329288,0.00895735132089509,0.0173861565179879,0.450732176511615,0.220595739701337,0.0387023881385709,0.00789150581906561,0.000298784129619922,0.00118353031729956
"2","1","0","1",0.0040201390519863,0.0879972794172996,0.00397751315314586,0.00789835725570161,0.343349718185608,0.407526548102962,0.114378844372738,0.0258822271530756,0.000998861579052046,0.00397051172843121
"3","1","0","1",0.00114925723626152,0.0269277312840861,0.00130307809579695,0.0026113238565185,0.155423574130684,0.439131931538135,0.27299547806298,0.0832390985071443,0.0034268583999757,0.0137916688884179
"8","1","0","1",0.00354607152561199,0.0784749221574534,0.00358615093664325,0.00713134160170613,0.323613183161225,0.422073665035067,0.126726237850901,0.0292157839870602,0.00113157820089482,0.00450106554343666
"11","1","0","1",0.0122334503846437,0.224963491403835,0.00855449332690497,0.0166436511386184,0.45046627820316,0.234670192943563,0.0422000907550428,0.00864334670892164,0.00032750834127393,0.00129749679403679
"2","0","1","1",0.00253938320849121,0.0575400268240738,0.00269241319384341,0.00537084857593957,0.269750465236692,0.449892523683885,0.164167899739142,0.0401905033942562,0.00157540868055372,0.00628052746312346
"3","0","1","1",0.000725176236068612,0.0171692915119989,0.00083960732198074,0.00168500546459266,0.106577839685385,0.387136885190807,0.335440894570892,0.123398298709169,0.00533587126476975,0.0216911300443365
"8","0","1","1",0.00223953846344837,0.0511092126973162,0.0024086769052897,0.00480947123265829,0.249747628775657,0.455652527855047,0.17988654030177,0.0452453693606765,0.00178348640948534,0.00711754799865083
"11","0","1","1",0.007750992052593,0.156217774751576,0.0065037319433266,0.0127840577564364,0.427011926305661,0.309023616668179,0.0645250250141315,0.0136089274308977,0.000518367333093739,0.00205558074410528
"2","1","1","1",0.00231658785507035,0.0527705003197156,0.00248238920533029,0.00495542341027828,0.255091739004511,0.454372996650684,0.175574259688604,0.0438292273673623,0.00172495571000775,0.00688192078843664
"3","1","1","1",0.000661446614414527,0.0156851099576962,0.00076824508553627,0.00154213171629765,0.098480107071018,0.373989161475448,0.346302579469592,0.133015327021722,0.00582296522330483,0.0237329263649706
"8","1","1","1",0.00204299640960722,0.0468436302915078,0.00221808953606608,0.00443174657000171,0.235429245354351,0.458098585312719,0.191876903042973,0.0493079107437614,0.00195243131465628,0.00779846142435647
"11","1","1","1",0.00707419380778808,0.144663160660983,0.00611017919067355,0.0120311763614082,0.418287977692696,0.324026942894396,0.0700908030802165,0.0148941415339697,0.000568094064798408,0.00225333071307021
"1","0","0","0",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4","0","0","0",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"5","0","0","0",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"6","0","0","0",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"7","0","0","0",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"9","0","0","0",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"10","0","0","0",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"12","0","0","0",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1","1","0","0",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4","1","0","0",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"5","1","0","0",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"6","1","0","0",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"7","1","0","0",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"9","1","0","0",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"10","1","0","0",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"12","1","0","0",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1","0","1","0",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4","0","1","0",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"5","0","1","0",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"6","0","1","0",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"7","0","1","0",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"9","0","1","0",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"10","0","1","0",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"12","0","1","0",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1","1","1","0",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4","1","1","0",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"5","1","1","0",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"6","1","1","0",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"7","1","1","0",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"9","1","1","0",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
