"position_mother_L","nature_mother_V","9","10","12","2"
"0","0",0.041617337075629,0.0275602080712077,0.601653336399569,0.329169118453594
"1","0",0.0571149612688015,0.0368172975631405,0.64584235639268,0.260225384775378
"0","1",0.354656167075693,0.130024526817509,0.477993900541417,0.0373254055653812
"1","1",0.433942792418482,0.133531976810556,0.405481746044494,0.027043484726467
