"burst_date_mother","position_mother_L","position_ancestor_L","nature_ancestor_V","probas"
"9","0","0","0",1.31963813160781
"10","0","0","0",2.84720351450512
"12","0","0","0",1.62509792580223
"9","1","0","0",0.418700796601393
"10","1","0","0",0.903373698482874
"12","1","0","0",0.515618471299892
"9","0","1","0",0.453845564675385
"10","0","1","0",0.979200779240855
"12","0","1","0",0.558898282887527
"9","1","1","0",0.143998187769908
"10","1","1","0",0.310685282942929
"12","1","1","0",0.177329792659936
"9","0","0","1",1.34766858808149
"10","0","0","1",2.9076810138085
"12","0","0","1",1.65961665906978
"9","1","0","1",0.427594427494226
"10","1","0","1",0.922562274902634
"12","1","0","1",0.526570732204315
"9","0","1","1",0.463485706197291
"10","0","1","1",1
"12","0","1","1",0.57076985102159
"9","1","1","1",0.147056855777368
"10","1","1","1",0.31728455443407
"12","1","1","1",0.181096457865786
"1","0","0","0",0
"2","0","0","0",0
"3","0","0","0",0
"4","0","0","0",0
"5","0","0","0",0
"6","0","0","0",0
"7","0","0","0",0
"8","0","0","0",0
"11","0","0","0",0
"1","1","0","0",0
"2","1","0","0",0
"3","1","0","0",0
"4","1","0","0",0
"5","1","0","0",0
"6","1","0","0",0
"7","1","0","0",0
"8","1","0","0",0
"11","1","0","0",0
"1","0","1","0",0
"2","0","1","0",0
"3","0","1","0",0
"4","0","1","0",0
"5","0","1","0",0
"6","0","1","0",0
"7","0","1","0",0
"8","0","1","0",0
"11","0","1","0",0
"1","1","1","0",0
"2","1","1","0",0
"3","1","1","0",0
"4","1","1","0",0
"5","1","1","0",0
"6","1","1","0",0
"7","1","1","0",0
"8","1","1","0",0
"11","1","1","0",0
"1","0","0","1",0
"2","0","0","1",0
"3","0","0","1",0
"4","0","0","1",0
"5","0","0","1",0
"6","0","0","1",0
"7","0","0","1",0
"8","0","0","1",0
"11","0","0","1",0
"1","1","0","1",0
"2","1","0","1",0
"3","1","0","1",0
"4","1","0","1",0
"5","1","0","1",0
"6","1","0","1",0
"7","1","0","1",0
"8","1","0","1",0
"11","1","0","1",0
"1","0","1","1",0
"2","0","1","1",0
"3","0","1","1",0
"4","0","1","1",0
"5","0","1","1",0
"6","0","1","1",0
"7","0","1","1",0
"8","0","1","1",0
"11","0","1","1",0
"1","1","1","1",0
"2","1","1","1",0
"3","1","1","1",0
"4","1","1","1",0
"5","1","1","1",0
"6","1","1","1",0
"7","1","1","1",0
"8","1","1","1",0
"11","1","1","1",0
