"0","1","2","3","4","5","6","7","8","9","10"
0.0144110275688916,0.0883458646616626,0.327067669172771,0.189849624059872,0.137844611529046,0.0419799498748828,0.185463659147954,0.0131578947368145,0.000626566416039198,0.000626566416033536,0.000626566416032648
