var;ER;Scan_no; Area; Length; Width; Date; Time
Cogshall;ER 9;40;6052;232,7;46,5;25/05/2005;08:06:55
Cogshall;ER 9;41;4886;200,9;39,6;25/05/2005;08:07:14
Cogshall;ER 9;42;5316;218,2;40,6;25/05/2005;08:07:38
Cogshall;ER 9;43;4092;174;36,1;25/05/2005;08:07:53
Cogshall;ER 9;44;4904;200,7;42,7;25/05/2005;08:08:16
Cogshall;ER 9;45;5486;191,8;42,4;25/05/2005;08:08:48
Cogshall;ER 9;46;6740;239,8;46,5;25/05/2005;08:09:20
Cogshall;ER 9;47;4395;178,1;37,8;25/05/2005;08:09:46
Cogshall;ER 9;48;6870;240;48,8;25/05/2005;08:10:14
Cogshall;ER 9;49;4115;190,2;40,4;25/05/2005;08:10:32
Cogshall;ER 9;50;7170;225,3;47,5;25/05/2005;08:11:02
Cogshall;ER 9;51;3860;170,9;34;25/05/2005;08:11:29
Cogshall;ER 9;52;6532;221,5;46,5;25/05/2005;08:11:56
Cogshall;ER 9;53;6735;240,5;46;25/05/2005;08:12:29
Cogshall;ER 9;54;7239;237,5;46,2;25/05/2005;08:13:05
Cogshall;ER 9;55;3675;181,1;36,8;25/05/2005;08:13:24
Cogshall;ER 9;56;6236;210,1;44,4;25/05/2005;08:13:48
Cogshall;ER 9;57;5049;191,5;40,4;25/05/2005;08:14:15
Cogshall;ER 9;58;6702;241,8;50,3;25/05/2005;08:14:53
Cogshall;ER 9;59;5124;197,4;40,1;25/05/2005;08:15:16
Cogshall;ER 9;60;4730;193;39,1;25/05/2005;08:15:42
Cogshall;ER 9;61;5370;192,5;41,9;25/05/2005;08:16:00
Cogshall;ER 9;62;7220;231,9;48,5;25/05/2005;08:16:27
Cogshall;ER 9;63;4346;180,3;38,9;25/05/2005;08:16:45
Cogshall;ER 9;64;8121;265,2;50,5;25/05/2005;08:17:18
Cogshall;ER 9;65;4724;193,5;39,6;25/05/2005;08:17:36
Cogshall;ER 9;66;6710;226,6;46,7;25/05/2005;08:18:05
Cogshall;ER 9;67;4760;180,8;39,4;25/05/2005;08:18:21
Cogshall;ER 9;68;7681;242,8;50;25/05/2005;08:18:52
Cogshall;ER 9;69;7653;254,3;49,8;25/05/2005;08:19:22
Irwin;ER 1;1;3802;168,4;37,6;14/05/2005;14:29:50
Irwin;ER 1;2;1213;88,6;23,4;14/05/2005;14:30:02
Irwin;ER 1;3;4130;175,5;38,1;14/05/2005;14:30:31
Irwin;ER 1;4;3000;168,1;31;14/05/2005;14:30:51
Irwin;ER 1;5;4723;192,5;38,6;14/05/2005;14:31:24
Irwin;ER 1;6;5151;199,9;40,6;14/05/2005;14:32:12
Irwin;ER 1;7;4779;201,2;40,9;14/05/2005;14:34:00
Irwin;ER 1;8;4741;185,9;38,6;14/05/2005;14:34:24
Irwin;ER 1;9;6655;239,8;45,7;14/05/2005;14:35:15
Irwin;ER 1;10;5059;205,7;41,4;14/05/2005;14:36:56
Irwin;ER 1;11;7036;247,4;46;14/05/2005;14:37:56
Irwin;ER 1;12;5283;205,7;41,1;14/05/2005;14:38:23
Irwin;ER 1;13;6773;251;44,7;14/05/2005;14:39:01
Irwin;ER 1;14;5481;227,3;42,2;14/05/2005;14:39:26
Irwin;ER 10;1;1548;117,6;19,8;21/05/2005;14:43:57
Irwin;ER 10;2;1137;106,9;18;21/05/2005;14:44:16
Irwin;ER 10;3;1548;116,8;22,1;21/05/2005;14:44:36
Irwin;ER 10;4;2514;145,3;29;21/05/2005;14:45:04
Irwin;ER 10;5;2840;158,7;30,2;21/05/2005;14:46:26
Irwin;ER 10;6;2453;144,5;27,4;21/05/2005;14:46:51
Irwin;ER 10;7;2965;160,5;31;21/05/2005;14:47:10
Irwin;ER 10;8;4514;194,6;38,6;21/05/2005;14:48:11
Irwin;ER 10;9;2980;151,4;30,7;21/05/2005;14:48:32
Irwin;ER 10;10;3846;190,2;32,5;21/05/2005;14:48:59
Irwin;ER 10;11;3603;190,5;33,5;21/05/2005;14:49:21
Irwin;ER 10;12;4803;215,4;41,7;21/05/2005;14:49:57
Irwin;ER 10;13;4323;214,4;37,1;21/05/2005;14:50:30
Irwin;ER 10;14;4253;194,6;37,6;21/05/2005;14:51:01
Irwin;ER 10;15;3292;164,8;31,2;21/05/2005;14:51:29
Irwin;ER 10;16;7023;245,1;51,1;21/05/2005;14:52:08
Irwin;ER 10;17;5166;209,8;40,1;21/05/2005;14:52:36
Irwin;ER 10;18;5030;211,1;38,9;21/05/2005;14:53:09
Irwin;ER 10;19;5385;242,8;39,4;21/05/2005;14:53:42
Irwin;ER 10;20;4379;193,8;37,8;21/05/2005;14:54:22
Irwin;ER 10;21;4517;212,1;36,8;21/05/2005;15:12:25
Irwin;ER 10;22;4340;207,3;38,6;21/05/2005;15:12:56
Irwin;ER 10;23;3192;162,3;31,7;21/05/2005;15:13:16
Irwin;ER 10;24;6155;221,7;46;21/05/2005;15:13:49
Irwin;ER 10;25;5376;217,2;42,4;21/05/2005;15:14:53
Irwin;ER 10;26;7339;268,2;49,5;21/05/2005;15:15:30
Irwin;ER 10;27;6125;226,8;45,2;21/05/2005;15:15:58
Irwin;ER 10;28;7599;251;52,1;21/05/2005;15:16:37
Irwin;ER 10;29;7880;272,8;48,8;21/05/2005;15:17:10
Irwin;ER 10;30;8397;279,1;51,1;21/05/2005;15:18:10
Irwin;ER 10;31;9529;301,8;55,4;21/05/2005;15:19:21
Irwin;ER 10;32;11442;333,2;57,9;21/05/2005;15:23:03
Irwin;ER 10;32;11442;333,2;57,9;21/05/2005;15:23:03
Irwin;ER 10;34;5999;223;43,4;21/05/2005;15:24:35
Irwin;ER 10;35;8191;274,3;51,8;21/05/2005;15:25:33
Irwin;ER 10;36;8000;283;47,2;21/05/2005;15:26:44
Irwin;ER 10;37;10891;342,1;60,2;21/05/2005;15:27:53
Irwin;ER 10;38;11024;326,6;56,6;21/05/2005;15:29:07
Irwin;ER 11;1;987;96,3;17,3;21/05/2005;15:30:19
Irwin;ER 11;2;855;85,3;17,3;21/05/2005;15:30:31
Irwin;ER 11;3;1392;109,2;21,1;21/05/2005;15:30:52
Irwin;ER 11;4;1179;94,7;21,3;21/05/2005;15:31:05
Irwin;ER 11;5;1775;128;23,1;21/05/2005;15:31:28
Irwin;ER 11;6;1394;113,5;20,8;21/05/2005;15:31:43
Irwin;ER 11;7;2557;147,1;30;21/05/2005;15:32:06
Irwin;ER 11;8;2256;132,6;28,7;21/05/2005;15:32:23
Irwin;ER 11;9;4332;185,7;37,6;21/05/2005;15:32:54
Irwin;ER 11;10;3907;181,9;35,1;21/05/2005;15:33:15
Irwin;ER 11;11;3409;167,6;32,3;21/05/2005;15:33:42
Irwin;ER 11;12;2835;144,5;31;21/05/2005;15:34:03
Irwin;ER 2;1;7365;243,6;50;14/05/2005;14:41:25
Irwin;ER 2;2;5477;204,2;43,7;14/05/2005;14:42:19
Irwin;ER 2;3;5010;150,6;52,1;14/05/2005;14:42:40
Irwin;ER 2;4;3722;171,2;35,3;14/05/2005;14:43:26
Irwin;ER 2;5;5088;175;48,3;14/05/2005;14:43:48
Irwin;ER 2;6;6586;248,9;48;14/05/2005;14:44:29
Irwin;ER 2;7;7720;242,8;51,1;14/05/2005;14:44:59
Irwin;ER 2;8;10629;306,3;57,9;14/05/2005;14:46:53
Irwin;ER 2;9;8459;274,8;56,4;14/05/2005;14:47:46
Irwin;ER 2;10;9181;304,3;54,9;14/05/2005;14:48:35
Irwin;ER 2;11;10813;315,2;57,9;21/05/2005;08:23:21
Irwin;ER 3;1;515;69,6;13;14/05/2005;14:49:44
Irwin;ER 3;2;309;52,6;10,2;14/05/2005;14:49:54
Irwin;ER 3;3;691;77,5;16,3;14/05/2005;14:50:09
Irwin;ER 3;4;737;81;15,2;14/05/2005;14:50:27
Irwin;ER 3;5;577;68,3;15,5;14/05/2005;14:50:36
Irwin;ER 3;6;628;71,1;14,7;14/05/2005;14:50:46
Irwin;ER 3;7;2701;147,6;31,5;14/05/2005;14:51:17
Irwin;ER 3;8;3303;150,1;35,8;14/05/2005;14:51:38
Irwin;ER 3;9;4878;176,5;43,7;14/05/2005;14:52:22
Irwin;ER 3;10;3435;173,5;33,3;14/05/2005;14:52:47
Irwin;ER 3;11;4381;152,4;48,8;14/05/2005;14:53:31
Irwin;ER 3;12;4254;169,4;41,7;14/05/2005;14:53:51
Irwin;ER 3;13;4889;194,8;43,2;14/05/2005;14:54:21
Irwin;ER 3;14;5599;215,1;44,4;14/05/2005;14:54:53
Irwin;ER 3;15;5734;227,3;44,2;14/05/2005;14:55:44
Irwin;ER 3;16;5225;197,4;43,9;14/05/2005;14:56:10
Irwin;ER 3;17;6191;228,9;44,4;14/05/2005;14:56:42
Irwin;ER 3;18;5370;214,1;43,4;14/05/2005;14:57:12
Irwin;ER 3;19;7879;238,5;53,6;14/05/2005;14:58:12
Irwin;ER 3;20;7630;236,5;54,6;14/05/2005;14:58:41
Irwin;ER 4;1;3037;171,2;25,7;14/05/2005;15:00:08
Irwin;ER 4;2;4305;177,3;39,6;14/05/2005;15:00:35
Irwin;ER 4;3;1667;123,7;21,1;14/05/2005;15:00:54
Irwin;ER 4;4;6425;218,2;51,1;14/05/2005;15:01:38
Irwin;ER 4;5;3998;181,4;34,8;14/05/2005;15:02:02
Irwin;ER 4;6;7314;241,6;51,1;14/05/2005;15:02:46
Irwin;ER 4;7;5003;199,4;38,1;14/05/2005;15:03:07
Irwin;ER 4;8;6476;239;46;14/05/2005;15:04:07
Irwin;ER 4;9;4789;208;38,4;14/05/2005;15:04:31
Irwin;ER 4;10;9337;308,4;55,1;14/05/2005;15:05:23
Irwin;ER 4;11;8817;266,4;54,9;14/05/2005;15:05:57
Irwin;ER 4;12;6662;224,3;50,5;14/05/2005;15:06:24
Irwin;ER 4;13;3;1;3,3;14/05/2005;15:08:07
Irwin;ER 4;14;10470;310,4;59,4;14/05/2005;15:09:15
Irwin;ER 4;15;6513;220,2;47,2;14/05/2005;15:09:59
Irwin;ER 4;16;9282;270,8;57,7;14/05/2005;15:10:50
Irwin;ER 5;1;1817;100,3;33,8;16/05/2005;13:20:06
Irwin;ER 5;2;3568;152,1;37,1;16/05/2005;13:21:52
Irwin;ER 5;3;2442;130,8;29,7;16/05/2005;13:22:16
Irwin;ER 5;4;2887;149,1;33,5;16/05/2005;13:22:32
Irwin;ER 5;5;4922;195,8;41,4;16/05/2005;13:23:04
Irwin;ER 5;6;3799;178,1;35,1;16/05/2005;13:23:22
Irwin;ER 5;7;5993;220,7;46,7;16/05/2005;13:23:50
Irwin;ER 5;8;5657;185,7;50;16/05/2005;13:24:10
Irwin;ER 5;9;6614;224;49,5;16/05/2005;13:24:39
Irwin;ER 5;10;6534;183,4;54,1;16/05/2005;13:25:02
Irwin;ER 5;11;9148;248,7;58,2;21/05/2005;08:37:54
Irwin;ER 5;12;4682;201,2;40,4;21/05/2005;08:38:28
Irwin;ER 5;13;9535;248,4;63,2;21/05/2005;08:40:05
Irwin;ER 5;14;3316;162,8;33,3;21/05/2005;08:40:26
Irwin;ER 5;15;11811;318,5;62;21/05/2005;09:24:34
Irwin;ER 5;16;17545;203,7;76,7;21/05/2005;09:33:44
Irwin;ER 5;17;20978;208,3;88,1;21/05/2005;09:35:37
Irwin;ER 5;18;7867;270;48,5;21/05/2005;09:36:29
Irwin;ER 5;19;6794;214,4;57,1;21/05/2005;09:36:57
Irwin;ER 5;20;12507;279,9;66,8;21/05/2005;09:39:00
Irwin;ER 5;21;5723;208,5;48,5;21/05/2005;09:39:31
Irwin;ER 5;22;6005;205,5;47;21/05/2005;09:39:58
Irwin;ER 5;23;13362;296,9;71,1;21/05/2005;09:43:26
Irwin;ER 5;24;10091;280,7;63,2;21/05/2005;09:45:08
Irwin;ER 5;25;5469;191,5;46,7;21/05/2005;09:45:40
Irwin;ER 5;26;5107;206;40,9;21/05/2005;09:46:02
Irwin;ER 5;27;7077;240,8;48,8;21/05/2005;09:46:33
Irwin;ER 5;28;6139;220,5;47;21/05/2005;09:55:14
Irwin;ER 5;29;7065;223,5;52,8;21/05/2005;09:55:50
Irwin;ER 5;30;6488;216,7;49,8;21/05/2005;09:57:28
Irwin;ER 5;31;7647;240,8;55,6;21/05/2005;09:58:00
Irwin;ER 5;32;6331;211,6;49;21/05/2005;09:58:25
Irwin;ER 5;33;11418;262,6;67,1;21/05/2005;10:00:01
Irwin;ER 6;1;2603;154,9;27,9;21/05/2005;10:01:45
Irwin;ER 6;2;2941;152,7;32;21/05/2005;10:02:06
Irwin;ER 6;3;1464;115,8;21,8;21/05/2005;10:02:33
Irwin;ER 6;4;2551;140,7;30,2;21/05/2005;10:03:10
Irwin;ER 6;5;1141;107,9;18,5;21/05/2005;10:03:38
Irwin;ER 6;6;3208;157,2;32;21/05/2005;10:04:08
Irwin;ER 6;7;1242;105,7;19,6;21/05/2005;10:04:25
Irwin;ER 6;8;4014;141;46;21/05/2005;10:04:45
Irwin;ER 7;1;9668;307,3;56,4;21/05/2005;10:07:47
Irwin;ER 7;2;1429;106,7;22,1;21/05/2005;10:08:22
Irwin;ER 7;3;2188;125,5;25,4;21/05/2005;10:08:43
Irwin;ER 7;4;1584;117,9;23,1;21/05/2005;10:09:02
Irwin;ER 7;5;4061;195,1;34,3;21/05/2005;10:09:34
Irwin;ER 7;6;2622;162,3;28,2;21/05/2005;10:09:51
Irwin;ER 7;7;3921;210,8;33,3;21/05/2005;10:10:25
Irwin;ER 7;8;3749;187,7;34;21/05/2005;10:10:44
Irwin;ER 7;9;3957;201,2;34,3;21/05/2005;10:11:13
Irwin;ER 7;10;3524;170,9;32,5;21/05/2005;10:11:35
Irwin;ER 7;11;5013;217,4;39,1;21/05/2005;10:12:04
Irwin;ER 7;12;3299;175;30,7;21/05/2005;10:12:27
Irwin;ER 7;13;8088;287,8;48;21/05/2005;10:13:12
Irwin;ER 7;14;6559;245,6;43,4;21/05/2005;10:13:52
Irwin;ER 7;15;7484;281,7;46,5;21/05/2005;10:15:08
Irwin;ER 7;16;4162;197,6;34,8;21/05/2005;10:15:33
Irwin;ER 7;17;10380;325,9;52,8;21/05/2005;10:17:53
Irwin;ER 7;18;7661;278,1;46,7;21/05/2005;10:18:36
Irwin;ER 7;19;4147;208;37,8;21/05/2005;10:18:59
Irwin;ER 7;20;6196;261,1;41,1;21/05/2005;10:19:38
Irwin;ER 7;21;6369;245,9;48,3;21/05/2005;10:20:33
Irwin;ER 7;22;12509;188;65,5;21/05/2005;10:21:30
Irwin;ER 8;1;2110;116,3;29,7;21/05/2005;14:25:29
Irwin;ER 8;2;2568;142,2;31;21/05/2005;14:25:58
Irwin;ER 8;3;1980;117,6;28,2;21/05/2005;14:26:16
Irwin;ER 8;4;3132;174,2;30,7;21/05/2005;14:26:50
Irwin;ER 8;5;2267;138,4;30;21/05/2005;14:27:09
Irwin;ER 8;6;3325;158;34;21/05/2005;14:27:36
Irwin;ER 8;7;2980;146;31,7;21/05/2005;14:27:54
Irwin;ER 8;8;4231;183,1;36,8;21/05/2005;14:28:22
Irwin;ER 8;9;2737;162,1;31,5;21/05/2005;14:29:02
Irwin;ER 8;10;3470;187,7;33,5;21/05/2005;14:29:30
Irwin;ER 8;11;3630;189;33,3;21/05/2005;14:29:52
Irwin;ER 8;12;5208;198,4;46,5;21/05/2005;14:30:20
Irwin;ER 8;13;4277;170,4;40,6;21/05/2005;14:30:41
Irwin;ER 9;1;9147;293,6;51,6;21/05/2005;14:33:12
Irwin;ER 9;2;8792;287,5;52,1;21/05/2005;14:34:32
Irwin;ER 9;3;8504;280,7;52,3;21/05/2005;14:35:28
Irwin;ER 9;4;2316;157;28,2;21/05/2005;14:35:59
Irwin;ER 9;5;8996;271;55,1;21/05/2005;14:37:16
Irwin;ER 9;6;6707;246,6;45,7;21/05/2005;14:37:55
Irwin;ER 9;7;5904;230,6;45,5;21/05/2005;14:38:43
Irwin;ER 9;8;7235;247,6;48,5;21/05/2005;14:39:26
Irwin;ER 9;9;5025;201,2;41,7;21/05/2005;14:39:53
Irwin;ER 9;10;6047;224,8;42,2;21/05/2005;14:40:33
Irwin;ER 9;11;6360;228,9;43,9;21/05/2005;14:41:03
Irwin;ER 9;12;8025;273,6;49;21/05/2005;14:41:40
Irwin;ER 9;13;7024;243,8;47,5;21/05/2005;14:42:28
Jos?;ER 1;1;2137;133,1;24,9;16/04/2005;09:30:54
Jos?;ER 1;2;1916;125,2;23,4;16/04/2005;09:31:34
Jos?;ER 1;3;3076;173,5;30,2;16/04/2005;09:32:32
Jos?;ER 1;4;2552;146,6;27,7;16/04/2005;09:33:25
Jos?;ER 1;5;2562;150,9;28,7;16/04/2005;09:48:58
Jos?;ER 1;6;2335;135,4;27,4;16/04/2005;09:49:49
Jos?;ER 1;7;1874;122,7;23,4;16/04/2005;09:50:33
Jos?;ER 1;8;2247;134,6;26,2;16/04/2005;09:51:19
Jos?;ER 1;9;3943;190,2;37,1;16/04/2005;10:01:02
Jos?;ER 1;10;3093;172,7;30,7;16/04/2005;10:03:22
Jos?;ER 1;11;2198;142,7;25,4;16/04/2005;10:03:57
Jos?;ER 1;12;4241;194,3;37,1;16/04/2005;10:04:50
Jos?;ER 1;13;4457;203,5;36,8;16/04/2005;10:06:04
Jos?;ER 1;14;3734;186,9;34,8;16/04/2005;10:06:48
Jos?;ER 1;15;4692;215,4;36,3;16/04/2005;10:07:22
Jos?;ER 1;16;5766;235,5;42,2;16/04/2005;10:08:15
Jos?;ER 1;17;5633;241,8;43,4;16/04/2005;10:08:52
Jos?;ER 1;18;5938;247,9;44,7;16/04/2005;10:09:27
Jos?;ER 10;1;1710;116,6;22,1;07/05/2005;14:51:45
Jos?;ER 10;2;683;87,1;14,2;07/05/2005;14:52:01
Jos?;ER 10;3;2015;129,8;24,9;07/05/2005;14:52:43
Jos?;ER 10;4;2287;144,5;26,9;07/05/2005;14:53:10
Jos?;ER 10;5;1516;112,3;21,8;07/05/2005;15:06:45
Jos?;ER 10;6;1748;109;26,4;07/05/2005;15:07:08
Jos?;ER 10;7;2118;124;26,4;07/05/2005;15:07:37
Jos?;ER 10;8;1433;104,1;20,6;07/05/2005;15:08:21
Jos?;ER 10;9;2279;138,9;25,7;07/05/2005;15:09:06
Jos?;ER 10;10;825;80,8;16,3;07/05/2005;15:09:24
Jos?;ER 10;11;1859;118,4;24,4;07/05/2005;15:09:44
Jos?;ER 10;12;2349;135,4;25,7;07/05/2005;15:10:22
Jos?;ER 10;13;2189;144,8;25,7;07/05/2005;15:10:41
Jos?;ER 10;14;1997;127;25,9;07/05/2005;15:11:04
Jos?;ER 10;15;2927;161,8;26,9;07/05/2005;15:11:44
Jos?;ER 10;16;2854;153,9;32,5;07/05/2005;15:12:03
Jos?;ER 10;17;2921;173,2;28,7;07/05/2005;15:12:32
Jos?;ER 10;18;3354;171,7;29,7;07/05/2005;15:12:50
Jos?;ER 10;19;3393;165,1;30,7;07/05/2005;15:13:22
Jos?;ER 10;20;3840;185,9;30,7;07/05/2005;15:13:43
Jos?;ER 10;21;3446;183,1;28,7;07/05/2005;15:23:51
Jos?;ER 10;22;2557;136,9;29,7;07/05/2005;15:24:14
Jos?;ER 10;23;2640;150,4;27,4;07/05/2005;15:25:02
Jos?;ER 10;24;2631;116,6;58,7;07/05/2005;15:25:29
Jos?;ER 10;25;3140;173;34;07/05/2005;15:26:26
Jos?;ER 10;26;3518;158,7;35,6;07/05/2005;15:26:59
Jos?;ER 10;27;1935;102,6;26,9;07/05/2005;15:27:30
Jos?;ER 10;28;2024;124,2;34,8;07/05/2005;15:27:46
Jos?;ER 10;29;3487;163,3;40,4;07/05/2005;15:28:35
Jos?;ER 10;30;2051;118,1;26,9;07/05/2005;15:29:07
Jos?;ER 10;31;2298;130;27,2;07/05/2005;15:29:36
Jos?;ER 10;32;1803;97,3;34,8;07/05/2005;15:29:53
Jos?;ER 10;33;2332;102,4;41,4;07/05/2005;15:30:14
Jos?;ER 10;34;2031;113;26,7;07/05/2005;15:38:04
Jos?;ER 10;35;2400;125,5;31,7;07/05/2005;15:38:28
Jos?;ER 10;36;2291;116,1;27,2;07/05/2005;15:38:46
Jos?;ER 10;37;1745;91,2;47,5;07/05/2005;15:39:03
Jos?;ER 10;38;1777;84,8;27,7;07/05/2005;15:39:23
Jos?;ER 10;39;3552;188,5;38,4;07/05/2005;15:40:25
Jos?;ER 10;40;2755;131,1;35,3;07/05/2005;15:40:44
Jos?;ER 10;41;4170;176;44,2;07/05/2005;15:41:35
Jos?;ER 10;42;2854;152,4;31,2;07/05/2005;15:42:00
Jos?;ER 10;43;5141;221;43,4;07/05/2005;15:42:33
Jos?;ER 10;44;3433;165,6;31,7;07/05/2005;15:42:52
Jos?;ER 10;45;5117;207,8;40,6;07/05/2005;15:43:19
Jos?;ER 10;46;4219;186,7;36,1;07/05/2005;15:43:37
Jos?;ER 10;47;6994;234,7;51,1;07/05/2005;15:45:07
Jos?;ER 10;48;78;0,8;103,6;07/05/2005;15:46:06
Jos?;ER 10;49;53;4,8;27,9;07/05/2005;15:47:05
Jos?;ER 10;50;2;0,5;5,1;07/05/2005;15:48:09
Jos?;ER 10;51;4059;195,3;31;08/05/2005;09:25:22
Jos?;ER 10;52;2842;151,9;27,7;08/05/2005;09:25:56
Jos?;ER 10;53;4430;213,4;35,6;08/05/2005;09:26:28
Jos?;ER 10;54;4239;187,2;34,3;08/05/2005;09:27:07
Jos?;ER 10;55;4363;177,8;37,6;08/05/2005;09:27:48
Jos?;ER 10;56;3605;172,2;31,5;08/05/2005;09:28:08
Jos?;ER 10;57;4857;213,4;38,4;08/05/2005;09:28:54
Jos?;ER 10;58;5107;203,7;36,8;08/05/2005;09:29:17
Jos?;ER 10;59;5269;216,2;38,4;08/05/2005;09:31:51
Jos?;ER 10;60;5482;223;38,9;08/05/2005;09:32:37
Jos?;ER 10;61;6391;227,1;46,7;08/05/2005;09:33:59
Jos?;ER 10;62;6962;258,8;46,2;08/05/2005;09:35:43
Jos?;ER 10;63;5069;202,4;35,6;08/05/2005;09:36:57
Jos?;ER 10;64;5413;220,7;43,7;08/05/2005;09:37:26
Jos?;ER 10;65;5465;208;44,2;08/05/2005;09:38:04
Jos?;ER 10;66;1452;117,6;19,8;08/05/2005;09:38:24
Jos?;ER 10;67;4638;206,5;35,8;08/05/2005;09:38:51
Jos?;ER 10;68;7163;266,4;49,3;08/05/2005;09:39:43
Jos?;ER 10;69;5797;226,6;36,8;08/05/2005;09:40:54
Jos?;ER 10;70;5575;227,6;38,9;08/05/2005;09:41:40
Jos?;ER 10;71;7123;248,2;45,7;08/05/2005;09:42:59
Jos?;ER 10;72;6727;258,1;43,4;08/05/2005;09:43:41
Jos?;ER 10;73;7070;262,9;48;08/05/2005;09:45:05
Jos?;ER 2;1;1161;78,5;22,1;16/04/2005;10:14:13
Jos?;ER 2;2;1670;94;27,7;16/04/2005;10:14:30
Jos?;ER 2;3;2173;110;29;16/04/2005;10:14:46
Jos?;ER 2;4;1696;87,4;28,2;16/04/2005;10:15:26
Jos?;ER 2;5;1402;96,8;22,6;16/04/2005;10:15:40
Jos?;ER 2;6;2376;124,7;28,4;16/04/2005;10:16:30
Jos?;ER 2;7;1961;110,7;27,2;16/04/2005;10:16:49
Jos?;ER 2;8;1259;80,8;23,1;16/04/2005;10:17:01
Jos?;ER 2;9;2358;116,6;29,5;16/04/2005;10:17:33
Jos?;ER 2;10;1803;108,5;27,4;16/04/2005;10:18:55
Jos?;ER 2;11;2248;126,2;26,2;16/04/2005;10:19:13
Jos?;ER 2;12;2011;126;25,7;16/04/2005;10:20:06
Jos?;ER 2;13;2853;152,4;31,7;16/04/2005;10:20:46
Jos?;ER 2;14;2180;126;26,7;16/04/2005;10:21:22
Jos?;ER 2;15;2317;131,1;28,4;16/04/2005;10:22:22
Jos?;ER 2;16;1193;96,8;18,8;16/04/2005;10:22:52
Jos?;ER 2;17;2989;152,9;31,7;16/04/2005;10:25:12
Jos?;ER 2;18;2989;165,9;31,2;16/04/2005;10:25:56
Jos?;ER 2;19;3015;153,2;31;16/04/2005;10:26:16
Jos?;ER 2;20;3682;170,2;36,3;16/04/2005;10:26:44
Jos?;ER 2;22;3186;167,1;36,1;16/04/2005;10:33:03
Jos?;ER 2;23;3434;157,5;36,6;16/04/2005;13:28:43
Jos?;ER 2;24;4069;173;37,8;16/04/2005;13:29:09
Jos?;ER 2;25;5248;196,6;47,8;16/04/2005;13:29:48
Jos?;ER 2;26;4978;206;41,7;16/04/2005;13:30:49
Jos?;ER 2;27;4643;193;39,6;16/04/2005;13:31:43
Jos?;ER 2;28;4149;178,1;39,1;16/04/2005;13:32:12
Jos?;ER 2;29;5143;195,1;44,4;16/04/2005;13:34:21
Jos?;ER 2;30;4109;185,9;41,7;16/04/2005;13:35:02
Jos?;ER 3;1;3427;177,8;31,2;26/04/2005;10:11:01
Jos?;ER 3;2;1058;98;17,5;26/04/2005;10:11:24
Jos?;ER 3;3;4382;197,9;36,8;26/04/2005;10:12:30
Jos?;ER 3;4;2957;153,9;31,5;26/04/2005;10:13:15
Jos?;ER 3;5;2335;138,9;25,7;26/04/2005;10:13:41
Jos?;ER 3;6;3472;165,4;31,7;26/04/2005;10:14:37
Jos?;ER 3;7;3360;181,4;31,7;26/04/2005;10:15:09
Jos?;ER 3;8;3616;178,3;32,8;26/04/2005;10:16:04
Jos?;ER 3;9;3691;181,6;34,5;26/04/2005;10:33:53
Jos?;ER 3;10;1550;115,3;21,3;26/04/2005;10:34:25
Jos?;ER 3;11;3276;162,8;32,5;26/04/2005;10:34:50
Jos?;ER 3;12;4627;192,5;42,2;26/04/2005;10:35:55
Jos?;ER 3;13;1647;119,4;22,9;26/04/2005;10:40:38
Jos?;ER 3;14;3742;174;34,8;26/04/2005;10:41:10
Jos?;ER 3;15;4051;193,5;35,8;26/04/2005;10:41:55
Jos?;ER 3;16;1640;115,3;21,8;26/04/2005;10:42:21
Jos?;ER 3;17;3450;165,6;34,8;26/04/2005;10:42:57
Jos?;ER 3;18;5281;217,7;41,4;26/04/2005;10:43:41
Jos?;ER 3;19;1467;131,6;20,6;26/04/2005;10:44:05
Jos?;ER 3;20;5216;218,9;40,6;26/04/2005;10:44:33
Jos?;ER 3;21;4101;201,2;34,3;26/04/2005;10:48:20
Jos?;ER 3;22;1850;118,9;25,4;26/04/2005;10:48:58
Jos?;ER 3;23;4294;189,7;35,8;26/04/2005;10:49:39
Jos?;ER 3;24;4963;214,9;37,8;26/04/2005;11:01:30
Jos?;ER 3;25;2023;122,9;27,2;26/04/2005;11:01:56
Jos?;ER 3;26;4371;218,7;37,3;26/04/2005;11:02:37
Jos?;ER 3;27;4487;204,5;33,5;26/04/2005;11:03:21
Jos?;ER 3;28;1507;114;21,3;26/04/2005;11:03:43
Jos?;ER 3;29;4690;200,2;37,3;26/04/2005;11:04:09
Jos?;ER 3;30;7223;252,2;46,7;26/04/2005;11:08:41
Jos?;ER 3;31;1465;116,6;21,3;26/04/2005;11:09:12
Jos?;ER 3;32;3891;188;33,8;26/04/2005;11:10:46
Jos?;ER 3;33;4033;206,5;37,1;26/04/2005;13:32:56
Jos?;ER 3;34;1859;124,2;24,6;26/04/2005;13:33:35
Jos?;ER 3;35;4522;193,5;36,3;26/04/2005;13:34:23
Jos?;ER 3;36;6395;263,7;46,2;26/04/2005;13:38:00
Jos?;ER 3;37;1587;119,6;21,8;26/04/2005;13:38:49
