var;ER;Scan_no; Area; Length; Width; Date; Time
Kensington;ER 10;115;2427;119,6;31,2;11/05/2005;15:29:37
Kensington;ER 10;116;4320;179,3;37,1;11/05/2005;15:30:11
Kensington;ER 10;117;3634;178,6;35,8;11/05/2005;15:30:38
Kensington;ER 10;118;5463;220;41,7;11/05/2005;15:31:38
Kensington;ER 10;119;2539;132,1;29,7;11/05/2005;15:31:59
Kensington;ER 10;120;4673;189,2;39,1;11/05/2005;15:32:29
Kensington;ER 10;121;3385;157,2;33,3;11/05/2005;15:32:49
Kensington;ER 10;122;6548;246,4;49,3;11/05/2005;15:33:23
Kensington;ER 10;123;3919;190;35,8;11/05/2005;15:33:40
Kensington;ER 10;124;5379;221;41,9;11/05/2005;15:47:53
Kensington;ER 10;125;3095;148,6;33;11/05/2005;15:48:15
Kensington;ER 10;126;6140;205,5;53,6;11/05/2005;15:50:14
Kensington;ER 10;127;5492;217,7;45,7;11/05/2005;15:51:12
Kensington;ER 10;128;4437;200,7;39,6;11/05/2005;15:51:47
Kensington;ER 10;129;4244;190,2;38,4;11/05/2005;15:52:07
Kensington;ER 10;130;6831;224,5;49,5;11/05/2005;15:52:38
Kensington;ER 10;131;4171;186,4;34,3;11/05/2005;15:53:00
Kensington;ER 10;132;5672;244,6;42,9;11/05/2005;15:53:36
Kensington;ER 10;133;4740;199,1;36,3;11/05/2005;15:53:57
Kensington;ER 10;134;4633;180,8;40,9;11/05/2005;15:54:27
Kensington;ER 10;135;2806;135,4;33;11/05/2005;15:54:42
Kensington;ER 10;136;7338;249,4;49,8;11/05/2005;15:56:14
Kensington;ER 10;137;4134;167,1;37,6;11/05/2005;15:56:33
Kensington;ER 10;138;6928;234,7;49,3;11/05/2005;15:57:07
Kensington;ER 10;139;7028;243,6;49,3;11/05/2005;15:59:13
Kensington;ER 10;140;5956;223,3;44,7;11/05/2005;16:00:06
Kensington;ER 10;141;5771;214,1;43,4;11/05/2005;16:00:42
Kensington;ER 10;142;7690;269,7;47,8;11/05/2005;16:01:29
Kensington;ER 10;143;5707;215,4;42,2;11/05/2005;16:01:54
Kensington;ER 10;144;8486;284,7;52,1;11/05/2005;16:02:56
Kensington;ER 10;145;7059;247,1;48,3;11/05/2005;16:04:00
Kensington;ER 10;146;5738;222,5;42,4;11/05/2005;16:04:55
Kensington;ER 2;1;2158;115,3;31;09/05/2005;14:24:55
Kensington;ER 2;2;2094;105,9;32;09/05/2005;14:25:09
Kensington;ER 2;3;3070;150,6;34,5;09/05/2005;14:25:58
Kensington;ER 2;4;3640;151,4;38,6;09/05/2005;14:26:26
Kensington;ER 2;5;4347;157;43,2;09/05/2005;14:26:59
Kensington;ER 2;6;3789;166,1;39,4;09/05/2005;14:27:18
Kensington;ER 2;7;5183;198,9;42,4;09/05/2005;14:28:12
Kensington;ER 2;8;4474;172,2;38,6;09/05/2005;14:28:31
Kensington;ER 2;9;6125;204;46;09/05/2005;14:29:01
Kensington;ER 2;10;5731;186,2;47,8;09/05/2005;14:29:30
Kensington;ER 2;11;5129;180,6;44,4;09/05/2005;14:30:04
Kensington;ER 2;12;5076;170,7;45,5;09/05/2005;14:30:27
Kensington;ER 3;1;3222;150,4;34,5;09/05/2005;14:56:16
Kensington;ER 3;2;7180;241;49,3;09/05/2005;14:56:51
Kensington;ER 3;3;3118;146;33,5;09/05/2005;14:57:40
Kensington;ER 3;4;6842;230,1;47,2;09/05/2005;14:58:20
Kensington;ER 3;5;5663;199,6;45,5;09/05/2005;14:58:39
Kensington;ER 3;6;6675;249,2;50,3;09/05/2005;14:59:21
Kensington;ER 3;7;5170;190,8;40,9;09/05/2005;14:59:43
Kensington;ER 3;8;7493;253,5;53,8;09/05/2005;15:00:15
Kensington;ER 3;9;4091;170,4;37,6;09/05/2005;15:00:41
Kensington;ER 3;10;8161;235,5;55,6;09/05/2005;15:01:27
Kensington;ER 3;11;6726;220,5;51,3;09/05/2005;15:03:22
Kensington;ER 3;12;1210;14,2;103,6;09/05/2005;15:13:43
Kensington;ER 3;13;8718;261,9;55,1;10/05/2005;07:44:31
Kensington;ER 3;14;4428;175,8;44,4;10/05/2005;07:45:06
Kensington;ER 3;15;5359;200,9;41,7;10/05/2005;07:45:44
Kensington;ER 3;16;3937;170,9;40,1;10/05/2005;07:46:14
Kensington;ER 3;17;7500;241,3;52,1;10/05/2005;07:47:10
Kensington;ER 3;18;5653;216,4;46;10/05/2005;07:47:31
Kensington;ER 3;19;6334;220,7;50,3;10/05/2005;07:48:03
Kensington;ER 3;20;4599;186,2;39,4;10/05/2005;07:48:35
Kensington;ER 3;21;7606;252,5;54,6;10/05/2005;07:49:19
Kensington;ER 3;22;5672;222,5;46;10/05/2005;07:50:10
Kensington;ER 3;23;9063;261,1;60,7;10/05/2005;07:51:06
Kensington;ER 3;24;5169;205;40,4;10/05/2005;07:51:36
Kensington;ER 3;25;5049;204,7;42,9;10/05/2005;07:52:10
Kensington;ER 3;26;3808;163,8;36,8;10/05/2005;07:52:33
Kensington;ER 3;27;6754;229,6;46,2;10/05/2005;07:53:07
Kensington;ER 3;28;5961;226,1;43,7;10/05/2005;07:53:31
Kensington;ER 3;29;8047;248,9;59,2;10/05/2005;07:54:16
Kensington;ER 3;30;5348;199,1;41,1;10/05/2005;07:54:54
Kensington;ER 3;31;410;55,9;12,4;10/05/2005;07:55:14
Kensington;ER 3;32;334;37,3;17,3;10/05/2005;07:55:31
Kensington;ER 3;33;571;45,7;21,1;10/05/2005;07:55:52
Kensington;ER 3;34;615;56,1;17,8;10/05/2005;07:56:02
Kensington;ER 3;35;787;98;22,4;10/05/2005;07:56:13
Kensington;ER 3;36;1214;89,4;22,9;10/05/2005;07:56:37
Kensington;ER 3;37;763;62,2;21,1;10/05/2005;07:56:49
Kensington;ER 3;38;1399;124,5;20,6;10/05/2005;07:57:06
Kensington;ER 3;39;1512;116,8;23,4;10/05/2005;07:57:31
Kensington;ER 3;40;1202;91,4;21,6;10/05/2005;07:57:44
Kensington;ER 3;41;1390;102,1;23,1;10/05/2005;07:57:58
Kensington;ER 3;42;2159;126,2;30;10/05/2005;07:58:26
Kensington;ER 3;43;1804;99,8;27,2;10/05/2005;07:58:43
Kensington;ER 3;44;2580;121,4;36,1;10/05/2005;07:59:14
Kensington;ER 3;45;1517;89,7;25,9;10/05/2005;07:59:27
Kensington;ER 3;46;2672;134,9;31;10/05/2005;07:59:54
Kensington;ER 3;47;2321;133,3;28,4;10/05/2005;08:00:10
Kensington;ER 3;48;3372;156;34,5;10/05/2005;08:00:38
Kensington;ER 3;49;3028;145,5;33,3;10/05/2005;08:00:57
Kensington;ER 3;50;3486;160;34,8;10/05/2005;08:04:55
Kensington;ER 3;51;2737;141,5;30,5;10/05/2005;08:05:30
Kensington;ER 3;52;4314;175,8;39,4;10/05/2005;08:06:32
Kensington;ER 3;53;2116;124,2;28,4;10/05/2005;08:06:52
Kensington;ER 3;54;4833;174,2;45;10/05/2005;08:07:23
Kensington;ER 3;55;4605;168,1;43,7;10/05/2005;08:07:42
Kensington;ER 3;56;3931;165,6;38,4;10/05/2005;08:08:10
Kensington;ER 3;57;3669;156;39,4;10/05/2005;08:08:33
Kensington;ER 3;58;6912;207,8;52,8;10/05/2005;08:09:09
Kensington;ER 3;59;4077;169,9;36,1;10/05/2005;08:09:28
Kensington;ER 4;1;1459;101,3;23,9;10/05/2005;08:11:49
Kensington;ER 4;2;757;79,2;16,3;10/05/2005;08:12:04
Kensington;ER 4;3;1264;88,9;22,1;10/05/2005;08:12:29
Kensington;ER 4;4;1545;105,9;23,9;10/05/2005;09:22:17
Kensington;ER 4;5;1362;104,1;23,6;10/05/2005;09:22:30
Kensington;ER 4;6;2685;138,2;31,7;10/05/2005;09:22:53
Kensington;ER 4;7;2123;120,6;30,5;10/05/2005;09:24:07
Kensington;ER 4;8;1585;102,1;24,6;10/05/2005;09:24:38
Kensington;ER 4;9;1246;90,4;23,1;10/05/2005;09:24:52
Kensington;ER 4;10;8359;289,3;49,5;10/05/2005;09:25:52
Kensington;ER 4;11;9229;313,9;52,3;10/05/2005;09:28:16
Kensington;ER 4;12;8821;284,5;51,1;10/05/2005;09:29:47
Kensington;ER 4;13;1794;109,2;25,4;10/05/2005;09:30:13
Kensington;ER 4;14;1371;94,7;23,9;10/05/2005;09:30:27
Kensington;ER 4;15;2688;145,5;30;10/05/2005;09:30:52
Kensington;ER 4;16;2038;118,1;26,9;10/05/2005;09:31:07
Kensington;ER 4;17;2985;147,8;30,7;10/05/2005;09:31:30
Kensington;ER 4;18;1802;110,7;26,2;10/05/2005;09:31:43
Kensington;ER 4;19;4062;175,5;35,8;10/05/2005;09:32:11
Kensington;ER 4;20;2395;127,5;30,5;10/05/2005;09:32:28
Kensington;ER 4;21;3107;144;33;10/05/2005;09:32:54
Kensington;ER 4;22;2101;115,8;26,9;10/05/2005;09:33:07
Kensington;ER 4;23;5377;208,3;40,4;10/05/2005;09:33:36
Kensington;ER 4;24;3723;169,7;34,5;10/05/2005;09:33:57
Kensington;ER 4;25;4035;162,3;36,1;10/05/2005;09:34:25
Kensington;ER 4;26;3080;152,4;34,3;10/05/2005;09:34:41
Kensington;ER 4;27;5854;213,4;42,9;10/05/2005;09:35:21
Kensington;ER 4;28;4908;189;40,6;10/05/2005;09:35:45
Kensington;ER 4;29;6284;218,7;46;10/05/2005;09:36:15
Kensington;ER 4;30;4169;184,7;35,6;10/05/2005;09:36:36
Kensington;ER 4;31;5290;197,4;41,4;10/05/2005;09:37:12
Kensington;ER 4;32;4071;161,3;38,1;10/05/2005;09:37:31
Kensington;ER 4;33;5583;210,3;41,4;10/05/2005;09:38:12
Kensington;ER 4;34;5288;204,2;40,4;10/05/2005;09:38:37
Kensington;ER 4;35;6255;218,2;44,4;10/05/2005;09:39:13
Kensington;ER 4;36;3871;162,3;37,6;10/05/2005;09:39:32
Kensington;ER 4;37;8757;280,7;52,1;10/05/2005;09:40:26
Kensington;ER 4;38;7662;258,1;49,3;10/05/2005;09:41:08
Kensington;ER 4;39;7967;265,2;53,3;10/05/2005;09:42:05
Kensington;ER 4;40;5461;204;43,2;10/05/2005;09:42:31
Kensington;ER 4;41;6346;230,6;46,2;10/05/2005;09:43:38
Kensington;ER 4;42;5108;186,4;45;10/05/2005;09:44:03
Kensington;ER 4;43;6376;222,8;45,5;10/05/2005;09:44:45
Kensington;ER 4;44;3519;159,8;34,8;10/05/2005;09:45:04
Kensington;ER 4;45;5929;212,6;48;10/05/2005;09:45:38
Kensington;ER 4;46;6296;232,7;42,9;10/05/2005;09:46:02
Kensington;ER 4;47;3726;162,1;35,8;10/05/2005;09:46:30
Kensington;ER 4;48;2632;130,3;32,5;10/05/2005;09:46:46
Kensington;ER 4;49;5990;220,7;43,2;10/05/2005;09:47:23
Kensington;ER 4;50;4636;190,2;38,4;10/05/2005;09:49:15
Kensington;ER 4;51;5769;252,5;45,5;10/05/2005;09:50:13
Kensington;ER 4;52;3642;157,7;36,6;10/05/2005;09:50:38
Kensington;ER 4;53;3864;169,2;36,1;10/05/2005;09:51:26
Kensington;ER 4;54;3246;157;33;10/05/2005;09:51:44
Kensington;ER 4;55;7401;271,5;47,2;10/05/2005;09:52:37
Kensington;ER 4;56;4579;189,2;37,3;10/05/2005;09:54:25
Kensington;ER 4;57;4219;178,6;37,3;10/05/2005;09:54:46
Kensington;ER 4;58;7567;275,6;52,3;10/05/2005;09:57:23
Kensington;ER 4;59;7766;260,9;49,5;10/05/2005;09:58:48
Kensington;ER 4;60;6967;244,9;48;10/05/2005;09:59:24
Kensington;ER 4;61;6547;239,8;43,9;10/05/2005;10:00:03
Kensington;ER 4;62;3748;161,5;36,1;10/05/2005;10:00:24
Kensington;ER 4;63;7350;253;51,3;10/05/2005;10:00:58
Kensington;ER 4;64;5001;198,1;41,7;10/05/2005;10:01:21
Kensington;ER 4;65;6973;263,9;50,8;10/05/2005;10:02:01
Kensington;ER 4;66;5634;223,3;41,4;10/05/2005;10:02:26
Kensington;ER 4;67;6615;237;47,2;10/05/2005;10:03:15
Kensington;ER 4;68;6726;258,6;50,5;10/05/2005;10:04:58
Kensington;ER 4;69;7169;246,9;50,8;10/05/2005;10:05:40
Kensington;ER 4;70;4435;188,7;39,1;10/05/2005;10:06:01
Kensington;ER 4;71;5238;205,2;41,1;10/05/2005;10:06:36
Kensington;ER 4;72;4582;178,8;41,9;10/05/2005;10:07:46
Kensington;ER 4;73;6216;218,9;45,2;10/05/2005;10:08:38
Kensington;ER 4;74;5805;211,6;42,7;10/05/2005;10:09:24
Kensington;ER 4;75;4795;199,9;41,7;10/05/2005;10:10:02
Kensington;ER 4;76;4638;188,2;39,9;10/05/2005;10:10:29
Kensington;ER 4;77;4624;181,9;38,4;10/05/2005;10:11:05
Kensington;ER 4;78;4196;170,7;37,1;10/05/2005;10:11:31
Kensington;ER 4;79;9183;323,8;53,1;10/05/2005;10:12:33
Kensington;ER 4;80;8737;299,5;53,3;10/05/2005;10:13:33
Kensington;ER 5;1;7385;269,2;50,3;10/05/2005;10:31:37
Kensington;ER 5;2;7067;244,6;50;10/05/2005;10:32:06
Kensington;ER 5;3;6166;231,9;45,5;10/05/2005;10:33:56
Kensington;ER 5;4;5813;223,8;44,4;10/05/2005;13:21:46
Kensington;ER 5;5;5181;214,4;44,7;10/05/2005;13:22:26
Kensington;ER 5;6;3118;145;35,1;10/05/2005;13:22:59
Kensington;ER 5;7;4424;185,7;36,6;10/05/2005;13:23:43
Kensington;ER 5;8;3543;168,1;40,9;10/05/2005;13:24:06
Kensington;ER 5;9;7862;278,4;53,3;10/05/2005;13:25:54
Kensington;ER 5;10;4199;170,2;38,1;10/05/2005;13:29:12
Kensington;ER 5;11;3312;157;33;10/05/2005;13:29:32
Kensington;ER 5;12;6809;233,9;47,5;10/05/2005;13:30:08
Kensington;ER 5;13;5686;208,8;43,7;10/05/2005;13:30:34
Kensington;ER 5;14;5262;201,4;41,1;10/05/2005;13:31:05
Kensington;ER 5;15;4007;177,5;35,1;10/05/2005;13:31:34
Kensington;ER 5;16;3917;171,7;35,1;10/05/2005;13:32:10
Kensington;ER 5;17;3854;154,7;38,6;10/05/2005;13:32:28
Kensington;ER 5;18;7209;241,3;51,3;10/05/2005;13:33:11
Kensington;ER 5;19;6547;224,8;46,5;10/05/2005;13:33:39
Kensington;ER 5;20;8159;283,5;55,6;10/05/2005;13:53:26
Kensington;ER 5;21;7079;266,4;51,1;10/05/2005;13:54:18
Kensington;ER 5;22;5440;189,5;44,7;10/05/2005;13:54:46
Kensington;ER 5;23;2759;142,5;30;10/05/2005;13:55:28
Kensington;ER 5;24;2959;150,6;30;10/05/2005;13:55:45
Kensington;ER 5;25;7397;280,4;48,8;10/05/2005;13:56:25
Kensington;ER 5;26;6775;244,6;49,3;10/05/2005;13:58:03
Kensington;ER 5;27;1350;94,2;23,4;10/05/2005;14:00:00
Kensington;ER 5;28;279;40,9;11,9;10/05/2005;14:00:10
Kensington;ER 5;29;1142;79;22,6;10/05/2005;14:00:21
Kensington;ER 5;30;1723;107,9;25,9;10/05/2005;14:01:47
Kensington;ER 5;31;794;72,1;19;10/05/2005;14:01:59
Kensington;ER 5;32;1045;85,1;21,1;10/05/2005;14:02:12
Kensington;ER 5;33;1427;99,6;22,9;10/05/2005;14:02:48
Kensington;ER 5;34;295;45,2;10,9;10/05/2005;14:02:57
Kensington;ER 5;35;660;63,8;17,8;10/05/2005;14:03:08
Kensington;ER 5;36;2362;129,5;29,2;10/05/2005;14:03:52
Kensington;ER 5;37;1645;105,4;25,1;10/05/2005;14:04:07
Kensington;ER 5;38;2087;117,6;27,7;10/05/2005;14:04:35
Kensington;ER 5;39;2178;116,6;29;10/05/2005;14:05:03
Kensington;ER 5;40;2639;125,5;33;10/05/2005;14:05:29
Kensington;ER 5;41;1981;119,6;27,2;10/05/2005;15:01:25
Kensington;ER 5;42;8216;261,6;53,8;10/05/2005;15:02:06
Kensington;ER 5;43;3130;145,5;34,5;10/05/2005;15:02:31
Kensington;ER 5;44;3138;142,5;34,5;10/05/2005;15:02:49
Kensington;ER 5;45;3830;175,8;34;10/05/2005;15:03:18
Kensington;ER 5;46;2899;142,5;32;10/05/2005;15:03:40
Kensington;ER 5;47;2894;144,8;31;10/05/2005;15:04:06
Kensington;ER 5;48;2530;133,1;29,7;10/05/2005;15:04:19
Kensington;ER 5;49;5071;198,6;40,4;10/05/2005;15:04:45
Kensington;ER 5;50;4559;189,5;36,6;10/05/2005;15:05:07
Kensington;ER 5;51;5246;200,9;39,9;10/05/2005;15:06:37
Kensington;ER 5;52;5193;207,5;38,6;10/05/2005;15:07:02
Kensington;ER 5;53;5809;213,6;46;10/05/2005;15:07:39
Kensington;ER 5;54;3692;157,2;35,6;10/05/2005;15:08:00
Kensington;ER 5;55;7069;254;46;10/05/2005;15:08:40
Kensington;ER 5;56;5058;200,7;41,7;10/05/2005;15:09:00
Kensington;ER 5;57;7863;278,4;53,3;10/05/2005;15:10:23
Kensington;ER 5;58;3550;158,7;35,6;10/05/2005;15:11:08
Kensington;ER 5;59;3119;137,2;36,8;10/05/2005;15:11:26
Kensington;ER 5;60;5617;221,5;40,1;10/05/2005;15:11:57
Kensington;ER 5;61;2775;137,9;31,5;10/05/2005;15:12:16
Kensington;ER 5;62;7091;257;49,5;10/05/2005;15:13:01
Kensington;ER 5;63;6199;235,7;45,2;10/05/2005;15:13:26
Kensington;ER 5;64;3014;152,4;30,5;10/05/2005;15:13:58
Kensington;ER 5;65;2785;136,4;31,7;10/05/2005;15:14:13
Kensington;ER 5;66;5350;205,5;42,7;10/05/2005;15:14:40
Kensington;ER 5;67;4430;183,4;38,9;10/05/2005;15:14:58
Kensington;ER 5;68;7945;269;59,2;10/05/2005;15:16:22
Kensington;ER 5;69;6225;221,2;49,3;10/05/2005;15:17:04
Kensington;ER 5;70;7692;263,1;54,6;10/05/2005;15:18:03
Kensington;ER 5;71;5989;213,4;45;10/05/2005;15:18:31
Kensington;ER 5;72;3649;164,8;34,5;10/05/2005;15:19:04
Kensington;ER 5;73;2629;138,7;29,7;10/05/2005;15:19:20
Kensington;ER 6;1;2191;118,1;28,7;10/05/2005;15:26:10
Kensington;ER 6;2;1623;118,4;23,1;10/05/2005;15:26:24
Kensington;ER 6;3;3360;141,7;43,7;10/05/2005;15:26:57
Kensington;ER 6;4;2480;135,4;29;10/05/2005;15:27:24
Kensington;ER 6;5;2421;129,5;29,7;10/05/2005;15:27:38
Kensington;ER 6;6;4118;163,1;39,6;10/05/2005;15:28:03
Kensington;ER 6;7;2750;150,9;32;10/05/2005;15:28:18
Kensington;ER 6;8;5252;172;49,5;10/05/2005;15:28:48
Kensington;ER 6;9;4562;193,8;45,2;10/05/2005;15:29:08
Kensington;ER 6;10;4440;172;40,6;10/05/2005;15:29:34
Kensington;ER 6;11;3368;148,1;36,1;10/05/2005;15:29:50
Kensington;ER 6;12;5645;198,6;46,5;10/05/2005;15:30:26
Kensington;ER 6;13;5008;183,9;43,7;10/05/2005;15:30:49
Kensington;ER 6;14;7249;227,3;51,6;10/05/2005;15:31:24
Kensington;ER 6;15;6774;213,4;52,3;10/05/2005;15:31:48
Kensington;ER 6;16;6421;210,6;53,6;10/05/2005;15:32:15
Kensington;ER 6;17;6115;232,9;52,3;10/05/2005;15:32:40
Kensington;ER 6;18;7186;240;54,9;10/05/2005;15:33:32
Kensington;ER 6;19;6409;229,1;49,8;10/05/2005;15:34:10
Kensington;ER 7;1;1594;111,8;22,6;10/05/2005;15:39:08
Kensington;ER 7;2;1350;98,3;27,4;10/05/2005;15:39:49
Kensington;ER 7;3;2559;139,7;33,8;10/05/2005;15:40:12
Kensington;ER 7;4;2133;117,9;29;10/05/2005;15:40:29
Kensington;ER 7;5;2487;140,2;32,5;10/05/2005;15:40:54
Kensington;ER 7;6;2383;132,1;29,5;10/05/2005;15:41:11
Kensington;ER 7;7;3491;161,8;34,3;10/05/2005;15:41:38
Kensington;ER 7;8;2702;136,7;31,7;10/05/2005;15:41:56
Kensington;ER 7;9;5111;202,9;44,2;10/05/2005;15:42:28
Kensington;ER 7;10;3507;158,2;37,3;10/05/2005;15:43:00
Kensington;ER 7;11;4904;189,5;41,4;10/05/2005;15:43:34
Kensington;ER 7;12;3705;158,7;36,1;10/05/2005;15:43:50
Kensington;ER 7;13;7595;244,1;54,4;10/05/2005;15:44:18
Kensington;ER 7;14;6912;226,6;51,1;10/05/2005;15:45:26
Kensington;ER 7;15;5543;191,5;48;10/05/2005;15:46:03
Kensington;ER 7;16;4919;204;44,4;10/05/2005;15:46:42
Kensington;ER 7;17;7005;237,7;54,6;10/05/2005;15:47:18
Kensington;ER 7;18;6185;202,9;46,5;10/05/2005;15:48:12
Kensington;ER 7;19;6137;221;52,1;10/05/2005;15:48:47
Kensington;ER 7;20;3576;159,5;36,8;10/05/2005;15:49:07
Kensington;ER 7;21;8766;268;56,4;10/05/2005;15:54:41
Kensington;ER 8;1;483;73,2;14,5;10/05/2005;15:56:16
Kensington;ER 8;2;1503;97;24,9;10/05/2005;15:56:29
Kensington;ER 8;3;1053;78,5;23,9;10/05/2005;15:56:42
Kensington;ER 8;4;1324;95;23,6;10/05/2005;15:57:08
Kensington;ER 8;5;778;70,9;19,3;10/05/2005;15:57:19
Kensington;ER 8;6;1092;94,5;22,1;10/05/2005;15:57:32
Kensington;ER 8;7;2226;138,4;30,2;10/05/2005;15:57:58
Kensington;ER 8;8;2027;116,6;29,7;10/05/2005;15:58:13
Kensington;ER 8;9;2851;134,1;35,6;10/05/2005;15:58:37
Kensington;ER 8;10;2216;128,8;31;10/05/2005;15:59:00
Kensington;ER 8;11;9162;165,1;55,9;10/05/2005;16:00:29
Kensington;ER 8;12;11523;183,9;59,4;10/05/2005;16:01:21
Kensington;ER 8;13;11802;184,7;61,5;10/05/2005;16:02:36
Kensington;ER 8;14;8936;263,4;54,1;10/05/2005;16:03:29
Kensington;ER 8;15;5592;199,9;46,5;10/05/2005;16:03:57
Kensington;ER 8;16;3151;142,5;35,1;10/05/2005;16:04:11
Kensington;ER 8;17;4405;166,1;42,2;10/05/2005;16:04:41
Kensington;ER 8;18;2299;117,3;31,5;10/05/2005;16:04:56
Kensington;ER 8;19;5819;200,4;48,5;10/05/2005;16:05:38
Kensington;ER 8;20;5069;202,2;44,2;10/05/2005;16:05:59
Kensington;ER 8;21;4684;178,6;41,7;10/05/2005;16:06:35
Kensington;ER 8;22;2013;111,5;30,2;10/05/2005;16:06:48
Kensington;ER 8;23;6543;217,9;51,6;10/05/2005;16:07:24
Kensington;ER 8;24;2788;130;34,3;10/05/2005;16:07:41
Kensington;ER 8;25;6535;225;50,8;10/05/2005;16:08:10
Kensington;ER 8;26;6041;216,7;50,5;10/05/2005;16:08:29
Kensington;ER 8;27;4788;168,9;43,9;10/05/2005;16:08:53
Kensington;ER 8;28;3136;155,4;36,6;10/05/2005;16:09:10
Kensington;ER 8;29;5699;220;45,2;11/05/2005;09:38:53
Kensington;ER 8;30;4676;202,9;43,7;11/05/2005;09:39:18
Kensington;ER 8;31;5605;217,4;40,4;11/05/2005;09:39:55
Kensington;ER 8;32;4273;178,8;37,1;11/05/2005;09:40:17
Kensington;ER 8;33;5430;202,9;43,7;11/05/2005;09:40:53
Kensington;ER 8;34;3561;152,9;34;11/05/2005;09:41:14
Kensington;ER 8;35;7179;269;48;11/05/2005;09:42:35
Kensington;ER 8;36;6348;225,6;47,5;11/05/2005;09:44:17
Kensington;ER 8;37;8296;270,5;52,1;11/05/2005;09:44:59
Kensington;ER 8;38;7234;238,5;49,5;11/05/2005;09:45:27
Kensington;ER 8;39;7375;233,7;49,8;11/05/2005;09:46:02
Kensington;ER 8;40;6222;209,3;43,9;11/05/2005;09:57:14
Kensington;ER 8;41;6588;219,7;47;11/05/2005;09:57:45
Kensington;ER 8;42;5141;196,8;40,9;11/05/2005;09:58:05
Kensington;ER 8;43;11127;326,4;64;11/05/2005;10:00:43
Kensington;ER 9;1;2586;141,5;29,7;11/05/2005;10:03:35
Kensington;ER 9;2;1696;105,2;26,7;11/05/2005;10:03:48
Kensington;ER 9;3;2716;133,3;32,5;11/05/2005;10:04:22
Kensington;ER 9;4;4463;181,4;39,4;11/05/2005;10:04:55
Kensington;ER 9;5;4148;172,2;37,8;11/05/2005;10:05:14
Kensington;ER 9;6;4759;181,9;40,1;11/05/2005;10:05:42
Kensington;ER 9;7;4366;182,4;37,3;11/05/2005;10:06:11
Kensington;ER 9;8;4746;198,4;40,4;11/05/2005;10:06:38
Kensington;ER 9;9;3768;154,2;37,3;11/05/2005;10:07:48
Kensington;ER 9;10;7042;222;49,5;11/05/2005;10:08:38
Kensington;ER 9;11;6587;221,7;47;11/05/2005;10:09:04
