Var;cod_arbre;branche;num_ arbre;nb_ram_flo_2002;nb_UC_depuis_la_ramif;axe_porteur;type_axe_porteur;nb_axes_port;num_nd_ramif;axe_port;typo_port;Long;DB;DS;Nb_feuilles;Nb_feuilles_chut;Nb_noeuds;conicit;elancement
LIRFA;F2;V;3;0;5;A;T;3;porteuse;;;17,5;12,35;11,51;13;1;16;0,048;1,467
LIRFA;F2;V;3;0;5;A;T;3;0;1;v;19;9;7,34;18;2;21;0,087;2,326
LIRFA;F2;V;3;0;5;A;T;3;1;2;v;11,5;6,68;5,75;5;2;7;0,081;1,85
LIRFA;F2;V;3;0;5;A;T;3;2;3;v;7;4,1;3,74;8;1;9;0,051;1,786
LIRFA;F2;V;3;0;5;B;T;4;porteuse;;;20;12,52;10,76;16;0;18;0,088;1,718
LIRFA;F2;V;3;0;5;B;T;4;0;1;v;17,5;6,87;5,49;14;2;17;0,079;2,832
LIRFA;F2;V;3;0;5;B;T;4;1;2;v;12,3;5,51;4,5;9;2;13;0,082;2,458
LIRFA;F2;V;3;0;5;B;T;4;2;3;v;11,6;4,67;3,7;4;5;9;0,084;2,772
LIRFA;F2;V;3;0;5;B;T;4;3;4;v;15,2;7,9;7,31;11;2;13;0,039;1,999
LIRFA;F2;V;3;0;6;C;R;1;porteuse;;;12,5;9,13;8,37;4;2;7;0,061;1,429
LIRFA;F2;V;3;0;6;C;R;1;0;1;v;14;7,79;6,26;15;2;17;0,109;1,993
LIRFA;F2;V;3;0;5;D;T;3;porteuse;;;17;11;8,89;15;2;20;0,124;1,709
LIRFA;F2;V;3;0;5;D;T;3;0;1;v;20;7,93;5,41;16;3;21;0,126;2,999
LIRFA;F2;V;3;0;5;D;T;3;1;2;v;12,5;5,47;4,56;8;2;12;0,073;2,493
LIRFA;F2;V;3;0;5;D;T;3;2;3;v;8;3,48;3,13;5;2;8;0,044;2,421
LIRFA;F2;VI;3;0;6;A;T;2;porteuse;;;13;9,18;8,78;12;1;15;0,031;1,448
LIRFA;F2;VI;3;0;6;A;T;2;0;1;v;17,5;6,65;5,98;13;2;19;0,038;2,771
LIRFA;F2;VI;3;0;6;A;T;2;1;2;v;13,2;5,85;4,84;7;2;9;0,077;2,47
LIRFA;F2;VI;3;0;5;B;T;4;porteuse;;;18,2;12,86;11,87;16;0;19;0,054;1,472
LIRFA;F2;VI;3;0;5;B;T;4;0;1;v;21;9,49;7,23;18;3;22;0,108;2,512
LIRFA;F2;VI;3;0;5;B;T;4;1;2;v;10;5;4,68;4;1;10;0,032;2,066
LIRFA;F2;VI;3;0;5;B;T;4;2;3;v;14,5;6,45;5,35;11;1;14;0,076;2,458
LIRFA;F2;VI;3;0;5;B;T;4;3;4;v;13,5;6,52;5,29;7;0;9;0,091;2,286
LIRFA;F2;VI;3;0;5;C;T;4;porteuse;;;20;14,32;13,23;15;3;18;0,055;1,452
LIRFA;F2;VI;3;0;5;C;T;4;0;1;v;23;9,26;7,84;20;2;24;0,062;2,69
LIRFA;F2;VI;3;0;5;C;T;4;1;2;v;19,5;8,06;6,4;12;1;15;0,085;2,697
LIRFA;F2;VI;3;0;5;C;T;4;2;3;v;17,6;7,54;6,07;13;2;19;0,084;2,586
LIRFA;F2;VI;3;0;5;C;T;4;3;4;v;15,5;7,21;5,88;11;1;14;0,086;2,368
LIRFA;F2;VI;3;0;5;D;R;1;porteuse;;;12,5;7,38;6,36;4;2;7;0,082;1,82
LIRFA;F2;VI;3;0;5;D;R;1;0;1;v;11;5,36;5,03;15;2;17;0,03;2,117
LIRFA;F6;I;4;0;8;A;R;1;porteuse;;;5;4,8;4,47;10;8;12;0,066;1,079
LIRFA;F6;I;4;0;8;A;R;1;0;1;v;7,7;4,18;3,89;8;4;12;0,038;1,908
LIRFA;F6;I;4;0;7;B;T;4;porteuse;;;17;12,81;11,54;17;1;20;0,075;1,396
LIRFA;F6;I;4;0;7;B;T;4;0;1;v;22;9,18;6,75;19;0;19;0,11;2,762
LIRFA;F6;I;4;0;7;B;T;4;1;2;v;13;6,49;5,7;8;0;22;0,061;2,133
LIRFA;F6;I;4;0;7;B;T;4;2;3;v;15;5,07;4,7;12;0;13;0,025;3,071
LIRFA;F6;I;4;0;7;B;T;4;3;4;v;13;4,87;4,47;17;1;19;0,031;2,784
LIRFA;F6;I;4;0;7;C;R;1;porteuse;;;7;6,34;5,84;3;5;8;0,071;1,149
LIRFA;F6;I;4;0;7;C;R;1;0;1;v;9;5,45;5,06;13;0;15;0,043;1,713
LIRFA;F6;I;4;0;7;D;T;1;porteuse;;;17;7,46;5,96;9;0;11;0,088;2,534
LIRFA;F6;I;4;0;7;D;T;1;0;1;v;12,5;6,03;4,76;14;1;17;0,102;2,317
LIRFA;F6;II;4;0;7;A;R;1;porteuse;;;8;5,87;5,67;4;0;6;0,025;1,386
LIRFA;F6;II;4;0;7;A;R;1;0;1;v;19;6,77;5,64;10;1;15;0,059;3,062
LIRFA;F6;II;4;0;8;B;T;6;porteuse;;;16;11,34;10,32;13;2;18;0,064;1,477
LIRFA;F6;II;4;0;8;B;T;6;0;1;v;22,5;8,62;6,58;17;2;21;0,091;2,961
LIRFA;F6;II;4;0;8;B;T;6;1;2;v;9;4,41;3,98;6;1;9;0,048;2,145
LIRFA;F6;II;4;0;8;B;T;6;2;3;v;14;6,59;5,32;4;0;6;0,091;2,351
LIRFA;F6;II;4;0;8;B;T;6;3;4;v;12,8;3,62;3,17;16;2;20;0,035;3,77
LIRFA;F6;II;4;0;8;B;T;6;4;5;v;19,5;5,69;4,94;19;1;23;0,038;3,669
LIRFA;F6;II;4;0;8;B;T;6;5;6;v;12;4,22;4,12;7;0;13;0,008;2,878
LIRFA;F6;II;4;0;8;C;T;4;porteuse;;;16,3;11,36;10;14;1;18;0,083;1,526
LIRFA;F6;II;4;0;8;C;T;4;0;1;v;21,5;6,93;4,77;17;4;24;0,1;3,675
LIRFA;F6;II;4;0;8;C;T;4;1;2;v;10;4,22;3,95;7;0;11;0,027;2,448
LIRFA;F6;II;4;0;8;C;T;4;2;3;v;19;6,14;4,72;12;2;14;0,075;3,499
LIRFA;F6;II;4;0;8;C;T;4;3;4;v;9;3,22;3,12;6;0;7;0,011;2,839
LIRFA;F6;II;4;0;8;D;T;6;porteuse;;;13,5;11,86;11,26;16;0;19;0,044;1,168
LIRFA;F6;II;4;0;8;D;T;6;0;1;v;20;7,99;5,6;19;3;22;0,12;2,943
LIRFA;F6;II;4;0;8;D;T;6;1;2;v;7,3;3,78;3,07;3;1;10;0,097;2,131
LIRFA;F6;II;4;0;8;D;T;6;2;3;v;10,5;3,83;3,49;7;1;11;0,032;2,869
LIRFA;F6;II;4;0;8;D;T;6;3;4;v;8;3,73;3,53;11;1;14;0,025;2,204
LIRFA;F6;II;4;0;8;D;T;6;4;5;v;12,2;4,24;3,51;8;1;13;0,06;3,148
LIRFA;F6;II;4;0;8;D;T;6;5;6;v;13,5;4,15;3,86;7;0;10;0,021;3,371
LIRFA;F6;III;4;0;7;A;T;1;porteuse;;;13;8,79;7,32;10;0;13;0,113;1,614
LIRFA;F6;III;4;0;7;A;T;1;0;1;v;15;6,05;3,91;17;2;23;0,143;3,012
LIRFA;F6;III;4;0;7;B;R;1;porteuse;;;15;7,42;6,33;9;0;12;0,073;2,182
LIRFA;F6;III;4;0;7;B;R;1;0;1;v;15;6,36;4,26;12;4;17;0,14;2,825
LIRFA;F6;III;4;0;7;C;T;5;porteuse;;;16,3;10,36;9;13;0;16;0,083;1,684
LIRFA;F6;III;4;0;7;C;T;5;0;1;v;15;6,07;4,76;18;2;23;0,087;2,77
LIRFA;F6;III;4;0;7;C;T;5;1;2;v;6,5;3,75;3,25;6;0;9;0,077;1,857
LIRFA;F6;III;4;0;7;C;T;5;2;3;v;9,5;3,34;3,27;6;1;10;0,007;2,874
LIRFA;F6;III;4;0;7;C;T;5;3;4;v;10,5;3,82;3,61;4;1;7;0,02;2,826
LIRFA;F6;III;4;0;7;C;T;5;4;5;v;8;3,13;2,75;4;1;8;0,048;2,721
LIRFA;F6;III;4;0;7;D;R;1;porteuse;;;9,2;5,8;5,02;11;1;15;0,085;1,701
LIRFA;F6;III;4;0;7;D;R;1;0;1;v;10;4,66;4;12;3;17;0,066;2,309
LIRFA;F6;III;4;0;7;E;T;2;porteuse;;;11,5;8,38;6,81;9;0;10;0,137;1,514
LIRFA;F6;III;4;0;7;E;T;2;0;1;v;18;6,63;3,74;18;2;20;0,161;3,472
LIRFA;F6;III;4;0;7;E;T;2;1;2;v;11;4,3;3,88;9;1;11;0,038;2,689
LIRFA;F6;IV;4;0;7;A;R;1;porteuse;;;8;6,75;5,9;3;5;8;0,106;1,265
LIRFA;F6;IV;4;0;7;A;R;1;0;1;v;12,5;3,8;3,58;13;0;15;0,018;3,388
LIRFA;F6;IV;4;0;7;B;T;5;porteuse;;;14,8;11,86;11,26;16;0;19;0,041;1,28
LIRFA;F6;IV;4;0;7;B;T;5;0;1;v;21,7;7,99;5,6;19;3;22;0,11;3,194
LIRFA;F6;IV;4;0;7;B;T;5;1;2;v;7,5;3,78;3,07;3;1;10;0,095;2,19
LIRFA;F6;IV;4;0;7;B;T;5;2;3;v;11;3,84;3,51;7;1;11;0,03;2,993
LIRFA;F6;IV;4;0;7;B;T;5;3;4;v;10,6;3,76;3,56;11;1;14;0,019;2,896
LIRFA;F6;IV;4;0;7;B;T;5;4;5;v;12,5;4,25;3,52;8;1;13;0,058;3,218
LIRFA;F6;IV;4;0;7;C;R;1;porteuse;;;8,6;6,9;6;4;3;7;0,105;1,333
LIRFA;F6;IV;4;0;7;C;R;1;0;1;v;14,7;5,91;4,62;9;3;15;0,088;2,792
LIRFA;F6;IV;4;0;7;D;T;1;porteuse;;;15;7,44;6,35;9;0;12;0,073;2,175
LIRFA;F6;IV;4;0;7;D;T;1;0;1;v;16,4;6,4;4,4;12;4;17;0,122;3,037
LIRFA;F6;V;4;0;6;A;R;1;porteuse;;;9,5;7,26;6,33;10;2;14;0,098;1,398
LIRFA;F6;V;4;0;6;A;R;1;0;1;v;10;4,81;4,07;14;1;16;0,074;2,252
LIRFA;F6;V;4;0;6;B;T;1;porteuse;;;11;5,8;5,02;10;2;15;0,071;2,033
LIRFA;F6;V;4;0;6;B;T;1;0;1;v;7,9;4,66;4;17;1;21;0,084;1,824
LIRFA;F6;V;4;0;6;C;T;3;porteuse;;;17,6;10,27;8,8;17;0;20;0,084;1,846
LIRFA;F6;V;4;0;6;C;T;3;0;1;v;19;7,24;5,35;19;1;22;0,099;3,018
LIRFA;F6;V;4;0;6;C;T;3;1;2;v;16,5;6,45;5,78;6;1;7;0,041;2,698
LIRFA;F6;V;4;0;6;C;T;3;2;3;v;7;3,48;3,13;5;2;7;0,05;2,118
LIRFA;F6;V;4;0;6;D;R;1;porteuse;;;13,5;7,17;6,61;5;3;10;0,041;1,959
LIRFA;F6;V;4;0;6;D;R;1;0;1;v;12;5,52;4,63;18;3;17;0,074;2,365
LIRFA;F6;V;4;0;6;E;T;1;porteuse;;;8,5;6,85;6;3;5;8;0,1;1,323
LIRFA;F6;V;4;0;6;E;T;1;0;1;v;16,5;4,2;3,78;13;0;15;0,025;4,135
LIRFA;F6;V;4;0;6;F;R;1;porteuse;;;10,5;6;5,54;5;2;8;0,044;1,82
LIRFA;F6;V;4;0;6;F;R;1;0;1;v;15;5,46;4,2;15;2;15;0,084;3,106
LIRFA;F6;V;4;0;6;G;T;7;porteuse;;;16;10,86;9,7;16;0;19;0,073;1,556
LIRFA;F6;V;4;0;6;G;T;7;0;1;v;22,5;7,99;5,6;19;3;22;0,106;3,311
LIRFA;F6;V;4;0;6;G;T;7;1;2;v;8;3,88;3,18;3;1;10;0,088;2,266
LIRFA;F6;V;4;0;6;G;T;7;2;3;v;11,5;3,83;3,49;7;1;11;0,03;3,142
LIRFA;F6;V;4;0;6;G;T;7;3;4;v;12,2;4,76;3,19;11;1;14;0,129;3,069
LIRFA;F6;V;4;0;6;G;T;7;4;5;v;15,3;5,46;4,05;8;1;12;0,092;3,218
LIRFA;F6;V;4;0;6;G;T;7;5;6;v;11,4;4,24;3,51;7;1;9;0,064;2,942
LIRFA;F6;V;4;0;6;G;T;7;6;7;v;10,2;4,15;3,86;8;0;8;0,028;2,547
LIRFA;B14;I;5;0;5;A;T;1;porteuse;;;16,7;10,12;9,6;13;1;17;0,031;1,694
LIRFA;B14;I;5;0;5;A;T;1;0;1;v;21,1;9,38;6,43;15;1;19;0,14;2,669
LIRFA;B14;I;5;0;5;B;R;1;porteuse;;;16,5;10,04;8,82;10;0;13;0,074;1,75
LIRFA;B14;I;5;0;5;B;R;1;0;1;v;17,4;8,43;6,94;14;1;19;0,086;2,264
LIRFA;B14;I;5;0;5;C;T;2;porteuse;;;19,9;9,53;8,17;19;1;21;0,068;2,249
LIRFA;B14;I;5;0;5;C;T;2;0;1;v;17,8;7,64;5,65;17;0;20;0,112;2,679
LIRFA;B14;I;5;0;5;C;T;2;1;2;v;8,2;4,22;3,86;6;0;8;0,044;2,03
LIRFA;B14;I;5;0;5;D;R;1;porteuse;;;11,3;7,03;6,14;6;2;9;0,079;1,716
LIRFA;B14;I;5;0;5;D;R;1;0;1;v;13,4;6,09;4,74;13;1;16;0,101;2,475
LIRFA;B14;I;5;0;4;E;R;1;porteuse;;;3,8;5,95;5,95;4;1;5;0;0,639
LIRFA;B14;I;5;0;4;E;R;1;0;1;v;16,8;5,45;4,63;10;1;12;0,049;3,333
LIRFA;B14;I;5;0;5;F;T;1;porteuse;;;19,4;7,55;6,08;16;0;18;0,076;2,847
LIRFA;B14;I;5;0;5;F;T;1;0;1;v;13,3;6,13;5,04;13;2;18;0,082;2,381
LIRFA;B14;I;5;0;7;G;T;2;porteuse;;;19,8;8,72;7,02;15;2;19;0,086;2,516
LIRFA;B14;I;5;0;7;G;T;2;0;1;v;15;6,89;4,37;11;6;20;0,168;2,664
LIRFA;B14;I;5;0;7;G;T;2;1;2;v;9,4;4,53;3,92;5;1;7;0,065;2,225
LIRFA;B14;I;5;0;7;H;R;1;porteuse;;;11,9;8,08;6,96;8;2;12;0,094;1,582
LIRFA;B14;I;5;0;7;H;R;1;0;1;v;17,6;6,89;5,15;12;4;18;0,099;2,924
LIRFA;B14;I;5;0;7;I;R;1;porteuse;;;14,8;7,42;6,33;9;0;12;0,074;2,153
LIRFA;B14;I;5;0;7;I;R;1;0;1;v;15,8;6,36;4,26;12;4;17;0,133;2,976
LIRFA;B14;I;5;0;6;J;T;1;porteuse;;;12,1;5,46;4,74;10;2;14;0,06;2,373
LIRFA;B14;I;5;0;6;J;T;1;0;1;v;6,6;4,22;3,96;10;6;18;0,039;1,614
LIRFA;B14;I;5;0;7;K;T;3;porteuse;;;16,7;9,65;8,12;9;2;15;0,092;1,88
LIRFA;B14;I;5;0;7;K;T;3;0;1;v;17,5;7,04;4,88;15;3;20;0,123;2,936
LIRFA;B14;I;5;0;7;K;T;3;1;2;v;6,3;3,07;3,07;5;2;8;0;2,052
LIRFA;B14;I;5;0;7;K;T;3;2;3;v;11,7;4,45;4,19;6;2;10;0,022;2,708
LIRFA;B14;I;5;0;7;L;R;1;porteuse;;;6,5;6,88;6,6;4;1;6;0,043;0,964
LIRFA;B14;I;5;0;7;L;R;1;0;1;v;19,2;6,7;4,53;15;2;19;0,113;3,419
LIRFA;B14;I;5;0;7;M;R;1;porteuse;;;6,4;6,29;5,03;2;2;6;0,197;1,131
LIRFA;B14;I;5;0;7;M;R;1;0;1;v;12,9;4,79;3,8;10;3;15;0,077;3,003
LIRFA;B14;I;5;0;7;N;R;1;porteuse;;;8,3;7,26;7,02;4;2;8;0,029;1,162
LIRFA;B14;I;5;0;7;N;R;1;0;1;v;17,3;6,42;4,59;14;1;18;0,106;3,143
LIRFA;B14;I;5;0;7;O;T;2;porteuse;;;17;9,64;7,83;15;1;18;0,106;1,946
LIRFA;B14;I;5;0;7;O;T;2;0;1;v;13,2;6,74;5,41;11;5;19;0,101;2,173
LIRFA;B14;I;5;0;7;O;T;2;1;2;v;9,6;4,72;4,55;8;2;12;0,018;2,071
LIRFA;B14;I;5;0;7;P;T;2;porteuse;;;16,7;8,15;6,51;10;2;15;0,098;2,278
LIRFA;B14;I;5;0;7;P;T;2;0;1;v;13,8;5,96;4,23;15;0;18;0,125;2,709
LIRFA;B14;I;5;0;7;P;T;2;1;2;v;6,6;3,7;3,43;5;2;9;0,041;1,851
LIRFA;B14;I;5;0;7;Q;T;1;porteuse;;;11,9;6,49;5,07;10;1;14;0,119;2,059
LIRFA;B14;I;5;0;7;Q;T;1;0;1;v;12,2;3,34;4,06;13;0;16;-0,059;3,297
LIRFA;B14;I;5;0;7;R;R;1;porteuse;;;6,2;5,42;4,98;10;2;14;0,071;1,192
LIRFA;B14;I;5;0;7;R;R;1;0;1;v;12,9;5,23;4,07;14;1;16;0,09;2,774
LIRFA;B14;I;5;0;7;S;T;1;porteuse;;;19,4;8,37;6,35;9;0;11;0,104;2,636
LIRFA;B14;I;5;0;7;S;T;1;0;1;v;13,2;6,57;4,41;14;1;17;0,164;2,404
LIRFA;B14;I;5;0;7;T;R;1;porteuse;;;15,5;8,24;6,72;14;2;18;0,098;2,072
LIRFA;B14;I;5;0;7;T;R;1;0;1;v;15;6,53;5,08;17;1;19;0,097;2,584
LIRFA;B14;I;5;0;7;U;R;1;porteuse;;;11,1;6,48;5,48;6;0;9;0,09;1,856
LIRFA;B14;I;5;0;7;U;R;1;0;1;v;15,5;5,92;4,27;12;1;16;0,106;3,042
LIRFA;B14;I;5;0;7;V;T;2;porteuse;;;19,1;8,64;6,53;15;2;19;0,11;2,518
LIRFA;B14;I;5;0;7;V;T;2;0;1;v;12;5,86;4,17;15;1;19;0,141;2,393
LIRFA;B14;I;5;0;7;V;T;2;1;2;v;7,4;3,68;3,13;5;3;11;0,074;2,173
LIRFA;B14;I;5;0;7;W;T;3;porteuse;;;15,7;9,52;8,18;16;1;20;0,085;1,774
LIRFA;B14;I;5;0;7;W;T;3;0;1;v;18,6;7,72;5,65;18;1;21;0,111;2,782
LIRFA;B14;I;5;0;7;W;T;3;1;2;v;13,6;4,15;3,64;7;0;10;0,038;3,492
LIRFA;B14;I;5;0;7;W;T;3;2;3;v;9,3;3,86;3,63;4;0;6;0,025;2,483
LIRFA;B14;I;5;0;6;X;T;4;porteuse;;;17,5;11,95;10,3;14;1;17;0,094;1,573
LIRFA;B14;I;5;0;6;X;T;4;0;1;v;24,5;8,55;5,93;17;1;20;0,107;3,384
LIRFA;B14;I;5;0;6;X;T;4;1;2;v;12,3;4,48;3,79;6;2;9;0,056;2,975
LIRFA;B14;I;5;0;6;X;T;4;2;3;v;20,4;6,91;5,31;12;0;14;0,078;3,339
LIRFA;B14;I;5;0;6;X;T;4;3;4;v;15,4;5,56;5,19;10;1;12;0,024;2,865
LIRFA;B14;I;5;0;7;Y;T;1;porteuse;;;12;6,56;5,9;9;0;9;0,055;1,926
LIRFA;B14;I;5;0;7;Y;T;1;0;1;v;15,1;5,62;4,31;14;1;16;0,087;3,041
LIRFA;B14;I;5;0;7;Z;T;4;porteuse;;;17,6;14,6;12,1;17;1;20;0,142;1,318
LIRFA;B14;I;5;0;7;Z;T;4;0;1;v;23,6;8,58;6,11;19;0;19;0,105;3,213
LIRFA;B14;I;5;0;7;Z;T;4;1;2;v;13;6,8;5,09;8;0;12;0,132;2,187
LIRFA;B14;I;5;0;7;Z;T;4;2;3;v;19,9;4,76;3,82;12;0;13;0,047;4,639
LIRFA;B14;I;5;0;7;Z;T;4;3;4;v;19,5;8;6,34;17;1;19;0,085;2,72
LIRFA;B14;I;5;0;7;AA;R;1;porteuse;;;15,1;7,42;5,86;10;1;16;0,103;2,274
LIRFA;B14;I;5;0;7;AA;R;1;0;1;v;13,4;6,03;4,76;13;0;11;0,095;2,484
LIRFA;B14;II;5;0;7;A;T;2;porteuse;;;10,2;7,11;6,31;7;2;10;0,078;1,52
LIRFA;B14;II;5;0;7;A;T;2;0;1;v;4,3;4,88;4,29;5;6;13;0,137;0,938
LIRFA;B14;II;5;0;7;A;T;2;1;2;v;10,9;5,51;4,6;7;1;9;0,083;2,156
LIRFA;B14;II;5;0;7;B;R;1;porteuse;;;4,9;6,44;5,95;10;2;12;0,1;0,791
LIRFA;B14;II;5;0;7;B;R;1;0;1;v;8,9;5,45;5,06;8;2;15;0,044;1,694
LIRFA;B14;II;5;0;7;C;T;2;porteuse;;;14,5;9,67;8,37;15;2;19;0,09;1,608
LIRFA;B14;II;5;0;7;C;T;2;0;1;v;18,9;7,13;5,05;18;1;19;0,11;3,103
LIRFA;B14;II;5;0;7;C;T;2;1;2;v;15,4;5,71;4,34;10;3;11;0,089;3,065
LIRFA;B14;II;5;0;7;D;R;1;porteuse;;;15;8,7;7,47;8;2;12;0,082;1,855
LIRFA;B14;II;5;0;7;D;R;1;0;1;v;20,6;7,77;5,19;17;4;23;0,125;3,179
LIRFA;B14;II;5;0;7;E;T;5;porteuse;;;20;13,57;11,16;18;0;19;0,121;1,617
LIRFA;B14;II;5;0;7;E;T;5;0;1;v;21,3;8;5,88;20;3;24;0,1;3,069
LIRFA;B14;II;5;0;7;E;T;5;1;2;v;9,1;3,17;3,15;6;1;10;0,002;2,88
LIRFA;B14;II;5;0;7;E;T;5;2;3;v;17,5;6,46;4,8;13;1;14;0,095;3,108
LIRFA;B14;II;5;0;7;E;T;5;3;4;v;17,1;6,15;4,75;10;1;12;0,082;3,138
LIRFA;B14;II;5;0;7;E;T;5;4;5;v;13,4;5,07;3,79;9;1;13;0,096;3,025
LIRFA;B14;II;5;0;7;F;T;4;porteuse;;;16,4;9,8;7,95;17;0;20;0,113;1,848
LIRFA;B14;II;5;0;7;F;T;4;0;1;v;18,4;7,42;5,53;19;1;22;0,103;2,842
LIRFA;B14;II;5;0;7;F;T;4;1;2;v;8,1;3,32;3,18;6;1;7;0,017;2,492
LIRFA;B14;II;5;0;7;F;T;4;2;3;v;8,1;3,27;3,23;5;2;7;0,005;2,492
LIRFA;B14;II;5;0;7;F;T;4;3;4;v;8,2;3,55;3,09;5;1;7;0,056;2,47
LIRFA;B14;II;5;0;7;G;T;4;porteuse;;;18,2;10,85;9,18;15;0;18;0,092;1,817
LIRFA;B14;II;5;0;7;G;T;4;0;1;v;20,2;7,62;5,33;17;2;22;0,113;3,12
LIRFA;B14;II;5;0;7;G;T;4;1;2;v;13,3;4,28;4,02;8;1;10;0,02;3,205
LIRFA;B14;II;5;0;7;G;T;4;2;3;v;16,9;5,8;4,4;11;0;13;0,083;3,314
LIRFA;B14;II;5;0;7;G;T;4;3;4;v;10,6;3,49;3,08;7;1;10;0,039;3,227
LIRFA;B14;II;5;0;7;H;T;4;porteuse;;;20;12,65;10,5;14;1;17;0,108;1,728
LIRFA;B14;II;5;0;7;H;T;4;0;1;v;23,8;8,3;6;19;1;22;0,097;3,329
LIRFA;B14;II;5;0;7;H;T;4;1;2;v;15;5,77;4,48;8;1;11;0,086;2,927
LIRFA;B14;II;5;0;7;H;T;4;2;3;v;13,7;4,09;3,44;8;2;11;0,047;3,639
LIRFA;B14;II;5;0;7;H;T;4;3;4;v;19,8;7,25;5,09;14;0;16;0,109;3,209
LIRFA;B14;II;5;0;7;I;T;5;porteuse;;;20,6;13,77;11,4;18;1;20;0,115;1,637
LIRFA;B14;II;5;0;7;I;T;5;0;1;v;24,5;9,15;6,34;19;1;22;0,115;3,163
LIRFA;B14;II;5;0;7;I;T;5;1;2;v;18,5;6,83;5,23;12;1;14;0,086;3,068
LIRFA;B14;II;5;0;7;I;T;5;2;3;v;17,7;6,35;4,25;12;1;14;0,119;3,34
LIRFA;B14;II;5;0;7;I;T;5;3;4;v;14,3;4,32;3,64;7;3;12;0,048;3,593
LIRFA;B14;II;5;0;7;I;T;5;4;5;v;16,2;5,41;4,36;9;2;13;0,065;3,316
LIRFA;B14;II;5;0;7;J;R;1;porteuse;;;9,8;5,83;4,88;7;1;9;0,097;1,83
LIRFA;B14;II;5;0;7;J;R;1;0;1;v;8,2;4,48;4,09;9;2;11;0,048;1,914
LIRFA;B14;II;5;0;7;K;R;2;porteuse;;;15,1;10,38;8,81;9;0;10;0,104;1,574
LIRFA;B14;II;5;0;7;K;R;2;0;1;v;24,8;8,63;5,74;18;2;20;0,117;3,452
LIRFA;B14;II;5;0;7;K;R;2;1;2;v;16,7;5,3;4,88;9;1;11;0,025;3,281
LIRFA;B14;II;5;0;7;L;R;1;porteuse;;;10,6;6,33;6,07;7;0;9;0,025;1,71
LIRFA;B14;II;5;0;7;L;R;1;0;1;v;21,7;6,01;4,34;14;3;19;0,077;4,193
LIRFA;B14;II;5;0;7;M;T;3;porteuse;;;18,8;10,48;9,32;14;0;17;0,062;1,899
LIRFA;B14;II;5;0;7;M;T;3;0;1;v;21,1;7,95;5,98;15;2;19;0,093;3,029
LIRFA;B14;II;5;0;7;M;T;3;1;2;v;13,3;4,44;3,82;9;0;12;0,047;3,22
LIRFA;B14;II;5;0;7;M;T;3;2;3;v;18,1;6,05;5,34;9;0;10;0,039;3,178
LIRFA;B14;II;5;0;7;N;T;2;porteuse;;;17,3;8,88;7,88;18;1;22;0,058;2,064
LIRFA;B14;II;5;0;7;N;T;2;0;1;v;17,8;8,2;5,78;19;2;24;0,136;2,546
LIRFA;B14;II;5;0;7;N;T;2;1;2;v;6,7;3,84;3,42;4;3;8;0,063;1,846
LIRFA;B14;II;5;0;7;O;T;4;porteuse;;;17,8;12,8;11,2;14;1;17;0,09;1,483
LIRFA;B14;II;5;0;7;O;T;4;0;1;v;20,1;8,58;6,51;17;1;21;0,103;2,664
LIRFA;B14;II;5;0;7;O;T;4;1;2;v;9,1;4,83;4,16;4;0;6;0,074;2,024
LIRFA;B14;II;5;0;7;O;T;4;2;3;v;17,1;7,12;5,22;12;0;14;0,111;2,771
LIRFA;B14;II;5;0;7;O;T;4;3;4;v;14,2;5,05;4,45;10;0;12;0,042;2,989
