"0","1","2","3","4","5","6","7","8","9","10","11","12"
0.0084925690020332,0.0576786978058203,0.185774946921099,0.112526539277826,0.116065109695581,0.194267515923509,0.161004953998907,0.0785562632701561,0.0495399858460452,0.0176928520877577,0.0123849964613887,0.00353857041758987,0.00247699929228717
