"Flowering_Week","Nb_Inflorescences","Position_A","Nature_Ancestor_F","1","3","4","5","6","7","8","9","10"
"7","2","1","0",0.00143994226366864,0.00367623760080948,0.00459048873929748,0.0199631668701262,0.0769807672291673,0.18194773324562,0.296607277617098,0.222368778267312,0.1924256081669
"8","2","1","0",0.00101041468078913,0.00258358116304705,0.00323408381259995,0.0141684554767898,0.0562691131396298,0.144246911066639,0.275864481626551,0.249051326638253,0.253571632395702
"9","2","1","0",0.00266600574743527,0.00677683246961188,0.00840294464280861,0.0357957112597745,0.127562324116916,0.248025948463147,0.294169705788204,0.162702904697067,0.113897622815036
"1","3","1","0",0.195099782181315,0.268536079183743,0.158662722301551,0.214827538229552,0.115406625151915,0.0330143664142654,0.0102538170311232,0.00278353232222117,0.0014155371843132
"3","3","1","0",0.0124324530359779,0.0305330743134559,0.035860081343267,0.131871443417295,0.299640711446549,0.269474951113473,0.14509366653285,0.048525145006667,0.0265684737904653
"4","3","1","0",0.074154731238906,0.148016174264736,0.130337800085832,0.276893360675072,0.239551543834148,0.0885518859068097,0.0298940055410273,0.00832888787597041,0.00427161057749881
"5","3","1","0",0.0242986921303658,0.0572685751398777,0.0632043928697704,0.200807658554282,0.327810632216862,0.201704719390353,0.0854813027125801,0.0258147768353444,0.0136092501505645
"6","3","1","0",0.0133955706084819,0.03278779681918,0.0383086628213223,0.139050653511899,0.305660673699932,0.263313697951037,0.137473646288371,0.0453273564025964,0.0246819418971805
"7","3","1","0",0.00605112103506469,0.0151982650188496,0.0184878221913881,0.0745947128460854,0.220780788702468,0.296250099913348,0.224882594668946,0.0903307687778862,0.0534238268459639
"8","3","1","0",0.00425195883077804,0.0107476026224845,0.0132069284122957,0.0548207747541271,0.178156908778574,0.284536622445155,0.261145790686771,0.118660116514107,0.0744732969557075
"9","3","1","0",0.0111595729534259,0.0275294542003737,0.0325565206931196,0.12184854001319,0.289926525993293,0.277452426123112,0.15648047896937,0.0535000772530675,0.0295464038010484
"1","5","1","0",0.274890196247291,0.299929229325868,0.145605802734102,0.168938117182651,0.0797584658136157,0.0215888816390833,0.00660043297519675,0.00178334521718493,0.000905528865007166
"3","5","1","0",0.01930913775507,0.0462996544848104,0.0524278277613883,0.176495524394474,0.325247437180976,0.227294056592078,0.10357657586013,0.0321980943515227,0.0171516916195511
"4","5","1","0",0.111323051749426,0.197462289791361,0.151107460912802,0.266601532291567,0.185561106646658,0.0603515641816279,0.0194997078871123,0.0053578891179793,0.00273539742146622
"5","5","1","0",0.0374897138426386,0.0844718097759612,0.0873707603628491,0.242994876872276,0.310964859230215,0.153079045272212,0.0580584499928789,0.0168260824650734,0.00874440218589589
"6","5","1","0",0.0207937617349106,0.0496039621711546,0.0557380590995418,0.184342662652031,0.326945879328312,0.219186431249455,0.0974672971313245,0.0299990724800205,0.0159228741532506
"7","5","1","0",0.00943185001929967,0.0234088997648328,0.0279464304110631,0.107197142620152,0.272820887570303,0.287358037996957,0.174897489420988,0.0621101112515863,0.034829150944818
"8","5","1","0",0.00663421469984672,0.0166285127970512,0.020161792709956,0.0806223748909516,0.231999176617402,0.296591057495918,0.214632823089345,0.0837991733827282,0.0489308743168009
"9","5","1","0",0.0173445628488106,0.04187342539544,0.0479064357498902,0.165217347828763,0.321365419378164,0.238664569467832,0.112890661963926,0.0356427323696099,0.0190948449975641
"1","1","0","1",0.0515475467343368,0.110804107989173,0.107415585391476,0.265643065298079,0.282754727992522,0.120446684846524,0.0429291518358019,0.0121767848549621,0.00628234505712599
"3","1","0","1",0.00281477412518735,0.00715121426587077,0.00885963525421131,0.0376481008453614,0.13294940191636,0.253194669204933,0.291543125143078,0.157322348883566,0.108516730361432
"4","1","0","1",0.0176420047629207,0.0425475285496622,0.0486015125103155,0.166993835780463,0.32209006730284,0.236897680159696,0.111378378610461,0.0350756158317452,0.0187733764918954
"5","1","0","1",0.00555297046266328,0.0139716653607523,0.0170432852407787,0.0693012461377294,0.210272096412976,0.294891658390207,0.234245360480554,0.0967556227149096,0.0579660947994295
"6","1","0","1",0.00303511893685381,0.00770499285438099,0.00953372836706494,0.040365299653116,0.140663392620897,0.260036052553627,0.287311692092449,0.149932135044847,0.101417587876765
"7","1","0","1",0.00136319209220974,0.00348124156782528,0.0043489177386438,0.0189374449349176,0.0734054547961926,0.175932546851241,0.294363182122386,0.227074649314461,0.201093370582123
"8","1","0","1",0.000956536771294,0.00244628722868707,0.0030631727519484,0.0134321762833699,0.0535464090645651,0.138753855741768,0.271471688960135,0.252236884860201,0.264092988338032
"9","1","0","1",0.00252407051546556,0.00641927662208271,0.007966047685867,0.0340148564846338,0.12228323921958,0.242639596424994,0.296443806686025,0.168157343075761,0.119551763285591
"1","2","0","1",0.0553979388149236,0.117571317835809,0.112050149644815,0.269261929417326,0.274933132326043,0.113638807890455,0.04001713987246,0.0113049387739179,0.00582464542425154
"3","2","0","1",0.00303668101950008,0.00770891563629048,0.00953849731309738,0.0403844508308546,0.140716979498677,0.260081317765431,0.287280539367762,0.149882054618143,0.101370563950244
"4","2","0","1",0.019010553712432,0.0456308976493557,0.0517511168180343,0.174849012473632,0.324786752540017,0.228975731482886,0.104895386788451,0.0326789500874047,0.0174215984477875
"5","2","0","1",0.00598945053685427,0.015046648859848,0.0183097140448452,0.0739466698301974,0.219527858615953,0.296140599191971,0.226011252965447,0.0910804067579462,0.0539473991969379
"6","2","0","1",0.00327434000150752,0.00830522903373206,0.0102624409392816,0.0432799986864436,0.148695234575916,0.266480643026714,0.282400801506292,0.142612045795125,0.0946892664349877
"7","2","0","1",0.00147083015672845,0.00375468311741466,0.00468761059157409,0.0203747854993539,0.0784047756081772,0.184289008865574,0.297373810956301,0.220500278588086,0.18914421661679
"8","2","0","1",0.00103209839283623,0.00263882162236076,0.00330282012970288,0.0144641808977381,0.0573567900394646,0.146404827354976,0.277491174658133,0.247739520654364,0.249569766250424
"9","2","0","1",0.00272312194421001,0.00692061466056162,0.00857843036166572,0.0365086054131049,0.129648006246805,0.250065904723574,0.293187479119796,0.160597822933099,0.111770014597184
"1","3","0","1",0.198459206521374,0.270466159800735,0.158355891578906,0.212722156786867,0.11348116225353,0.0323621874148237,0.0100421120202864,0.00272531477404925,0.00138580884942885
"3","3","0","1",0.0126961408814419,0.0311519165304769,0.0365347959151544,0.133870703042721,0.301394291171402,0.267792721648079,0.142928793350771,0.0476063734141153,0.0260242640458387
"4","3","0","1",0.075627275770062,0.150238387459386,0.131509465032612,0.276970964982135,0.237008957090971,0.0870069191202908,0.0292992583512262,0.00815662042815601,0.00418215176516123
"5","3","0","1",0.0248077364499355,0.0583660480408505,0.0642494237556162,0.20297864084668,0.3276454758652,0.199352127579857,0.0839736052243759,0.0253000884337241,0.0133268538037604
"6","3","0","1",0.0136794028782363,0.0334493355469566,0.0390220105812535,0.14110284035595,0.307241879206035,0.261494882675433,0.135371629374272,0.0444626045432065,0.0241754148386577
"7","3","0","1",0.00618031013915975,0.0155156594211488,0.0188602677727187,0.0759456629554761,0.223363133990289,0.296430760134478,0.222546099202303,0.0887989871301795,0.0523591192542482
"8","3","0","1",0.0043429043472849,0.0109739479330239,0.0134781320881327,0.0558649023657604,0.180646548208211,0.28567833837735,0.259172437408585,0.116821342606872,0.0730214466647792
"9","3","0","1",0.0113965750217731,0.02809076540944,0.0331775162263929,0.123762547641472,0.291902520167078,0.275993313254498,0.154234557980657,0.0524991943994609,0.0289430098992285
"1","5","0","1",0.279147046602087,0.300858674503504,0.144680388986978,0.166751391813569,0.0783140531539457,0.0211527206035156,0.00646325001440651,0.00174597238582519,0.00088650193616846
"3","5","0","1",0.0197157658189747,0.0472081348400567,0.0533434642887011,0.178700387317308,0.325807697370518,0.225031279528514,0.101831147358173,0.0315650832804707,0.0167970401972836
"4","5","0","1",0.113443238418777,0.199897022658214,0.151836378609923,0.265520656402617,0.183048141642166,0.0592261804526976,0.0191039531207637,0.00524640425108902,0.00267802444375309
"5","5","0","1",0.0382642653945321,0.0859917286507347,0.0886159702704517,0.24472575486037,0.30951306257881,0.1508748057082,0.0569682215009354,0.0164841142689706,0.00856207676699539
"6","5","0","1",0.0212309774149758,0.0505704712299549,0.0566958427811818,0.186549665545447,0.327275191514767,0.216879583132657,0.0957986285120956,0.0294064115743814,0.0155932282945388
"7","5","0","1",0.00963251690410452,0.0238900803257609,0.0284894577784078,0.10896396954224,0.275074832856044,0.286299154518425,0.172555548161356,0.0609727733890449,0.034121666524618
"8","5","0","1",0.0067757677652926,0.0169748294518233,0.020565444394449,0.0820589095028963,0.2345591553931,0.296505784152878,0.212257728560347,0.0823512079495401,0.0479511728296749
"9","5","0","1",0.0177105663843184,0.0427027109907537,0.0487611926113371,0.167399740716061,0.322249678943801,0.236492630464603,0.111035308531419,0.0349473925369607,0.0187007788207466
"1","1","1","1",0.0428800435659269,0.0948789789693729,0.0956789934512726,0.253735694450613,0.300468167616841,0.138848528165082,0.0512042123742971,0.0146943363486596,0.00761104505793553
"3","1","1","1",0.00232142560231413,0.00590815724678458,0.00734026931996118,0.0314491163619948,0.114501531370468,0.234101717381502,0.299174642318873,0.176535087040339,0.128668053357763
"4","1","1","1",0.014587889193739,0.0355578550061035,0.041280371598202,0.147484288207724,0.311770783121617,0.255696327162517,0.129038406470658,0.041900486225359,0.02268359301408
"5","1","1","1",0.00458190047231176,0.011568064003304,0.0141886456352859,0.0585854741271422,0.187002616327962,0.288331227376095,0.254037696253043,0.11224268410749,0.0694616916973659
"6","1","1","1",0.00250324728763123,0.0063667894192776,0.00790185345298966,0.0337524683738806,0.121497033204305,0.241809690581037,0.296754859574904,0.168985356783768,0.120428701322207
"7","1","1","1",0.00112397716143958,0.00287279316815093,0.00359376238767751,0.0157134438513025,0.0619146064864058,0.155225337145529,0.283571177902347,0.242059913987457,0.23392498790969
"8","1","1","1",0.000788625954081604,0.00201807147942892,0.00252942154253389,0.011123903770238,0.0448732577121733,0.120359659541889,0.254030221394468,0.260971525036889,0.303305313568298
"9","1","1","1",0.00208156757122084,0.00530222315779892,0.00659651020554573,0.028376571252279,0.104902660772321,0.222548526097721,0.301330986738013,0.187433773522736,0.141427180682364
"1","2","1","1",0.0461144868227505,0.100936154111061,0.100281243039542,0.258865116668646,0.293895901650014,0.131415456637237,0.0477869935261959,0.0136474169525472,0.00705723059200702
"3","2","1","1",0.00250453631992325,0.00637003879092672,0.00790582802975506,0.0337687194859328,0.121545790232799,0.24186136885633,0.296735787221509,0.168933887649451,0.120374043413374
"4","2","1","1",0.0157233122801441,0.0381740653114856,0.0440502768929807,0.155074817662785,0.316408284842586,0.248553124920787,0.121880259660838,0.0390795568796326,0.0210563015487608
"5","2","1","1",0.00494243090046865,0.0124623906558587,0.0152545109449988,0.0626265345943039,0.196102282889257,0.291481949927361,0.246468678670764,0.105960458899644,0.0647007625173439
"6","2","1","1",0.00270066101610196,0.00686407933245296,0.00850944295356845,0.036228515123968,0.128830426576856,0.249272132460534,0.293577891414474,0.161419679450351,0.112597171671693
"7","2","1","1",0.00121274968013564,0.00309870907335573,0.00387439416615055,0.0169146679822943,0.0662413250023175,0.16327442126088,0.288337606531685,0.236482573620221,0.220563552682961
"8","2","1","1",0.000850934758445156,0.00217703476487217,0.00272768300590555,0.0119828845532565,0.0481253299177025,0.127419702410157,0.261234452969212,0.258013927700307,0.287468049920143
"9","2","1","1",0.00224580122046322,0.00571722518566232,0.00710613021395468,0.0304845742047693,0.111521480292493,0.230638052556662,0.299999313874932,0.179851704164305,0.13243571828676
"1","3","1","1",0.169503878053444,0.251743689997052,0.159873156053367,0.231184389729041,0.13182002527792,0.0387569278234992,0.0121350145910371,0.00330226307970938,0.00168065539493134
"3","3","1","1",0.0104890919824879,0.0259363782715439,0.0307849272383475,0.116311043100249,0.283879040152174,0.281477109787736,0.163179654771408,0.0565463452539118,0.0313964094421418
"4","3","1","1",0.0631805827985534,0.130698329253675,0.12044737551863,0.27416023682614,0.259616302940841,0.101829558931014,0.0351384665261923,0.00986021519780167,0.0050689320071523
"5","3","1","1",0.0205390534924598,0.0490395247619206,0.055176532162415,0.183035567663922,0.326720072919609,0.220547258747871,0.0984654944048077,0.0303552172329745,0.0161212786140209
"6","3","1","1",0.01130338434237,0.027870166948065,0.0329336610292852,0.123012611629851,0.291135206120631,0.276568926919391,0.155110386728312,0.0528883176895646,0.0291773385925295
"7","3","1","1",0.00510009740141574,0.0128527756154147,0.015718392191712,0.0643703177810751,0.199905918586238,0.292575406429291,0.243236543376017,0.103423637291502,0.062816911327335
"8","3","1","1",0.00358268106138637,0.00907738957981902,0.0111969268786464,0.0469835405795521,0.158548695204312,0.273474539842636,0.275789736468302,0.134120189618452,0.0872263007668949
"9","3","1","1",0.00941328379853629,0.0233643450364123,0.0278960861826579,0.107032777641028,0.272608459886472,0.287454383192224,0.175117128768111,0.0622174554528223,0.0348960800417356
"1","5","1","1",0.241973224152176,0.290381930770536,0.152166791677272,0.186756960505026,0.0922611541602457,0.0254470861592022,0.00782113724609323,0.00211648567128275,0.00107522965816698
"3","5","1","1",0.0163086087240898,0.0395144925878944,0.0454556864399964,0.158828051897209,0.318406261935214,0.244935756243228,0.118480633857083,0.0377663752645873,0.0203041330506968
"4","5","1","1",0.0954152396827903,0.177924344511288,0.144240711682254,0.273455901788724,0.206215483398201,0.0701474513801852,0.0230037964490191,0.00635016052235671,0.00324691058518067
"5","5","1","1",0.0317555084894282,0.0729571159707804,0.0775794211444957,0.227890053213634,0.32065487726777,0.171378895518024,0.0675614288761698,0.0198547958594451,0.0103679036602528
"6","5","1","1",0.0175666631292345,0.0423769133434629,0.0484258096163366,0.166546248910899,0.321911496369695,0.237343751996765,0.11175773601659,0.0352175863424276,0.01885379427459
"7","5","1","1",0.0079537463706831,0.0198433403827358,0.023883780055556,0.0936227429507032,0.253648060782481,0.293878323172812,0.194100604018556,0.0719745838290242,0.0410948184374488
"8","5","1","1",0.00559206481480921,0.0140680848557972,0.0171571349752669,0.069721565511737,0.211129630262559,0.295039873621496,0.23349034368115,0.0962192486262374,0.0575820536509474
"9","5","1","1",0.014644758634701,0.0356893932327698,0.0414204879513042,0.147874475058274,0.312028867085119,0.255335282506279,0.128660789312881,0.0417497236812479,0.0225962225374234
"1","1","0","2",0.0554602461719964,0.117679315171399,0.112122420375036,0.269313342269474,0.274807611042474,0.11353442844184,0.0399730767788649,0.0112918015476196,0.00581775820129637
"3","1","0","2",0.0030402859945779,0.00771796846771657,0.00954950255900265,0.0404286419500883,0.140840589172796,0.260185614202835,0.287208591595469,0.1497665982446,0.101262207812914
"4","1","0","2",0.0190327599383104,0.045680682931934,0.0518015728048893,0.174972277056783,0.324822494115611,0.228850077961173,0.104796191636573,0.0326427048765762,0.0174012386781507
"5","1","0","2",0.0059965397879878,0.0150640810783789,0.0183301986091538,0.0740212685343064,0.219672559292309,0.29615397316848,0.225881071812625,0.0909936132188746,0.0538866944978843
"6","1","0","2",0.0032782261840981,0.00831497152517208,0.0102742521883988,0.0433270481674463,0.148822860871922,0.266577586063227,0.282319062772455,0.142498691932958,0.0945873002943222
"7","1","0","2",0.001472578988376,0.00375912408230333,0.00469310782594527,0.0203980705858036,0.0784851480369118,0.184420237104156,0.297415005200234,0.220394961212754,0.188961766963517
"8","1","0","2",0.00103332610789932,0.00264194903919328,0.00330671109349278,0.0144809144000677,0.0574182352102472,0.146526116890159,0.277580964504757,0.247664829168061,0.249346953586122
"9","1","0","2",0.00272635569772727,0.00692875344219888,0.00858836026416569,0.036548903481072,0.12976543730024,0.250179295436551,0.293130842332708,0.160480128535654,0.111651923509684
"1","2","0","2",0.0595845401918466,0.124722904702087,0.116721610018798,0.27225925735227,0.266595790922204,0.106994160999293,0.0372460892321116,0.0104819243009752,0.0053937222804149
"3","2","0","2",0.0032799129749582,0.00831920015290892,0.0102793785745337,0.0433474669411381,0.148878228951478,0.266619590295105,0.282283568118206,0.142449543857993,0.0945431101336797
"4","2","0","2",0.0205069422555813,0.0489682935539191,0.0551055536253175,0.182869651626234,0.326689775222888,0.220719705459055,0.0985927386647394,0.0304007039204671,0.0161466356717985
"5","2","0","2",0.00646765897704056,0.0162205794274713,0.0196854841060772,0.0789188282373505,0.228907316195603,0.29661267605304,0.217483450148601,0.085568241536598,0.0501357653182181
"6","2","0","2",0.00353654043000969,0.00896195009933468,0.011057430275356,0.0464331187194993,0.157108737404021,0.272513838667473,0.276791680916469,0.135329096464104,0.0882676070237329
"7","2","0","2",0.00158884053376832,0.00405423333182687,0.00505815892615489,0.0219412084374207,0.0837681423360967,0.192834560240009,0.299664425101327,0.213517175265743,0.177573255827655
"8","2","0","2",0.00111494693331587,0.00284980425936774,0.00356518951020291,0.0155909323911529,0.0614702657143396,0.154381010969748,0.283028310427784,0.242624251768753,0.235375288025336
"9","2","0","2",0.00294131255470929,0.00746934145984514,0.00924708829562032,0.0392123538242824,0.137417262495968,0.257236259752339,0.289155058607718,0.152997867495791,0.104323455513727
"1","3","0","2",0.211041894823711,0.277169490583651,0.156956696594362,0.204952769793601,0.106674236205384,0.0300906433185459,0.00930778256725928,0.00252362693545016,0.00128285917803539
"3","3","0","2",0.0137024419558501,0.0335029752297238,0.0390797505305172,0.141268178579701,0.307366606663454,0.261347321004976,0.135203695757715,0.0443938327109494,0.0241351975671128
"4","3","0","2",0.0812112367828865,0.158455174743427,0.135649163256314,0.276766348140271,0.227691785102735,0.0815657223221377,0.0272291119835719,0.00755918619009632,0.00387227147856151
"5","3","0","2",0.0267479998433144,0.0625131389077248,0.0681444172406884,0.210787245778649,0.326490881553853,0.190790863877738,0.0786687099499954,0.0235089524175813,0.012347790430455
"6","3","0","2",0.0147624723925233,0.0359614951789507,0.0417100484100811,0.148678712858679,0.3125540368988,0.254588897363701,0.12788584956322,0.0414410224199642,0.0224174649140803
"7","3","0","2",0.00667365484150862,0.0167250400962592,0.020274366478916,0.0810236661997049,0.232718628092508,0.296573283075993,0.213966694662636,0.083390733091669,0.0486539334608052
"8","3","0","2",0.00469026990880819,0.0118371248584034,0.0145097785557972,0.0598080558829706,0.189798199627767,0.289379847156738,0.25173823704585,0.110279535250586,0.0679589517130796
"9","3","0","2",0.01230115536281,0.0302245034002064,0.0355228962184588,0.130866293395543,0.298736294851327,0.270310195702426,0.14619498782411,0.048995757480598,0.0268479157645204
"1","5","0","2",0.294962922190813,0.303746991021385,0.141127270492394,0.158857552710009,0.07324367839348,0.019636736546198,0.0059877108890255,0.00161652320754946,0.000820614549145615
"3","5","0","2",0.0212664607514024,0.0506487796594272,0.0567732376021151,0.186726771140482,0.327298784517654,0.216693972533416,0.0956656186482775,0.0293593148923016,0.0155670602549246
"4","5","0","2",0.121452493250049,0.208753519103676,0.154243110407918,0.261184553505096,0.174012166408519,0.0552858535633514,0.0177289990759359,0.00485998834459012,0.00247931634086418
"5","5","0","2",0.0412125131942629,0.0917016819775451,0.0931964761749727,0.250725486250519,0.303797713106861,0.142986311993319,0.0531533888030256,0.0152961820441854,0.00793024645530915
"6","5","0","2",0.0228980638121621,0.0542284340815019,0.0602781601462265,0.194555503322859,0.327918375587379,0.20841696529634,0.0899122188167856,0.0273421758055163,0.0144501031312285
"7","5","0","2",0.0103985514364677,0.0257206707339733,0.0305440085293002,0.115549111606301,0.283007874717163,0.282006220282768,0.164125569684261,0.0569840638652077,0.0316639291445578
"8","5","0","2",0.00731629508715323,0.0182940558753572,0.0220970951768202,0.0874505682489693,0.24378984623858,0.295682258384318,0.203579461742712,0.0772471664565936,0.0445432527894953
"9","5","0","2",0.0191066212889481,0.0458462202288608,0.0519692493066059,0.175381333881474,0.32493965038106,0.22843280948296,0.104467550282471,0.032522711744272,0.0173338534033487
"1","1","1","2",0.046166863177384,0.101033105193721,0.100353521451988,0.258940976642869,0.293788710308591,0.13130106932443,0.0477352221122946,0.0136316355291447,0.00704889625957839
