"Position_A","Nature_F","4","5","6","7","8","9","11","15","16","19","21","22"
"0","0",8,39,1,4,1,1,0,0,0,0,0,2
"1","0",2,40,0,8,0,0,1,0,0,0,0,0
"0","1",0,1,2,19,0,9,1,4,0,0,1,7
"1","1",1,0,3,21,0,7,0,2,2,0,0,3
"0","2",0,0,0,0,0,0,0,4,1,0,0,2
"1","2",0,1,0,2,0,1,0,5,1,1,0,2
