"Burst_Month","Position_A","106","108","109","110","111"
"1","0",0.0353905536332633,0.230154001283699,0.0886283822610711,0.494422858390675,0.151404204431292
"2","0",0.0196995404800785,0.145597456960976,0.0656925875316539,0.523304027721824,0.245706387305468
"1","1",0.0368521057130575,0.236960818677838,0.0900209634301415,0.490077494549822,0.146088617629141
"2","1",0.0205268777291915,0.150644521576693,0.0673600433491825,0.52345997678121,0.238008580563723
