"Position_A","Nature_F","109","110","111-112","101-102-103-104","208","209-210-211-212-201-202","203"
"0","0",0.0938544406994536,0.712966994637221,0.177294927970685,0.00928794116436427,0.00364803802795233,0.000959937764266727,0.00198771973605738
"1","0",0.107731050764085,0.721871421872589,0.156740902887259,0.0079931921303944,0.00313372213292284,0.000824061377812657,0.00170564883493729
"0","1",0.00179011394111633,0.0656469410967843,0.450112056444107,0.20527048084624,0.131334760639837,0.04268118339574,0.103164463636175
"1","1",0.00208612403123698,0.0756567707555316,0.477913119513471,0.19681153893371,0.119769892968919,0.0379456979119061,0.0898168558852246
"0","2",0.000377968270702974,0.0146399415286119,0.169442864536978,0.170306994265294,0.197768871476782,0.0944706301923537,0.352992729729278
"1","2",0.000440571500909608,0.0170224077147592,0.191186126171283,0.181943533846988,0.199476261869679,0.0911187626079933,0.318812336288387
