"Position_A","Nature_F","probability","number"
"0","0",0.870128221432327,56
"1","0",0.907310188231171,51
"0","1",9.66709329236824e-10,44
"1","1",1.41237893132426e-09,39
"0","2",0.038974228541385,7
"1","2",0.0559369538623319,13
