"Burst_Month","Nature_Ancestor_F","1","2","3","4","5"
"9-10","0",0.124387409167138,0.751531473157038,0.0755092660303116,0.0409262225013477,0.00764562914416467
"11","0",0.0655350696542328,0.711500185383393,0.129246222293838,0.078352031200049,0.015366491468487
"12","0",0.072544942203271,0.722828104883451,0.119777085154049,0.0710504157561419,0.0137994520030877
"9-10","1",0.152209698435788,0.747001129257997,0.0619632951030118,0.0327666464896254,0.0060592307135785
"11","1",0.081417606727894,0.733550486864738,0.109397943990676,0.063436186513082,0.0121977759036098
"12","1",0.089962781878056,0.740902384052864,0.100787233513448,0.0573973194681631,0.010950281087469
"9-10","2",0.119201322160878,0.751350369925369,0.0785857968833882,0.0428400377256651,0.00802247330469896
"11","2",0.0626272141056964,0.705893940808888,0.133559661660787,0.0818014763667283,0.0161177070578998
"12","2",0.0693491344424369,0.718018437934146,0.123940508916887,0.074216732142487,0.0144751865640429
