"Position_A","Nature_Ancestor_F","probability","number"
"0","0",0.593999183772922,238
"1","0",0.705776372258362,178
"0","1",0.641742218906188,759
"1","1",0.745995853616209,83
"0","2",0.509740848381315,672
"1","2",0.630276659183635,15
