"Position_Ancestor_A","Nb_Inflorescences","0","1","3","4","5","6","7","8","9","10","12"
"0","1",0,0,0,1,1,19,36,20,8,5,0
"1","1",0,2,5,5,17,34,36,46,26,19,0
"0","2",0,0,0,0,1,0,1,0,1,1,0
"1","2",0,0,0,0,2,1,0,1,0,1,0
"0","3",0,0,0,0,0,1,1,0,0,0,0
"1","3",0,0,0,0,1,0,0,0,0,0,0
"0","5",0,0,0,0,0,0,0,0,0,0,0
"1","5",0,0,0,0,0,1,0,1,0,0,0
