"burst_date_mother","position_mother_L","position_ancestor_L","nature_ancestor_V","probas"
"1","0","0","0",0.912311506245778
"3","0","0","0",0.721168138796441
"8","0","0","0",0.21644543256532
"9","0","0","0",3.40908012663569e-07
"10","0","0","0",0.999999524319176
"12","0","0","0",0.884020159232095
"1","1","0","0",0.852756361269387
"3","1","0","0",0.590119115448871
"8","1","0","0",0.133274919139696
"9","1","0","0",1.89768951869117e-07
"10","1","0","0",0.999999145469446
"12","1","0","0",0.809267552119203
"1","0","1","0",0.865232933442716
"3","0","1","0",0.614797424842913
"8","0","1","0",0.145636602130733
"9","0","1","0",2.10371057411633e-07
"10","0","1","0",0.999999229155475
"12","0","1","0",0.824671472105053
"1","1","1","0",0.781366134347524
"3","1","1","0",0.470463905950518
"8","1","1","0",0.0866653913225015
"9","1","1","0",1.17104589142105e-07
"10","1","1","0",0.999998615226828
"12","1","1","0",0.723625673344675
"1","0","0","1",0.949575882230813
"3","0","0","1",0.82399012042104
"8","0","0","1",0.333333333333338
"9","0","0","1",6.17060737816821e-07
"10","0","0","1",0.999999737200272
"12","0","0","1",0.932416676256288
"1","1","0","1",0.91291358398583
"3","1","0","1",0.722683691149063
"8","1","0","1",0.217728545577795
"9","1","0","1",3.43491438868318e-07
"10","1","0","1",0.999999527896808
"12","1","0","1",0.884791957795717
"1","0","1","1",0.92076640289194
"3","0","1","1",0.742858393974667
"8","0","1","1",0.235792515376705
"9","0","1","1",3.80782289668064e-07
"10","0","1","1",0.999999574130913
"12","0","1","1",0.894888611896008
"1","1","1","1",0.866110818243244
"3","1","1","1",0.616583754262767
"8","1","1","1",0.146578476827867
"9","1","1","1",2.11965265097376e-07
"10","1","1","1",0.999999234953055
"12","1","1","1",0.825760369386832
"2","0","0","0",0
"4","0","0","0",0
"5","0","0","0",0
"6","0","0","0",0
"7","0","0","0",0
"11","0","0","0",0
"2","1","0","0",0
"4","1","0","0",0
"5","1","0","0",0
"6","1","0","0",0
"7","1","0","0",0
"11","1","0","0",0
"2","0","1","0",0
"4","0","1","0",0
"5","0","1","0",0
"6","0","1","0",0
"7","0","1","0",0
"11","0","1","0",0
"2","1","1","0",0
"4","1","1","0",0
"5","1","1","0",0
"6","1","1","0",0
"7","1","1","0",0
"11","1","1","0",0
"2","0","0","1",0
"4","0","0","1",0
"5","0","0","1",0
"6","0","0","1",0
"7","0","0","1",0
"11","0","0","1",0
"2","1","0","1",0
"4","1","0","1",0
"5","1","0","1",0
"6","1","0","1",0
"7","1","0","1",0
"11","1","0","1",0
"2","0","1","1",0
"4","0","1","1",0
"5","0","1","1",0
"6","0","1","1",0
"7","0","1","1",0
"11","0","1","1",0
"2","1","1","1",0
"4","1","1","1",0
"5","1","1","1",0
"6","1","1","1",0
"7","1","1","1",0
"11","1","1","1",0
