CodeUC,Days,TTS,Length,Pheno_stage,Date,SFol
2-BP-cog-V-D5-2-L,2,49.495,2.20944648917,0,2010-04-01 00:00:00,258.269295388
2-BP-cog-V-H12-1-A,3,64.785,8.50151591815,0,2010-04-01 00:00:00,299.483201963
2-BP-cog-V-H12-2-L,3,64.785,3.53618807111,0,2010-04-01 00:00:00,204.819653854
2-BP-cog-V-I12-1-A,3,64.785,3.32121856841,0,2010-04-01 00:00:00,90.6889344671
2-BP-cog-V-I2-1-A,2,49.495,5.04029997789,0,2010-04-01 00:00:00,386.063608269
2-BP-cog-V-B7-1-A,2,49.05,4.09991572987,0,2010-04-02 00:00:00,399.79234841
2-BP-cog-V-B7-2-L,4,81.61,3.52259347256,0,2010-04-02 00:00:00,61.2902630585
2-BP-cog-V-D16-1-A,3,66.32,4.01179075511,0,2010-04-02 00:00:00,357.184245705
2-BP-cog-V-D16-1-L,4,81.61,5.19258993903,0,2010-04-02 00:00:00,146.270760604
2-BP-cog-V-D2-1-L,4,81.61,6.03053202703,0,2010-04-02 00:00:00,134.837697759
2-BP-cog-V-D5-1-A,4,81.61,5.23405995,0,2010-04-02 00:00:00,193.994720477
2-BP-cog-V-D5-2-L,3,66.32,4.09197867817,0,2010-04-02 00:00:00,284.259236268
2-BP-cog-V-H12-1-A,4,81.61,12.5739473681,0,2010-04-02 00:00:00,314.484240373
2-BP-cog-V-H12-2-L,4,81.61,5.96758930457,0,2010-04-02 00:00:00,214.825637849
2-BP-cog-V-I12-1-A,4,81.61,4.22977454853,0,2010-04-02 00:00:00,94.8308799166
2-BP-cog-V-I2-1-A,3,66.32,8.16209147808,0,2010-04-02 00:00:00,423.359844326
2-BP-cog-V-B7-1-A,3,65.245,6.36467412443,0,2010-04-03 00:00:00,437.232868732
2-BP-cog-V-B7-2-L,5,97.805,4.1539879566,1,2010-04-03 00:00:00,62.6596944848
2-BP-cog-V-D16-1-A,4,82.515,5.79769323973,0,2010-04-03 00:00:00,371.383472982
2-BP-cog-V-D16-1-L,5,97.805,6.77209582607,1,2010-04-03 00:00:00,149.423500897
2-BP-cog-V-D2-1-L,5,97.805,8.52762676336,1,2010-04-03 00:00:00,137.885625281
2-BP-cog-V-D5-1-A,5,97.805,6.72542337479,1,2010-04-03 00:00:00,197.732296138
2-BP-cog-V-D5-2-L,4,82.515,6.73050953386,0,2010-04-03 00:00:00,296.699520975
2-BP-cog-V-H12-1-A,5,97.805,16.1287283515,1,2010-04-03 00:00:00,321.36736004
2-BP-cog-V-H12-2-L,5,97.805,8.72909374557,1,2010-04-03 00:00:00,219.371815331
2-BP-cog-V-I12-1-A,5,97.805,4.83881888875,1,2010-04-03 00:00:00,96.6645314502
2-BP-cog-V-I2-1-A,4,82.515,11.4150721252,0,2010-04-03 00:00:00,440.783090266
2-BP-cog-V-B7-1-A,4,81.43,8.69639882963,0,2010-04-04 00:00:00,455.572366619
2-BP-cog-V-B7-2-L,6,113.99,4.54983238106,1,2010-04-04 00:00:00,63.3114860712
2-BP-cog-V-D16-1-A,5,98.7,7.39575172377,1,2010-04-04 00:00:00,377.974330801
2-BP-cog-V-D16-1-L,6,113.99,7.94518844161,1,2010-04-04 00:00:00,150.909941228
2-BP-cog-V-D2-1-L,6,113.99,10.6727151203,1,2010-04-04 00:00:00,139.341173319
2-BP-cog-V-D5-1-A,6,113.99,7.80487050072,1,2010-04-04 00:00:00,199.442982347
2-BP-cog-V-D5-2-L,5,98.7,9.79670383081,1,2010-04-04 00:00:00,302.677508956
2-BP-cog-V-H12-1-A,6,113.99,18.6940066034,1,2010-04-04 00:00:00,324.626472666
2-BP-cog-V-H12-2-L,6,113.99,11.2577462549,1,2010-04-04 00:00:00,221.504884636
2-BP-cog-V-I12-1-A,6,113.99,5.2024225008,1,2010-04-04 00:00:00,97.5045269508
2-BP-cog-V-I2-1-A,5,98.7,14.1529796966,1,2010-04-04 00:00:00,448.971206386
2-BP-cog-V-B7-1-A,5,96.94,10.5135506317,1,2010-04-05 00:00:00,463.836825308
2-BP-cog-V-B7-2-L,7,129.5,4.76400926377,1,2010-04-05 00:00:00,63.6084355961
2-BP-cog-V-D16-1-A,6,114.21,8.50125834276,1,2010-04-05 00:00:00,380.874518886
2-BP-cog-V-D16-1-L,7,129.5,8.65228853878,1,2010-04-05 00:00:00,151.581163182
2-BP-cog-V-D2-1-L,7,129.5,12.109845991,1,2010-04-05 00:00:00,140.006452402
2-BP-cog-V-D5-1-A,7,129.5,8.44428953139,1,2010-04-05 00:00:00,200.194093602
2-BP-cog-V-D5-2-L,6,114.21,12.4787284389,1,2010-04-05 00:00:00,305.394311105
2-BP-cog-V-H12-1-A,7,129.5,20.2105437281,1,2010-04-05 00:00:00,326.104204765
2-BP-cog-V-H12-2-L,7,129.5,13.0398514453,1,2010-04-05 00:00:00,222.463725683
2-BP-cog-V-I12-1-A,7,129.5,5.3936326236,1,2010-04-05 00:00:00,97.8736413478
2-BP-cog-V-I2-1-A,6,114.21,15.9588305703,1,2010-04-05 00:00:00,452.61607821
2-BP-cog-V-B7-1-A,6,111.8,11.7016107165,1,2010-04-06 00:00:00,467.604896856
2-BP-cog-V-B7-2-L,8,144.36,4.87552590044,1,2010-04-06 00:00:00,63.7475991588
2-BP-cog-V-D16-1-A,7,129.07,9.16706863706,1,2010-04-06 00:00:00,382.183941662
2-BP-cog-V-D16-1-L,8,144.36,9.0433518958,1,2010-04-06 00:00:00,151.893153468
2-BP-cog-V-D2-1-L,8,144.36,12.9576357527,1,2010-04-06 00:00:00,140.319190682
2-BP-cog-V-D5-1-A,8,144.36,8.79436807485,1,2010-04-06 00:00:00,200.534198199
2-BP-cog-V-D5-2-L,7,129.07,14.3933638265,1,2010-04-06 00:00:00,306.657947392
2-BP-cog-V-H12-1-A,8,144.36,21.0398884524,1,2010-04-06 00:00:00,326.793729014
2-BP-cog-V-H12-2-L,8,144.36,14.1264142005,1,2010-04-06 00:00:00,222.907524822
2-BP-cog-V-I12-1-A,8,144.36,5.49170655455,1,2010-04-06 00:00:00,98.0408996343
2-BP-cog-V-I2-1-A,7,129.07,17.0136354281,1,2010-04-06 00:00:00,454.279332902
2-BP-cog-V-B7-1-A,7,127.87,12.4683489139,1,2010-04-07 00:00:00,469.532557293
2-BP-cog-V-B7-2-L,9,160.43,4.93843384033,2,2010-04-07 00:00:00,63.821358183
2-BP-cog-V-D16-1-A,8,145.14,9.57516499185,1,2010-04-07 00:00:00,382.851261302
2-BP-cog-V-D16-1-L,9,160.43,9.27139146215,2,2010-04-07 00:00:00,152.057180755
2-BP-cog-V-D2-1-L,9,160.43,13.4708438591,2,2010-04-07 00:00:00,140.485463088
2-BP-cog-V-D5-1-A,9,160.43,8.99735420003,2,2010-04-07 00:00:00,200.708423046
2-BP-cog-V-D5-2-L,8,145.14,15.7046357871,1,2010-04-07 00:00:00,307.321041523
2-BP-cog-V-H12-1-A,9,160.43,21.520459708,2,2010-04-07 00:00:00,327.157653932
2-BP-cog-V-H12-2-L,9,160.43,14.7974055237,2,2010-04-07 00:00:00,223.139878252
2-BP-cog-V-I12-1-A,9,160.43,5.54659077546,2,2010-04-07 00:00:00,98.1266415149
2-BP-cog-V-I2-1-A,8,145.14,17.6484195191,1,2010-04-07 00:00:00,455.135904899
2-BP-cog-V-B7-1-A,8,143.64,12.8750025045,1,2010-04-08 00:00:00,470.387380745
2-BP-cog-V-B7-2-L,10,176.2,4.96934096668,2,2010-04-08 00:00:00,63.8554301477
2-BP-cog-V-D16-1-A,9,160.91,9.78514370822,2,2010-04-08 00:00:00,383.146877072
2-BP-cog-V-D16-1-L,10,176.2,9.38547231113,2,2010-04-08 00:00:00,152.132320431
2-BP-cog-V-D2-1-L,10,176.2,13.7330301313,2,2010-04-08 00:00:00,140.562523784
2-BP-cog-V-D5-1-A,10,176.2,9.09858470265,2,2010-04-08 00:00:00,200.786106789
2-BP-cog-V-D5-2-L,9,160.91,16.4259713916,2,2010-04-08 00:00:00,307.623813285
2-BP-cog-V-H12-1-A,10,176.2,21.7600393268,2,2010-04-08 00:00:00,327.325049147
2-BP-cog-V-H12-2-L,10,176.2,15.1441468583,2,2010-04-08 00:00:00,223.245858715
2-BP-cog-V-I12-1-A,10,176.2,5.57344047211,2,2010-04-08 00:00:00,98.1648997344
2-BP-cog-V-I2-1-A,9,160.91,17.9716351386,2,2010-04-08 00:00:00,455.519500797
2-BP-cog-V-B7-1-A,9,158.67,13.079168438,2,2010-04-09 00:00:00,470.763537586
2-BP-cog-V-B7-2-L,11,191.23,4.98427092206,2,2010-04-09 00:00:00,63.8710541589
2-BP-cog-V-D16-1-A,10,175.94,9.88893623112,2,2010-04-09 00:00:00,383.277004251
2-BP-cog-V-D16-1-L,11,191.23,9.44107254812,2,2010-04-09 00:00:00,152.166501623
2-BP-cog-V-D2-1-L,11,191.23,13.8621620488,2,2010-04-09 00:00:00,140.597975474
2-BP-cog-V-D5-1-A,11,191.23,9.14784566435,2,2010-04-09 00:00:00,200.820535533
2-BP-cog-V-D5-2-L,10,175.94,16.7951885415,2,2010-04-09 00:00:00,307.761031899
2-BP-cog-V-H12-1-A,11,191.23,21.876603666,2,2010-04-09 00:00:00,327.401503279
2-BP-cog-V-H12-2-L,11,191.23,15.3159181411,2,2010-04-09 00:00:00,223.293869708
2-BP-cog-V-I12-1-A,11,191.23,5.58638336855,2,2010-04-09 00:00:00,98.1818668575
2-BP-cog-V-I2-1-A,10,175.94,18.1305575562,2,2010-04-09 00:00:00,455.690132056
2-BP-cog-V-B7-1-A,10,173.54,13.1853133371,2,2010-04-10 00:00:00,470.940588046
2-BP-cog-V-B7-2-L,12,206.1,4.99188464329,2,2010-04-10 00:00:00,63.8787113787
2-BP-cog-V-D16-1-A,11,190.81,9.94247471548,2,2010-04-10 00:00:00,383.338308448
2-BP-cog-V-D16-1-L,12,206.1,9.46955141025,2,2010-04-10 00:00:00,152.18312587
2-BP-cog-V-D2-1-L,12,206.1,13.9286509259,2,2010-04-10 00:00:00,140.6154055
2-BP-cog-V-D5-1-A,12,206.1,9.17305816416,2,2010-04-10 00:00:00,200.836865107
2-BP-cog-V-D5-2-L,11,190.81,16.9890505144,2,2010-04-10 00:00:00,307.827513526
2-BP-cog-V-H12-1-A,12,206.1,21.9362579023,2,2010-04-10 00:00:00,327.438832908
2-BP-cog-V-H12-2-L,12,206.1,15.4046193286,2,2010-04-10 00:00:00,223.317127467
2-BP-cog-V-I12-1-A,12,206.1,5.5929769877,2,2010-04-10 00:00:00,98.1899194412
2-BP-cog-V-I2-1-A,11,190.81,18.2123165385,2,2010-04-10 00:00:00,455.771331078
2-BP-cog-V-B7-1-A,11,188.225,13.2401806619,2,2010-04-11 00:00:00,471.024506305
2-BP-cog-V-B7-2-L,13,220.785,4.99578136717,3,2010-04-11 00:00:00,63.8824897192
2-BP-cog-V-D16-1-A,12,205.495,9.9700369321,2,2010-04-11 00:00:00,383.367398993
2-BP-cog-V-D16-1-L,13,220.785,9.48415975594,3,2010-04-11 00:00:00,152.19126747
2-BP-cog-V-D2-1-L,13,220.785,13.962848313,3,2010-04-11 00:00:00,140.624033703
2-BP-cog-V-D5-1-A,13,220.785,9.18598593764,3,2010-04-11 00:00:00,200.844666479
2-BP-cog-V-D5-2-L,12,205.495,17.089777312,2,2010-04-11 00:00:00,307.859946049
2-BP-cog-V-H12-1-A,13,220.785,21.9668444136,3,2010-04-11 00:00:00,327.457186556
2-BP-cog-V-H12-2-L,13,220.785,15.4503096765,3,2010-04-11 00:00:00,223.328473292
2-BP-cog-V-I12-1-A,13,220.785,5.59634985191,3,2010-04-11 00:00:00,98.1937688472
2-BP-cog-V-I2-1-A,12,205.495,18.254349652,2,2010-04-11 00:00:00,455.810247301
2-BP-cog-V-B7-1-A,12,202.82,13.2687358997,2,2010-04-12 00:00:00,471.064876196
2-BP-cog-V-B7-2-L,14,235.38,4.99779902158,3,2010-04-12 00:00:00,63.8843813829
2-BP-cog-V-D16-1-A,13,220.09,9.98435130747,3,2010-04-12 00:00:00,383.38141106
2-BP-cog-V-D16-1-L,14,235.38,9.49173244319,3,2010-04-12 00:00:00,152.195313644
2-BP-cog-V-D2-1-L,14,235.38,13.9806001208,3,2010-04-12 00:00:00,140.628367495
2-BP-cog-V-D5-1-A,14,235.38,9.1926860937,3,2010-04-12 00:00:00,200.848449517
2-BP-cog-V-D5-2-L,13,220.09,17.142340165,3,2010-04-12 00:00:00,307.876001781
2-BP-cog-V-H12-1-A,14,235.38,21.9826963113,3,2010-04-12 00:00:00,327.466343796
2-BP-cog-V-H12-2-L,14,235.38,15.4740458263,3,2010-04-12 00:00:00,223.334090175
2-BP-cog-V-I12-1-A,14,235.38,5.59809579086,3,2010-04-12 00:00:00,98.1956365828
2-BP-cog-V-I2-1-A,13,220.09,18.2761641047,3,2010-04-12 00:00:00,455.829177626
2-BP-cog-V-B7-1-A,13,217.37,13.2836441153,3,2010-04-13 00:00:00,471.084437363
2-BP-cog-V-B7-2-L,15,249.93,4.99884960366,3,2010-04-13 00:00:00,63.8853351879
2-BP-cog-V-D16-1-A,14,234.64,9.99181642488,3,2010-04-13 00:00:00,383.388209515
2-BP-cog-V-D16-1-L,15,249.93,9.4956778673,3,2010-04-13 00:00:00,152.19733893
2-BP-cog-V-D2-1-L,15,249.93,13.9898555883,3,2010-04-13 00:00:00,140.630559842
2-BP-cog-V-D5-1-A,15,249.93,9.19617655642,3,2010-04-13 00:00:00,200.850297335
2-BP-cog-V-D5-2-L,14,234.64,17.1698206787,3,2010-04-13 00:00:00,307.884007381
2-BP-cog-V-H12-1-A,15,249.93,21.9909542989,3,2010-04-13 00:00:00,327.470945628
2-BP-cog-V-H12-2-L,15,249.93,15.4864264026,3,2010-04-13 00:00:00,223.336890933
2-BP-cog-V-I12-1-A,15,249.93,5.59900476514,3,2010-04-13 00:00:00,98.1965493867
2-BP-cog-V-I2-1-A,14,234.64,18.2875364418,3,2010-04-13 00:00:00,455.838452943
2-BP-cog-V-B7-1-A,14,233.69,13.2920968058,3,2010-04-14 00:00:00,471.094803858
2-BP-cog-V-B7-2-L,16,266.25,4.99944441372,3,2010-04-14 00:00:00,63.8858622262
2-BP-cog-V-D16-1-A,15,250.96,9.99604652273,3,2010-04-14 00:00:00,383.391817448
2-BP-cog-V-D16-1-L,16,266.25,9.49791237431,3,2010-04-14 00:00:00,152.198449524
2-BP-cog-V-D2-1-L,16,266.25,13.9950994822,3,2010-04-14 00:00:00,140.631775525
2-BP-cog-V-D5-1-A,16,266.25,9.19815328287,3,2010-04-14 00:00:00,200.851284893
2-BP-cog-V-D5-2-L,15,250.96,17.1854133339,3,2010-04-14 00:00:00,307.888379654
2-BP-cog-V-H12-1-A,16,266.25,21.9956309509,3,2010-04-14 00:00:00,327.473479821
2-BP-cog-V-H12-2-L,16,266.25,15.4934424136,3,2010-04-14 00:00:00,223.338420633
2-BP-cog-V-I12-1-A,16,266.25,5.59951936229,3,2010-04-14 00:00:00,98.1970375089
2-BP-cog-V-I2-1-A,15,250.96,18.2939792946,3,2010-04-14 00:00:00,455.843426408
2-BP-cog-V-B7-1-A,15,250.355,13.2962406989,3,2010-04-15 00:00:00,471.099449128
2-BP-cog-V-B7-2-L,17,282.915,4.99973579203,3,2010-04-15 00:00:00,63.8861094027
2-BP-cog-V-D16-1-A,16,267.625,9.99811965132,3,2010-04-15 00:00:00,383.393436682
2-BP-cog-V-D16-1-L,17,282.915,9.49900717713,3,2010-04-15 00:00:00,152.198966095
2-BP-cog-V-D2-1-L,17,282.915,13.9976692763,3,2010-04-15 00:00:00,140.632347909
2-BP-cog-V-D5-1-A,17,282.915,9.19912175601,3,2010-04-15 00:00:00,200.85173152
2-BP-cog-V-D5-2-L,16,267.625,17.1930606573,3,2010-04-15 00:00:00,307.890404443
2-BP-cog-V-H12-1-A,17,282.915,21.9979222119,3,2010-04-15 00:00:00,327.4746641
2-BP-cog-V-H12-2-L,17,282.915,15.4968810423,3,2010-04-15 00:00:00,223.339129055
2-BP-cog-V-I12-1-A,17,282.915,5.59977143671,3,2010-04-15 00:00:00,98.1972583965
2-BP-cog-V-I2-1-A,16,267.625,18.2971365381,3,2010-04-15 00:00:00,455.845683816
2-BP-cog-V-B7-1-A,16,266.825,13.2981964941,3,2010-04-16 00:00:00,471.101444706
2-BP-cog-V-B7-2-L,18,299.385,4.99987326271,3,2010-04-16 00:00:00,63.8862205891
2-BP-cog-V-D16-1-A,17,284.095,9.99909795653,3,2010-04-16 00:00:00,383.394133386
2-BP-cog-V-D16-1-L,18,299.385,9.49952374234,3,2010-04-16 00:00:00,152.199196542
2-BP-cog-V-D2-1-L,18,299.385,13.9988819145,3,2010-04-16 00:00:00,140.632606428
2-BP-cog-V-D5-1-A,18,299.385,9.19957870788,3,2010-04-16 00:00:00,200.851925183
2-BP-cog-V-D5-2-L,17,284.095,17.1966706757,3,2010-04-16 00:00:00,307.891303762
2-BP-cog-V-H12-1-A,18,299.385,21.9990032892,3,2010-04-16 00:00:00,327.475194978
2-BP-cog-V-H12-2-L,18,299.385,15.498503759,3,2010-04-16 00:00:00,223.339443708
2-BP-cog-V-I12-1-A,18,299.385,5.5998903617,3,2010-04-16 00:00:00,98.1973542321
2-BP-cog-V-I2-1-A,17,284.095,18.2986263587,3,2010-04-16 00:00:00,455.846666271
2-BP-cog-V-B7-1-A,17,283.015,13.2991239709,3,2010-04-17 00:00:00,471.10230793
2-BP-cog-V-B7-2-L,19,315.575,4.99993844253,3,2010-04-17 00:00:00,63.8862709157
2-BP-cog-V-D16-1-A,18,300.285,9.99956185456,3,2010-04-17 00:00:00,383.394435225
2-BP-cog-V-D16-1-L,19,315.575,9.49976867432,3,2010-04-17 00:00:00,152.199300006
2-BP-cog-V-D2-1-L,19,315.575,13.9994569204,3,2010-04-17 00:00:00,140.63272392
2-BP-cog-V-D5-1-A,19,315.575,9.19979537238,3,2010-04-17 00:00:00,200.852009727
2-BP-cog-V-D5-2-L,18,300.285,17.1983827766,3,2010-04-17 00:00:00,307.891705801
2-BP-cog-V-H12-1-A,19,315.575,21.9995158834,3,2010-04-17 00:00:00,327.475434485
2-BP-cog-V-H12-2-L,19,315.575,15.4992732354,3,2010-04-17 00:00:00,223.339584372
2-BP-cog-V-I12-1-A,19,315.575,5.59994674783,3,2010-04-17 00:00:00,98.1973960925
2-BP-cog-V-I2-1-A,18,300.285,18.2993327927,3,2010-04-17 00:00:00,455.847096743
2-BP-cog-V-B7-1-A,18,299.85,13.2995865628,3,2010-04-18 00:00:00,471.102702604
2-BP-cog-V-B7-2-L,20,332.41,4.99997094911,3,2010-04-18 00:00:00,63.8862949976
2-BP-cog-V-D16-1-A,19,317.12,9.99979322205,3,2010-04-18 00:00:00,383.394573443
2-BP-cog-V-D16-1-L,20,332.41,9.4998908295,3,2010-04-18 00:00:00,152.199349115
2-BP-cog-V-D2-1-L,20,332.41,13.9997437002,3,2010-04-18 00:00:00,140.632780378
2-BP-cog-V-D5-1-A,20,332.41,9.19990342933,3,2010-04-18 00:00:00,200.852048739
2-BP-cog-V-D5-2-L,19,317.12,17.1992367489,3,2010-04-18 00:00:00,307.891895814
2-BP-cog-V-H12-1-A,20,332.41,21.9997715291,3,2010-04-18 00:00:00,327.475548732
2-BP-cog-V-H12-2-L,20,332.41,15.4996570108,3,2010-04-18 00:00:00,223.339650851
2-BP-cog-V-I12-1-A,20,332.41,5.59997486867,3,2010-04-18 00:00:00,98.1974154187
2-BP-cog-V-I2-1-A,19,317.12,18.29968512,3,2010-04-18 00:00:00,455.847296119
2-BP-cog-V-B7-1-A,19,317.255,13.2998097824,3,2010-04-19 00:00:00,471.102875938
2-BP-cog-V-B7-2-L,21,349.815,4.9999866342,3,2010-04-19 00:00:00,63.8863060876
2-BP-cog-V-D16-1-A,20,334.525,9.99990486441,3,2010-04-19 00:00:00,383.394634243
2-BP-cog-V-D16-1-L,21,349.815,9.49994977245,3,2010-04-19 00:00:00,152.199371541
2-BP-cog-V-D2-1-L,21,349.815,13.9998820803,3,2010-04-19 00:00:00,140.632806495
2-BP-cog-V-D5-1-A,21,349.815,9.19995556945,3,2010-04-19 00:00:00,200.852066037
2-BP-cog-V-D5-2-L,20,334.525,17.1996488345,3,2010-04-19 00:00:00,307.891982205
2-BP-cog-V-H12-1-A,21,349.815,21.9998948844,3,2010-04-19 00:00:00,327.475601181
2-BP-cog-V-H12-2-L,21,349.815,15.4998421954,3,2010-04-19 00:00:00,223.339681075
2-BP-cog-V-I12-1-A,21,349.815,5.59998843754,3,2010-04-19 00:00:00,98.1974239925
2-BP-cog-V-I2-1-A,20,334.525,18.2998551285,3,2010-04-19 00:00:00,455.847384872
2-BP-cog-V-B7-1-A,20,334.195,13.2999106497,3,2010-04-20 00:00:00,471.102946688
2-BP-cog-V-B7-2-L,22,366.755,4.99999372177,3,2010-04-20 00:00:00,63.886310837
2-BP-cog-V-D16-1-A,21,351.465,9.9999553124,3,2010-04-20 00:00:00,383.394659101
2-BP-cog-V-D16-1-L,22,366.755,9.4999764069,3,2010-04-20 00:00:00,152.199381065
2-BP-cog-V-D2-1-L,22,366.755,13.9999446101,3,2010-04-20 00:00:00,140.632817731
2-BP-cog-V-D5-1-A,22,366.755,9.1999791299,3,2010-04-20 00:00:00,200.852073166
2-BP-cog-V-D5-2-L,21,351.465,17.1998350477,3,2010-04-20 00:00:00,307.89201873
2-BP-cog-V-H12-1-A,22,366.755,21.9999506246,3,2010-04-20 00:00:00,327.475623575
2-BP-cog-V-H12-2-L,22,366.755,15.4999258752,3,2010-04-20 00:00:00,223.339693852
2-BP-cog-V-I12-1-A,22,366.755,5.59999456884,3,2010-04-20 00:00:00,98.1974275281
2-BP-cog-V-I2-1-A,21,351.465,18.2999319502,3,2010-04-20 00:00:00,455.847421599
2-BP-cog-V-B7-1-A,21,349.75,13.2999553554,3,2010-04-21 00:00:00,471.102975092
2-BP-cog-V-B7-2-L,23,382.31,4.99999686304,3,2010-04-21 00:00:00,63.8863128326
2-BP-cog-V-D16-1-A,22,367.02,9.99997767149,3,2010-04-21 00:00:00,383.394669096
2-BP-cog-V-D16-1-L,23,382.31,9.49998821153,3,2010-04-21 00:00:00,152.199385035
2-BP-cog-V-D2-1-L,23,382.31,13.999972324,3,2010-04-21 00:00:00,140.632822474
2-BP-cog-V-D5-1-A,23,382.31,9.1999895721,3,2010-04-21 00:00:00,200.852076054
2-BP-cog-V-D5-2-L,22,367.02,17.1999175801,3,2010-04-21 00:00:00,307.892033892
2-BP-cog-V-H12-1-A,23,382.31,21.9999753292,3,2010-04-21 00:00:00,327.47563296
2-BP-cog-V-H12-2-L,23,382.31,15.4999629629,3,2010-04-21 00:00:00,223.339699155
2-BP-cog-V-I12-1-A,23,382.31,5.59999728628,3,2010-04-21 00:00:00,98.1974289612
2-BP-cog-V-I2-1-A,22,367.02,18.2999659984,3,2010-04-21 00:00:00,455.847436537
2-BP-cog-V-B7-1-A,22,365.53,13.2999779157,3,2010-04-22 00:00:00,471.102988315
2-BP-cog-V-B7-2-L,24,398.09,4.99999844825,3,2010-04-22 00:00:00,63.8863138026
2-BP-cog-V-D16-1-A,23,382.8,9.9999889548,3,2010-04-22 00:00:00,383.394673756
2-BP-cog-V-D16-1-L,24,398.09,9.49999416863,3,2010-04-22 00:00:00,152.19938695
2-BP-cog-V-D2-1-L,24,398.09,13.9999863096,3,2010-04-22 00:00:00,140.632824789
2-BP-cog-V-D5-1-A,24,398.09,9.19999484166,3,2010-04-22 00:00:00,200.852077411
2-BP-cog-V-D5-2-L,23,382.8,17.1999592295,3,2010-04-22 00:00:00,307.892041179
2-BP-cog-V-H12-1-A,24,398.09,21.9999877962,3,2010-04-22 00:00:00,327.47563751
2-BP-cog-V-H12-2-L,24,398.09,15.499981679,3,2010-04-22 00:00:00,223.339701704
2-BP-cog-V-I12-1-A,24,398.09,5.59999865761,3,2010-04-22 00:00:00,98.1974296345
2-BP-cog-V-I2-1-A,23,382.8,18.2999831805,3,2010-04-22 00:00:00,455.847443578
2-BP-cog-V-B7-1-A,23,380.08,13.2999884595,3,2010-04-23 00:00:00,471.102993978
2-BP-cog-V-B7-2-L,25,412.64,4.99999918911,3,2010-04-23 00:00:00,63.8863142359
2-BP-cog-V-D16-1-A,24,397.35,9.99999422816,3,2010-04-23 00:00:00,383.394675755
2-BP-cog-V-D16-1-L,25,412.64,9.49999695273,3,2010-04-23 00:00:00,152.1993878
2-BP-cog-V-D2-1-L,25,412.64,13.9999928459,3,2010-04-23 00:00:00,140.632825828
2-BP-cog-V-D5-1-A,25,412.64,9.19999730443,3,2010-04-23 00:00:00,200.852077997
2-BP-cog-V-D5-2-L,24,397.35,17.1999786947,3,2010-04-23 00:00:00,307.892044399
2-BP-cog-V-H12-1-A,25,412.64,21.9999936227,3,2010-04-23 00:00:00,327.475639539
2-BP-cog-V-H12-2-L,25,412.64,15.4999904261,3,2010-04-23 00:00:00,223.33970283
2-BP-cog-V-I12-1-A,25,412.64,5.59999929851,3,2010-04-23 00:00:00,98.1974299254
2-BP-cog-V-I2-1-A,24,397.35,18.2999912107,3,2010-04-23 00:00:00,455.84744663
2-BP-cog-V-B7-1-A,24,395.37,13.2999941652,3,2010-04-24 00:00:00,471.102996841
2-BP-cog-V-B7-2-L,26,427.93,4.99999959001,3,2010-04-24 00:00:00,63.8863144641
2-BP-cog-V-D16-1-A,25,412.64,9.99999708177,3,2010-04-24 00:00:00,383.394676767
2-BP-cog-V-D16-1-L,26,427.93,9.49999845931,3,2010-04-24 00:00:00,152.199388244
2-BP-cog-V-D2-1-L,26,427.93,13.9999963829,3,2010-04-24 00:00:00,140.632826377
2-BP-cog-V-D5-1-A,26,427.93,9.19999863712,3,2010-04-24 00:00:00,200.852078295
2-BP-cog-V-D5-2-L,25,412.64,17.1999892281,3,2010-04-24 00:00:00,307.892046076
2-BP-cog-V-H12-1-A,26,427.93,21.9999967757,3,2010-04-24 00:00:00,327.475640605
2-BP-cog-V-H12-2-L,26,427.93,15.4999951594,3,2010-04-24 00:00:00,223.339703416
2-BP-cog-V-I12-1-A,26,427.93,5.59999964533,3,2010-04-24 00:00:00,98.1974300737
2-BP-cog-V-I2-1-A,25,412.64,18.2999955562,3,2010-04-24 00:00:00,455.847448192
2-BP-cog-V-B7-1-A,25,410.815,13.2999970702,3,2010-04-25 00:00:00,471.10299819
2-BP-cog-V-B7-2-L,27,443.375,4.99999979414,3,2010-04-25 00:00:00,63.8863145762
2-BP-cog-V-D16-1-A,26,428.085,9.99999853471,3,2010-04-25 00:00:00,383.394677244
2-BP-cog-V-D16-1-L,27,443.375,9.49999922639,3,2010-04-25 00:00:00,152.199388461
2-BP-cog-V-D2-1-L,27,443.375,13.9999981838,3,2010-04-25 00:00:00,140.632826648
2-BP-cog-V-D5-1-A,27,443.375,9.19999931568,3,2010-04-25 00:00:00,200.852078437
2-BP-cog-V-D5-2-L,26,428.085,17.1999945913,3,2010-04-25 00:00:00,307.892046891
2-BP-cog-V-H12-1-A,27,443.375,21.999998381,3,2010-04-25 00:00:00,327.475641128
2-BP-cog-V-H12-2-L,27,443.375,15.4999975695,3,2010-04-25 00:00:00,223.339703701
2-BP-cog-V-I12-1-A,27,443.375,5.59999982192,3,2010-04-25 00:00:00,98.1974301442
2-BP-cog-V-I2-1-A,26,428.085,18.2999977687,3,2010-04-25 00:00:00,455.847448936
2-BP-cog-V-B7-1-A,26,426.42,13.2999985394,3,2010-04-26 00:00:00,471.10299882
2-BP-cog-V-B7-2-L,28,458.98,4.99999989737,3,2010-04-26 00:00:00,63.8863146309
2-BP-cog-V-D16-1-A,27,443.69,9.99999926949,3,2010-04-26 00:00:00,383.394677467
2-BP-cog-V-D16-1-L,28,458.98,9.49999961432,3,2010-04-26 00:00:00,152.199388565
