"Burst_Month","Position_Ancestor_A","11","12","1","2","3"
"9-10","0",0.333333333381245,0.666664786339991,1.8524414362453e-06,2.78373267770249e-08,2.22044604925031e-16
"11","0",1.14391914798485e-07,0.108476262810782,0.783047278494884,0.108476343812407,4.90011586862238e-10
"12","0",8.68827352914323e-16,9.24144779405434e-10,6.14975999073528e-08,0.939393876973789,0.0606060606044659
"9-10","1",1.35292686282727e-08,0.0141865110292863,0.478720133874071,0.507093337424254,4.14311940311052e-09
"11","1",4.49357341299933e-08,0.0456164310978366,0.7178903490165,0.236493173702517,1.24741195151046e-09
"12","1",2.0179215936996e-15,2.14640077517397e-09,1.42833123290381e-07,0.972972827992021,0.0270270270284525
