DATE;HOUR;GR;PAR;T;RH;DATETIME
06/11/2001;15;232;1482.48;27.3;70;06/11/2001 15:00
06/11/2001;16;206;1316.34;27.7;71;06/11/2001 16:00
06/11/2001;17;90;575.1;25;78;06/11/2001 17:00
06/11/2001;18;50;319.5;25;72;06/11/2001 18:00
06/11/2001;19;4;25.56;23.6;78;06/11/2001 19:00
06/11/2001;20;0;0;21.8;86;06/11/2001 20:00
06/11/2001;21;0;0;20.9;91;06/11/2001 21:00
06/11/2001;22;0;0;21.6;92;06/11/2001 22:00
06/11/2001;23;0;0;21.1;90;06/11/2001 23:00
06/11/2001;24;0;0;20.7;91;07/11/2001 00:00
07/11/2001;1;0;0;20.6;88;07/11/2001 01:00
07/11/2001;2;0;0;20.2;85;07/11/2001 02:00
07/11/2001;3;0;0;19.5;84;07/11/2001 03:00
07/11/2001;4;0;0;19.4;76;07/11/2001 04:00
07/11/2001;5;0;0;19.2;79;07/11/2001 05:00
07/11/2001;6;4;25.56;19.9;78;07/11/2001 06:00
07/11/2001;7;60;383.4;24.3;67;07/11/2001 07:00
07/11/2001;8;150;958.5;25.8;62;07/11/2001 08:00
07/11/2001;9;230;1469.7;26.3;71;07/11/2001 09:00
07/11/2001;10;288;1840.32;26.3;63;07/11/2001 10:00
07/11/2001;11;84;536.76;25.6;70;07/11/2001 11:00
07/11/2001;12;164;1047.96;27.7;69;07/11/2001 12:00
07/11/2001;13;296;1891.44;27.6;66;07/11/2001 13:00
07/11/2001;14;208;1329.12;27.9;62;07/11/2001 14:00
07/11/2001;15;304;1942.56;27.5;61;07/11/2001 15:00
07/11/2001;16;236;1508.04;26.6;62;07/11/2001 16:00
07/11/2001;17;150;958.5;25.1;68;07/11/2001 17:00
07/11/2001;18;62;396.18;24.6;62;07/11/2001 18:00
07/11/2001;19;6;38.34;22.7;72;07/11/2001 19:00
07/11/2001;20;0;0;22.1;83;07/11/2001 20:00
07/11/2001;21;0;0;21.1;90;07/11/2001 21:00
07/11/2001;22;0;0;20.7;90;07/11/2001 22:00
07/11/2001;23;0;0;20.4;90;07/11/2001 23:00
07/11/2001;24;0;0;19.9;91;08/11/2001 00:00
08/11/2001;1;0;0;19.6;75;08/11/2001 01:00
08/11/2001;2;0;0;19.3;81;08/11/2001 02:00
08/11/2001;3;0;0;19.1;76;08/11/2001 03:00
08/11/2001;4;0;0;19;79;08/11/2001 04:00
08/11/2001;5;0;0;19.2;74;08/11/2001 05:00
08/11/2001;6;2;12.78;19;78;08/11/2001 06:00
08/11/2001;7;50;319.5;23.3;74;08/11/2001 07:00
08/11/2001;8;150;958.5;24.8;73;08/11/2001 08:00
08/11/2001;9;236;1508.04;27.3;65;08/11/2001 09:00
08/11/2001;10;278;1776.42;26.2;61;08/11/2001 10:00
08/11/2001;11;356;2274.84;28.1;59;08/11/2001 11:00
08/11/2001;12;282;1801.98;27.8;62;08/11/2001 12:00
08/11/2001;13;228;1456.92;26.1;63;08/11/2001 13:00
08/11/2001;14;166;1060.74;26.7;71;08/11/2001 14:00
08/11/2001;15;102;651.78;24.6;76;08/11/2001 15:00
08/11/2001;16;56;357.84;24;78;08/11/2001 16:00
08/11/2001;17;40;255.6;24.4;84;08/11/2001 17:00
08/11/2001;18;66;421.74;24.5;78;08/11/2001 18:00
08/11/2001;19;6;38.34;22.7;86;08/11/2001 19:00
08/11/2001;20;0;0;21.5;89;08/11/2001 20:00
08/11/2001;21;0;0;21.1;90;08/11/2001 21:00
08/11/2001;22;0;0;20.3;88;08/11/2001 22:00
08/11/2001;23;0;0;20.1;86;08/11/2001 23:00
08/11/2001;24;0;0;20.2;84;09/11/2001 00:00
09/11/2001;1;0;0;20.1;81;09/11/2001 01:00
09/11/2001;2;0;0;19.6;81;09/11/2001 02:00
09/11/2001;3;0;0;19.4;84;09/11/2001 03:00
09/11/2001;4;0;0;19.9;83;09/11/2001 04:00
09/11/2001;5;0;0;19.7;84;09/11/2001 05:00
09/11/2001;6;6;38.34;20.6;82;09/11/2001 06:00
09/11/2001;7;68;434.52;24.4;69;09/11/2001 07:00
09/11/2001;8;154;984.06;26;59;09/11/2001 08:00
09/11/2001;9;240;1533.6;28.3;49;09/11/2001 09:00
09/11/2001;10;318;2032.02;29.3;45;09/11/2001 10:00
09/11/2001;11;366;2338.74;29.4;43;09/11/2001 11:00
09/11/2001;12;390;2492.1;29.7;45;09/11/2001 12:00
09/11/2001;13;388;2479.32;29;48;09/11/2001 13:00
09/11/2001;14;360;2300.4;29.7;43;09/11/2001 14:00
09/11/2001;15;310;1980.9;28.9;37;09/11/2001 15:00
09/11/2001;16;236;1508.04;28;48;09/11/2001 16:00
09/11/2001;17;150;958.5;26.1;61;09/11/2001 17:00
09/11/2001;18;56;357.84;24.2;73;09/11/2001 18:00
09/11/2001;19;6;38.34;22.7;78;09/11/2001 19:00
09/11/2001;20;0;0;21.5;81;09/11/2001 20:00
09/11/2001;21;0;0;20.6;83;09/11/2001 21:00
09/11/2001;22;0;0;20.6;82;09/11/2001 22:00
09/11/2001;23;0;0;20.1;84;09/11/2001 23:00
09/11/2001;24;0;0;21.2;82;10/11/2001 00:00
10/11/2001;1;0;0;21.1;78;10/11/2001 01:00
10/11/2001;2;0;0;21;73;10/11/2001 02:00
10/11/2001;3;0;0;20.3;70;10/11/2001 03:00
10/11/2001;4;0;0;20.2;79;10/11/2001 04:00
10/11/2001;5;0;0;19.9;78;10/11/2001 05:00
10/11/2001;6;2;12.78;18.6;73;10/11/2001 06:00
10/11/2001;7;66;421.74;22.6;69;10/11/2001 07:00
10/11/2001;8;152;971.28;24.2;64;10/11/2001 08:00
10/11/2001;9;246;1571.94;25.2;63;10/11/2001 09:00
10/11/2001;10;316;2019.24;25.4;63;10/11/2001 10:00
10/11/2001;11;366;2338.74;25.7;62;10/11/2001 11:00
10/11/2001;12;388;2479.32;26.7;61;10/11/2001 12:00
10/11/2001;13;390;2492.1;26.2;64;10/11/2001 13:00
10/11/2001;14;360;2300.4;25.8;67;10/11/2001 14:00
10/11/2001;15;258;1648.62;24.5;70;10/11/2001 15:00
10/11/2001;16;162;1035.18;25.1;74;10/11/2001 16:00
10/11/2001;17;158;1009.62;23.9;75;10/11/2001 17:00
10/11/2001;18;50;319.5;22.8;79;10/11/2001 18:00
10/11/2001;19;4;25.56;22.2;83;10/11/2001 19:00
10/11/2001;20;0;0;22;83;10/11/2001 20:00
10/11/2001;21;0;0;21.8;84;10/11/2001 21:00
10/11/2001;22;0;0;21.7;83;10/11/2001 22:00
10/11/2001;23;0;0;21.8;84;10/11/2001 23:00
10/11/2001;24;0;0;20.1;83;11/11/2001 00:00
11/11/2001;1;0;0;21.6;85;11/11/2001 01:00
11/11/2001;2;0;0;21.2;83;11/11/2001 02:00
11/11/2001;3;0;0;21.6;82;11/11/2001 03:00
11/11/2001;4;0;0;20.9;80;11/11/2001 04:00
11/11/2001;5;0;0;18.7;78;11/11/2001 05:00
11/11/2001;6;2;12.78;18.4;79;11/11/2001 06:00
11/11/2001;7;20;127.8;21.2;89;11/11/2001 07:00
11/11/2001;8;84;536.76;21.8;92;11/11/2001 08:00
11/11/2001;9;218;1393.02;23.9;84;11/11/2001 09:00
11/11/2001;10;304;1942.56;22.9;90;11/11/2001 10:00
11/11/2001;11;252;1610.28;23.7;91;11/11/2001 11:00
11/11/2001;12;300;1917;24.8;73;11/11/2001 12:00
11/11/2001;13;252;1610.28;25.2;67;11/11/2001 13:00
11/11/2001;14;144;920.16;26.2;62;11/11/2001 14:00
11/11/2001;15;198;1265.22;24.6;73;11/11/2001 15:00
11/11/2001;16;142;907.38;25.7;67;11/11/2001 16:00
11/11/2001;17;164;1047.96;25.6;59;11/11/2001 17:00
11/11/2001;18;52;332.28;24.3;66;11/11/2001 18:00
11/11/2001;19;2;12.78;22.7;77;11/11/2001 19:00
11/11/2001;20;0;0;20.8;83;11/11/2001 20:00
11/11/2001;21;0;0;20.1;89;11/11/2001 21:00
11/11/2001;22;0;0;19;89;11/11/2001 22:00
11/11/2001;23;0;0;19.1;88;11/11/2001 23:00
11/11/2001;24;0;0;20;71;12/11/2001 00:00
12/11/2001;1;0;0;18.8;79;12/11/2001 01:00
12/11/2001;2;0;0;17.9;77;12/11/2001 02:00
12/11/2001;3;0;0;17.7;78;12/11/2001 03:00
12/11/2001;4;0;0;17.4;75;12/11/2001 04:00
12/11/2001;5;0;0;16.9;76;12/11/2001 05:00
12/11/2001;6;4;25.56;17.9;66;12/11/2001 06:00
12/11/2001;7;64;408.96;22.9;60;12/11/2001 07:00
12/11/2001;8;156;996.84;24.6;55;12/11/2001 08:00
12/11/2001;9;208;1329.12;25.5;59;12/11/2001 09:00
12/11/2001;10;306;1955.34;26.2;54;12/11/2001 10:00
12/11/2001;11;284;1814.76;26.6;54;12/11/2001 11:00
12/11/2001;12;400;2556;28.2;50;12/11/2001 12:00
12/11/2001;13;364;2325.96;26.5;58;12/11/2001 13:00
12/11/2001;14;258;1648.62;25.7;56;12/11/2001 14:00
12/11/2001;15;232;1482.48;26.1;53;12/11/2001 15:00
12/11/2001;16;144;920.16;25.4;59;12/11/2001 16:00
12/11/2001;17;36;230.04;24;65;12/11/2001 17:00
12/11/2001;18;10;63.9;23.2;70;12/11/2001 18:00
12/11/2001;19;2;12.78;22.6;74;12/11/2001 19:00
12/11/2001;20;0;0;22;77;12/11/2001 20:00
12/11/2001;21;0;0;20.9;80;12/11/2001 21:00
12/11/2001;22;0;0;19.5;88;12/11/2001 22:00
12/11/2001;23;0;0;19.4;82;12/11/2001 23:00
12/11/2001;24;0;0;19.4;86;13/11/2001 00:00
13/11/2001;1;0;0;18.7;86;13/11/2001 01:00
13/11/2001;2;0;0;18.4;85;13/11/2001 02:00
13/11/2001;3;0;0;18.9;70;13/11/2001 03:00
13/11/2001;4;0;0;18.3;73;13/11/2001 04:00
13/11/2001;5;0;0;17.9;76;13/11/2001 05:00
13/11/2001;6;4;25.56;18.8;73;13/11/2001 06:00
13/11/2001;7;64;408.96;23.4;64;13/11/2001 07:00
13/11/2001;8;152;971.28;25.3;59;13/11/2001 08:00
13/11/2001;9;240;1533.6;25.5;55;13/11/2001 09:00
13/11/2001;10;254;1623.06;25.7;58;13/11/2001 10:00
13/11/2001;11;276;1763.64;26.9;51;13/11/2001 11:00
13/11/2001;12;258;1648.62;27.6;49;13/11/2001 12:00
13/11/2001;13;334;2134.26;26.4;55;13/11/2001 13:00
13/11/2001;14;324;2070.36;27.3;59;13/11/2001 14:00
13/11/2001;15;308;1968.12;26.8;54;13/11/2001 15:00
13/11/2001;16;232;1482.48;26.2;60;13/11/2001 16:00
13/11/2001;17;148;945.72;25.8;64;13/11/2001 17:00
13/11/2001;18;68;434.52;24.9;70;13/11/2001 18:00
13/11/2001;19;8;51.12;23.1;75;13/11/2001 19:00
13/11/2001;20;0;0;21;85;13/11/2001 20:00
13/11/2001;21;0;0;20.8;87;13/11/2001 21:00
13/11/2001;22;0;0;20.3;88;13/11/2001 22:00
13/11/2001;23;0;0;20.2;83;13/11/2001 23:00
13/11/2001;24;0;0;20.1;81;14/11/2001 00:00
14/11/2001;1;0;0;19.5;81;14/11/2001 01:00
14/11/2001;2;0;0;19.4;82;14/11/2001 02:00
14/11/2001;3;0;0;19.7;74;14/11/2001 03:00
14/11/2001;4;0;0;19.5;77;14/11/2001 04:00
14/11/2001;5;0;0;19.3;76;14/11/2001 05:00
14/11/2001;6;4;25.56;19.8;79;14/11/2001 06:00
14/11/2001;7;64;408.96;24;69;14/11/2001 07:00
14/11/2001;8;152;971.28;26.2;59;14/11/2001 08:00
14/11/2001;9;242;1546.38;26.7;54;14/11/2001 09:00
14/11/2001;10;302;1929.78;28;55;14/11/2001 10:00
14/11/2001;11;362;2313.18;27.6;50;14/11/2001 11:00
14/11/2001;12;386;2466.54;29.3;47;14/11/2001 12:00
14/11/2001;13;366;2338.74;29.1;48;14/11/2001 13:00
14/11/2001;14;348;2223.72;28.1;53;14/11/2001 14:00
14/11/2001;15;314;2006.46;27.1;58;14/11/2001 15:00
14/11/2001;16;194;1239.66;25.4;73;14/11/2001 16:00
14/11/2001;17;106;677.34;25.5;72;14/11/2001 17:00
14/11/2001;18;48;306.72;24.1;74;14/11/2001 18:00
14/11/2001;19;6;38.34;23.4;77;14/11/2001 19:00
14/11/2001;20;0;0;21.2;86;14/11/2001 20:00
14/11/2001;21;0;0;20.6;90;14/11/2001 21:00
14/11/2001;22;0;0;21;92;14/11/2001 22:00
14/11/2001;23;0;0;21.1;92;14/11/2001 23:00
14/11/2001;24;0;0;19.6;92;15/11/2001 00:00
15/11/2001;1;0;0;20.5;90;15/11/2001 01:00
15/11/2001;2;0;0;20.1;81;15/11/2001 02:00
15/11/2001;3;0;0;19.8;78;15/11/2001 03:00
15/11/2001;4;0;0;19.4;77;15/11/2001 04:00
15/11/2001;5;0;0;19.6;76;15/11/2001 05:00
15/11/2001;6;4;25.56;20.1;76;15/11/2001 06:00
15/11/2001;7;64;408.96;24;65;15/11/2001 07:00
15/11/2001;8;152;971.28;25.8;62;15/11/2001 08:00
15/11/2001;9;238;1520.82;26.4;62;15/11/2001 09:00
15/11/2001;10;314;2006.46;27.1;60;15/11/2001 10:00
15/11/2001;11;372;2377.08;27.6;55;15/11/2001 11:00
15/11/2001;12;346;2210.94;27.4;56;15/11/2001 12:00
15/11/2001;13;292;1865.88;28.1;59;15/11/2001 13:00
15/11/2001;14;346;2210.94;27.4;57;15/11/2001 14:00
15/11/2001;15;278;1776.42;27.6;58;15/11/2001 15:00
15/11/2001;16;144;920.16;27;56;15/11/2001 16:00
15/11/2001;17;102;651.78;26.5;55;15/11/2001 17:00
15/11/2001;18;60;383.4;25.6;64;15/11/2001 18:00
15/11/2001;19;6;38.34;23.3;76;15/11/2001 19:00
15/11/2001;20;0;0;22.6;69;15/11/2001 20:00
15/11/2001;21;0;0;22.2;70;15/11/2001 21:00
15/11/2001;22;0;0;21.2;71;15/11/2001 22:00
15/11/2001;23;0;0;20.5;74;15/11/2001 23:00
15/11/2001;24;0;0;20.5;73;16/11/2001 00:00
16/11/2001;1;0;0;20.1;68;16/11/2001 01:00
16/11/2001;2;0;0;19.9;67;16/11/2001 02:00
16/11/2001;3;0;0;19.6;70;16/11/2001 03:00
16/11/2001;4;0;0;19.6;73;16/11/2001 04:00
16/11/2001;5;0;0;19.3;71;16/11/2001 05:00
16/11/2001;6;4;25.56;19.8;73;16/11/2001 06:00
16/11/2001;7;62;396.18;23.8;70;16/11/2001 07:00
16/11/2001;8;114;728.46;23.9;75;16/11/2001 08:00
16/11/2001;9;162;1035.18;24.5;72;16/11/2001 09:00
16/11/2001;10;248;1584.72;27.6;65;16/11/2001 10:00
16/11/2001;11;290;1853.1;25.6;67;16/11/2001 11:00
16/11/2001;12;390;2492.1;26.3;65;16/11/2001 12:00
16/11/2001;13;222;1418.58;24.8;74;16/11/2001 13:00
16/11/2001;14;164;1047.96;26.2;65;16/11/2001 14:00
16/11/2001;15;116;741.24;24.7;73;16/11/2001 15:00
16/11/2001;16;80;511.2;24.7;75;16/11/2001 16:00
16/11/2001;17;120;766.8;24.8;75;16/11/2001 17:00
16/11/2001;18;62;396.18;24;77;16/11/2001 18:00
16/11/2001;19;8;51.12;23.1;82;16/11/2001 19:00
16/11/2001;20;0;0;21.5;88;16/11/2001 20:00
16/11/2001;21;0;0;20.5;92;16/11/2001 21:00
16/11/2001;22;0;0;20.3;91;16/11/2001 22:00
16/11/2001;23;0;0;20.5;90;16/11/2001 23:00
16/11/2001;24;0;0;19.4;79;17/11/2001 00:00
17/11/2001;1;0;0;18.7;74;17/11/2001 01:00
17/11/2001;2;0;0;18.6;79;17/11/2001 02:00
17/11/2001;3;0;0;18.4;86;17/11/2001 03:00
17/11/2001;4;0;0;18.9;80;17/11/2001 04:00
17/11/2001;5;0;0;18;76;17/11/2001 05:00
17/11/2001;6;6;38.34;19.3;74;17/11/2001 06:00
17/11/2001;7;62;396.18;24.3;60;17/11/2001 07:00
17/11/2001;8;148;945.72;25.7;59;17/11/2001 08:00
17/11/2001;9;232;1482.48;26.5;58;17/11/2001 09:00
17/11/2001;10;306;1955.34;27.6;54;17/11/2001 10:00
17/11/2001;11;360;2300.4;28.5;52;17/11/2001 11:00
17/11/2001;12;400;2556;28.3;52;17/11/2001 12:00
17/11/2001;13;286;1827.54;28.4;52;17/11/2001 13:00
17/11/2001;14;392;2504.88;27.1;53;17/11/2001 14:00
17/11/2001;15;326;2083.14;28.1;60;17/11/2001 15:00
17/11/2001;16;214;1367.46;26.7;60;17/11/2001 16:00
17/11/2001;17;162;1035.18;26.4;62;17/11/2001 17:00
17/11/2001;18;76;485.64;24.8;71;17/11/2001 18:00
17/11/2001;19;6;38.34;22.9;81;17/11/2001 19:00
17/11/2001;20;0;0;20.9;85;17/11/2001 20:00
17/11/2001;21;0;0;20.1;74;17/11/2001 21:00
17/11/2001;22;0;0;20.1;82;17/11/2001 22:00
17/11/2001;23;0;0;19.1;84;17/11/2001 23:00
17/11/2001;24;0;0;19.7;88;18/11/2001 00:00
18/11/2001;1;0;0;20.6;88;18/11/2001 01:00
18/11/2001;2;0;0;19.8;85;18/11/2001 02:00
18/11/2001;3;0;0;19.7;84;18/11/2001 03:00
18/11/2001;4;0;0;19.4;83;18/11/2001 04:00
18/11/2001;5;0;0;19.2;82;18/11/2001 05:00
18/11/2001;6;8;51.12;19.6;74;18/11/2001 06:00
18/11/2001;7;56;357.84;23.9;70;18/11/2001 07:00
18/11/2001;8;154;984.06;25.6;61;18/11/2001 08:00
18/11/2001;9;194;1239.66;25.3;66;18/11/2001 09:00
18/11/2001;10;232;1482.48;27.5;66;18/11/2001 10:00
18/11/2001;11;348;2223.72;28;61;18/11/2001 11:00
18/11/2001;12;366;2338.74;28.5;59;18/11/2001 12:00
18/11/2001;13;392;2504.88;27.5;57;18/11/2001 13:00
18/11/2001;14;368;2351.52;27.8;57;18/11/2001 14:00
18/11/2001;15;310;1980.9;27.9;55;18/11/2001 15:00
18/11/2001;16;240;1533.6;26.6;57;18/11/2001 16:00
18/11/2001;17;156;996.84;25.3;65;18/11/2001 17:00
18/11/2001;18;68;434.52;24.1;70;18/11/2001 18:00
18/11/2001;19;6;38.34;22.6;77;18/11/2001 19:00
18/11/2001;20;0;0;20.7;81;18/11/2001 20:00
18/11/2001;21;0;0;20.2;82;18/11/2001 21:00
18/11/2001;22;0;0;19.8;84;18/11/2001 22:00
18/11/2001;23;0;0;20.5;83;18/11/2001 23:00
18/11/2001;24;0;0;19.9;86;19/11/2001 00:00
19/11/2001;1;0;0;20;73;19/11/2001 01:00
19/11/2001;2;0;0;19.9;74;19/11/2001 02:00
19/11/2001;3;0;0;19.9;70;19/11/2001 03:00
19/11/2001;4;0;0;19.7;70;19/11/2001 04:00
19/11/2001;5;0;0;19.8;70;19/11/2001 05:00
19/11/2001;6;4;25.56;20.1;71;19/11/2001 06:00
19/11/2001;7;62;396.18;24.6;58;19/11/2001 07:00
19/11/2001;8;152;971.28;26.2;53;19/11/2001 08:00
19/11/2001;9;234;1495.26;27.3;59;19/11/2001 09:00
19/11/2001;10;306;1955.34;28.4;61;19/11/2001 10:00
19/11/2001;11;366;2338.74;28.5;57;19/11/2001 11:00
19/11/2001;12;344;2198.16;27.6;58;19/11/2001 12:00
19/11/2001;13;316;2019.24;27.8;61;19/11/2001 13:00
19/11/2001;14;358;2287.62;27.1;61;19/11/2001 14:00
19/11/2001;15;194;1239.66;26;64;19/11/2001 15:00
19/11/2001;16;186;1188.54;26.7;70;19/11/2001 16:00
19/11/2001;17;118;754.02;24.7;72;19/11/2001 17:00
19/11/2001;18;48;306.72;24.8;73;19/11/2001 18:00
19/11/2001;19;4;25.56;23.3;76;19/11/2001 19:00
19/11/2001;20;0;0;21.9;80;19/11/2001 20:00
19/11/2001;21;0;0;22.6;80;19/11/2001 21:00
19/11/2001;22;0;0;21.8;83;19/11/2001 22:00
19/11/2001;23;0;0;20;82;19/11/2001 23:00
19/11/2001;24;0;0;20.4;79;20/11/2001 00:00
20/11/2001;1;0;0;19.8;83;20/11/2001 01:00
20/11/2001;2;0;0;19.9;74;20/11/2001 02:00
20/11/2001;3;0;0;20.3;69;20/11/2001 03:00
20/11/2001;4;0;0;19;79;20/11/2001 04:00
20/11/2001;5;0;0;19;74;20/11/2001 05:00
20/11/2001;6;4;25.56;20.5;68;20/11/2001 06:00
20/11/2001;7;64;408.96;25.8;61;20/11/2001 07:00
20/11/2001;8;154;984.06;26.9;60;20/11/2001 08:00
20/11/2001;9;210;1341.9;26;55;20/11/2001 09:00
20/11/2001;10;254;1623.06;28.2;55;20/11/2001 10:00
20/11/2001;11;366;2338.74;29.2;49;20/11/2001 11:00
20/11/2001;12;388;2479.32;29.2;51;20/11/2001 12:00
20/11/2001;13;396;2530.44;28.7;52;20/11/2001 13:00
20/11/2001;14;356;2274.84;28.2;57;20/11/2001 14:00
20/11/2001;15;284;1814.76;27.7;56;20/11/2001 15:00
20/11/2001;16;246;1571.94;26.7;61;20/11/2001 16:00
20/11/2001;17;162;1035.18;26.2;58;20/11/2001 17:00
20/11/2001;18;66;421.74;24.5;72;20/11/2001 18:00
20/11/2001;19;10;63.9;23.1;77;20/11/2001 19:00
20/11/2001;20;0;0;22.2;81;20/11/2001 20:00
20/11/2001;21;0;0;19.6;81;20/11/2001 21:00
20/11/2001;22;0;0;18.9;85;20/11/2001 22:00
20/11/2001;23;0;0;17.9;82;20/11/2001 23:00
20/11/2001;24;0;0;18.4;73;21/11/2001 00:00
21/11/2001;1;0;0;18.4;61;21/11/2001 01:00
21/11/2001;2;0;0;17.8;60;21/11/2001 02:00
21/11/2001;3;0;0;18.6;63;21/11/2001 03:00
21/11/2001;4;0;0;19.4;65;21/11/2001 04:00
21/11/2001;5;0;0;19.5;73;21/11/2001 05:00
21/11/2001;6;2;12.78;19.4;76;21/11/2001 06:00
21/11/2001;7;60;383.4;24.5;60;21/11/2001 07:00
21/11/2001;8;152;971.28;26.4;63;21/11/2001 08:00
21/11/2001;9;244;1559.16;26.5;56;21/11/2001 09:00
21/11/2001;10;316;2019.24;26.6;57;21/11/2001 10:00
21/11/2001;11;352;2249.28;26.3;59;21/11/2001 11:00
21/11/2001;12;238;1520.82;25.9;60;21/11/2001 12:00
21/11/2001;13;258;1648.62;26.2;59;21/11/2001 13:00
21/11/2001;14;168;1073.52;26.1;66;21/11/2001 14:00
21/11/2001;15;122;779.58;25.7;63;21/11/2001 15:00
21/11/2001;16;110;702.9;25.6;67;21/11/2001 16:00
21/11/2001;17;178;1137.42;26.2;64;21/11/2001 17:00
21/11/2001;18;94;600.66;24.9;67;21/11/2001 18:00
21/11/2001;19;8;51.12;23.1;75;21/11/2001 19:00
21/11/2001;20;0;0;22.1;84;21/11/2001 20:00
21/11/2001;21;0;0;21.5;85;21/11/2001 21:00
21/11/2001;22;0;0;20;86;21/11/2001 22:00
21/11/2001;23;0;0;20.5;82;21/11/2001 23:00
21/11/2001;24;0;0;19.8;82;22/11/2001 00:00
22/11/2001;1;0;0;19.7;85;22/11/2001 01:00
22/11/2001;2;0;0;19.4;83;22/11/2001 02:00
22/11/2001;3;0;0;19.5;82;22/11/2001 03:00
22/11/2001;4;0;0;19.5;84;22/11/2001 04:00
22/11/2001;5;0;0;19.3;82;22/11/2001 05:00
22/11/2001;6;4;25.56;19.6;81;22/11/2001 06:00
22/11/2001;7;64;408.96;24.7;70;22/11/2001 07:00
22/11/2001;8;156;996.84;26.2;64;22/11/2001 08:00
22/11/2001;9;242;1546.38;26.5;64;22/11/2001 09:00
22/11/2001;10;320;2044.8;28.5;49;22/11/2001 10:00
22/11/2001;11;372;2377.08;30.1;46;22/11/2001 11:00
22/11/2001;12;396;2530.44;29.5;44;22/11/2001 12:00
22/11/2001;13;406;2594.34;29.9;32;22/11/2001 13:00
22/11/2001;14;370;2364.3;30.1;39;22/11/2001 14:00
22/11/2001;15;318;2032.02;28.9;48;22/11/2001 15:00
22/11/2001;16;246;1571.94;28.5;45;22/11/2001 16:00
22/11/2001;17;162;1035.18;27.7;51;22/11/2001 17:00
22/11/2001;18;72;460.08;25.9;58;22/11/2001 18:00
22/11/2001;19;10;63.9;23;74;22/11/2001 19:00
22/11/2001;20;0;0;21.1;76;22/11/2001 20:00
22/11/2001;21;0;0;20;72;22/11/2001 21:00
22/11/2001;22;0;0;19.2;76;22/11/2001 22:00
22/11/2001;23;0;0;19.1;75;22/11/2001 23:00
22/11/2001;24;0;0;18.7;78;23/11/2001 00:00
23/11/2001;1;0;0;19.3;77;23/11/2001 01:00
23/11/2001;2;0;0;19.4;73;23/11/2001 02:00
23/11/2001;3;0;0;19.1;74;23/11/2001 03:00
23/11/2001;4;0;0;18;71;23/11/2001 04:00
23/11/2001;5;0;0;17.9;73;23/11/2001 05:00
23/11/2001;6;4;25.56;19.2;65;23/11/2001 06:00
23/11/2001;7;64;408.96;24.3;54;23/11/2001 07:00
23/11/2001;8;158;1009.62;25;62;23/11/2001 08:00
23/11/2001;9;244;1559.16;26.1;59;23/11/2001 09:00
23/11/2001;10;318;2032.02;26.1;59;23/11/2001 10:00
23/11/2001;11;370;2364.3;28.3;42;23/11/2001 11:00
23/11/2001;12;408;2607.12;27.6;52;23/11/2001 12:00
23/11/2001;13;342;2185.38;26.8;50;23/11/2001 13:00
23/11/2001;14;160;1022.4;25.7;55;23/11/2001 14:00
23/11/2001;15;118;754.02;25.9;57;23/11/2001 15:00
23/11/2001;16;180;1150.2;26.9;49;23/11/2001 16:00
23/11/2001;17;168;1073.52;26.3;56;23/11/2001 17:00
23/11/2001;18;74;472.86;24.7;66;23/11/2001 18:00
23/11/2001;19;12;76.68;23.4;75;23/11/2001 19:00
23/11/2001;20;0;0;21.8;83;23/11/2001 20:00
23/11/2001;21;0;0;20.7;83;23/11/2001 21:00
23/11/2001;22;0;0;19.9;79;23/11/2001 22:00
23/11/2001;23;0;0;19.1;80;23/11/2001 23:00
23/11/2001;24;0;0;20.4;76;24/11/2001 00:00
24/11/2001;1;0;0;20.4;72;24/11/2001 01:00
24/11/2001;2;0;0;19.7;70;24/11/2001 02:00
24/11/2001;3;0;0;19.3;72;24/11/2001 03:00
24/11/2001;4;0;0;19.2;74;24/11/2001 04:00
24/11/2001;5;0;0;19.1;72;24/11/2001 05:00
24/11/2001;6;4;25.56;19.6;73;24/11/2001 06:00
24/11/2001;7;64;408.96;24.4;59;24/11/2001 07:00
24/11/2001;8;152;971.28;27.4;49;24/11/2001 08:00
24/11/2001;9;240;1533.6;26.2;50;24/11/2001 09:00
24/11/2001;10;284;1814.76;26.4;52;24/11/2001 10:00
24/11/2001;11;210;1341.9;25.9;57;24/11/2001 11:00
24/11/2001;12;104;664.56;25.1;65;24/11/2001 12:00
24/11/2001;13;122;779.58;25.6;59;24/11/2001 13:00
24/11/2001;14;120;766.8;26.1;61;24/11/2001 14:00
24/11/2001;15;108;690.12;25.6;60;24/11/2001 15:00
24/11/2001;16;112;715.68;26;62;24/11/2001 16:00
24/11/2001;17;106;677.34;25.7;61;24/11/2001 17:00
24/11/2001;18;64;408.96;25;67;24/11/2001 18:00
24/11/2001;19;6;38.34;22.9;78;24/11/2001 19:00
24/11/2001;20;0;0;22.1;83;24/11/2001 20:00
24/11/2001;21;0;0;20.9;79;24/11/2001 21:00
24/11/2001;22;0;0;20.2;78;24/11/2001 22:00
24/11/2001;23;0;0;20.6;74;24/11/2001 23:00
24/11/2001;24;0;0;20.4;74;25/11/2001 00:00
25/11/2001;1;0;0;19.5;69;25/11/2001 01:00
25/11/2001;2;0;0;18.7;72;25/11/2001 02:00
25/11/2001;3;0;0;18.4;72;25/11/2001 03:00
25/11/2001;4;0;0;18.4;71;25/11/2001 04:00
