"0","1","2","3","4","5","6","7","8","9","10","11","12"
0.0267361111112659,0.05659722222171,0.182291666666481,0.110416666666487,0.11388888888854,0.190625000000436,0.157986111111228,0.0770833333338934,0.0486111111110528,0.0177083333334126,0.0121527777777701,0.00347222222215815,0.00243055555556471
