"Position_Ancestor_A","Cycle","11","12","1","2","3"
"0","4",0.303553287696804,0.61461088796153,0.0172186327376164,0.0512106228251571,0.0134065687788926
"1","4",0.276054328630536,0.631486933609134,0.0192755908977092,0.0578883360215806,0.0152948108410402
"0","5",0.00542905823943682,0.117773031435808,0.0302684640812383,0.326141157392509,0.520388288851008
"1","5",0.00475292739695648,0.104720112362149,0.0274221165070414,0.30949101497307,0.553613828760783
