"Burst_Month","Position_Ancestor_A","11","12","1","2","3","4","5"
"9-10","0",7,49,0,1,0,0,0
"11","0",0,0,9,5,0,0,0
"12","0",0,0,4,34,0,9,0
"9-10","1",19,90,0,1,0,0,0
"11","1",0,1,30,7,0,0,0
"12","1",0,0,10,50,9,15,0
