"Flowering_Week","Nb_Inflorescences","Position_Ancestor_A","Nature_Ancestor_F","1","3","4","5","6","7","8","9","10"
"7","3","0","1",0.00554567068084307,0.0139517571266736,0.0170098092771152,0.0689789255613082,0.209367968701848,0.294698844131477,0.23501662160991,0.097064632623256,0.058365770287569
"8","3","0","1",0.00390267349692306,0.00987558621692838,0.0121522853261426,0.0505816736360535,0.167551300294332,0.279026803018101,0.269337541343053,0.126500930749411,0.0810712059190567
"9","3","0","1",0.0100518235122263,0.0248899746709391,0.0295968021270816,0.112226111791825,0.278791835742667,0.284201548232937,0.168446475788496,0.0588742993378117,0.0329211287960166
"1","5","0","1",0.270170881411621,0.298796201078263,0.14655694379988,0.171201359507424,0.0815338643576327,0.0221835222210183,0.00679251467038122,0.00183183993106151,0.000932873022718494
"3","5","0","1",0.0174447027147624,0.0420949646320131,0.0481079086706403,0.165314738278641,0.321039506768444,0.23850371594528,0.112848548675245,0.0355489332503283,0.0190969810646445
"4","5","0","1",0.107616807520096,0.193091991564869,0.149656056394397,0.26795792745803,0.190250309752786,0.0626586187024338,0.0203298764367337,0.00558033815011227,0.00285807402054294
"5","5","0","1",0.0361648665719243,0.0818423330291416,0.0851447164096909,0.239265668564809,0.313203882157317,0.157453983949773,0.0603009683397894,0.0174955179058768,0.00912806307167835
"6","5","0","1",0.0197332390467905,0.0472408988898508,0.0533464155232503,0.17826462033701,0.325314592480275,0.225396205909161,0.102195237671865,0.031627826937753,0.0168809632040448
"7","5","0","1",0.00916978344143545,0.022776379162334,0.0272149550555114,0.104511286379397,0.268995291053645,0.288845632311089,0.178662178619308,0.0638197060080962,0.0360047879691834
"8","5","0","1",0.00646005743779553,0.0161997470688818,0.0196496591277218,0.0785666102045779,0.228000332354143,0.296545158452733,0.218255182096343,0.0858455775055345,0.0504776757522695
"9","5","0","1",0.0165716488626838,0.0401097729912976,0.0460507289016205,0.159988524085654,0.318625702837045,0.243749078266722,0.117496781159347,0.0373074037143568,0.0201003591812735
"1","1","1","1",0.0502568616821053,0.108480805920544,0.105720889476758,0.263619756752909,0.285375428421415,0.123310735652467,0.0442099275048885,0.0125358386229507,0.00648975596596291
"3","1","1","1",0.00253149812283188,0.00643711271477677,0.00798313880448131,0.0339829457918348,0.122030698760304,0.24240711894694,0.29668468587084,0.16807204363859,0.119870757349401
"4","1","1","1",0.0169464120869819,0.0409634308289455,0.0469378290192282,0.162302184434279,0.319721546729031,0.241482069270039,0.115457170579184,0.0365321146980374,0.0196572423542746
"5","1","1","1",0.00533498014019474,0.0134317062526081,0.0163951626904525,0.0667056348124495,0.204646743128709,0.293731557508432,0.239142660395445,0.100068263637543,0.0605432914341654
"6","1","1","1",0.0028693136857885,0.00728736597212521,0.00902019894788213,0.0381833538938988,0.134316054150615,0.254483565285292,0.290949232801929,0.155651535206733,0.107239380055736
"7","1","1","1",0.00132116643020329,0.00337395864551834,0.00421341818084495,0.0183052015406547,0.0710857155853848,0.17195970822728,0.292873935772445,0.229709473537727,0.207157422079942
"8","1","1","1",0.000928580226247334,0.00237469891921471,0.00297224720707341,0.0130001245043305,0.0518668468554643,0.135331045849542,0.26876695569301,0.253677357194316,0.271082143550801
"9","1","1","1",0.0024029790780585,0.00611310362074255,0.00758687955402897,0.0323652864855215,0.117152728346222,0.237126563680394,0.298483222703509,0.173277712200914,0.125491524330609
"1","2","1","1",0.0496572607193725,0.107400580240247,0.10495054879523,0.26292040870248,0.286600239552731,0.124482923606095,0.0447252167081057,0.0126910988527901,0.00657172282294871
"3","2","1","1",0.0024997968063633,0.00635721814478133,0.00788548323259862,0.033584937774568,0.120838202095646,0.241142271575084,0.297152076613372,0.169329975324145,0.121210038433443
"4","2","1","1",0.0167372253933468,0.0404872123167851,0.0464434177446185,0.16101587176088,0.319121292299863,0.242744698456856,0.116587169678897,0.0369609267809738,0.0199021855677802
"5","2","1","1",0.00526835694832979,0.0132670969268284,0.0162003019919539,0.0659816734515778,0.203117942218897,0.293375166871124,0.240467390058313,0.101056206588213,0.0612658649447635
"6","2","1","1",0.00283339400645162,0.00719705631870847,0.00891023916615558,0.0377402514661866,0.133045560728759,0.253313735221904,0.291613394936643,0.156891443219547,0.108454924935646
"7","2","1","1",0.00130460197053153,0.00333185317223027,0.00416123300959555,0.0180835955517531,0.0703040452207099,0.170589495357249,0.292247795156577,0.230737297678026,0.209240082883328
"8","2","1","1",0.000916933396563968,0.00234501121825048,0.00293528619203066,0.0128410380352392,0.0512738946194612,0.134099137699626,0.267679569743947,0.254323421590151,0.27358570750473
"9","2","1","1",0.00237288334473553,0.00603718646426609,0.00749394886404539,0.0319848925580301,0.11599358724283,0.235829900634424,0.298864836176382,0.174538213604088,0.126884551111199
"1","3","1","1",0.17259755235667,0.253954020318888,0.159773410850932,0.228873221192688,0.129826423382862,0.038139786763781,0.0119398207769843,0.00324148691431403,0.00165427744288094
"3","3","1","1",0.00990566475042944,0.0245406546073133,0.0292047966825228,0.110970943015417,0.277267464206507,0.28501022938624,0.170063910861049,0.0596409085596075,0.0333954279309139
"4","3","1","1",0.0636320261591492,0.131422131748732,0.120826157787648,0.273785581154655,0.2588184464316,0.101576400684429,0.0350617276441586,0.00981680509032468,0.00506072329930374
"5","3","1","1",0.0207060689388682,0.0494032634938607,0.0555074542214945,0.18335536617118,0.326380458819028,0.220122488765917,0.0982334433158926,0.0302065604434665,0.0160848958302923
"6","3","1","1",0.0112164598702497,0.0276605534137076,0.0326828896452155,0.121910337981124,0.289676444140434,0.277370502280074,0.156516730365296,0.0533958491636656,0.0295702331402333
"7","3","1","1",0.00518801619974331,0.0130684911668798,0.0159649989064443,0.0651053573364577,0.201250910343385,0.292911252574526,0.242077420899878,0.102273197042991,0.0621603555296943
"8","3","1","1",0.00365059112719265,0.00924595887828616,0.0113937798017318,0.0476183683381586,0.16000182723472,0.274439450463377,0.274836975674287,0.13260623237405,0.0862068161081975
"9","3","1","1",0.00940630455546481,0.0233444438736896,0.0278574687650392,0.106613303155523,0.271766535309662,0.287660746699203,0.175812921169288,0.0624151132570112,0.0351231632151191
"1","5","1","1",0.257160131462596,0.295299187235177,0.14922693885942,0.178130334233351,0.0863168124392345,0.0236535986955725,0.00725719236050459,0.00195832661819051,0.000997478095954851
"3","5","1","1",0.0163322524826109,0.0395632749322905,0.04548084829245,0.158488625202114,0.317876279206571,0.245208800143522,0.118836311310172,0.0378197654759096,0.0203938429543601
"4","5","1","1",0.101347196106686,0.185458145785272,0.147029382079123,0.270730218919136,0.198285890457611,0.0664478011392433,0.0216832524677739,0.00596251409514093,0.00305559895001362
"5","5","1","1",0.0338998174888281,0.0773078758625316,0.0813095837653725,0.233435814960596,0.317080596992087,0.164572641411799,0.0639769081226023,0.0186620859931731,0.00975467540301023
"6","5","1","1",0.0184775931506711,0.0444278121612342,0.0504994864862108,0.171335031743315,0.323306606823798,0.232468364962897,0.107787386316006,0.0336676152579201,0.0180301030979482
"7","5","1","1",0.00858041733258229,0.0213567118274702,0.0256016495377044,0.099164434479136,0.261591930503602,0.291552798016913,0.18614103910691,0.0676061275203452,0.0384048916753377
"8","5","1","1",0.00604379021362981,0.0151781796027739,0.0184534429709845,0.0742572051580623,0.219876366040872,0.296128435614549,0.225653699928291,0.0906201605427532,0.0537887199280834
"9","5","1","1",0.0155139942792888,0.037688330834581,0.0435139457905452,0.153229564090843,0.315004368363421,0.250260889778242,0.123644798166902,0.0396802399506992,0.0214638687454779
"1","1","0","2",0.0598891106872172,0.125219930239247,0.116977623427429,0.271860231966126,0.266042766287334,0.106914886014726,0.0372406732117281,0.0104581021925348,0.00539667597365789
"3","1","0","2",0.00304602252019335,0.00773131310478464,0.00956008150663826,0.0403511396868025,0.140446762596416,0.259879524248005,0.287543417742114,0.149807421808549,0.101634316786497
"4","1","0","2",0.0203310355872055,0.0485714173746025,0.0546789224761024,0.181420729790286,0.326016271543029,0.222134164972452,0.0997251276931076,0.0307394173170285,0.0163829132461855
"5","1","0","2",0.00641564443947402,0.0160908964793723,0.019522470518916,0.0781111556173597,0.227160611231807,0.296530158314222,0.219026226416663,0.0863313228332346,0.0508115141489514
"6","1","0","2",0.00345226111375879,0.00874979440275264,0.0107945055813198,0.0452595116341994,0.153819207918032,0.27026095377254,0.279117503771044,0.13781974921516,0.090726512591193
"7","1","0","2",0.00159008430362114,0.00405683056765334,0.00505837003328395,0.0218757633643185,0.0834337476441699,0.19235180163111,0.299756318848972,0.213544730646272,0.178332352960599
"8","1","0","2",0.00111767825907316,0.00285636402004316,0.00357122207779987,0.0155692789749121,0.0613073334489059,0.15410493234396,0.283065320222158,0.242397866209736,0.236010004443411
"9","1","0","2",0.00289145783187773,0.00734302951989742,0.00908795144901469,0.0384561076633897,0.13509516526857,0.255192111017633,0.290534596681885,0.154896131632225,0.106503448935508
"1","2","0","2",0.0591817510218923,0.124029167350887,0.116218878393023,0.271424934012326,0.267429584757459,0.107981464058582,0.0376811045622879,0.0105882028815325,0.00546491296201035
"3","2","0","2",0.00300789737351455,0.00763557821930343,0.00944375156013921,0.0398851299732762,0.1391406590837,0.258764215350138,0.288295690048516,0.151033434173921,0.102793644217492
"4","2","0","2",0.020080922504826,0.0480154240132012,0.0541231903498003,0.180111167001248,0.325741300951578,0.223490685801002,0.100744450502989,0.0311051125256169,0.0165877463497385
"5","2","0","2",0.00633561187971932,0.0158946601160069,0.0192930109313466,0.0772878261093226,0.225631399346225,0.296486148395947,0.220426648280219,0.0872203966318156,0.0514242983093989
"6","2","0","2",0.00340906872111945,0.00864164658169659,0.0106637016230675,0.0447425636508762,0.152443411686481,0.26927853159696,0.28003971248266,0.139007236603006,0.0917741270541335
"7","2","0","2",0.0015701535187851,0.00400626456115414,0.00499589213502398,0.0216128758722633,0.0825402383231918,0.190953264393197,0.299429443218857,0.214700785582962,0.180191082394566
"8","2","0","2",0.0011036622645478,0.00282068515096506,0.0035268985093758,0.015379739540439,0.0606194923575908,0.1527892534088,0.282199069645976,0.243265646908253,0.238295552214052
"9","2","0","2",0.00285526173348293,0.00725203914944621,0.00897719091638691,0.0380101092700446,0.133820022027562,0.254028964292991,0.291210322534764,0.156134431521223,0.107711658554099
"1","3","0","2",0.200722109017623,0.271707538148611,0.158063936648955,0.21104073468718,0.11237100802192,0.0320701346104303,0.00995447580306097,0.00269554500399016,0.00137451805822975
"3","3","0","2",0.0119010984141062,0.029278603594481,0.0344663402381067,0.127349528638388,0.295129989419912,0.273137707008546,0.150218606051801,0.0506202918418408,0.0278978347928192
"4","3","0","2",0.0756236454613148,0.150215547050485,0.131431906445059,0.276429537077311,0.237127856050529,0.0873354331888344,0.0294467747591253,0.00818198169166706,0.00420731827567389
"5","3","0","2",0.0248226296317692,0.0583905091127377,0.0642370148035833,0.202470584676106,0.327247987543017,0.199769114374681,0.0843061354388551,0.0253585399168581,0.0133974845023931
"6","3","0","2",0.0134723519559059,0.0329624809709222,0.0384752392210264,0.139164806138534,0.305416483567591,0.263172579330612,0.137437844346022,0.0452119487806528,0.0246862656887337
"7","3","0","2",0.00623909791772825,0.0156578635295925,0.0190158442799937,0.0762904832972142,0.22375948280767,0.296403030166651,0.222134358164783,0.0883167517953346,0.0521830880410328
"8","3","0","2",0.00439156861288445,0.0110934870105652,0.0136132461293484,0.0562196569939545,0.181268078919005,0.285954933633839,0.258706770229531,0.11608330419858,0.0726689542722913
"9","3","0","2",0.0113022935645084,0.0278638407386123,0.0329077195203161,0.122602320120831,0.29039610079469,0.276846347502099,0.155700021993388,0.053031571302472,0.029349784463084
"1","5","0","2",0.29416509843321,0.303598096535401,0.141256949678494,0.159074945337584,0.0736112011667223,0.0197955391184437,0.00604168765910473,0.0016277824238915,0.000828699647148046
"3","5","0","2",0.0195966581312022,0.0469361197100311,0.0530399158264961,0.177530827258364,0.325132363887332,0.2261510482864,0.102776227401283,0.0318378945176359,0.0169989449812555
"4","5","0","2",0.119538973261386,0.206663954278884,0.153637741445706,0.261830528011851,0.176281588715044,0.0564117044484633,0.0181331162150963,0.00496293257042912,0.00253946105314073
"5","5","0","2",0.0405308571385457,0.09038072943725,0.0921012636424568,0.248806908453029,0.305018911561655,0.14519420389346,0.0542484751784369,0.0156024785307065,0.00811617216445948
"6","5","0","2",0.0221611378670403,0.0526098876203329,0.0586686132206425,0.190543035700243,0.327292616880678,0.212570422966899,0.0928320672607962,0.0282995633650361,0.0150226551183311
"7","5","0","2",0.0103116686383062,0.0255101116452689,0.0302911116806828,0.11443528987009,0.281410564575233,0.282732526216305,0.165640428516642,0.0575582690761411,0.0321100297813315
"8","5","0","2",0.00726698353075673,0.0181714486279219,0.0219423602574101,0.0866657076768987,0.242210459805207,0.295797031152831,0.204985115196721,0.0778703272750548,0.0450905664771983
