"Burst_Month","Nature_Ancestor_F","1","2","3","4","5","6","7"
"8-9-10","0",0.0055944030645437,0.0880991102146505,0.368474035696935,0.201905762781909,0.0430090553072571,0.159281659461519,0.133635973473186
"11","0",0.0305228861537254,0.33597974335006,0.461349228513472,0.089249402050366,0.0139758740538282,0.0420992879686687,0.0268235779098798
"12-1-2","0",0.518181595730577,0.433654748721719,0.0421129865705411,0.00341146856593844,0.000476845449345453,0.0013561150792597,0.000806239882619408
"8-9-10","1",0.00263058386056463,0.0435953665718384,0.240946527957609,0.193827355716409,0.0498904805112998,0.221546056859721,0.247563628522558
"11","1",0.0145455616998386,0.19881490718614,0.479375590937934,0.145621932306192,0.0252772593955818,0.080837198600611,0.0555275498737026
"12-1-2","1",0.335195644449963,0.567386617611581,0.0845994408198617,0.00720562406303693,0.00101160811471568,0.00288291197185109,0.00171815296899058
"8-9-10","2",0.000842600488785725,0.0144173678897573,0.0988514618215003,0.114477416614533,0.0371129814211252,0.227146044027999,0.5071521277363
"11","2",0.00469721952534162,0.0751043395220781,0.339091943560653,0.204928320101744,0.0455970716105148,0.175263415780666,0.155317689899003
"12-1-2","2",0.138830487887157,0.608795799417838,0.213347786871024,0.0216789934584998,0.00309623954799521,0.00889660534538905,0.00535408747209654
