"Burst_Month","Position_Ancestor_A","probability","number"
"8","0",0.71698113207548,53
"9","0",0.100000000000004,20
"10","0",1.33333333333338,3
"11","0",0.960000000000001,50
"12","0",0.833333333333323,6
"1","0",3.33333333333327,6
"2","0",8.31528702143565e-08,7
"8","1",0.471698113207554,53
"9","1",0.086956521739134,23
"10","1",1.80000000000004,5
"11","1",1.44594594594594,74
"12","1",1.62499999999998,8
"1","1",2.45454545454542,11
"2","1",0.700000000000011,10
