"Burst_Month","Nature_Ancestor_F","1","2","3","4","5","6","7"
"8-9-10","0",0.00516658336885315,0.0877320607039703,0.382656807170398,0.203620381484448,0.0424122574953351,0.154780790584597,0.123631119192399
"11","0",0.0320974491004054,0.363286502300154,0.457343197718029,0.0783911435793184,0.0119003334620346,0.0353659067892301,0.0216154670508288
"12-1-2","0",0.24733156290698,0.618978947895728,0.116558932214255,0.00972032362793362,0.00134935625665,0.00383628245566869,0.00222459464278446
"8-9-10","1",0.00210506883411167,0.0378324839762177,0.229241374574459,0.193155243139717,0.0505171539372661,0.22937049132555,0.257778184212678
"11","1",0.00937737316196098,0.147928032021555,0.465735030705662,0.171140939576689,0.0311194496619671,0.102862629436015,0.0718365454361499
"12-1-2","1",0.503142175518347,0.44916866626546,0.0420651811378467,0.00320724506492587,0.000441880602141564,0.00125187980068309,0.000722971610596201
"8-9-10","2",0.000513469120050737,0.00951559278855067,0.0722860332100898,0.0908361215593808,0.030911888630895,0.208117395714268,0.587819498976765
"11","2",0.00372746703197331,0.0649826990602491,0.326423249523533,0.208842336447806,0.0472484149783787,0.185021703009722,0.163754129948338
"12-1-2","2",0.386086481328398,0.539295588224574,0.0655931450789865,0.00513908146798514,0.000709615523687868,0.00201246916236286,0.00116361921400521
