"Burst_Month","Position_Ancestor_A","probability","number"
"9","0",0.357142857142857,14
"10","0",0.41304347826089,46
"11","0",0.428571428578602,28
"12","0",0.587500000000021,80
"9","1",0.727272727273117,11
"10","1",0.429906542058954,107
"11","1",0.837209302325585,43
"12","1",0.86065573770492,122
