"0","1","2","3","4","5","6","7","8","9"
0.00214362272240542,0.115755627009706,0.293676312968841,0.155412647374061,0.109324758842431,0.0439442658092823,0.257234726688054,0.0203644158628173,0.00107181136119838,0.00107181136120338
