"Burst_Month","probability","stderror","number"
"12",379.953225806452,16.3312001614336,31
"1",371.857777777778,13.5547868216337,45
"2",404.429439890713,8.23225914658507,122
"3",389.9333333333,28.7540450373458,10
"4",421.661111111134,23.4775794608347,15
