"Position_A","Position_Ancestor_A","Nature_Ancestor_F","probability","number"
"0","0","0",0.235748906583465,3
"1","0","0",0.847179599197706,40
"0","1","0",0.341457373353086,22
"1","1","0",1.22705010552384,70
"0","0","1",0.234261579050324,6
"1","0","1",0.841834787373709,0
"0","1","1",0.339303136626639,7
"1","1","1",1.21930871052465,1
"0","0","2",0.576379657657465,0
"1","0","2",2.07125918179852,0
"0","1","2",0.834825012807391,0
"1","1","2",2.99999999999997,1
