"Position_A","Nature_F","108","109","110","111","101","102","103"
"0","0",41,16,1,1,0,1,9
"1","0",16,5,0,0,2,1,7
"0","1",3,1,1,5,2,32,62
"1","1",5,2,0,11,3,31,44
"0","2",1,0,0,0,2,10,19
"1","2",0,0,0,1,1,37,81
