"Position_A","Nature_F","probability","number"
"0","0",7.0052492753273,69
"1","0",6.92380000088431,31
"0","1",11.1805919356378,106
"1","1",11.0505964043998,96
"0","2",12.0779704638198,32
"1","2",11.9375412096479,120
