"Position_A","Nature_F","probability","number"
"0","0",0.285714285714286,13
"1","0",0.666666666666667,8
"0","1",0.999999999297571,25
"1","1",0.999999999859514,18
"0","2",0.999999999003779,9
"1","2",0.999999999800756,16
