"Position_A","Position_Ancestor_A","Nature_Ancestor_F","probability","number"
"0","0","0",0.257696164090938,149
"1","0","0",0.408024279985059,189
"0","1","0",0.304477976147853,179
"1","1","0",0.465000968238828,129
"0","0","1",0.069950743500946,347
"1","0","1",0.129926617277727,26
"0","1","1",0.0866270051745602,503
"1","1","1",0.158464946369867,68
"0","0","2",0.019121693648398,96
"1","0","2",0.0372627469403695,0
"0","1","2",0.0239929112163303,601
"1","1","2",0.046536111126288,16
