"Position_A","Position_Ancestor_A","1","2","3","4","5","6","7","8","9","10","11","12"
"0","0",0.0174965590953323,0.0023922993206357,0.011978879489633,0.0838115353936369,0.380583788879334,0.133714961669676,0.163090679140204,0.119288646772531,0.0427432446788661,0.0308362929089648,0.0074966057124094,0.00656650693877725
"1","0",0.0181470660834386,0.00247937568643322,0.0124081461952732,0.0865014223514385,0.386018496633992,0.133044709853391,0.160502575435685,0.116182288985199,0.0413836726888273,0.0297752667513268,0.00722853365772214,0.00632844567727331
"0","1",0.0196387992976153,0.00267855384745807,0.0133882549382856,0.0925677117079468,0.397388529242108,0.131305398347344,0.154750227154131,0.109604791173958,0.0385632985741586,0.0275931241281538,0.00667958947857938,0.00584172211026002
"1","1",0.0203673018548079,0.00277556941337798,0.0138647403530927,0.0954794234292713,0.40243218619015,0.130374487490145,0.15203838144404,0.106642479709485,0.0373179088720292,0.026637532655724,0.00644020039473059,0.00562978819314652
