"Position_A","Position_Ancestor_A","Nature_Ancestor_F","probability","number"
"0","0","0",0.821585434534502,8
"1","0","0",1.09570072931584,36
"0","1","0",1.02624746312304,9
"1","1","0",1.36864657835559,40
"0","0","1",1.21473369160817,11
"1","0","1",1.62001970321408,1
"0","1","1",1.51733138999632,19
"1","1","1",2.02357666135447,8
"0","0","2",1.200747518686,0
"1","0","2",1.6013671575055,0
"0","1","2",1.49986117463362,2
"1","1","2",2.00027765079561,1
