"Position_A","Position_Ancestor_A","11","12","1","2","3","4","5"
"0","0",1,2,11,30,2,0,0
"1","0",0,0,3,1,0,0,0
"0","1",0,2,4,39,1,0,0
"1","1",0,0,0,2,0,0,0
