"Position_A","Position_Ancestor_A","11","12","1","2","3"
"0","0",0.013154687498492,0.0517792731464333,0.233400669437746,0.683585257890352,0.0180801120269775
"1","0",0.0314832303983431,0.113336567578188,0.364225102284057,0.483461034266172,0.00749406547323961
"0","1",0.00515882129296657,0.0211449709277358,0.11562267967423,0.812880110203994,0.0451934179010746
"1","1",0.0124876283614527,0.049318049891519,0.225612546936374,0.693541626516711,0.0190401482939432
