"Position_A","Nature_Ancestor_F","1","2","3","4","5","6","7"
"0","0",0.0777239171760612,0.255782416670865,0.362555606468423,0.117440770163048,0.0221566529728343,0.085454669238935,0.0788859673098342
"1","0",0.0634208238111865,0.223348042714639,0.361138746743155,0.130113664574315,0.0253531362731051,0.100307408532497,0.0963181773511018
"0","1",0.0723247872875594,0.244110632330977,0.362913549243105,0.122056112107203,0.0232841729327393,0.090580585503816,0.0847301605946014
"1","1",0.0589517563518607,0.212165360477513,0.358837314426942,0.134334505427422,0.0264998122046339,0.105902275930229,0.103308975181399
"0","2",0.0141019195999652,0.0641795313167028,0.201620959109086,0.145501583455231,0.037842241138963,0.201389099429462,0.33536466595059
"1","2",0.0113625787424101,0.0525202857560757,0.174111682802272,0.135000776211443,0.0365026952330864,0.204763187485373,0.38573879376934
