"Position_A","Position_Ancestor_A","Nature_Ancestor_F","probability","number"
"0","0","0",0.575874716512734,107
"1","0","0",0.690929363855315,107
"0","1","0",0.612099307720868,131
"1","1","0",0.722069775903204,71
"0","0","1",0.621330032730645,322
"1","0","1",0.729838604166812,24
"0","1","1",0.655991464021798,437
"1","1","1",0.758429375985359,59
"0","0","2",0.477314535758577,94
"1","0","2",0.600560797278325,0
"0","1","2",0.514865552497562,578
"1","1","2",0.636009619673288,15
