"Position_A","Position_Ancestor_A","11","12","1","2","3","4"
"0","0",0.110099581431492,0.489728061979712,0.141447303464776,0.20415215803026,0.0155365724204107,0.0390363226733486
"1","0",0.0489566832734512,0.335150246261732,0.159706978642299,0.334354647123546,0.0328831699189717,0.0889482747800003
"0","1",0.105563047761885,0.48289272992317,0.143671803116288,0.210814487373645,0.0162134829033564,0.0408444489216541
"1","1",0.0468069648158745,0.326205670775922,0.159079331087761,0.340940169765255,0.0341229524282269,0.0928449111269618
