"Position_A","Nature_F","probability","number"
"0","0",0.902402331638542,56
"1","0",2.00912685308899,51
"0","1",0.810209304311031,44
"1","1",1.80386642724884,39
"0","2",0.973751454332582,7
"1","2",2.16797998691085,13
