"is_loaded","burst_date_mother","position_mother_L","position_ancestor_L","nature_ancestor_V","probas"
"0","1","0","0","0",0.0561667341086493
"1","1","0","0","0",0.0399625666188835
"0","2","0","0","0",0.0860697996402076
"1","2","0","0","0",0.0618034754043545
"0","3","0","0","0",0.0105714831854903
"1","3","0","0","0",0.00741820990306543
"0","4","0","0","0",3.69368592120616e-08
"1","4","0","0","0",2.5836952286535e-08
"0","5","0","0","0",0.153088237223074
"1","5","0","0","0",0.112247545581591
"0","9","0","0","0",0.862298145736278
"1","9","0","0","0",0.814135058706715
"0","10","0","0","0",0.828436987557616
"1","10","0","0","0",0.771567945823602
"0","11","0","0","0",0.942138647138416
"1","11","0","0","0",0.919286986495073
"0","12","0","0","0",0.767415714954314
"1","12","0","0","0",0.697700514449014
"0","1","1","0","0",0.0293671840739226
"1","1","1","0","0",0.0207249428836586
"0","2","1","0","0",0.0456929641996869
"1","2","1","0","0",0.0324067407843468
"0","3","1","0","0",0.00540284064180372
"1","3","1","0","0",0.00378537727030176
"0","4","1","0","0",1.87794736358814e-08
"1","4","1","0","0",1.31360481643377e-08
"0","5","1","0","0",0.0841672735981708
"1","5","1","0","0",0.0604018928267301
"0","9","1","0","0",0.76098088221884
"1","9","1","0","0",0.690115743126663
"0","10","1","0","0",0.710568076297573
"1","10","1","0","0",0.631984638617024
"0","11","1","0","0",0.89222352149405
"1","11","1","0","0",0.852739755441389
"0","12","1","0","0",0.626523327072869
"1","12","1","0","0",0.539896559158339
"0","1","0","1","0",0.0578670894864229
"1","1","0","1","0",0.0411937778529422
"0","2","0","1","0",0.0885904506408555
"1","2","0","1","0",0.0636629637127653
"0","3","0","1","0",0.0109074691984586
"1","3","0","1","0",0.00765475299224509
"0","4","0","1","0",3.81237432797018e-08
"1","4","0","1","0",2.66671654673724e-08
"0","5","0","1","0",0.157233930972805
"1","5","0","1","0",0.115438006882282
"0","9","0","1","0",0.866010725892748
"1","9","0","1","0",0.818873407501088
"0","10","0","1","0",0.832885571415307
"1","10","0","1","0",0.777094361946305
"0","11","0","1","0",0.943838844000516
"1","11","0","1","0",0.921602781532754
"0","12","0","1","0",0.773013032723676
"1","12","0","1","0",0.704329176331198
"0","1","1","1","0",0.0302822576182747
"1","1","1","1","0",0.0213766572062767
"0","2","1","1","0",0.0470920637888494
"1","2","1","1","0",0.0334132657193643
"0","3","1","1","0",0.00557548100244629
"1","3","1","1","0",0.00390653680942103
"0","4","1","1","0",1.93829103912061e-08
"1","4","1","1","0",1.35581459548265e-08
"0","5","1","1","0",0.0866374888228539
"1","5","1","1","0",0.0622220082810878
"0","9","1","1","0",0.766685977989237
"1","9","1","1","0",0.696838453495424
"0","10","1","1","0",0.717029019805514
"1","10","1","1","0",0.639309337477391
"0","11","1","1","0",0.895227315137505
"1","11","1","1","0",0.856667203388504
"0","12","1","1","0",0.633893755522854
"1","12","1","1","0",0.547742493974225
"0","1","0","0","1",0.050758313623136
"1","1","0","0","1",0.0360548761195913
"0","2","0","0","1",0.0780199682821093
