"is_loaded","burst_date_mother","position_mother_L","position_ancestor_L","nature_ancestor_V","probas"
"0","04-08","0","0","0",0.733800138551831
"1","04-08","0","0","0",0.510276407950254
"0","04-09","0","0","0",0.711080263551452
"1","04-09","0","0","0",0.48194747457275
"0","04-10","0","0","0",0.596742206210802
"1","04-10","0","0","0",0.358709718556359
"0","04-11","0","0","0",0.843803283150588
"1","04-11","0","0","0",0.67126792194349
"0","04-12","0","0","0",0.607785205812121
"1","04-12","0","0","0",0.369382690320781
"0","05-01","0","0","0",0.94953242569962
"1","05-01","0","0","0",0.876723379551863
"0","05-02","0","0","0",0.438549754461616
"1","05-02","0","0","0",0.227949159515019
"0","04-08","1","0","0",0.37875983473638
"1","04-08","1","0","0",0.187293471474115
"0","04-09","1","0","0",0.352477135525556
"1","04-09","1","0","0",0.170647359595027
"0","04-10","1","0","0",0.246587575761209
"1","04-10","1","0","0",0.110094766160495
"0","04-11","1","0","0",0.544382487610867
"1","04-11","1","0","0",0.311121915973781
"0","04-12","1","0","0",0.255252338378582
"1","04-12","1","0","0",0.114693482949145
"0","05-01","1","0","0",0.806251359640906
"1","05-01","1","0","0",0.611341821451046
"0","05-02","1","0","0",0.147310278774739
"1","05-02","1","0","0",0.0612990547770573
"0","04-08","0","1","0",0.707414304298825
"1","04-08","0","1","0",0.477510435547806
"0","04-09","0","1","0",0.683414015967429
"1","04-09","0","1","0",0.449331537216189
"0","04-10","0","1","0",0.56482771424645
"1","04-10","0","1","0",0.329135170394307
"0","04-11","0","1","0",0.82573154420546
"1","04-11","0","1","0",0.641710249710636
"0","04-12","0","1","0",0.576123885619055
"1","04-12","0","1","0",0.339393891128221
"0","05-01","0","1","0",0.942865107797742
"1","05-01","0","1","0",0.861836800021029
"0","05-02","0","1","0",0.406565859489303
"1","05-02","0","1","0",0.205697422544839
"0","04-08","1","1","0",0.348430373178171
"1","04-08","1","1","0",0.16814607815765
"0","04-09","1","1","0",0.323157503194796
"1","04-09","1","1","0",0.152881605951685
"0","04-10","1","1","0",0.223042035240199
"1","04-10","1","1","0",0.0978889556397643
"0","04-11","1","1","0",0.511714859375188
"1","04-11","1","1","0",0.283734924203862
"0","04-12","1","1","0",0.231133257387691
"1","04-12","1","1","0",0.102036287725629
"0","05-01","1","1","0",0.784942238864269
"1","05-01","1","1","0",0.579769098232772
"0","05-02","1","1","0",0.131588614766711
"1","05-02","1","1","0",0.0541737227907748
"0","04-08","0","0","1",0.821273988841604
"1","04-08","0","0","1",0.634628447149496
"0","04-09","0","0","1",0.804026043508484
"1","04-09","0","0","1",0.607966382071257
"0","04-10","0","0","1",0.711549738736343
"1","04-10","0","0","1",0.482518319004888
"0","04-11","0","0","1",0.900053275478987
"1","04-11","0","0","1",0.772931513768364
"0","04-12","0","0","1",0.720919135973259
"1","04-12","0","0","1",0.494037159332822
"0","05-01","0","0","1",0.969101213240707
"1","05-01","0","0","1",0.92221101644487
"0","05-02","0","0","1",0.565610382918752
"1","05-02","0","0","1",0.329838787027434
"0","04-08","1","0","1",0.504049429230349
"1","04-08","1","0","1",0.277543441835084
"0","04-09","1","0","1",0.475730373845412
"1","04-09","1","0","1",0.255396856546656
"0","04-10","1","0","1",0.352999121580755
"1","04-10","1","0","1",0.170971171108317
"0","04-11","1","0","1",0.665747089210407
"1","04-11","1","0","1",0.429506238943513
"0","04-12","1","0","1",0.363598518040659
"1","04-12","1","0","1",0.177605233540096
"0","05-01","1","0","1",0.874005388278606
"1","05-01","1","0","1",0.723915861778514
"0","05-02","1","0","1",0.223594440585753
"1","05-02","1","0","1",0.0981705608073816
"0","04-08","0","1","1",0.801209728944674
"1","04-08","0","1","1",0.603721199981388
"0","04-09","0","1","1",0.782538188303499
"1","04-09","0","1","1",0.576309491814603
"0","04-10","0","1","1",0.683908463062639
"1","04-10","0","1","1",0.449897299196238
"0","04-11","0","1","1",0.887622843988123
"1","04-11","0","1","1",0.749098181100802
"0","04-12","0","1","1",0.693789320671052
"1","04-12","0","1","1",0.461331641301647
"0","05-01","0","1","1",0.964923645088585
"1","05-01","0","1","1",0.912267738461589
"0","05-02","0","1","1",0.533159553654187
"1","05-02","0","1","1",0.301525368240124
"0","04-08","1","1","1",0.471298500490393
"1","04-08","1","1","1",0.252030848475498
"0","04-09","1","1","1",0.443175249191095
"1","04-09","1","1","1",0.231268360405245
"0","04-10","1","1","1",0.323657772466479
"1","04-10","1","1","1",0.153177932446114
"0","04-11","1","1","1",0.635962220987406
"1","04-11","1","1","1",0.397714689232011
"0","04-12","1","1","1",0.333830723866933
"1","04-12","1","1","1",0.159254204872872
"0","05-01","1","1","1",0.858843435466302
"1","05-01","1","1","1",0.696954904858914
"0","05-02","1","1","1",0.20165676544572
"1","05-02","1","1","1",0.0871572680306163
