"is_loaded","burst_date_mother","position_mother_L","position_ancestor_L","nature_ancestor_V","probas"
"0","1","0","0","0",0.816982677103176
"1","1","0","0","0",0.907434331808981
"0","2","0","0","0",0.803019508351255
"1","2","0","0","0",0.899523391743554
"0","3","0","0","0",0.868673934114118
"1","3","0","0","0",0.935592525295663
"0","4","0","0","0",0.855530684434443
"1","4","0","0","0",0.928596049490599
"0","5","0","0","0",0.0847555389470843
"1","5","0","0","0",0.168996739100692
"0","9","0","0","0",2.50396433873648e-07
"1","9","0","0","0",5.49885952803361e-07
"0","10","0","0","0",0.424194229561493
"1","10","0","0","0",0.61800448321907
"0","11","0","0","0",0.27527146217668
"1","11","0","0","0",0.45478049330094
"0","12","0","0","0",0.80559924879942
"1","12","0","0","0",0.900995098006117
"0","1","1","0","0",0.648985905988634
"1","1","1","0","0",0.80238223694107
"0","2","1","0","0",0.62804100802351
"1","2","1","0","0",0.787594746333949
"0","3","1","0","0",0.73259567205065
"1","3","1","0","0",0.857477846520146
"0","4","1","0","0",0.710374248617422
"1","4","1","0","0",0.843416060791869
"0","5","1","0","0",0.036938156579179
"1","5","1","0","0",0.07768628015663
"0","9","1","0","0",1.03709433987367e-07
"1","9","1","0","0",2.27752328761429e-07
"0","10","1","0","0",0.233790284305639
"1","10","1","0","0",0.401224498999907
"0","11","1","0","0",0.135932568641666
"1","11","1","0","0",0.25676976012118
"0","12","1","0","0",0.631861777984845
"1","12","1","0","0",0.790323749444549
"0","1","0","1","0",0.789637743383171
"1","1","0","1","0",0.891814326993727
"0","2","0","1","0",0.774165009659564
"1","2","0","1","0",0.882740954937197
"0","3","0","1","0",0.847611689618339
"1","3","0","1","0",0.924327839483217
"0","4","0","1","0",0.832766319178857
"1","4","0","1","0",0.916217279415822
"0","5","0","1","0",0.0722443698354112
"1","5","0","1","0",0.146034466230164
"0","9","0","1","0",2.10555982148403e-07
"1","9","0","1","0",4.62393895105303e-07
"0","10","0","1","0",0.382518324881684
"1","10","0","1","0",0.576346458552639
"0","11","0","1","0",0.242075653433322
"1","11","0","1","0",0.412251029053948
"0","12","0","1","0",0.777017708274846
"1","12","0","1","0",0.884426894635967
"0","1","1","1","0",0.608566548189793
"1","1","1","1","0",0.773460723086934
"0","2","1","1","0",0.586745607107724
"1","2","1","1","0",0.757164041397676
"0","3","1","1","0",0.697313656989935
"1","3","1","1","0",0.834961112239416
"0","4","1","1","0",0.673467112700309
"1","4","1","1","0",0.819146301600175
"0","5","1","1","0",0.0312445746865331
"1","5","1","1","0",0.066143224039408
