"is_loaded","position_mother_L","nature_mother_V","probas"
"0","0","0",2.32205762436325
"1","0","0",1.80841010021201
"0","1","0",1.17789771858738
"1","1","0",0.917342493554279
"0","0","1",1.98069633929312
"1","0","1",1.54255916298066
"0","1","1",1.00473721013169
"1","1","1",0.782485714306609
